,Comment,P_nodes,P_losses,P_losses_percent,s_NR,i_NR,v_NR
40,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 2.781+0.15623033j]
 [ 0.   +0.j        ]
 [16.742+0.03601516j]]",(2.447942042493878e-05+0.0019302765698565177j),(0.00012538759629636214+1.0040686024137604j),"[[-9.76150000e-06-9.51740073e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 1.39050070e-06+7.81160965e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 8.37101155e-06+1.80230490e-08j]]","[[-9.76150000e-06+9.51740073e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 1.39050000e-06-7.81151637e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 8.37100000e-06-1.80075794e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000054+6.40734853e-07j]
 [1.        +1.36702190e-11j]
 [1.00000138+1.84501585e-06j]]"
41,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [2.898+0.11832052j]
 [0.   +0.j        ]
 [3.901+0.02300059j]]",(2.759342984770541e-06+0.001901172845207695j),(4.058454162039331e-05+1.3452858156738356j),"[[-3.39950000e-06-6.97118203e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 1.44900075e-06+5.91612700e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.95050063e-06+1.15011366e-08j]]","[[-3.39950000e-06+6.97118203e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 1.44900000e-06-5.91602585e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.95050000e-06-1.15002967e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000055+6.75674257e-07j]
 [1.        +1.36702190e-11j]
 [1.00000032+4.28708269e-07j]]"
42,,"[[0.   +0.j        ]
 [0.116+0.01075596j]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [2.982+0.18118344j]
 [0.   +0.j        ]
 [2.206+0.16840424j]]",(2.0034104104560413e-06+0.001900158507536498j),(3.777168948823607e-05+0.5273184433906516j),"[[-2.65200000e-06-1.79223089e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 5.80000006e-08+5.37798280e-09j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 1.49100080e-06+9.05927928e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.10300020e-06+8.42023923e-08j]]","[[-2.65200000e-06+1.79223089e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 5.79999999e-08-5.37798181e-09j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 1.49100000e-06-9.05917197e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.10300000e-06-8.42021222e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.00000001+1.57818971e-08j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000058+6.84591849e-07j]
 [1.        +1.36702190e-11j]
 [1.0000002 +2.29637151e-07j]]"
43,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +1.52418239j]
 [ 2.83 +0.20287373j]
 [ 0.   +0.j        ]
 [ 2.084+0.10806399j]]",(3.8096300579049114e-05+0.0019485203265127982j),(0.00014616444359672007+0.10617944374252951j),"[[-1.30320000e-05-9.16611319e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+7.62115511e-07j]
 [ 1.41500072e-06+1.01437832e-07j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.04200018e-06+5.40322357e-08j]]","[[-1.30320000e-05+9.16611319e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-7.62091195e-07j]
 [ 1.41500000e-06-1.01436864e-07j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.04200000e-06-5.40319953e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000187+2.16448721e-06j]
 [1.00000056+6.44146817e-07j]
 [1.        +1.36702190e-11j]
 [1.00000018+2.21141702e-07j]]"
44,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +1.11824474j]
 [ 2.711+0.12310245j]
 [ 0.   +0.j        ]
 [ 2.534+0.08035324j]]",(3.805832535519471e-05+0.0019484713937564513j),(0.00014418763157868808+0.14742155968782533j),"[[-1.31975000e-05-6.59901480e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+5.59146627e-07j]
 [ 1.35550066e-06+6.15521128e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.26700026e-06+4.01769759e-08j]]","[[-1.31975000e-05+6.59901480e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-5.59122369e-07j]
 [ 1.35550000e-06-6.15512272e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.26700000e-06-4.01766211e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000183+2.19725480e-06j]
 [1.00000052+6.29847224e-07j]
 [1.        +1.36702190e-11j]
 [1.00000022+2.73095161e-07j]]"
45,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.87360025j]
 [ 2.024+0.17648583j]
 [ 0.   +0.j        ]
 [ 2.597+0.17675224j]]",(3.74652988863744e-05+0.0019476731866420183j),(0.0001453777458630802+0.15875549015698098j),"[[-1.28855000e-05-6.12470425e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+4.36824357e-07j]
 [ 1.01200037e-06+8.82434100e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.29850028e-06+8.83764942e-08j]]","[[-1.28855000e-05+6.12470425e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-4.36800125e-07j]
 [ 1.01200000e-06-8.82429136e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.29850000e-06-8.83761202e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.0000018 +2.21700269e-06j]
 [1.00000041+4.55060046e-07j]
 [1.        +1.36702190e-11j]
 [1.00000023+2.72107725e-07j]]"
46,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +1.42389646j]
 [ 2.862+0.11536048j]
 [ 3.44 +0.1687277j ]
 [ 4.229+0.0746745j ]]",(3.987187408771575e-05+0.001950899484967461j),(0.00012585421573724237+0.10943760595177923j),"[[-1.58405000e-05-8.90380834e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+7.11972529e-07j]
 [ 1.43100074e-06+5.76812246e-08j]
 [ 1.72000033e-06+8.43642927e-08j]
 [ 2.11450074e-06+3.73382371e-08j]]","[[-1.58405000e-05+8.90380834e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-7.11948229e-07j]
 [ 1.43100000e-06-5.76802381e-08j]
 [ 1.72000000e-06-8.43638523e-08j]
 [ 2.11450000e-06-3.73372497e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000186+2.17258236e-06j]
 [1.00000054+6.67548414e-07j]
 [1.0000002 +2.46117738e-07j]
 [1.00000036+4.60655772e-07j]]"
47,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +1.75750351j]
 [ 1.823+0.17681432j]
 [ 1.811+0.16991026j]
 [ 5.175+0.25903021j]]",(3.935027424617488e-05+0.001950201826751763j),(0.0001313470885082108+0.08252173805933521j),"[[-1.49795000e-05-1.18068042e-06j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750182e-05+8.78776112e-07j]
 [ 9.11500301e-07+8.84075656e-08j]
 [ 9.05500092e-07+8.49552542e-08j]
 [ 2.58750111e-06+1.29516585e-07j]]","[[-1.49795000e-05+1.18068042e-06j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-8.78751755e-07j]
 [ 9.11500000e-07-8.84071623e-08j]
 [ 9.05500000e-07-8.49551313e-08j]
 [ 2.58750000e-06-1.29515104e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.0000019 +2.14565335e-06j]
 [1.00000037+4.06665645e-07j]
 [1.00000011+1.25082154e-07j]
 [1.00000045+5.49887344e-07j]]"
48,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.72222251j]
 [ 2.331+0.1041728j ]
 [ 3.621+0.26662068j]
 [ 6.965+0.3414976j ]]",(4.1861267240150823e-05+0.0019535627751711138j),(0.00012287922987099195+0.13618293915876606j),"[[-1.70335000e-05-7.16308063e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+3.61135476e-07j]
 [ 1.16550049e-06+5.20870543e-08j]
 [ 1.81050037e-06+1.33310830e-07j]
 [ 3.48250200e-06+1.70751485e-07j]]","[[-1.70335000e-05+7.16308063e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-3.61111257e-07j]
 [ 1.16550000e-06-5.20863996e-08j]
 [ 1.81050000e-06-1.33310340e-07j]
 [ 3.48250000e-06-1.70748801e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000179+2.22922202e-06j]
 [1.00000044+5.41864174e-07j]
 [1.00000022+2.54133332e-07j]
 [1.00000061+7.40672523e-07j]]"
49,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.21269043j]
 [ 1.804+0.03054144j]
 [ 7.87 +0.78409282j]
 [ 7.277+0.54334457j]]",(4.454628624372958e-05+0.001957162199516249j),(0.0001169163177967234+0.12460689484654308j),"[[-1.90505000e-05-7.84385897e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+1.06369409e-07j]
 [ 9.02000292e-07+1.52711130e-08j]
 [ 3.93500173e-06+3.92048730e-07j]
 [ 3.63850219e-06+2.71675226e-07j]]","[[-1.90505000e-05+7.84385897e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-1.06345216e-07j]
 [ 9.02000000e-07-1.52707216e-08j]
 [ 3.93500000e-06-3.92046407e-07j]
 [ 3.63850000e-06-2.71672287e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000173+2.27035183e-06j]
 [1.00000033+4.28348884e-07j]
 [1.00000049+5.40985529e-07j]
 [1.00000066+7.58482735e-07j]]"
50,,"[[ 0.   +0.j        ]
 [ 0.491+0.00495414j]
 [ 0.   +0.j        ]
 [21.15 +0.08919318j]
 [ 2.714+0.24136728j]
 [12.811+0.66802002j]
 [ 6.722+0.66324292j]]",(5.034454940400224e-05+0.0019649304743352136j),(0.00011471142317718338+0.11788798543451214j),"[[-2.19440000e-05-8.32440039e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 2.45500013e-07+2.47708713e-09j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+4.46207831e-08j]
 [ 1.35700067e-06+1.20684535e-07j]
 [ 6.40550456e-06+3.34016121e-07j]
 [ 3.36100188e-06+3.31623978e-07j]]","[[-2.1944e-05+8.32440039e-07j]
 [ 0.0000e+00+0.00000000e+00j]
 [ 2.4550e-07-2.47706952e-09j]
 [ 0.0000e+00+0.00000000e+00j]
 [ 1.0575e-05-4.45965921e-08j]
 [ 1.3570e-06-1.20683642e-07j]
 [ 6.4055e-06-3.34010011e-07j]
 [ 3.3610e-06-3.31621460e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.00000005+7.11790157e-08j]
 [1.        +1.36701502e-11j]
 [1.00000172+2.28032063e-06j]
 [1.00000055+6.09343120e-07j]
 [1.00000076+9.14338817e-07j]
 [1.00000063+6.87345062e-07j]]"
51,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +1.16176211j]
 [ 2.251+0.05295023j]
 [16.511+0.4336894j ]
 [ 8.226+0.74511828j]]",(5.786570322285911e-05+0.0019750062261683077j),(0.00012020795052320229+0.08251471475315893j),"[[-2.40690000e-05-1.19581128e-06j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+5.80905320e-07j]
 [ 1.12550045e-06+2.64757257e-08j]
 [ 8.25550756e-06+2.16854831e-07j]
 [ 4.11300281e-06+3.72562906e-07j]]","[[-2.40690000e-05+1.19581128e-06j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-5.80881056e-07j]
 [ 1.12550000e-06-2.64751161e-08j]
 [ 8.25550000e-06-2.16844702e-07j]
 [ 4.11300000e-06-3.72559141e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000183+2.19374205e-06j]
 [1.00000042+5.31819333e-07j]
 [1.00000095+1.20208927e-06j]
 [1.00000076+8.46610553e-07j]]"
52,,"[[ 0.39 +0.0153392j ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [21.15 +0.09631407j]
 [ 3.615+0.1504442j ]
 [12.702+0.23103947j]
 [13.013+0.38139431j]]",(6.138989785497984e-05+0.0019797289968984666j),(0.00012067996433060711+0.22637601700305413j),"[[-2.54350000e-05-4.36316886e-07j]
 [ 1.95000013e-07+7.66961513e-09j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750181e-05+4.81812273e-08j]
 [ 1.80750117e-06+7.52236728e-08j]
 [ 6.35100447e-06+1.15525728e-07j]
 [ 6.50650698e-06+1.90706507e-07j]]","[[-2.54350000e-05+4.36316886e-07j]
 [ 1.95000000e-07-7.66959807e-09j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.05750000e-05-4.81570363e-08j]
 [ 1.80750000e-06-7.52220988e-08j]
 [ 6.35100000e-06-1.15519735e-07j]
 [ 6.50650000e-06-1.90697153e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000007+8.48074548e-08j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000172+2.27974582e-06j]
 [1.00000068+8.42329339e-07j]
 [1.00000072+9.30463215e-07j]
 [1.00000111+1.40495943e-06j]]"
53,,"[[ 1.84 +0.02316518j]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 3.109+0.05287614j]
 [ 5.581+0.23236116j]
 [13.67 +1.31715333j]
 [17.375+0.36585013j]]",(4.227613895579907e-05+0.001954121437709011j),(0.00010168644366999174+0.09812772949555455j),"[[-2.07875000e-05-9.94754235e-07j]
 [ 9.20000283e-07+1.15829706e-08j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.55450039e-06+2.64385933e-08j]
 [ 2.79050280e-06+1.16184331e-07j]
 [ 6.83500523e-06+6.58583670e-07j]
 [ 8.68751244e-06+1.82941731e-07j]]","[[-2.07875000e-05+9.94754235e-07j]
 [ 9.20000000e-07-1.15825913e-08j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.55450000e-06-2.64380704e-08j]
 [ 2.79050000e-06-1.16180579e-07j]
 [ 6.83500000e-06-6.58576667e-07j]
 [ 8.68750000e-06-1.82925063e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000031+4.08292147e-07j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000026+3.32003545e-07j]
 [1.00000106+1.30040088e-06j]
 [1.00000086+9.42151510e-07j]
 [1.00000147+1.88771417e-06j]]"
54,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 3.881+0.03388649j]
 [ 3.223+0.09273236j]
 [ 2.678+0.22740815j]
 [21.538+1.28205738j]]",(4.1830851703394956e-05+0.001953519300887052j),(0.0001335595520542623+0.11940211188138607j),"[[-1.56600000e-05-8.17093455e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.94050061e-06+1.69440581e-08j]
 [ 1.61150093e-06+4.63674301e-08j]
 [ 1.33900020e-06+1.13704342e-07j]
 [ 1.07690192e-05+6.41054384e-07j]]","[[-1.56600000e-05+8.17093455e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.94050000e-06-1.69432435e-08j]
 [ 1.61150000e-06-4.63661800e-08j]
 [ 1.33900000e-06-1.13704074e-07j]
 [ 1.07690000e-05-6.41028692e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000032+4.17033102e-07j]
 [1.0000006 +7.58421006e-07j]
 [1.00000017+1.86279137e-07j]
 [1.00000192+2.27174596e-06j]]"
55,,"[[40.444+4.03840024j]
 [16.899+1.29736154j]
 [ 0.236+0.02059996j]
 [14.188+0.13828604j]
 [15.108+0.99894638j]
 [ 7.109+0.66878995j]
 [19.551+0.8322493j ]]",(0.00039926389030853215+0.0024324401626101277j),(0.00035166590946274906+0.030425912442046055j),"[[-5.67675000e-05-3.99636797e-06j]
 [ 2.02221381e-05+2.01938514e-06j]
 [ 8.44951565e-06+6.48701746e-07j]
 [ 1.18000005e-07+1.02999837e-08j]
 [ 7.09400813e-06+6.91539073e-08j]
 [ 7.55402057e-06+4.99500755e-07j]
 [ 3.55450141e-06+3.34396868e-07j]
 [ 9.77551577e-06+4.16145786e-07j]]","[[-5.67675e-05+3.99636797e-06j]
 [ 2.02220e-05-2.01920012e-06j]
 [ 8.44950e-06-6.48680770e-07j]
 [ 1.18000e-07-1.02999775e-08j]
 [ 7.09400e-06-6.91430202e-08j]
 [ 7.55400e-06-4.99473190e-07j]
 [ 3.55450e-06-3.34394975e-07j]
 [ 9.77550e-06-4.16124652e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000767+8.38415406e-06j]
 [1.00000203+2.32652774e-06j]
 [1.00000004+4.84517249e-08j]
 [1.00000116+1.52337334e-06j]
 [1.00000295+3.45382221e-06j]
 [1.00000044+4.90863864e-07j]
 [1.0000017 +2.08947752e-06j]]"
56,,"[[52.164+1.26132107j]
 [27.664+1.21898509j]
 [13.93 +1.09804706j]
 [27.344+1.97085931j]
 [23.019+1.87466282j]
 [17.735+0.0884317j ]
 [22.542+1.96308191j]]",(0.0007867377284185295+0.0029516142376975196j),(0.00042665198560642173+0.031150322701655835j),"[[-9.21990000e-05-4.73674574e-06j]
 [ 2.60822276e-05+6.30965466e-07j]
 [ 1.38320418e-05+6.09548536e-07j]
 [ 6.96501600e-06+5.49044962e-07j]
 [ 1.36720303e-05+9.85470299e-07j]
 [ 1.15095479e-05+9.37395545e-07j]
 [ 8.86750872e-06+4.42275264e-08j]
 [ 1.12710211e-05+9.81569213e-07j]]","[[-9.21990e-05+4.73674574e-06j]
 [ 2.60820e-05-6.30660533e-07j]
 [ 1.38320e-05-6.09492546e-07j]
 [ 6.96500e-06-5.49023528e-07j]
 [ 1.36720e-05-9.85429655e-07j]
 [ 1.15095e-05-9.37331412e-07j]
 [ 8.86750e-06-4.42158475e-08j]
 [ 1.12710e-05-9.81540956e-07j]]","[[1.        +0.00000000e+00j]
 [1.000009  +1.14736363e-05j]
 [1.00000319+3.90718384e-06j]
 [1.00000252+2.87840483e-06j]
 [1.00000242+2.79835151e-06j]
 [1.00000458+5.19904991e-06j]
 [1.00000099+1.31211910e-06j]
 [1.00000207+2.32646406e-06j]]"
57,,"[[59.874+0.37739448j]
 [38.862+2.34104412j]
 [ 1.872+0.08797734j]
 [32.97 +2.3252346j ]
 [28.297+0.99370355j]
 [20.677+1.36317296j]
 [22.396+1.72416723j]]",(0.0010625415754219603+0.003321156075152487j),(0.0005184444714864065+0.036049780615122075j),"[[-1.02474000e-04-4.60539840e-06j]
 [ 2.99372997e-05+1.89098757e-07j]
 [ 1.94310826e-05+1.17063274e-06j]
 [ 9.36000288e-07+4.39890551e-08j]
 [ 1.64850441e-05+1.16267638e-06j]
 [ 1.41485719e-05+4.96948172e-07j]
 [ 1.03385119e-05+6.81602423e-07j]
 [ 1.11980208e-05+8.62111460e-07j]]","[[-1.02474e-04+4.60539840e-06j]
 [ 2.99370e-05-1.88697241e-07j]
 [ 1.94310e-05-1.17052206e-06j]
 [ 9.36000e-07-4.39886696e-08j]
 [ 1.64850e-05-1.16261730e-06j]
 [ 1.41485e-05-4.96851776e-07j]
 [ 1.03385e-05-6.81586479e-07j]
 [ 1.11980e-05-8.62083614e-07j]]","[[1.        +0.00000000e+00j]
 [1.00001009+1.33484097e-05j]
 [1.00000458+5.42023456e-06j]
 [1.00000033+3.96593176e-07j]
 [1.00000291+3.37823366e-06j]
 [1.00000532+6.62638593e-06j]
 [1.00000125+1.45994295e-06j]
 [1.00000204+2.33003043e-06j]]"
58,,"[[31.641+2.95189317j]
 [40.018+1.22843932j]
 [16.732+0.42231948j]
 [37.036+3.54357741j]
 [30.917+0.54613161j]
 [19.009+1.2556848j ]
 [11.121+0.94556347j]]",(0.0007031553387264466+0.002839622454736901j),(0.0003770795600064602+0.026066865328515553j),"[[-9.32370000e-05-5.44585589e-06j]
 [ 1.58205844e-05+1.47605969e-06j]
 [ 2.00090874e-05+6.14336707e-07j]
 [ 8.36602295e-06+2.11190492e-07j]
 [ 1.85180559e-05+1.77186356e-06j]
 [ 1.54585858e-05+2.73180769e-07j]
 [ 9.50451006e-06+6.27855877e-07j]
 [ 5.56050513e-06+4.72788611e-07j]]","[[-9.32370e-05+5.44585589e-06j]
 [ 1.58205e-05-1.47594658e-06j]
 [ 2.00090e-05-6.14219660e-07j]
 [ 8.36600e-06-2.11159740e-07j]
 [ 1.85180e-05-1.77178870e-06j]
 [ 1.54585e-05-2.73065803e-07j]
 [ 9.50450e-06-6.27842402e-07j]
 [ 5.56050e-06-4.72781736e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000595+6.59396160e-06j]
 [1.00000454+5.71032343e-06j]
 [1.00000283+3.60430277e-06j]
 [1.00000337+3.71965180e-06j]
 [1.00000568+7.33675781e-06j]
 [1.00000115+1.34203407e-06j]
 [1.00000102+1.14964580e-06j]]"
59,,"[[30.835+2.91355545j]
 [47.345+2.8744482j ]
 [18.47 +0.43609882j]
 [34.274+0.41218559j]
 [34.286+2.96292195j]
 [22.925+2.22689666j]
 [10.432+0.17035825j]]",(0.0008072744227689554+0.002979129216328147j),(0.0004065501431602207+0.024833392467268317j),"[[-9.92835000e-05-5.99728372e-06j]
 [ 1.54175802e-05+1.45688517e-06j]
 [ 2.36726226e-05+1.43738838e-06j]
 [ 9.23502796e-06+2.18086879e-07j]
 [ 1.71370474e-05+2.06156332e-07j]
 [ 1.71431063e-05+1.48160337e-06j]
 [ 1.14625147e-05+1.11346803e-06j]
 [ 5.21600448e-06+8.51851346e-08j]]","[[-9.92835e-05+5.99728372e-06j]
 [ 1.54175e-05-1.45677773e-06j]
 [ 2.36725e-05-1.43722410e-06j]
 [ 9.23500e-06-2.18049409e-07j]
 [ 1.71370e-05-2.06092796e-07j]
 [ 1.71430e-05-1.48146097e-06j]
 [ 1.14625e-05-1.11344833e-06j]
 [ 5.21600e-06-8.51791269e-08j]]","[[1.        +0.00000000e+00j]
 [1.00000581+6.41983060e-06j]
 [1.00000558+6.60094840e-06j]
 [1.00000312+3.98362059e-06j]
 [1.00000281+3.67369231e-06j]
 [1.00000687+7.71316519e-06j]
 [1.00000144+1.57900997e-06j]
 [1.00000088+1.13745574e-06j]]"
