Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,683562,-,-,-,27.73,-97.54,-6,8,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2013,1,1,0,30,0,0,0,18,18,1010,100,196.20000000000002,2.6,0.138
2013,1,1,1,30,0,0,0,18,18,1010,100,203.20000000000002,2,0.138
2013,1,1,2,30,0,0,0,17,17,1010,100,207.60000000000002,1.5,0.138
2013,1,1,3,30,0,0,0,17,17,1010,100,206.60000000000002,1.3,0.138
2013,1,1,4,30,0,0,0,17,17,1010,100,204.20000000000002,1.2000000000000002,0.138
2013,1,1,5,30,0,0,0,17,17,1010,100,210.10000000000002,1.2000000000000002,0.138
2013,1,1,6,30,0,0,0,17,17,1010,100,231.9,1.6,0.138
2013,1,1,7,30,0,0,0,17,17,1010,100,263.90000000000003,2.5,0.138
2013,1,1,8,30,0,30,30,16,17,1010,97.95,289.8,3.7,0.138
2013,1,1,9,30,0,17,17,15,17,1010,93.48,312.20000000000005,4.7,0.138
2013,1,1,10,30,21,198,208,14,16,1010,90.8,329.90000000000003,6,0.138
2013,1,1,11,30,0,100,100,12,16,1010,85.39,343.40000000000003,7.2,0.138
2013,1,1,12,30,0,84,84,10,15,1010,75.11,354.8,7.800000000000001,0.138
2013,1,1,13,30,64,272,311,9,15,1010,68.44,3.1,7.800000000000001,0.138
2013,1,1,14,30,68,233,270,8,15,1010,64.54,9.1,7.4,0.138
2013,1,1,15,30,0,96,96,7,15,1010,61.97,12.9,6.7,0.138
2013,1,1,16,30,196,91,137,7,14,1010,64.19,13,5.9,0.138
2013,1,1,17,30,0,17,17,7,13,1010,67.62,10.200000000000001,5.300000000000001,0.138
2013,1,1,18,30,0,0,0,7,13,1020,67.58,7.7,5.300000000000001,0.138
2013,1,1,19,30,0,0,0,6,12,1020,71,9.8,5.300000000000001,0.138
2013,1,1,20,30,0,0,0,6,11,1020,74.09,11.8,5.2,0.138
2013,1,1,21,30,0,0,0,6,11,1020,76.32000000000001,12.5,5.1000000000000005,0.138
2013,1,1,22,30,0,0,0,5,10,1020,73.29,13.8,4.9,0.138
2013,1,1,23,30,0,0,0,4,10,1020,71.02,13.700000000000001,4.800000000000001,0.138
2013,1,2,0,30,0,0,0,4,9,1020,74.18,12.9,4.800000000000001,0.138
2013,1,2,1,30,0,0,0,4,9,1020,72.91,12.4,4.9,0.138
2013,1,2,2,30,0,0,0,4,9,1020,77.08,13.3,5,0.138
2013,1,2,3,30,0,0,0,4,8,1020,76.31,13.700000000000001,5.1000000000000005,0.138
2013,1,2,4,30,0,0,0,3,8,1020,75.27,13.100000000000001,5.1000000000000005,0.138
2013,1,2,5,30,0,0,0,3,7,1020,79.21000000000001,15.4,5.2,0.138
2013,1,2,6,30,0,0,0,3,7,1020,77.87,19,5.1000000000000005,0.138
2013,1,2,7,30,0,0,0,3,7,1020,76.46000000000001,17.8,4.9,0.138
2013,1,2,8,30,0,14,14,2,7,1020,74.24,15.200000000000001,4.800000000000001,0.138
2013,1,2,9,30,0,22,22,2,7,1020,72.46000000000001,14.3,4.6000000000000005,0.138
2013,1,2,10,30,0,29,29,2,8,1020,66.86,10.8,4.4,0.138
2013,1,2,11,30,0,142,142,2,8,1020,66.53,10.100000000000001,4.3,0.138
2013,1,2,12,30,1,177,178,2,8,1020,66.5,8.200000000000001,4.1000000000000005,0.138
2013,1,2,13,30,0,117,117,2,9,1020,62.33,4.4,4.1000000000000005,0.138
2013,1,2,14,30,12,192,198,2,8,1020,67.43,0.4,4.1000000000000005,0.138
2013,1,2,15,30,0,98,98,2,8,1020,73.18,358.1,4.1000000000000005,0.138
2013,1,2,16,30,0,61,61,2,7,1020,74.09,357.90000000000003,4.1000000000000005,0.138
2013,1,2,17,30,0,8,8,2,6,1020,80.39,0.8,3.9000000000000004,0.138
2013,1,2,18,30,0,0,0,3,6,1020,81.3,3.7,3.9000000000000004,0.138
2013,1,2,19,30,0,0,0,2,6,1020,80.95,7.1000000000000005,3.9000000000000004,0.138
2013,1,2,20,30,0,0,0,2,6,1020,79.77,7.300000000000001,3.8000000000000003,0.138
2013,1,2,21,30,0,0,0,2,6,1020,78.05,4.3,3.8000000000000003,0.138
2013,1,2,22,30,0,0,0,2,6,1020,76.16,3.9000000000000004,3.8000000000000003,0.138
2013,1,2,23,30,0,0,0,1,6,1020,74.17,6.9,3.9000000000000004,0.138
2013,1,3,0,30,0,0,0,1,6,1020,72.69,9.5,4.1000000000000005,0.138
2013,1,3,1,30,0,0,0,1,6,1020,71.75,8.5,4.3,0.138
2013,1,3,2,30,0,0,0,1,6,1020,71.06,9.3,4.4,0.138
2013,1,3,3,30,0,0,0,1,6,1020,71.10000000000001,12.200000000000001,4.5,0.138
2013,1,3,4,30,0,0,0,1,6,1020,71.91,16.2,4.6000000000000005,0.138
2013,1,3,5,30,0,0,0,1,6,1020,73.51,16.900000000000002,4.6000000000000005,0.138
2013,1,3,6,30,0,0,0,1,6,1020,74.78,16.6,4.800000000000001,0.138
2013,1,3,7,30,0,0,0,1,6,1020,74.59,16.400000000000002,5,0.138
2013,1,3,8,30,0,45,45,1,7,1020,68.41,16.7,5.2,0.138
2013,1,3,9,30,0,111,111,1,7,1020,67.05,19.1,5.300000000000001,0.138
2013,1,3,10,30,0,133,133,0,8,1020,61.160000000000004,21.900000000000002,5.4,0.138
2013,1,3,11,30,11,211,218,0,9,1020,59.68,23.700000000000003,5.4,0.138
2013,1,3,12,30,5,197,200,0,9,1020,54.42,22.8,5.300000000000001,0.138
2013,1,3,13,30,10,212,218,0,9,1020,53.11,20.3,5.1000000000000005,0.138
2013,1,3,14,30,21,204,216,0,10,1020,48.54,18.8,5,0.138
2013,1,3,15,30,767,83,398,0,10,1020,47.550000000000004,20.3,4.7,0.138
2013,1,3,16,30,613,61,210,0,9,1020,50.22,22.400000000000002,4.2,0.138
2013,1,3,17,30,206,19,29,0,9,1020,52.370000000000005,22,3.7,0.138
2013,1,3,18,30,0,0,0,0,9,1020,55.85,19.6,3.6,0.138
2013,1,3,19,30,0,0,0,1,9,1020,57.29,19.900000000000002,3.8000000000000003,0.138
2013,1,3,20,30,0,0,0,1,9,1020,62.72,22.3,3.9000000000000004,0.138
2013,1,3,21,30,0,0,0,1,8,1020,64.54,25.400000000000002,3.9000000000000004,0.138
2013,1,3,22,30,0,0,0,2,8,1020,66.76,27.5,3.7,0.138
2013,1,3,23,30,0,0,0,2,8,1020,69.04,26,3.5,0.138
2013,1,4,0,30,0,0,0,3,8,1020,71.15,21,3.3000000000000003,0.138
2013,1,4,1,30,0,0,0,3,7,1020,77.99,14.3,3.4000000000000004,0.138
