,0,1,2,3,4,5,6
Curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shortfall,11502.066,11677.851,11901.345,12340.976,11886.813830672854,10413.818793931607,9839.652586043418
Wind + PV + Storage,0.0,0.0,0.0,0.0,856.5731693271473,2794.503206068393,3477.947413956584
Wind + PV Generation,0.0,0.0,0.0,0.0,856.5731693271473,2794.503206068393,3477.947413956584
Load,11502.066,11677.851,11901.345,12340.976,12743.387000000002,13208.322,13317.600000000002
State of Charge,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery Used,0.0,0.0,0.0,0.0,0.0,0.0,0.0
