,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-51140759.99999999,1343030.91780231,2810729.517625589,1216827.0511979999,247600.70452144486,215590.17352212057,-520385.6295986371,-1256388.542369648,-1289206.7469330211,-1322756.3689491693,-1357254.6294291085,-1392505.4485076587,-1428747.4359765602,-1465785.575218797,-1503859.5658554765,-1542775.5083446861,-1600072.992935213,-1658314.818660986,-1700281.4757635603,-1743297.2992936987,-1787388.5184120915,-1842757.7507294435,-1899256.8205367047,-1946738.241050122,-1995406.6970763751,-2045291.864503284
Solar,-38675000.0,9568119.492627911,1488521.336701503,441488.0636490808,-194373.37420139078,-213431.4505019586,-695472.031167138,-1177284.8901807638,-1196208.906817602,-1215422.9567723856,-1235083.5778022637,-1255034.545548198,-1275448.1578241708,-1296168.5686126198,-1317368.463292589,-1338892.3928634082,-1373995.5582192638,-1409481.860085125,-1432319.5827995334,-1455600.407664862,-1479334.133825715,-1511226.150746219,-1543591.369512047,-1568744.944898086,-1594392.9975802582,-1620546.545870082
