,HOPP Solar [kW],HOMER Solar,ARIES Solar [kW],HOPP Wind [kW],HOMER Wind [kW],ARIES Wind [kW]
2022-06-05 00:00:00,0.0,0.0,0.0,0.0,0.0,-5.7
2022-06-05 01:00:00,0.0,0.0,0.0,0.0,0.0,-6.4
2022-06-05 02:00:00,0.0,0.0,0.0,0.0,0.0,-6.1
2022-06-05 03:00:00,0.0,0.0,0.0,0.0,0.0,-7.6
2022-06-05 04:00:00,0.0,0.0,0.0,0.0,0.0,11.4
2022-06-05 05:00:00,0.0,0.7347081162790697,0.0,203.896548182,271.6931,248.0
2022-06-05 06:00:00,8.527022310858138,14.515006744186048,5.05,221.5406936719,294.0661,328.0
2022-06-05 07:00:00,34.021534767504654,65.61915406976743,36.6,0.4349840545,0.0,35.9
2022-06-05 08:00:00,80.81944459913372,102.82386976744185,98.0,0.0,0.0,-0.53
2022-06-05 09:00:00,168.1431774315721,187.82361046511627,182.0,0.0,0.0,-5.8
2022-06-05 10:00:00,235.22596534983256,246.73613372093024,232.0,22.7381853351,45.25396,9.36
2022-06-05 11:00:00,216.90798858251978,216.00568139534883,248.0,137.6972711567,185.4722,178.0
2022-06-05 12:00:00,258.01936995728374,247.1599418604651,262.0,157.4639350623,208.8923,192.0
2022-06-05 13:00:00,144.30072684862444,142.10687674418602,140.0,48.7515794433,77.06841,138.0
2022-06-05 14:00:00,91.45143627484653,96.35801162790698,94.4,0.0,0.0,-6.1
2022-06-05 15:00:00,125.41609236563257,102.46638139534885,118.0,128.5149273051,177.3332,313.0
2022-06-05 16:00:00,136.0161887267779,42.30955744186047,123.0,70.3394992105,102.2953,185.0
2022-06-05 17:00:00,71.59031232856395,4.343675232558139,63.0,0.0,0.0,-4.7
2022-06-05 18:00:00,31.432247620694184,0.0,24.2,74.2288832264,108.2507,164.0
2022-06-05 19:00:00,12.95551118460465,0.0,8.12,224.0509195181,297.48,348.0
2022-06-05 20:00:00,0.0,0.0,0.0,27.6445818049,49.81581,76.6
2022-06-05 21:00:00,0.0,0.0,0.0,0.0,0.0,-5.6
2022-06-05 22:00:00,0.0,0.0,0.0,0.0,0.0,-5.5
2022-06-05 23:00:00,0.0,0.0,0.0,29.2684795317,51.43518,66.4
2022-06-06 00:00:00,0.0,0.0,0.0,208.6927598148,279.3172,276.0
2022-06-06 01:00:00,0.0,0.0,0.0,175.0288255982,231.3463,368.0
2022-06-06 02:00:00,0.0,0.0,0.0,3.7404456899,0.0,134.0
2022-06-06 03:00:00,0.0,0.0,0.0,0.0,0.0,52.3
2022-06-06 04:00:00,0.0,0.0,0.0,0.0,0.0,-6.5
2022-06-06 05:00:00,0.0,0.7428147325581396,0.0,0.0,0.0,6.22
2022-06-06 06:00:00,7.131467410651163,18.670376395348836,3.88,6.3429626816999995,0.0,38.3
2022-06-06 07:00:00,28.094716703236045,44.60399441860465,32.5,0.0,0.0,-5.9
2022-06-06 08:00:00,45.27888791915698,52.70996523255813,50.1,0.0,0.0,-6.7
2022-06-06 09:00:00,157.48153904740815,177.17911046511628,174.0,0.0,0.0,1.24
2022-06-06 10:00:00,179.0236758459442,187.3543360465116,78.5,0.0,0.0,-5.8
2022-06-06 11:00:00,119.69399697611162,123.62167790697676,80.6,0.0,0.0,-6.0
2022-06-06 12:00:00,223.53286190018372,222.08716860465117,212.0,0.0,0.0,-5.9
2022-06-06 13:00:00,176.75237423117326,170.55188604651164,175.0,36.988655778,60.83533,76.6
2022-06-06 14:00:00,62.570644852881394,64.00810860465116,42.4,198.5159784666,266.0527,358.0
2022-06-06 15:00:00,84.00132141973721,81.39293837209301,60.3,83.8464393381,119.8481,63.8
2022-06-06 16:00:00,33.4531350880186,36.76773581395349,36.2,785.3314420749,884.5786,961.0
2022-06-06 17:00:00,38.31796382859186,9.271319069767442,3.12,826.4430417589,934.2696,1.06
2022-06-06 18:00:00,79.08940660829303,0.0,0.0,206.0392444933,276.6589,515.0
2022-06-06 19:00:00,15.150397099897674,0.0,0.0,775.5914224467,880.6461,1.17
2022-06-06 20:00:00,2.7083917384011627,0.0,0.0,240.8258375059,316.5469,665.0
2022-06-06 21:00:00,0.0,0.0,0.0,50.3379037259,77.52261,271.0
2022-06-06 22:00:00,0.0,0.0,0.0,153.1124683791,201.395,343.0
2022-06-06 23:00:00,0.0,0.0,0.0,0.0,0.0,-6.0
2022-06-07 00:00:00,0.0,0.0,0.0,0.0,0.0,-5.9
2022-06-07 01:00:00,0.0,0.0,0.0,314.9449840175,399.2698,534.0
2022-06-07 02:00:00,0.0,0.0,0.0,353.7268710129,438.4548,556.0
2022-06-07 03:00:00,0.0,0.0,0.0,257.4703862398,325.3045,425.0
2022-06-07 04:00:00,0.0,0.0,0.0,23.7889055067,43.18696,64.5
2022-06-07 05:00:00,0.0,2.1279970581395347,0.0,0.06874391540000001,0.0,-5.4
2022-06-07 06:00:00,6.592487567068606,9.874367906976744,0.0,0.0,0.0,-8.3
2022-06-07 07:00:00,33.26790068596512,59.78838395348838,0.0,0.0,0.0,-5.5
2022-06-07 08:00:00,103.83345207162326,144.6439093023256,0.0,6.2557799474,0.0,8.86
2022-06-07 09:00:00,162.14526629127323,182.54576279069767,145.0,0.7225035449,0.0,-0.72
2022-06-07 10:00:00,181.32360996514998,194.2039976744186,201.0,0.0,0.0,-4.6
2022-06-07 11:00:00,253.5414822019221,260.899411627907,310.0,4.2453932794,0.0,-5.6
2022-06-07 12:00:00,241.3077001431686,237.35915697674417,339.0,7.9363420029,0.0,5.03
2022-06-07 13:00:00,112.90680562652325,117.62388837209302,180.0,0.0,0.0,-6.1
2022-06-07 14:00:00,144.13874349454767,134.77772674418605,202.0,6.5613377888999995,0.0,-5.7
2022-06-07 15:00:00,155.20901963814185,115.46931162790698,215.0,12.2925819509,0.0,-5.5
2022-06-07 16:00:00,191.02678465832443,43.26102976744186,250.0,41.7278629502,67.75381,2.16
2022-06-07 17:00:00,132.25018129651744,4.4819608139534886,157.0,46.1787117283,73.52688,94.6
2022-06-07 18:00:00,57.776432901756976,0.0,55.6,3.9528892117,0.0,16.4
2022-06-07 19:00:00,7.435871135438373,0.0,6.06,0.0,0.0,-5.3
2022-06-07 20:00:00,0.37118566106976747,0.0,0.0,25.0349074455,47.20902,353.0
2022-06-07 21:00:00,0.0,0.0,0.0,483.166518839,591.2668,594.0
2022-06-07 22:00:00,0.0,0.0,0.0,253.1595033327,320.919,410.0
2022-06-07 23:00:00,0.0,0.0,0.0,70.5909090003,96.70474,87.6
2022-06-08 00:00:00,0.0,0.0,0.0,19.5100445358,38.24332,32.8
2022-06-08 01:00:00,0.0,0.0,0.0,0.0,0.0,-2.2
2022-06-08 02:00:00,0.0,0.0,0.0,0.0,0.0,-5.4
2022-06-08 03:00:00,0.0,0.0,0.0,11.4868451364,0.0,45.4
2022-06-08 04:00:00,0.0,0.0,0.0,3.4472676529,0.0,16.8
2022-06-08 05:00:00,0.0,2.296059151162791,0.0,63.9204900653,89.70069,114.0
2022-06-08 06:00:00,8.016551114402326,35.287797790697674,0.599,51.7095900653,75.5741,131.0
