,HOPP Solar [kW],HOMER Solar,ARIES Solar [kW],HOPP Wind [kW],HOMER Wind [kW],ARIES Wind [kW]
2022-06-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-05 04:00:00,0.0,0.0,0.0,0.0,0.0,11.4
2022-06-05 05:00:00,0.0,0.7347081162790697,0.0,278.1646283853,271.6931,248.0
2022-06-05 06:00:00,8.44124046646279,14.515006744186048,5.05,300.8086689294,294.0661,328.0
2022-06-05 07:00:00,33.679278127755815,65.61915406976743,36.6,2.0929879075,0.0,35.9
2022-06-05 08:00:00,80.00640098648256,102.82386976744185,98.0,0.0,0.0,0.0
2022-06-05 09:00:00,166.45165706659304,187.82361046511627,182.0,0.0,0.0,0.0
2022-06-05 10:00:00,232.85959213846044,246.73613372093024,232.0,43.033334016,45.25396,9.36
2022-06-05 11:00:00,214.72589421735117,216.00568139534883,248.0,192.3178890794,185.4722,178.0
2022-06-05 12:00:00,255.42369509553257,247.1599418604651,262.0,216.7331470667,208.8923,192.0
2022-06-05 13:00:00,142.84906153655348,142.10687674418602,140.0,74.1303462756,77.06841,138.0
2022-06-05 14:00:00,90.53143482597442,96.35801162790698,94.4,0.0,0.0,0.0
2022-06-05 15:00:00,124.15440647644651,102.46638139534885,118.0,181.0755193484,177.3332,313.0
2022-06-05 16:00:00,134.64786586818022,42.30955744186047,123.0,102.0200743317,102.2953,185.0
2022-06-05 17:00:00,70.87011378655349,4.343675232558139,63.0,0.0,0.0,0.0
2022-06-05 18:00:00,31.11603920966977,0.0,24.2,107.7912654834,108.2507,164.0
2022-06-05 19:00:00,12.825178742069767,0.0,8.12,303.9702894147,297.48,348.0
2022-06-05 20:00:00,0.0,0.0,0.0,48.7934411317,49.81581,76.6
2022-06-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-05 23:00:00,0.0,0.0,0.0,50.6998962886,51.43518,66.4
2022-06-06 00:00:00,0.0,0.0,0.0,284.6267421372,279.3172,276.0
2022-06-06 01:00:00,0.0,0.0,0.0,239.6451632479,231.3463,368.0
2022-06-06 02:00:00,0.0,0.0,0.0,11.5818584298,0.0,134.0
2022-06-06 03:00:00,0.0,0.0,0.0,0.0,0.0,52.3
2022-06-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-06 05:00:00,0.0,0.7428147325581396,0.0,0.2233961798,0.0,6.22
2022-06-06 06:00:00,7.0597248484697674,18.670376395348836,3.88,22.1943542819,0.0,38.3
2022-06-06 07:00:00,27.812083853197674,44.60399441860465,32.5,0.0,0.0,0.0
2022-06-06 08:00:00,44.82338230663837,52.70996523255813,50.1,0.0,0.0,0.0
2022-06-06 09:00:00,155.89727476460232,177.17911046511628,174.0,0.0,0.0,1.24
2022-06-06 10:00:00,104.59044452473952,187.3543360465116,78.5,0.0,0.0,0.0
2022-06-06 11:00:00,69.92845103595349,123.62167790697676,80.6,0.0,0.0,0.0
2022-06-06 12:00:00,221.28412130947558,222.08716860465117,212.0,0.0,0.0,0.0
2022-06-06 13:00:00,174.97424534639418,170.55188604651164,175.0,59.4582978253,60.83533,76.6
2022-06-06 14:00:00,61.94118416566395,64.00810860465116,42.4,270.2823041666,266.0527,358.0
2022-06-06 15:00:00,83.15626812624303,81.39293837209301,60.3,122.0620997612,119.8481,63.8
2022-06-06 16:00:00,33.11659654904535,36.76773581395349,36.2,963.2676554377,884.5786,961.0
2022-06-06 17:00:00,0.0,9.271319069767442,3.12,0.0,934.2696,1.06
2022-06-06 18:00:00,0.0,0.0,0.0,281.2846490698,276.6589,515.0
2022-06-06 19:00:00,0.0,0.0,0.0,0.0,880.6461,1.17
2022-06-06 20:00:00,0.0,0.0,0.0,325.0982386899,316.5469,665.0
2022-06-06 21:00:00,0.0,0.0,0.0,76.1089892895,77.52261,271.0
2022-06-06 22:00:00,0.0,0.0,0.0,211.1914304598,201.395,343.0
2022-06-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07 01:00:00,0.0,0.0,0.0,422.6801965581,399.2698,534.0
2022-06-07 02:00:00,0.0,0.0,0.0,471.8177214173,438.4548,556.0
2022-06-07 03:00:00,0.0,0.0,0.0,346.0619883556,325.3045,425.0
2022-06-07 04:00:00,0.0,0.0,0.0,44.2668789963,43.18696,64.5
2022-06-07 05:00:00,0.0,2.1279970581395347,0.0,0.9814556253000001,0.0,0.0
