,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-36184500.00000001,1069560.3539678524,2098905.0223620865,1030693.6302710185,335615.61115355,372331.265567007,-157898.01527906605,-688241.3943244335,-652381.9669820087,-685899.1989120655,-651423.1079683022,-1992824.7036243756,-2028543.2334321935,-2064925.834315434,-2102143.1126240306,-2140058.8929229043,-2191084.2904656334,-2242882.701150776,-2283271.5580556546,-2324509.704371473,-2366616.768013387,-2416812.6624387316,-2467918.165690454,-2512754.5541690923,-2558543.2367030606,-2605306.3344871756
Solar,-16575000.0,4100618.1385342507,637933.1695541559,189204.57849851003,-83307.5122109174,-91475.30557240685,-298064.17269677087,-504555.44529600476,-512665.78592112067,-520900.4270174495,-529326.4561999758,-537876.9201767949,-546625.660873059,-555505.8871433068,-564591.6070121012,-573816.1994841765,-588860.4649478275,-604068.9322903065,-613856.5805190197,-623834.130197353,-634005.7809639854,-647673.8425945882,-661544.7055598337,-672324.8647686827,-683316.9433734517,-694525.6635131952
