Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,659265,-,-,-,32.69,10.9,0,115,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Pressure,Wind Speed,
2019,1,1,0,30,7.6000000000000005,7.4,0,0,0,98.61,1010,2.6,N/A
2019,1,1,1,30,7,7,0,0,0,100,1010,2.7,N/A
2019,1,1,2,30,6.6000000000000005,6.6000000000000005,0,0,0,100,1010,2.8000000000000003,N/A
2019,1,1,3,30,6.2,6.2,0,0,0,100,1010,2.9000000000000004,N/A
2019,1,1,4,30,5.9,5.9,0,0,0,100,1010,3.2,N/A
2019,1,1,5,30,5.800000000000001,5.800000000000001,0,0,0,100,1010,3.5,N/A
2019,1,1,6,30,6.800000000000001,5.4,14,132,17,90.75,1011,4.3,N/A
2019,1,1,7,30,8.8,5.2,55,584,176,78.34,1011,4.9,N/A
2019,1,1,8,30,11.600000000000001,5.2,78,756,350,64.95,1011,5.4,N/A
2019,1,1,9,30,14.200000000000001,5.1000000000000005,92,830,488,54.14,1010,6.4,N/A
2019,1,1,10,30,15.700000000000001,4.2,113,831,566,46.15,1010,7.2,N/A
2019,1,1,11,30,16.3,3.6,133,787,577,42.63,1009,7.6000000000000005,N/A
2019,1,1,12,30,16.5,3.7,146,716,524,42.43,1009,7.800000000000001,N/A
2019,1,1,13,30,16.2,4.1000000000000005,175,32,189,44.6,1009,7.6000000000000005,N/A
2019,1,1,14,30,15.3,4.6000000000000005,28,0,28,48.93,1010,6.4,N/A
2019,1,1,15,30,14,5,9,0,9,54.49,1010,4.7,N/A
2019,1,1,16,30,12.600000000000001,5.2,0,0,0,60.78,1011,3.4000000000000004,N/A
2019,1,1,17,30,11.700000000000001,5.4,0,0,0,65.51,1011,2.6,N/A
2019,1,1,18,30,10.8,5.7,0,0,0,70.65,1012,2,N/A
2019,1,1,19,30,10.100000000000001,5.9,0,0,0,75.06,1012,1.6,N/A
2019,1,1,20,30,9.600000000000001,6.1000000000000005,0,0,0,78.65,1011,1.4000000000000001,N/A
2019,1,1,21,30,9.200000000000001,6.2,0,0,0,81.7,1011,1.3,N/A
2019,1,1,22,30,8.9,6.300000000000001,0,0,0,83.98,1011,1.5,N/A
2019,1,1,23,30,8.700000000000001,6.4,0,0,0,85.43,1011,1.7000000000000002,N/A
2019,1,2,0,30,8.200000000000001,6.300000000000001,0,0,0,88.05,1011,2.5,N/A
2019,1,2,1,30,7.9,6.2,0,0,0,88.74,1010,3.2,N/A
2019,1,2,2,30,7.5,5.9,0,0,0,89.3,1010,3.5,N/A
2019,1,2,3,30,6.9,5.4,0,0,0,90.45,1010,3.4000000000000004,N/A
