,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Turbine Model,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Discount Rate,Debt Equity,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Grid Connected HOPP,HOPP Total Generation,Wind Capacity Factor,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid,Percentage Time 50% Load met without storage,Percentage Time 75% Load met without storage,Percentage Time 90% Load met without storage,Percentage Time 95% Load met without storage,Percentage Time 100% Load met without storage,Percentage Time 50% Load met with storage,Percentage Time 75% Load met with storage,Percentage Time 90% Load met with storage,Percentage Time 95% Load met with storage,Percentage Time 100% Load met with storage
0,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,1.0,10,25,5,5,True,50000.0,44623800.0,67146761.16509885,5.48369262098529,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,504546.14345244534,59446452.521165684,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,98.48156182212581,98.17330745518895,98.00205502911291,97.9678045438977,97.73946797579633
1,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,2.0,10,25,5,10,True,50000.0,46053800.0,67243706.11463088,5.623496707835401,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,601491.0929844637,59344507.57163367,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,99.89724854435438,99.88583171594931,99.8515812307341,99.8515812307341,99.63466149103779
2,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,3.0,10,25,5,15,True,50000.0,47483800.0,67246710.14818189,5.763300794685511,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,604495.1265354789,59336503.53808265,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,99.93149902956958,99.93149902956958,99.89724854435438,99.89724854435438,99.68032880465806
3,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,4.0,10,25,5,20,True,50000.0,48913800.0,67246710.14818189,5.903104881535621,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,604495.1265354789,59331503.53808265,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,99.93149902956958,99.93149902956958,99.89724854435438,99.89724854435438,99.68032880465806
4,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,5.0,10,25,5,25,True,50000.0,50343800.0,67246710.14818189,6.042908968385731,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,604495.1265354789,59326503.53808265,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,99.93149902956958,99.93149902956958,99.89724854435438,99.89724854435438,99.68032880465806
5,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,6.0,10,25,5,30,True,50000.0,51773800.0,67246710.14818189,6.182713055235842,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,604495.1265354789,59321503.53808265,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,99.93149902956958,99.93149902956958,99.89724854435438,99.89724854435438,99.68032880465806
6,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,7.0,10,25,5,35,True,50000.0,53203800.0,67246710.14818189,6.322517142085952,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,604495.1265354789,59316503.53808265,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,99.93149902956958,99.93149902956958,99.89724854435438,99.89724854435438,99.68032880465806
7,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,8.0,10,25,5,40,True,50000.0,54633800.0,67246710.14818189,6.462321228936061,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,604495.1265354789,59311503.53808265,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,99.93149902956958,99.93149902956958,99.89724854435438,99.89724854435438,99.68032880465806
8,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,9.0,10,25,5,45,True,50000.0,56063800.0,67246710.14818189,6.602125315786172,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,604495.1265354789,59306503.53808265,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,99.93149902956958,99.93149902956958,99.89724854435438,99.89724854435438,99.68032880465806
9,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV82_1.65MW_82,1,50000,25,yes,no,0.089,60,80,True,1462,1105,219,286,10.0,10,25,5,50,True,50000.0,57493800.0,67246710.14818189,6.741929402636283,False,66642215.02164641,31.71547541732028,609522.3444301762,59955998.66461812,604495.1265354789,59301503.53808265,91.02637287361571,89.4394337253111,88.43475282566503,88.17216577234844,87.90957871903186,99.93149902956958,99.93149902956958,99.89724854435438,99.89724854435438,99.68032880465806
