,0
Useful Life,30.0
Wind Cost ($/kW),1349.0
Solar Cost ($/kW),9999.0
Electrolyzer Installed Cost ($/kW),1467.6211200000005
Total Electricity Production (kWh),3225.5485901162615
Debt Equity,60.0
ATB Year,2020.0
H2 PTC,0.0
Wind ITC,0.0
Discount Rate,0.07
NPV Wind Expenses,-2164117718.0766706
NPV Solar Expenses,0.0
NPV HVDC Expenses,0.0
LCOE ($/MWh),46.24084956933121
LCOH ($/kg),4.41923414
Electrolyzer CF (-),0.98652968
Hydrogen storage duration (hr),44.873972009330224
Hydrogen storage capacity (kg),484936.22614332015
Hydrogen storage CAPEX ($/kg),12.389736362129
Hydrogen annual production (kg),155659768.79998067
Renewable electricity used annually (MWh),0.0
Grid electricity used annually (MWh),8642000.0
Renewable curtailment annually,0.0
LCOH: Storage and compression ($/kg),0.04080707
LCOH: Electrolyzer CAPEX ($/kg),0.62531689
LCOH: Electrolyzer FOM ($/kg),0.08378531
LCOH: Electrolyzer VOM ($/kg),0.25371968
LCOH: Renewable CAPEX ($/kg),0.0
LCOH: Renewable FOM ($/kg),0.0
LCOH: Taxes ($/kg),0.06968163
Steel annual production (tonne/year),2123920.4354151394
Ammonia annual production (kg/year),710110833.8502694
Steel price: EAF and Casting CAPEX ($/tonne),4.97345946466456
Steel price: Shaft Furnace CAPEX ($/tonne),3.882607948770989
Steel price: Oxygen Supply CAPEX ($/tonne),0.392095182255021
Steel price: H2 Pre-heating CAPEX ($/tonne),0.2632119126623041
Steel price: Cooling Tower CAPEX ($/tonne),0.47828009693546336
Steel price: Piping CAPEX ($/tonne),1.3770627523182088
Steel price: Electrical & Instrumentation ($/tonne),0.9180418356557719
"Steel price: Buildings, Storage, Water Service CAPEX ($/tonne)",2.4137176359220147
Steel price: Miscellaneous CAPEX ($/tonne),0.9180422016067605
Steel price: Annual Operating Labor Cost ($/tonne),42.82084984229986
Steel price: Maintenance Labor Cost ($/tonne),3.967729908804529
Steel price: Administrative & Support Labor Cost ($/tonne),11.697144937776098
Steel price: Installation Cost ($/tonne),6.916175001868113
Steel price: Maintenance Materials ($/tonne),7.719999999999995
Steel price: Raw Water Withdrawal ($/tonne),0.4764879062999998
Steel price: Lime ($/tonne),2.5641611999999987
Steel price: Carbon ($/tonne),14.253771999999994
Steel price: Iron Ore ($/tonne),476.07269399999973
Steel price: Hydrogen ($/tonne),291.4926838743999
Steel price: Natural gas ($/tonne),2.7167092623580062
Steel price: Electricity ($/tonne),26.915783999999988
Steel price: Slag Disposal ($/tonne),6.560037899999997
Steel price: Taxes ($/tonne),18.730065030214092
Steel price: Financial ($/tonne),59.61628920681903
Steel price: Total ($/tonne),988.1371031016304
Ammonia price: Air Separation by Cryogenic ($/kg),0.0014835763572239433
Ammonia price: Haber Bosch ($/kg),0.0012289120421776554
Ammonia price: Boiler and Steam Turbine ($/kg),0.0004659869825003789
Ammonia price: Cooling Tower ($/kg),0.000316357772052428
Ammonia price: Depreciable Nonequipment ($/kg),0.0018035614555489538
Ammonia price: Labor Cost ($/kg),0.00954149847129286
Ammonia price: Maintenance Cost ($/kg),0.0007089676040650012
Ammonia price: Administrative Expense ($/kg),0.0019082996942585723
Ammonia price: Hydrogen ($/kg),0.8718459690271184
Ammonia price: Electricity ($/kg),0.025959165287560003
Ammonia price: Cooling water ($/kg),5.580990977316859e-06
Ammonia price: Iron based catalyst ($/kg),0.002118031527748033
Ammonia price: Oxygen byproduct ($/kg),0.008386648300601967
Ammonia price: Taxes ($/kg),0.00630097252848789
Ammonia price: Financial ($/kg),0.020475203253344263
Ammonia price: Total ($/kg),0.9364591924690524
