,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-5585780265.0804405,274310375.25214726,440424570.21043545,268160487.40345395,168211055.78118825,166651522.07997888,92290470.82988396,17984642.284679964,16511481.011355609,19051182.932350457,17518735.731337085,-92880540.68332909,-94472591.472314,-96083579.26340175,-97737895.77504651,-99412527.8294422,-103021331.89555046,-106657823.8393111,-108439247.40440232,-110255800.62299779,-112108267.67707889,-115108882.04082736,-118147035.05308507,-120112137.64237158,-122116482.06351984,-124160950.5049977,-126246446.22141144,-128373894.05027337,-130544240.94159015,-132758456.50059044,-135017533.54392034
Solar,-9999000.0,2728713.7700171294,643702.015474223,376955.37926849764,216586.36171832308,215760.34278010152,95312.07366524129,-24998.82313564031,-25554.651297195433,-26103.5212969419,-26684.120450429436,-27254.23288688835,-27856.53559508497,-28448.823532770308,-29073.784780950104,-29689.22565985656,-33720.08263240373,-37752.54813831116,-38415.264553081615,-39090.74312982195,-39779.26486509744,-42470.66842481261,-45175.697231514045,-45905.10168071258,-46648.74136132517,-47406.932155339025,-48179.99744180304,-48968.26828025446,-49772.08359869123,-50591.79038620321,-51427.74389037845
H2,-135753430.29406595,-37453941.86110321,-76006093.9548589,-77437529.35087642,-79472877.42322147,-81508736.39866626,-83545558.8284854,-85588251.70931053,-129435051.57912394,-88664464.82374918,-90515963.27203363,-92395168.10526687,-94306925.53225607,-96248347.07935047,-98224195.13181967,-147915545.77487287,-101350266.36646968,-103460713.28959197,-105606348.46912533,-107785540.38251811,-110002153.98686004,-114238199.01065797,-172922252.55372393,-119819169.22689861,-122248803.77366245,-124717176.18251055,-127226045.40430129,-129776215.811521,-132611704.47065943,-197550720.65637457,-308496473.9129126
