,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,18063762.221536368,-14713679.97129768,-12673233.019393608,-15236319.07622871,-16866762.768474583,-17095467.142012853,-18387674.1282969,-19686484.219445016,-19936112.990501247,-20194185.00389095,-20461458.28287395,-20738099.723383356,-18963940.090156797,-19224286.21644777,-20599531.66050216,-21548888.67412693,-21880952.942163263,-22716366.614796117,-18813389.668062873,-14472393.439288992,-14614755.415382084,-14776209.835590644,-14941559.796796836,-15095610.45905198,-12959794.268672291,-8698831.241498858,-10379827.536513288,-11477933.257474193,-11699623.285204178,-12586527.646392733,-8824180.36307913
Solar,-765358.6413685736,209762.4059968136,-18513.924322391616,-48327.189141256094,-66554.46441457515,-67393.34137879989,-81319.9109529501,-95262.27109590279,-96164.10976142707,-97099.25665305679,-98073.73792630456,-99084.86624496635,-79108.52451294576,-79826.7037570889,-91853.23049541854,-99460.48389954424,-100796.51043923796,-107186.80830504041,-98447.86190897993,-84824.65985748732,-85211.74735603725,-85833.2797957392,-86472.45968538032,-86912.49883777923,-63963.431083707546,-19305.54673643494,-35255.71677011547,-45233.288444120764,-46242.54245690713,-54013.818831931945,-40841.02239091211
H2,-22127897.339531366,-6346308.692024838,-12821388.557361238,-13023338.56979087,-13361881.306381375,-13700692.882759303,-14039849.932210721,-14380148.608615965,-21472574.657946743,-14898346.074739486,-15208367.002297796,-15523071.484325498,-15843246.21261917,-16168428.69817122,-16499392.2461783,-24537281.49043536,-17028648.727338627,-17382039.4449585,-17741351.516645335,-18106325.95087912,-18477591.598046586,-19175274.602334693,-28667305.989722863,-20104460.169968948,-20511167.847635612,-20924403.701597035,-21344456.98450972,-21771462.86968349,-22244838.77883762,-32749069.348456785,-50425085.922782585
