,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-1563562000.0000002,-2719718.246065587,41759671.50493743,-7368226.05999992,-37400297.10386034,-38781048.24830586,-61687448.82770255,-84597506.66896904,-86011435.8787429,-87450550.39614415,-88921487.64233226,-90418248.0637552,-91948121.30766492,-93505138.56231286,-95096620.97019404,-96716631.98692784,-98901412.38686728,-101117832.17395708,-102839415.92070296,-104595820.08566701,-106387832.98755014,-108527371.5800533,-110704152.66895945,-112607912.88548182,-114550628.67141524,-116533187.53163493,-118556498.29479447,-120621491.63778171,-122729120.62319976,-124880361.25019802,-127076213.01898542
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
H2,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,-188786575.99156487,
Desal,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,
