,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-65758000.0,2545458.108734848,4604680.527288372,2485714.8774228115,1408912.2117340444,1295639.400198469,516074.21565147024,-264910.38876514323,-383376.10130235367,-263989.741709657,-387538.14202974737,-6999989.444894886,-7128831.485048735,-7260273.310970944,-7394657.736424636,-7531770.860165667,-7694201.758983992,-7859566.380875744,-8005761.464741787,-8155101.9428489,-8307661.35522455,-8476599.227498613,-8648908.520932686,-8811584.073798813,-8977791.043885022,-9147612.361905798,-9321132.97829633,-9498439.913170056,-9679622.307519786,-9864771.475693468,-10053980.959176345
Solar,-598000.0,129085.2774151767,3892.6024996734614,-12565.79457826481,-22671.21005437895,-23244.226175120326,-30980.78871025693,-38718.754812315114,-39304.47427060449,-39899.808386635035,-40507.283851757515,-41124.593808779704,-41754.51356693324,-42394.74717088706,-43048.081096186026,-43712.23082479483,-44592.2725322294,-45484.290312560086,-46186.91286957302,-46902.69664997827,-47631.926640955324,-48493.88156392908,-49369.872887271675,-50141.21909302777,-50927.21994776352,-51728.19552764176,-52544.47344782881,-53376.389046340475,-54224.28557243811,-55088.51437968757,-55969.43512379765
H2,-10208630.922059558,-3157524.5395198874,-6344891.316648774,-6420707.224377561,-6584189.225722473,-6747970.408518016,-6912089.031371135,-7076911.101704337,-10316982.944670048,-7333159.46503054,-7484764.170471385,-7638699.743216958,-7795328.219134912,-7954442.801969383,-8116399.575269274,-11788467.969932593,-8380536.197296668,-8553359.068016369,-8729104.392487109,-8907658.509570297,-9089312.18173999,-9419862.129971638,-13755789.219810031,-9869388.326495074,-10068166.056057714,-10270174.38954674,-10475549.95192073,-10684359.290088326,-10914559.019108143,-15713301.486689113,-23609871.995784074
