,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-3202416000.0,129908363.53239085,224979251.12571758,124650638.65245147,67111058.06880367,68253944.50847366,21631439.3202215,-21320925.397988886,-20245969.487077475,-19222737.008957252,-21942523.1683584,-142399419.06129503,-145240597.300908,-148137840.10171083,-151106231.7820931,-154133705.88883206,-158318661.79235795,-162569265.86440876,-165807317.32968968,-169117739.6794276,-172502256.38171208,-176599833.85689485,-180775080.35392582,-184392648.47078174,-188091637.70163912,-191873993.3934588,-195741708.62506682,-199696825.39143273,-203741435.8174652,-207877683.4020609,-212107764.2931631
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
H2,110062040.17221893,110062040.17221893,110062040.17221893,110062040.17221893,110062040.17221893,110062040.17221893,110062040.17221893,110062040.17221893,110062040.17221893,110062040.17221893,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,-79081969.92034517,
