,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-2592576000.0,4853204.373987645,78409010.73768899,-3256668.2466991544,-53268633.18931407,-55782994.37663916,-93999559.05282006,-132232541.8994099,-134832986.14986086,-137486160.024584,-140203389.10710222,-142975053.79488882,-145813578.26818845,-148709411.46199125,-151675047.79172736,-154701008.16752517,-158676819.0395652,-162718869.86945117,-165954594.28915817,-169262631.41718277,-172644703.26721114,-176618431.8548314,-180669766.81496078,-184284702.09334257,-187980992.664764,-191760582.23066178,-195625462.18319988,-199577672.78851908,-203619304.3994787,-207752498.69862476,-211979449.97214106
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
H2,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,-189775829.63022754,
Desal,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,-325308.8004770844,
