,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-89180000.0,3527996.5773605527,6259191.044230182,3425306.6400585184,1905078.0405580369,1792926.7694762042,677487.5076537514,-439007.72866401635,-555594.004113446,-449221.79713618103,-570861.9922216302,-6777606.952205758,-6904501.932605679,-7033927.268769358,-7166324.998973998,-7301381.601106422,-7469708.039672119,-7640922.826056401,-7785024.682223251,-7932251.000354179,-8082675.111153882,-8254116.721286237,-8428908.186032686,-8589383.735549815,-8753368.702253532,-8920945.796857996,-9092199.74759805,-9267217.350164792,-9446087.51888447,-9628901.339171797,-9815752.121289458
Solar,-598000.0,129085.2774151767,3892.6024996734614,-12565.79457826481,-22671.21005437895,-23244.226175120326,-30980.78871025693,-38718.754812315114,-39304.47427060449,-39899.808386635035,-40507.283851757515,-41124.593808779704,-41754.51356693324,-42394.74717088706,-43048.081096186026,-43712.23082479483,-44592.2725322294,-45484.290312560086,-46186.91286957302,-46902.69664997827,-47631.926640955324,-48493.88156392908,-49369.872887271675,-50141.21909302777,-50927.21994776352,-51728.19552764176,-52544.47344782881,-53376.389046340475,-54224.28557243811,-55088.51437968757,-55969.43512379765
H2,-10208630.922059558,-3157524.5395198874,-6344891.316648774,-6420707.224377561,-6584189.225722473,-6747970.408518016,-6912089.031371135,-7076911.101704337,-10316982.944670048,-7333159.46503054,-7484764.170471385,-7638699.743216958,-7795328.219134912,-7954442.801969383,-8116399.575269274,-11788467.969932593,-8380536.197296668,-8553359.068016369,-8729104.392487109,-8907658.509570297,-9089312.18173999,-9419862.129971638,-13755789.219810031,-9869388.326495074,-10068166.056057714,-10270174.38954674,-10475549.95192073,-10684359.290088326,-10914559.019108143,-15713301.486689113,-23609871.995784074
