,Site Name,Lat,Lon,ATB Year,Plant life,Policy,Turbine size (MW),Wind Plant size (MW),Wind Plant Size Adjusted for Turbine Rating(MW),Electrolyzer size (MW),Load Profile (kW),Energy to Electrolyzer (kW),Wind capacity factor (%),Electrolyzer capacity factor (%),LCOH ($/kg),LCOH: Compression & storage ($/kg),LCOH: Electrolyzer CAPEX ($/kg),LCOH: Desalination CAPEX ($/kg),LCOH: Electrolyzer FOM ($/kg),LCOH: Electrolyzer VOM ($/kg),LCOH: Desalination FOM ($/kg),LCOH: Renewable plant ($/kg),LCOH: Renewable FOM ($/kg),LCOH: Taxes ($/kg),LCOH: Water consumption ($/kg),LCOH: Finances ($/kg),LCOH: total ($/kg)
0,"42.975076,-113.3505725",42.975076,-113.3505725,2025,25,No Policy,7.0,100,98.0,100,100000,259820580.11061585,30.26518732068596,0.2965988357427121,3.6535345251756897,0.05038565553306931,0.9246155372283859,0.0021205995686012515,0.19494687898785315,0.11760889062730041,0.003679095609893708,1.5055208034483405,0.6701298965207447,0.14104492751479275,0.018121372031662263,0.02536086810504639,3.653534525175691
0,"30.214028000000003,-97.471915",30.214028000000003,-97.471915,2025,25,No Policy,7.0,100,98.0,100,100000,334002948.93703073,38.9063168550262,0.3812819051792588,2.8827982562962435,0.03920009505473761,0.7193518981737081,0.0016498287812817271,0.15164899397019171,0.12783325459105294,0.0028619650176358743,1.1712968299742754,0.5212934167725339,0.10981240646223131,0.01812137203166227,0.019728195466933544,2.882798256296244
0,"36.594552,-97.471915",36.594552,-97.471915,2025,25,No Policy,7.0,100,98.0,100,100000,414476973.56152236,48.280329601331566,0.47314723009306203,2.3586709052714645,0.031593576317092156,0.5797664281696543,0.0013296904366883627,0.12220512699207806,0.1347827045244799,0.0023062915834167917,0.9440144401713129,0.4200801240352683,0.08857334272738374,0.018121372031662267,0.015897808282427768,2.3586709052714645
0,"42.975076,-97.471915",42.975076,-97.471915,2025,25,No Policy,7.0,100,98.0,100,100000,396299499.3134327,46.16292741979084,0.45239668871396427,2.458449117194008,0.03304164941020581,0.6063396833306693,0.0013906360201896921,0.12781043447475582,0.1334584206418514,0.00241207661705618,0.9872827899333905,0.43934836850697295,0.09261667692096665,0.018121372031662267,0.016627009306288618,2.458449117194009
0,"30.214028000000003,-81.5932575",30.214028000000003,-81.5932575,2025,25,No Policy,7.0,100,98.0,100,100000,293880682.8762419,34.232676693253836,0.3354802315938835,3.2513515759860985,0.04454875610986753,0.81750394289,0.0018749398412868617,0.17235297908542044,0.1229503293695644,0.0032526967961604694,1.3311145480112467,0.5924633656061329,0.12474704507426859,0.01812137203166227,0.022421601170488706,3.2513515759860985
0,"36.594552,-81.5932575",36.594552,-81.5932575,2025,25,No Policy,7.0,100,98.0,100,100000,339367922.8760954,39.53125557684412,0.38740630465307696,2.8401224384961643,0.03858075740324498,0.7079865758552404,0.001623762490336841,0.14925161682965238,0.12839874983336536,0.0028167210016310468,1.1527910527085807,0.5130524328519303,0.10808307962724573,0.018121372031662277,0.01941631786327589,2.8401224384961656
0,"42.975076,-113.3505725",42.975076,-113.3505725,2030,25,No Policy,7.0,100,98.0,100,100000,259820580.11061585,30.26518732068596,0.2965988357427121,2.8342749129746996,0.05046621092409276,0.6948790408947199,0.002123989932895326,0.19494687898785315,0.10109367985390241,0.003679095609893708,0.9820362324314126,0.6701298965207447,0.09898545417598131,0.018121372031662263,0.01781306161154151,2.8342749129746996
0,"30.214028000000003,-97.471915",30.214028000000003,-97.471915,2030,25,No Policy,7.0,100,98.0,100,100000,334002948.93703073,38.9063168550262,0.3812819051792588,2.239221947691856,0.03926387040288287,0.5406318427275569,0.0016525129177553603,0.15164899397019171,0.10876453847386208,0.0028619650176358743,0.7640467285946835,0.5212934167725339,0.0770799428946706,0.01812137203166227,0.013856763888421258,2.2392219476918562
0,"36.594552,-97.471915",36.594552,-97.471915,2030,25,No Policy,7.0,100,98.0,100,100000,414476973.56152236,48.280329601331566,0.47314723009306203,1.8345651441617374,0.03164594064913569,0.43573909124182897,0.0013318943135411454,0.12220512699207806,0.11397812791791834,0.0023062915834167917,0.6158072848696634,0.4200801240352683,0.06218352834867499,0.018121372031662267,0.011166362178549046,1.8345651441617368
0,"42.975076,-97.471915",42.975076,-97.471915,2030,25,No Policy,7.0,100,98.0,100,100000,396299499.3134327,46.16292741979084,0.45239668871396427,1.9115996236576733,0.03309618605070308,0.4557078013005036,0.0013929313237852872,0.12781043447475582,0.11298449709497459,0.00241207661705618,0.644028019182338,0.43934836850697295,0.06501939594763029,0.018121372031662267,0.011678541127291251,1.9115996236576733
