,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-93884000.0,4818772.84362792,7817277.037448029,4816265.716633119,3338865.2932555582,3202921.1087428834,2151432.4107388547,1098718.1480362657,957763.3984382767,1192193.2778248172,1045692.9930141736,-9308016.207659427,-9460270.865251133,-9615299.441690067,-9773566.478261162,-9934741.046135258,-10131047.82706849,-10330501.805807538,-10501518.1713399,-10675928.143929992,-10853807.745733453,-11053915.380179605,-11257650.169698987,-11446413.139052778,-11638968.399791528,-11835401.491371369,-12035799.999056557,-12240253.604137883,-12448854.135397295,-12661695.62184975,-12878874.346794192
Solar,-598000.0,126298.34906812382,1077.8048691500608,-15408.740185093446,-25542.58511727587,-26144.31498864622,-33909.87841191808,-41677.135410992865,-42292.438675269026,-42917.65243534622,-43555.30634095581,-44203.09652286998,-44863.80130816442,-45535.127789530554,-46219.86552101595,-46915.73309387306,-47827.8098239984,-48752.18297724678,-49487.484460906584,-50236.273957225174,-50998.83972127469,-51894.46377505164,-52804.46092050547,-53610.1530065939,-54430.843200465315,-55266.85501287057,-56118.5195279099,-56986.17558722238,-57870.16997872884,-58770.857630041195,-59688.60180665481
H2,-12580812.241587969,-4181936.667201288,-8427890.442712624,-8543681.112854388,-8757373.184607152,-8971650.416876346,-9186564.253962323,-9402571.96511184,-13425913.287488863,-9744410.760510132,-9944750.402600348,-10148216.075175412,-10355260.541105133,-10565632.445655145,-10779777.358086094,-15339639.3787859,-11134847.080826808,-11363236.68346104,-11595518.552937277,-11831557.190777868,-12071717.867033243,-12496499.83317165,-17880165.618502837,-13085032.08442279,-13347586.577560157,-13614453.453361824,-13885807.797238134,-14161738.052153416,-14464480.373037294,-20423337.49335061,-30289833.566834807
