,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Wind,-34566216.031112835,-4214369.227099553,636021.5197596984,-4495819.818884311,-7229964.825014561,-7521389.201098757,-9544468.809909418,-11575148.452855112,-11891661.59542688,-11756073.623656819,-12095362.92938083,-24944334.393306196,-23226894.168373037,-23567571.81593381,-25037909.552632574,-26081252.13515097,-26532307.884175055,-27495616.680342615,-22100600.14837065,-16275431.086249523,-16442968.572447497,-16646382.194662511,-16854147.839498278,-17034743.66836537,-14902540.688256508,-10623948.67931394,-12348400.3627833,-13484475.103511434,-13735662.204753317,-14659332.408359077,-10472520.428619804
Solar,-1277710.769649202,343236.9907759868,14710.333724883252,-27885.578093520915,-53775.901341166944,-54600.60905084199,-74264.5168485704,-93934.64707139369,-94800.42615018648,-95695.80468861847,-96628.44084630077,-97593.37150914267,-77568.27031080963,-78232.8175010894,-90202.59285079903,-97747.62462556698,-99180.36790080783,-105661.73606208735,-98800.96343550837,-87066.10894334609,-87519.29095240045,-88304.32788992907,-89108.76052517854,-89620.14001556583,-66744.25043610216,-22161.428589254425,-38188.593106036584,-48245.14009958886,-49335.40034902238,-57189.765216063126,-41574.6232170132
H2,-1341400.5885844713,-223002.40024832048,-381353.68443079805,-341881.1350663814,-352957.9801062341,-363935.3431630605,-374814.93086779374,-385634.59153310675,-735878.4611889336,-398746.3534041478,-407677.8850572284,-416718.4273747448,-425905.1369596813,-435212.3072871901,-444676.3295805801,-841561.6019044186,-456520.9744343264,-466695.75626793085,-477023.97791702277,-487489.87328789104,-498122.2710174059,-525016.4817633859,-993995.8848296353,-554892.32886918,-566678.5235849309,-578628.3484116574,-590753.2205930497,-603056.7497557532,-617517.8687371879,-1136222.3737146114,-1723400.9938870287
