,0,1,2,3,4,5,6
Curtailment,0.0,0.0,0.0,201.70490916176163,984.0219413119846,839.3798592066387,1255.7813389591026
Shortfall,967.654,247.03722427184846,71.6230003258753,0.0,0.0,0.0,0.0
Wind + PV + Storage,967.654,984.682,1018.045,1224.0489091617617,1979.5519413119846,1877.6688592066387,2284.2513389591027
Wind + PV Generation,0.0,737.6447757281516,946.4219996741247,1224.0489091617617,1979.5519413119846,1877.6688592066387,2284.2513389591027
Load,967.654,984.682,1018.045,1022.344,995.53,1038.289,1028.47
State of Charge,14727.463160410054,14480.425936138206,14408.802935812331,14610.507844974092,15594.529786286077,16433.909645492717,17689.69098445182
Battery Used,967.654,247.03722427184846,71.6230003258753,0.0,0.0,0.0,0.0
