Project,Scenario,,Dollar_year,Weather_year,Start_day,r,state,gea,raz,country,tz,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_scenarios_2021,MidCase95by2035,,2020$,2012,Sunday,p124,VA,RFCEc,pjm_east,usa,ET,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Time,,Load,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,MW,$/MW,MW,$/MW,MW,$/MW,unitless,unitless,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,Interval,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,imports,exports,distloss_rate_avg,distloss_rate_marg,spin_MW,spin_shadow_price,flex_MW,flex_shadow_price,reg_MW,reg_shadow_price,marg_gen_tech,marg_es_tech,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,beccs_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh
1/1/2030 0:00,1/1/2030 0:00,1,56.6,56.5,54.7,0,-6.2,0,0,0.1,0,6.1,0.0314,0.0399,1.7,0,6.3,0,0.9,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.8,8.6,1.09,23.4,1072,0.1,231.4,53.5,284.8,427,8,0.8,50.4,2232.9,0.19,427.5,113,540.5,30.09,0,0,30.09,31.34,0,0,31.34,62.7,62.7,0,0,0,0,0,0,0,0,0,0,0,0,62.7,0,0,0,0,0,0
1/1/2030 1:00,1/1/2030 1:00,2,55.5,55.4,53.6,0,7.3,0,0,0.1,7.5,0,0.0313,0.0391,1.7,0,4.8,0,0.8,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,25.7,0.5,0.05,3.5,135.6,0.02,25.8,7.3,33.1,257.8,11.4,1.49,24.6,1142.1,0.12,258.5,56.6,315,397.1,7.5,0.75,46.9,2076.7,0.17,397.5,105.1,502.7,31.43,0,0,31.43,32.71,0,0,32.71,48,48,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
1/1/2030 2:00,1/1/2030 2:00,3,54.6,54.3,52.6,0,22,0,0,0.4,22.4,0,0.0311,0.0383,1.6,0,3.2,0,0.7,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,80.2,1.5,0.15,11,423.1,0.07,80.3,22.9,103.2,245.4,10.2,1.32,23.9,1106.5,0.11,246.1,54.9,301,396.8,7.5,0.75,46.9,2075,0.17,397.2,105,502.2,31.43,0,0,31.43,32.68,0,0,32.68,32.2,32.2,0,0,0,0,0,0,0,0,0,0,0,0,32.2,0,0,0,0,0,0
1/1/2030 3:00,1/1/2030 3:00,4,54.8,54.3,52.6,0,29.9,0,0,0.5,30.5,0,0.0311,0.0383,1.6,0,2.4,0,0.7,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,113,2.1,0.21,15.4,595.7,0.09,113.1,32.1,145.2,251.8,11.7,1.55,23.5,1096.5,0.11,252.6,54.2,306.7,390.1,7.4,0.74,46.1,2040,0.17,390.5,103.2,493.8,31.9,0,0,31.9,33.16,0,0,33.16,24.3,24.3,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0
1/1/2030 4:00,1/1/2030 4:00,5,56.3,55.4,53.6,0,53.7,0,0,0.9,54.6,0,0.0313,0.0391,1.7,0,0.2,0,0.6,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,204,3.8,0.38,27.6,1074.7,0.16,204.2,57.7,261.9,245.2,11,1.45,23.2,1080.4,0.11,245.9,53.5,299.4,406.8,7.7,0.77,48.1,2127.3,0.18,407.2,107.7,514.9,32.24,0,0,32.24,33.55,0,0,33.55,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0
1/1/2030 5:00,1/1/2030 5:00,6,57.5,56.5,54.7,0,56.5,0,0,1,57.5,0,0.0314,0.0399,1.7,0,0,0,0.6,0,battery,gas-cc,0,0,0,0,0,0,0,0,0,212,4,0.4,28.6,1116.7,0.16,212.2,59.9,272.1,242.1,11.3,1.5,22.5,1051.9,0.11,242.8,52,294.8,395.1,7.4,0.74,46.7,2066,0.17,395.5,104.6,500.1,32.4,0,0,32.4,33.74,0,0,33.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2030 6:00,1/1/2030 6:00,7,58.6,57.6,55.8,0,57.6,0,0,1,58.6,0,0.0316,0.0407,1.7,0,0,0,0.6,0,battery,gas-cc,0,0,0,0,0,0,0,0,0,206.6,3.9,0.39,27.9,1088.6,0.16,206.8,58.4,265.3,234.1,10.1,1.33,22.5,1042.7,0.11,234.7,51.7,286.4,395.4,7.5,0.75,46.7,2067.7,0.17,395.8,104.7,500.5,32.4,0,0,32.4,33.77,0,0,33.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2030 7:00,1/1/2030 7:00,8,59.5,58.8,56.9,0,40.1,0,0,0.7,40.8,0,0.0318,0.0415,1.8,0,4.2,0,0.9,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,136.3,2.6,0.26,18.4,718.2,0.11,136.5,38.5,175,220.3,9.9,1.31,20.8,969.3,0.1,220.9,48,268.9,387.8,7.3,0.73,45.8,2027.9,0.17,388.2,102.6,490.8,32.4,0,0,32.4,33.8,0,0,33.8,18.7,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,0.7,0,0,0
