Project,Scenario,,Dollar_year,Weather_year,Start_day,r,state,gea,raz,country,tz,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_scenarios_2021,MidCase95by2035,,2020$,2012,Sunday,p128,NY,NYSTc,npcc_new_york,usa,ET,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Time,,Load,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,MW,$/MW,MW,$/MW,MW,$/MW,unitless,unitless,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,Interval,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,imports,exports,distloss_rate_avg,distloss_rate_marg,spin_MW,spin_shadow_price,flex_MW,flex_shadow_price,reg_MW,reg_shadow_price,marg_gen_tech,marg_es_tech,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,beccs_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh
1/1/2030 0:00,1/1/2030 0:00,1,2134.2,2130.4,2062.3,0,689.4,0,0,3.9,643,0,0.032,0.0432,63.9,0,144.1,0,28.5,0,battery,gas-cc,0,0,0,1.5,1.8,0.01,0,1.5,1.5,10.2,0.2,0.02,4.3,59,0.04,10.2,5.9,16.2,206,4,0.41,24.6,1071,0.09,206.2,54.7,260.8,313.3,5.9,0.59,37,1638.1,0.14,313.6,82.9,396.5,23.94,0,9.2,33.14,25.02,0,9.62,34.64,1491.3,1441,0,0,0,0,0,0,0,0,0,50.3,0,11.3,1429.7,0,0,0,0,0,0
1/1/2030 1:00,1/1/2030 1:00,2,2000.9,1997.8,1935.2,0,561.4,0,0,3.1,514.1,0,0.0313,0.0405,59.9,0,143.6,0,27.2,0,phs,gas-cc,0,0,0,1.5,1.8,0.01,0,1.5,1.5,9,0.2,0.02,4,52.5,0.04,9,5.5,14.5,203,4.2,0.44,23.9,1048.3,0.09,203.3,53.3,256.6,367.5,6.9,0.69,43.4,1921.8,0.16,367.9,97.3,465.2,23.94,0,9.23,33.17,24.95,0,9.62,34.57,1486.7,1436.4,0,0,0,0,0,0,0,0,0,50.3,0,6.7,1429.7,0,0,0,0,0,0
1/1/2030 2:00,1/1/2030 2:00,3,1845.2,1832,1775.9,0,392.5,0,0,13.2,1102.4,746.9,0.0306,0.0371,55,0,143.9,0,25.5,0,hydro,gas-cc,0,0,0,1.5,1.8,0.01,0,1.5,1.5,14,0.3,0.03,5.3,80.1,0.06,14,7.5,21.6,225.1,4.4,0.45,26.8,1171,0.1,225.3,59.6,284.9,357.5,6.7,0.67,42.2,1869.5,0.16,357.9,94.6,452.5,23.37,0,9.26,32.63,24.27,0,9.62,33.89,1489.8,1439.5,0,0,0,0,0,0,0,0,0,50.3,0,9.8,1429.7,0,0,0,0,0,0
1/1/2030 3:00,1/1/2030 3:00,4,1753.3,1743.2,1690.3,0,307.8,0,0,10,833.5,566,0.0304,0.0353,52.3,0,143.5,0,24.6,0,hydro,gas-cc,0,0,0,1.5,1.8,0.01,0,1.5,1.5,1.2,0,0,3.7,12.7,0.05,1.2,4,5.2,236.7,4.7,0.48,28.1,1230.5,0.11,237,62.6,299.6,356.8,6.7,0.67,42.2,1866,0.16,357.2,94.4,451.6,23.37,0,9.28,32.64,24.22,0,9.62,33.84,1485.8,1435.5,0,0,0,0,0,0,0,0,0,50.3,0,5.8,1429.7,0,0,0,0,0,0
1/1/2030 4:00,1/1/2030 4:00,5,1740.7,1732.5,1680,0,391.7,0,0,8.1,756.7,407.1,0.0303,0.0351,52,0,134.1,0,24,0,gas-cc,gas-cc,0,0,0,1.6,1.9,0.01,0,1.6,1.6,1.1,0,0,3.7,12.4,0.05,1.1,4.1,5.2,201.8,4.2,0.44,23.8,1041.6,0.09,202.1,53,255.1,356.8,6.7,0.67,42.1,1865.6,0.16,357.1,94.4,451.5,23.37,0,9.28,32.65,24.22,0,9.62,33.84,1391.1,1340.8,0,0,0,0,0,0,0,0,0,50.3,0,2.9,1337.9,0,0,0,0,0,0
1/1/2030 5:00,1/1/2030 5:00,6,1710.5,1706.9,1655.2,0,651.4,0,0,3.6,599.5,0,0.0303,0.0346,51.2,0,105.5,0,22.3,0,hydro,gas-cc,0,0,0,2,2.4,0.01,0,2,2,1.6,0,0,4.1,15.3,0.05,1.6,4.6,6.1,204.8,4.3,0.45,24.1,1055.4,0.09,205.1,53.7,258.7,365.3,6.9,0.69,43.1,1910.1,0.16,365.6,96.7,462.3,23.94,0,9.28,33.22,24.8,0,9.62,34.41,1111,1055.5,0,0,0,0,0,0,0,0,0,50.3,0,1.4,1054,0,0,0,0,5.2,0
1/1/2030 6:00,1/1/2030 6:00,7,1735.9,1730.4,1677.9,0,1103.8,0,0,5.5,753,0,0.0303,0.0351,51.9,0,62.7,0,20.4,0,hydro,gas-cc,0,0,0,2.2,2.7,0.01,0,2.3,2.3,30.1,0.6,0.06,7.6,164.5,0.07,30.1,12.2,42.3,218.5,4.5,0.47,25.9,1129.3,0.1,218.8,57.6,276.4,343.3,6.5,0.65,40.6,1795.3,0.15,343.7,90.9,434.5,24.21,0,9.28,33.49,25.09,0,9.62,34.71,982.9,626.6,0,0,0,0,0,0,0,0,0,50.3,0,0.5,626.1,0,0,0,0,306,0
1/1/2030 7:00,1/1/2030 7:00,8,1757.1,1757.1,1703.7,0,439.1,0,0,0,0,0,0.0304,0.0356,52.7,0,274.6,0,37.2,0,battery,gas-cc,0,0,0,1.3,1.5,0.01,0,1.3,1.3,25,0.5,0.05,4.9,133.6,0.03,25.1,8.6,33.7,188,4,0.42,22.1,967.9,0.08,188.2,49.3,237.5,343.5,6.5,0.65,40.6,1796.3,0.15,343.9,90.9,434.8,24.21,0,9.27,33.49,25.11,0,9.62,34.72,1757.1,1318,0,0,0,0,0,0,0,0,0,50.3,0,0.4,394.9,0,914.5,8.2,0,388.8,0
