Project,Scenario,,Dollar_year,Weather_year,Start_day,r,state,gea,raz,country,tz,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_scenarios_2021,MidCase95by2035,,2020$,2012,Sunday,p65,TX,ERCTc,ercot,usa,CT,2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Time,,Load,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,MW,$/MW,MW,$/MW,MW,$/MW,unitless,unitless,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,Interval,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,imports,exports,distloss_rate_avg,distloss_rate_marg,spin_MW,spin_shadow_price,flex_MW,flex_shadow_price,reg_MW,reg_shadow_price,marg_gen_tech,marg_es_tech,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,beccs_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh
1/1/2036 1:00,1/1/2036 0:00,1,8620,6184.1,5992.5,2387.7,-3954,2387.7,0,48.2,0,3852.4,0.031,0.0371,185.5,0,1013.8,0,112.5,0,wind-ons,wind-ons,0,0,0,1.6,4.1,0.04,0,1.8,1.8,0,0,0,1.7,4.3,0.04,0,1.8,1.8,8.5,0.2,0.02,1.1,50.1,0,8.5,2.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12472.4,10138.2,2334.2,0,0,0,0,0,0,0,0,0,0,10138.2,0,0,0,0,0,0,0
1/1/2036 2:00,1/1/2036 1:00,2,7554.8,6067.6,5880.2,1445,-2531.4,1445,0,42.2,0,3378.4,0.0309,0.0364,182,0,859.9,0,103.7,0,wind-ons,wind-ons,0,0,0,1.9,4.7,0.04,0,2,2,0,0,0,1.9,4.9,0.04,0,2.1,2.1,29.7,0.8,0.11,3.8,132.6,0.03,29.8,7.5,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10933.2,8599,2334.2,0,0,0,0,0,0,0,0,0,0,8599,0,0,0,0,0,0,0
1/1/2036 3:00,1/1/2036 2:00,3,5976.9,5973.5,5789.5,0,4192.6,0,0,3.5,0,279.3,0.0308,0.0359,179.2,0,178.1,0,68.6,0,battery,wind-ons,0,0,0,3.3,8.2,0.08,0,3.5,3.5,0.2,0,0,4,10.7,0.09,0.2,4.3,4.4,21.6,0.5,0.07,2.7,107.4,0.02,21.7,5.7,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256.3,1780.8,2334.2,0,0,0,0,0,0,0,0,0,0,1780.8,0,0,0,0,0,2141.3,0
1/1/2036 4:00,1/1/2036 3:00,4,6020.2,6012.8,5827.4,0,5193.1,0,0,7.4,339.2,122.2,0.0308,0.0361,180.4,0,82,0,64.2,0,wind-ons,wind-ons,0,0,0,3.5,8.9,0.08,0,3.8,3.8,0.2,0,0,4.2,11.5,0.1,0.2,4.5,4.7,29.4,0.8,0.13,3.8,123.7,0.03,29.4,7.2,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5803.2,819.7,2334.2,0,0,0,0,0,0,0,0,0,0,819.7,0,0,0,0,0,2649.3,0
1/1/2036 5:00,1/1/2036 4:00,5,6114.9,6099.9,5911.3,0,5273.1,0,0,15.1,691.1,244.5,0.0309,0.0366,183,0,82.7,0,65.1,0,wind-ons,wind-ons,0,0,0,3.6,9.1,0.08,0,3.9,3.9,0.2,0,0,4,10.9,0.09,0.2,4.3,4.5,13.4,0.3,0.03,1.8,75.8,0.01,13.5,3.9,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5668.4,826.7,2334.2,0,0,0,0,0,0,0,0,0,0,826.7,0,0,0,0,0,2507.4,0
1/1/2036 6:00,1/1/2036 5:00,6,6321,6304.9,6108.7,0,2992.9,0,0,16.1,0,1288.1,0.0311,0.0379,189.1,0,331.2,0,79.6,0,battery,wind-ons,0,0,0,2.7,6.8,0.06,0,2.9,2.9,0.1,0,0,3.2,8.7,0.07,0.1,3.5,3.6,10.7,0.2,0.02,1.4,61.7,0.01,10.7,3.1,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7609.2,3312,2334.2,0,0,0,0,0,0,0,0,0,0,3312,0,0,0,0,0,1962.9,0
1/1/2036 7:00,1/1/2036 6:00,7,7325.6,6462.2,6260,797,-4801.3,797,0,66.4,0,6272.2,0.0313,0.0388,193.9,0,1126.4,0,120.9,0,wind-ons,wind-ons,0,0,0,1.5,3.8,0.03,0,1.6,1.6,0,0,0,1.6,3.9,0.04,0,1.7,1.7,6.8,0.1,0.02,0.9,41.4,0,6.8,2.1,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13597.8,11263.6,2334.2,0,0,0,0,0,0,0,0,0,0,11263.6,0,0,0,0,0,0,0
1/1/2036 8:00,1/1/2036 7:00,8,7945.3,6675.7,6465.1,1204.3,-5106.3,1204.3,0,65.3,0,6170.9,0.0316,0.0401,200.3,0,1260.5,0,132.8,0,wind-ons,wind-ons,0,0,0,1.5,3.6,0.03,0,1.6,1.6,0,0,0,1.5,3.8,0.03,0,1.6,1.6,4.4,0.1,0.01,0.6,29.5,0,4.4,1.4,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14116.2,11782,2334.2,0,0,0,0,0,0,0,0,0,0,11410,0,0,372,0,0,0,0
