Project,Scenario,,Dollar_year,Weather_year,Start_day,r,state,gea,raz,country,tz,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_scenarios_2021,MidCase95by2035,,2020$,2012,Sunday,p124,VA,RFCEc,pjm_east,usa,ET,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Time,,Load,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
1/1/2022 8:00,1/1/2022 8:00,9,54.7,54.6,52.9,0,-3.6,0,0,0.1,0,3.5,0.0318,0.0415,1.6,0,4,0,0.8,0,coal,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.7,23.4,3.33,15.9,852.4,0.13,275.2,39.8,315,926.6,106.7,15.52,28.5,2020.2,0.46,933.7,85.2,1018.9,26.5,0,0,26.5,27.65,0,0,27.65,58.2,58.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8,0.4,0,0,0
1/1/2022 9:00,1/1/2022 9:00,10,55.8,55.7,53.9,0,-7.1,0,0,0.1,0,6.9,0.032,0.0423,1.7,0,4,0,0.9,0,phs,gas-cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.9,19.2,2.75,11.5,633.7,0.11,215.1,29.3,244.4,334.3,6.3,0.63,39.5,1748,0.15,334.6,88.5,423.1,26.5,0,0,26.5,27.67,0,0,27.67,62.7,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3,0.5,0,0,0
1/1/2022 10:00,1/1/2022 10:00,11,55.7,55.7,53.9,0,1.7,0,0,0,1.7,0,0.032,0.0423,1.7,0,4,0,0.9,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,7,0.4,0.05,0.7,29.4,0.01,7.1,1.5,8.6,218.1,20,2.87,11.4,632.2,0.11,219.4,29.1,248.5,396.4,7.5,0.75,46.8,2072.6,0.17,396.8,104.9,501.7,28.34,0,0,28.34,29.59,0,0,29.59,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,0.4,0,0,0
1/1/2022 11:00,1/1/2022 11:00,12,55.8,55.7,53.9,0,3.4,0,0,0.1,3.5,0,0.032,0.0423,1.7,0,4,0,0.9,0,phs,gas-cc,0,0,0,0,0,0,0,0,0,14.7,0.8,0.1,1.5,61.5,0.01,14.7,3.2,18,226.5,21.1,3.02,11.6,649,0.11,227.9,29.8,257.7,357.4,6.7,0.67,42.2,1868.9,0.16,357.8,94.6,452.4,28.34,0,0,28.34,29.59,0,0,29.59,52.2,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9,0.4,0,0,0
1/1/2022 12:00,1/1/2022 12:00,13,55.9,55.7,53.9,0,9.8,0,0,0.2,9.9,0,0.032,0.0423,1.7,0,4,0,0.9,0,coal,coal,0,0,0,0,0,0,0,0,0,41.5,2.2,0.3,4.2,173.8,0.03,41.7,9.1,50.8,234.6,21.5,3.08,12.3,684.1,0.12,236,31.5,267.5,1080.2,124.4,18.09,33.3,2355.1,0.54,1088.5,99.4,1187.8,28.31,0,0,28.31,29.56,0,0,29.56,45.9,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,45.5,0.3,0,0,0
1/1/2022 13:00,1/1/2022 13:00,14,55.8,55.7,53.9,0,5.1,0,0,0.1,5.2,0,0.032,0.0423,1.7,0,4.1,0,0.9,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,21.7,1.1,0.16,2.2,90.8,0.02,21.8,4.8,26.5,279.7,27,3.89,13.4,770.5,0.14,281.5,35,316.5,396,7.5,0.75,46.8,2070.6,0.17,396.4,104.8,501.2,28.31,0,0,28.31,29.56,0,0,29.56,50.6,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,50,0.4,0,0,0
1/1/2022 14:00,1/1/2022 14:00,15,56.8,56.7,54.9,0,-3.5,0,0,0.1,0,3.5,0.0322,0.0431,1.7,0,4.1,0,0.9,0,battery,gas-cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,25.1,3.6,13.7,770.4,0.13,270.7,35.3,306,335.2,6.3,0.63,39.6,1752.8,0.15,335.5,88.7,424.3,26.48,0,0,26.48,27.67,0,0,27.67,60.3,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,59.4,0.5,0,0,0
1/1/2022 15:00,1/1/2022 15:00,16,61.5,60.9,58.9,0,33.6,0,0,0.6,34.1,0,0.033,0.0462,1.8,0,4.1,0,0.9,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,135.9,7,0.95,14,573.4,0.1,136.3,30.1,166.4,268.1,24.7,3.54,13.9,776.3,0.13,269.7,35.7,305.4,386,7.3,0.73,45.6,2018.7,0.17,386.4,102.2,488.6,28.42,0,0,28.42,29.8,0,0,29.8,27.4,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,26.6,0.2,0,0,0
1/1/2022 16:00,1/1/2022 16:00,17,69.5,68.3,65.9,0,67.7,0,0,1.2,68.9,0,0.0348,0.0518,2,0,0.1,0,0.7,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,254.7,11.8,1.56,27.1,1118.2,0.18,255.4,58.4,313.9,425.1,38.1,5.45,22.9,1269,0.2,427.6,58.5,486.1,457.6,8.6,0.86,54.1,2392.7,0.2,458,121.1,579.1,30.98,0,0,30.98,32.67,0,0,32.67,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0
1/1/2022 17:00,1/1/2022 17:00,18,69.5,68.3,65.9,0,67.6,0,0,1.1,68.8,0,0.0348,0.0518,2,0,0.1,0,0.7,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,263.9,11.8,1.54,28.3,1172.8,0.18,264.7,61.2,325.8,480.5,47.5,6.84,21.9,1295.8,0.23,483.7,58.3,541.9,461.2,8.7,0.87,54.5,2411.8,0.2,461.7,122.1,583.8,32.36,0,0,32.36,34.13,0,0,34.13,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0
1/1/2022 18:00,1/1/2022 18:00,19,68.4,67.3,64.9,0,66.4,0,0,1.1,67.6,0,0.0345,0.051,2,0,0.1,0,0.7,0,coal,coal,0,0,0,0,0,0,0,0,0,268.5,11.9,1.57,28.6,1193.2,0.18,269.3,62.1,331.3,415.6,37.5,5.36,22.2,1233.5,0.2,418,56.8,474.8,937.9,108,15.71,28.9,2044.8,0.47,945,86.3,1031.3,32.52,0,0,32.52,34.27,0,0,34.27,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0
1/1/2022 19:00,1/1/2022 19:00,20,67.3,66.2,63.9,0,65.1,0,0,1.1,66.2,0,0.0342,0.0502,2,0,0.1,0,0.7,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,266.2,12,1.57,28.3,1179.1,0.18,266.9,61.3,328.3,426.7,38.8,5.55,22.6,1258.2,0.21,429.3,57.8,487.1,375.6,7.1,0.71,44.4,1964.1,0.16,376,99.4,475.4,32.47,0,0,32.47,34.19,0,0,34.19,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0
1/1/2022 20:00,1/1/2022 20:00,21,64.1,63.1,60.9,0,61.8,0,0,1.1,62.9,0,0.0335,0.0478,1.9,0,0.1,0,0.6,0,coal,coal,0,0,0,0,0,0,0,0,0,260.4,12.2,1.61,27.4,1139.5,0.18,261.2,59.3,320.5,438,40.4,5.79,22.6,1271.8,0.21,440.6,58.2,498.9,1046.7,120.5,17.53,32.2,2282.2,0.52,1054.8,96.3,1151.1,31.37,0,0,31.37,32.94,0,0,32.94,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0
1/1/2022 21:00,1/1/2022 21:00,22,60.9,59.9,57.9,0,58.5,0,0,1,59.5,0,0.0328,0.0454,1.8,0,0.1,0,0.6,0,coal,coal,0,0,0,0,0,0,0,0,0,251.2,12.2,1.63,26.3,1084.9,0.18,252,56.7,308.7,389.9,34.5,4.93,21.4,1178.5,0.19,392.2,54.5,446.6,1019.5,117.4,17.08,31.4,2222.8,0.51,1027.3,93.8,1121.1,30.86,0,0,30.86,32.33,0,0,32.33,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0
1/1/2022 22:00,1/1/2022 22:00,23,56.6,55.7,53.9,0,54.1,0,0,0.9,55,0,0.032,0.0423,1.7,0,0.2,0,0.6,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,246.6,12.5,1.68,25.5,1049.4,0.18,247.4,54.9,302.4,387.6,32.3,4.59,23.1,1234.6,0.18,389.7,57.7,447.4,392.1,7.4,0.74,46.3,2050.5,0.17,392.5,103.8,496.3,29.58,0,0,29.58,30.89,0,0,30.89,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0
1/1/2022 23:00,1/1/2022 23:00,24,53.4,52.5,50.9,0,50.5,0,0,0.9,51.3,0,0.0314,0.0399,1.6,0,0.2,0,0.5,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,239.9,12.5,1.69,24.6,1008.8,0.18,240.7,52.9,293.6,383.5,33.8,4.83,21.2,1163,0.18,385.7,53.8,439.5,399.4,7.5,0.75,47.2,2088.4,0.17,399.8,105.7,505.5,28.44,0,0,28.44,29.62,0,0,29.62,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0
1/2/2022 0:00,1/2/2022 0:00,25,51.3,50.4,48.9,0,48.4,0,0,0.8,49.2,0,0.0311,0.0383,1.5,0,0.2,0,0.5,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,235.7,12.8,1.74,23.9,975.1,0.18,236.6,51.2,287.8,397.2,34.5,4.92,22.4,1221.9,0.19,399.5,56.7,456.2,404.1,7.6,0.76,47.7,2113,0.18,404.5,106.9,511.4,28.26,0,0,28.26,29.38,0,0,29.38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1/2/2022 1:00,1/2/2022 1:00,26,50.2,49.4,47.9,0,47.3,0,0,0.8,48.1,0,0.031,0.0375,1.5,0,0.2,0,0.5,0,phs,gas-cc,0,0,0,0,0,0,0,0,0,235.7,12.8,1.74,23.9,974.8,0.18,236.5,51.2,287.7,416.8,38,5.45,21.9,1223.5,0.2,419.3,56.2,475.4,355.6,6.7,0.67,42,1859.6,0.15,356,94.1,450.1,28.26,0,0,28.26,29.36,0,0,29.36,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0
1/2/2022 2:00,1/2/2022 2:00,27,50.2,49.4,47.9,0,47,0,0,0.8,47.8,0,0.031,0.0375,1.5,0,0.2,0,0.5,0,phs,gas-cc,0,0,0,0,0,0,0,0,0,233.6,12.7,1.73,23.7,966.4,0.18,234.5,50.8,285.2,455.9,44.9,6.47,20.9,1233.7,0.22,458.9,55.5,514.4,355.6,6.7,0.67,42,1859.6,0.15,356,94.1,450.1,28.26,0,0,28.26,29.36,0,0,29.36,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0
1/2/2022 3:00,1/2/2022 3:00,28,51.3,50.4,48.9,0,48.6,0,0,0.8,49.4,0,0.0311,0.0383,1.5,0,0.2,0,0.5,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,236.8,12.9,1.75,24,979.3,0.18,237.6,51.4,289.1,416.1,37.7,5.39,22.1,1231.8,0.2,418.6,56.7,475.3,378.8,7.1,0.71,44.7,1980.7,0.16,379.2,100.2,479.4,28.26,0,0,28.26,29.38,0,0,29.38,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0
1/2/2022 4:00,1/2/2022 4:00,29,54.5,53.6,51.9,0,52.5,0,0,0.9,53.3,0,0.0316,0.0407,1.6,0,0.1,0,0.5,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,248.4,12.7,1.71,25.6,1052.1,0.18,249.2,55.1,304.2,386.6,32.8,4.67,22.5,1212.5,0.18,388.8,56.5,445.3,403.2,7.6,0.76,47.6,2108.6,0.18,403.6,106.7,510.4,28.72,0,0,28.72,29.94,0,0,29.94,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0
1/2/2022 5:00,1/2/2022 5:00,30,57.7,56.7,54.9,0,56.1,0,0,1,57,0,0.0322,0.0431,1.7,0,0.1,0,0.6,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,245,11.8,1.58,26,1061.1,0.18,245.8,55.7,301.5,382.1,31.3,4.44,23.3,1235.9,0.18,384.2,58,442.2,362.8,6.8,0.68,42.9,1897.4,0.16,363.2,96,459.2,29.66,0,0,29.66,30.99,0,0,30.99,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0
1/2/2022 6:00,1/2/2022 6:00,31,59.8,58.8,56.9,0,58.1,0,0,1,59.1,0,0.0326,0.0446,1.8,0,0.1,0,0.6,0,coal,coal,0,0,0,0,0,0,0,0,0,258,11.8,1.55,27.5,1138.2,0.18,258.7,59.4,318.1,421.2,37.3,5.32,23.2,1274.8,0.2,423.7,58.9,482.6,1199.3,138.1,20.09,36.9,2614.8,0.59,1208.5,110.3,1318.8,31.62,0,0,31.62,33.1,0,0,33.1,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0
1/2/2022 7:00,1/2/2022 7:00,32,61.7,60.9,58.9,0,43,0,0,0.7,43.8,0,0.033,0.0462,1.8,0,4.1,0,0.9,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,186.6,8.4,1.1,19.9,827.5,0.13,187.1,43.1,230.2,383.6,32.4,4.61,22.5,1207.3,0.18,385.7,56.3,442,459.3,8.7,0.87,54.3,2402,0.2,459.8,121.6,581.4,32.47,0,0,32.47,34.04,0,0,34.04,17.9,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,17.2,0.2,0,0,0
1/2/2022 8:00,1/2/2022 8:00,33,63.1,63.1,60.9,0,0.5,0,0,0,0.5,0,0.0335,0.0478,1.9,0,4.1,0,0.9,0,coal,coal,0,0,0,0,0,0,0,0,0,1.9,0.1,0.01,0.2,8.3,0,1.9,0.4,2.3,385.3,36.2,5.19,19.3,1098.3,0.19,387.7,50.1,437.8,1310.6,150.9,21.95,40.4,2857.5,0.65,1320.7,120.6,1441.2,31.12,0,0,31.12,32.68,0,0,32.68,62.6,62.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,61.8,0.5,0,0,0
1/2/2022 9:00,1/2/2022 9:00,34,65.2,65.2,62.9,0,-2.9,0,0,0,0,2.8,0.034,0.0494,2,0,4.1,0,1,0,coal,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.8,34,4.88,17.5,1001.5,0.17,359.1,45.5,404.6,1108.7,127.7,18.57,34.2,2417.2,0.55,1117.2,102,1219.2,28.97,0,0,28.97,30.48,0,0,30.48,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,67.4,0.5,0,0,0
1/2/2022 10:00,1/2/2022 10:00,35,65.2,65.2,62.9,0,2.9,0,0,0,3,0,0.034,0.0494,2,0,4.1,0,1,0,coal,coal,0,0,0,0,0,0,0,0,0,11.3,0.5,0.07,1.2,49.6,0.01,11.4,2.6,14,364.7,33,4.73,19.4,1077.8,0.18,366.9,49.6,416.5,1203.9,138.6,20.17,37.1,2624.9,0.6,1213.2,110.7,1323.9,31.33,0,0,31.33,32.96,0,0,32.96,62.3,62.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.8,0.5,0,0,0
1/2/2022 11:00,1/2/2022 11:00,36,65.3,65.2,62.9,0,8.4,0,0,0.1,8.5,0,0.034,0.0494,2,0,4,0,1,0,coal,coal,0,0,0,0,0,0,0,0,0,32.7,1.5,0.2,3.4,142.8,0.02,32.7,7.4,40.2,368.5,33.8,4.83,19.2,1077.1,0.18,370.8,49.4,420.2,1224.1,141,20.5,37.7,2668.9,0.61,1233.5,112.6,1346.1,31.79,0,0,31.79,33.44,0,0,33.44,56.8,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,0.4,0,0,0
1/2/2022 12:00,1/2/2022 12:00,37,65.2,65.2,62.9,0,5.7,0,0,0.1,5.7,0,0.034,0.0494,2,0,4,0,1,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,22.4,1.1,0.14,2.4,97.7,0.02,22.5,5.1,27.6,365.1,34.3,4.92,18.3,1039.6,0.18,367.4,47.4,414.8,460.3,8.7,0.87,54.4,2407.2,0.2,460.8,121.8,582.6,31.85,0,0,31.85,33.5,0,0,33.5,59.5,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0.4,0,0,0
1/2/2022 13:00,1/2/2022 13:00,38,66.2,66.2,63.9,0,0.4,0,0,0,0.4,0,0.0342,0.0502,2,0,4,0,1,0,coal,coal,0,0,0,0,0,0,0,0,0,1.7,0.1,0.01,0.2,7.6,0,1.8,0.4,2.2,355.9,33.2,4.76,18.1,1021.5,0.17,358.1,46.7,404.8,1227.6,141.4,20.56,37.8,2676.5,0.61,1237,112.9,1349.9,31.93,0,0,31.93,33.62,0,0,33.62,65.8,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2,0.6,0,0,0
1/2/2022 14:00,1/2/2022 14:00,39,67.3,67.3,64.9,0,2.8,0,0,0,2.9,0,0.0345,0.051,2,0,4,0,1,0,gas-cc,gas-cc,0,0,0,0,0,0,0,0,0,10.9,0.5,0.07,1.2,48,0.01,11,2.5,13.5,368.5,34.6,4.96,18.5,1050.4,0.18,370.8,47.9,418.8,456.1,8.6,0.86,53.9,2384.9,0.2,456.5,120.7,577.2,32.07,0,0,32.07,33.8,0,0,33.8,64.4,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8,0.6,0,0,0
