Project,Scenario,,Dollar_year,Weather_year,Start_day,r,state,gea,raz,country,tz,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_scenarios_2021,MidCase95by2035,,2020$,2012,Sunday,p9,CA,CAMXc,wecc_california,usa,PT,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Time,,Load,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,MW,$/MW,MW,$/MW,MW,$/MW,unitless,unitless,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,Interval,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,imports,exports,distloss_rate_avg,distloss_rate_marg,spin_MW,spin_shadow_price,flex_MW,flex_shadow_price,reg_MW,reg_shadow_price,marg_gen_tech,marg_es_tech,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,beccs_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh
1/1/2030 3:00,1/1/2030 0:00,1,12049.3,11985.7,11600.6,0,11756.1,0,0,63.7,2838.9,0,0.0321,0.0421,359.6,0,23,0,121,0,gas-cc,gas-cc,288.4,5.4,0.54,35.8,1510.2,0.13,288.7,78.1,366.9,259.3,5.3,0.55,31.9,1345.5,0.12,259.6,69.6,329.3,333,11.7,1.47,34.4,1567.9,0.15,333.8,78.4,412.1,449.5,8.5,0.85,53.1,2350.8,0.2,450,119,569,41.75,0,0.01,41.75,43.58,0,0.01,43.59,9210.5,229.6,0,0,0,0,6508.2,0,0,952.6,1119.6,400.6,0,229.6,0,0,0,0,0,0,0
1/1/2030 4:00,1/1/2030 1:00,2,11519.5,11455.9,11092.6,0,11153.5,0,0,63.7,2838.9,0,0.0317,0.0402,343.7,0,30.2,0,116.1,0,gas-cc,gas-cc,276.2,5.2,0.52,34.5,1446.7,0.13,276.5,75,351.6,248.9,5.2,0.55,30.6,1286.2,0.12,249.2,66.7,315.9,297.4,5.9,0.61,34.9,1544,0.13,297.8,78.1,375.9,448.2,8.4,0.84,52.9,2344,0.2,448.7,118.6,567.3,41.58,0,0.01,41.59,43.33,0,0.01,43.34,8680.7,302.3,0,0,0,0,5905.6,0,0,952.6,1119.6,400.6,0,302.3,0,0,0,0,0,0,0
1/1/2030 5:00,1/1/2030 2:00,3,11087,11028.3,10681.9,0,10707.7,0,0,58.7,2631.8,0,0.0314,0.0387,330.8,0,32.1,0,111.9,0,gas-cc,gas-cc,271.2,5.1,0.51,33.9,1420.5,0.13,271.5,73.8,345.3,250.1,5.5,0.6,30.6,1284.5,0.12,250.4,66.6,317,301.9,6,0.61,35.4,1569,0.13,302.2,79.4,381.6,499.6,9.4,0.94,59,2612.3,0.22,500.1,132.2,632.3,41.49,0,0.01,41.5,43.16,0,0.01,43.17,8455.3,320.6,0,0,0,0,5661.9,0,0,952.6,1119.6,400.6,0,320.6,0,0,0,0,0,0,0
1/1/2030 6:00,1/1/2030 3:00,4,10863.9,10810,10471.9,0,10516,0,0,54,2435.4,0,0.0313,0.038,324.3,0,29.4,0,109.6,0,gas-cc,gas-cc,272.1,5.1,0.51,34.1,1425,0.13,272.4,74,346.3,252.2,5.5,0.59,31,1298.1,0.12,252.5,67.3,319.8,300.6,6,0.61,35.3,1561.2,0.13,300.9,79,379.9,499.2,9.4,0.94,59,2610.3,0.22,499.7,132.1,631.8,41.49,0,0.01,41.5,43.13,0,0.01,43.14,8428.5,293.9,0,0,0,0,5661.9,0,0,952.6,1119.6,400.6,0,293.9,0,0,0,0,0,0,0
1/1/2030 7:00,1/1/2030 4:00,5,10791.2,10738.7,10403.4,0,10457.6,0,0,52.5,2375.5,0,0.0312,0.0377,322.2,0,28.1,0,108.8,0,gas-cc,gas-cc,272.5,5.1,0.51,34.1,1427.2,0.13,272.8,74.1,346.9,252.4,5.5,0.58,31,1299.6,0.12,252.7,67.4,320.1,301.7,5.9,0.61,35.5,1568.9,0.13,302,79.4,381.4,499,9.4,0.94,58.9,2609.6,0.22,499.5,132.1,631.6,41.49,0,0.01,41.5,43.12,0,0.01,43.12,8415.7,281.1,0,0,0,0,5661.9,0,0,952.6,1119.6,400.6,0,281.1,0,0,0,0,0,0,0
1/1/2030 8:00,1/1/2030 5:00,6,10910.8,10855.9,10516.2,0,10550.9,0,0,54.8,2471.1,0,0.0313,0.0381,325.7,0,30.5,0,110.1,0,gas-cc,gas-cc,271.7,5.1,0.51,34,1423.1,0.13,272,73.9,345.9,250.4,5.4,0.57,30.8,1291.2,0.12,250.7,67,317.7,309.2,7.2,0.79,35.3,1573.1,0.14,309.6,79.4,389,499.3,9.4,0.94,59,2610.7,0.22,499.8,132.1,631.9,41.49,0,0.01,41.5,43.13,0,0.01,43.14,8439.7,305,0,0,0,0,5661.9,0,0,952.6,1119.6,400.6,0,305,0,0,0,0,0,0,0
1/1/2030 9:00,1/1/2030 6:00,7,11206.8,11150.2,10799,0,10626.2,0,0,56.7,2548.3,0,0.0315,0.0392,334.5,0,52.4,0,114.1,0,gas-cc,gas-cc,264.9,5,0.5,33.2,1387.1,0.12,265.1,72,337.1,243.1,5.2,0.55,29.9,1254.4,0.12,243.4,65.1,308.5,300.7,6,0.62,35.3,1561.4,0.13,301.1,79,380.1,446.8,8.4,0.84,52.8,2336.3,0.19,447.2,118.2,565.5,41.49,0,0.01,41.5,43.18,0,0.01,43.19,8658.5,523.9,0,0,0,0,5661.9,0,0,952.6,1119.6,400.6,0,523.9,0,0,0,0,0,0,0
1/1/2030 10:00,1/1/2030 7:00,8,11318.1,11253.6,10898.4,0,8650.1,0,0,64.5,2976.3,0,0.0316,0.0395,337.6,0,607.6,0,156.6,0,coal,coal,153.3,2.9,0.29,20,804,0.08,153.5,42.6,196,157.9,3.8,0.42,19.7,802.3,0.08,158.1,42.2,200.3,187.1,6.4,0.8,19.6,883.5,0.09,187.5,44.3,231.9,1249.3,143.9,20.93,38.5,2723.8,0.62,1258.9,114.9,1373.8,37.2,0,0.01,37.21,38.73,0,0.01,38.74,8341.8,2603.5,0,0,0,0,3265.6,0,0,952.6,1119.6,400.6,0,621.4,0,6.1,1833.6,142.4,0,0,0
