Wind Energy Generation (kW),Shortfall (kW),Curtailment (kW),Electrolyzer Capacity (kW)
40550.78280566407,59449.21719433593,0,100000
34524.35519999744,65475.64480000256,0,100000
18127.342759722604,81872.65724027739,0,100000
9182.54906404386,90817.45093595613,0,100000
9576.962925084506,90423.0370749155,0,100000
6918.191862955765,93081.80813704424,0,100000
8400.89459682147,91599.10540317853,0,100000
4110.166672776193,95889.83332722381,0,100000
2021.0249520802072,97978.9750479198,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
602.2448829465625,99397.75511705344,0,100000
2353.8966166482996,97646.1033833517,0,100000
2229.6595008025884,97770.34049919741,0,100000
989.9000577952928,99010.0999422047,0,100000
3172.5622997431474,96827.43770025685,0,100000
6535.206057819952,93464.79394218005,0,100000
7023.901589970532,92976.09841002947,0,100000
7148.354169093896,92851.6458309061,0,100000
5662.374417040361,94337.62558295963,0,100000
4938.047236957296,95061.9527630427,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
2650.9091915396807,97349.09080846031,0,100000
6807.864385551408,93192.13561444859,0,100000
5779.138682507772,94220.86131749224,0,100000
4425.708511727001,95574.291488273,0,100000
4843.032858227913,95156.96714177208,0,100000
8252.388864015778,91747.61113598422,0,100000
22361.306910193347,77638.69308980665,0,100000
31371.725264385183,68628.27473561482,0,100000
14341.965288794161,85658.03471120584,0,100000
7358.873507239796,92641.1264927602,0,100000
3212.6963245698835,96787.30367543011,0,100000
2708.449623024725,97291.55037697527,0,100000
2693.0976443793575,97306.90235562064,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
683.5804589367008,99316.4195410633,0,100000
2874.2379073064403,97125.76209269356,0,100000
888.7774005040291,99111.22259949597,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
2440.9085409081335,97559.09145909187,0,100000
8970.413817414472,91029.58618258552,0,100000
20477.512048123444,79522.48795187655,0,100000
34047.57913304331,65952.42086695669,0,100000
62993.73710541031,37006.26289458969,0,100000
76736.63447205139,23263.365527948612,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
76624.50496319044,23375.49503680956,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
77297.61382418952,22702.386175810476,0,100000
79322.50538696728,20677.494613032715,0,100000
72446.69526124667,27553.30473875333,0,100000
43056.79032335943,56943.20967664057,0,100000
21286.184681419876,78713.81531858012,0,100000
19426.189201255227,80573.81079874477,0,100000
15741.616493873009,84258.383506127,0,100000
32516.324255704025,67483.67574429598,0,100000
38198.43014023918,61801.56985976082,0,100000
44432.77966274504,55567.22033725496,0,100000
