Energy to Electrolyzer (kW),Hydrogen Production Rate (kg/hr),Electrolyzer Total Efficiency (%),Water Usage (kg/hr)
780.4388679059322,40550.78280566407,0.9958486080266481,7804.3886790593215
673.2423599039219,34524.35519999744,0.9957965912143746,6732.423599039219
366.66214308147346,18127.342759722604,0.9953152209575844,3666.6214308147346
0.0,9182.54906404386,0.0,0.0
198.0235650249629,9576.962925084506,0.9936639319111065,1980.2356502496289
0.0,6918.191862955765,0.0,0.0
0.0,8400.89459682147,0.0,0.0
0.0,4110.166672776193,0.0,0.0
0.0,2021.0249520802072,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,602.2448829465625,0.0,0.0
0.0,2353.8966166482996,0.0,0.0
0.0,2229.6595008025884,0.0,0.0
0.0,989.9000577952928,0.0,0.0
0.0,3172.5622997431474,0.0,0.0
0.0,6535.206057819952,0.0,0.0
0.0,7023.901589970532,0.0,0.0
0.0,7148.354169093896,0.0,0.0
0.0,5662.374417040361,0.0,0.0
0.0,4938.047236957296,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,2650.9091915396807,0.0,0.0
0.0,6807.864385551408,0.0,0.0
0.0,5779.138682507772,0.0,0.0
0.0,4425.708511727001,0.0,0.0
0.0,4843.032858227913,0.0,0.0
0.0,8252.388864015778,0.0,0.0
447.92206048517744,22361.306910193347,0.9955408305410649,4479.220604851775
615.9924541401069,31371.725264385183,0.9957570538288183,6159.924541401069
292.76294284317373,14341.965288794161,0.9949271418701526,2927.6294284317373
0.0,7358.873507239796,0.0,0.0
0.0,3212.6963245698835,0.0,0.0
0.0,2708.449623024725,0.0,0.0
0.0,2693.0976443793575,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,683.5804589367008,0.0,0.0
0.0,2874.2379073064403,0.0,0.0
0.0,888.7774005040291,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,2440.9085409081335,0.0,0.0
0.0,8970.413817414472,0.0,0.0
411.94866360865774,20477.512048123444,0.9954572718570671,4119.486636086577
664.6360696965747,34047.57913304331,0.9957912926093663,6646.360696965748
1153.808599461909,62993.73710541031,0.9959307179852362,11538.085994619089
1362.3428772152088,76736.63447205139,0.9959503017816063,13623.428772152089
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1360.703181048407,76624.50496319044,0.9959501819511474,13607.03181048407
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1370.5309545697426,77297.61382418952,0.995950893752572,13705.309545697426
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1298.8859795720207,72446.69526124667,0.9959453279817374,12988.859795720207
824.1498414858794,43056.79032335943,0.9958642347211146,8241.498414858794
427.4267749201302,21286.184681419876,0.9954958084901975,4274.267749201302
391.74620450718476,19426.189201255227,0.9953999548583629,3917.4620450718476
320.22572001175536,15741.616493873009,0.9951027941761158,3202.2572001175536
636.870820855351,32516.324255704025,0.9957727108909314,6368.708208553509
738.9456420905893,38198.43014023918,0.995831137665499,7389.4564209058935
847.9344425073872,44432.77966274504,0.9958717414448645,8479.344425073872
1148.971745182241,62686.472973561584,0.9959301335640679,11489.71745182241
1216.9956101294017,67053.23493079962,0.9959377242173941,12169.956101294018
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
1399.8748093860838,79322.50538696728,0.9959529305945052,13998.748093860839
