Wind Energy Generation (kW),Shortfall (kW),Curtailment (kW),Electrolyzer Capacity (kW)
48042.34903650938,51957.65096349062,0,100000
37657.01355203755,62342.98644796245,0,100000
58772.01166510971,41227.98833489029,0,100000
78654.66346686536,21345.336533134643,0,100000
71138.07703226065,28861.922967739345,0,100000
76111.01292946344,23888.98707053656,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
64936.84085820401,35063.15914179599,0,100000
31583.06158522338,68416.93841477662,0,100000
9588.979450357472,90411.02054964253,0,100000
6715.658259586987,93284.34174041302,0,100000
6566.578344474602,93433.4216555254,0,100000
17433.794254279117,82566.20574572089,0,100000
43230.925826000566,56769.074173999434,0,100000
57494.841836231935,42505.158163768065,0,100000
6050.559804819422,93949.44019518058,0,100000
0.0,100000.0,0,100000
3345.3780530505046,96654.6219469495,0,100000
29646.24793860226,70353.75206139774,0,100000
0.0,100000.0,0,100000
19992.26701013474,80007.73298986527,0,100000
19832.994109889627,80167.00589011038,0,100000
22032.465207876154,77967.53479212384,0,100000
12588.216485015077,87411.78351498493,0,100000
5757.354151437842,94242.64584856216,0,100000
7244.6146192708575,92755.38538072915,0,100000
22851.573244588842,77148.42675541116,0,100000
54330.59022987026,45669.40977012974,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
44804.363390096245,55195.636609903755,0,100000
9710.21503018357,90289.78496981644,0,100000
6952.087585752933,93047.91241424707,0,100000
7099.93159335765,92900.06840664236,0,100000
4851.367561334732,95148.63243866527,0,100000
3889.470272749875,96110.52972725012,0,100000
3226.2614405260138,96773.73855947399,0,100000
3567.321376985696,96432.6786230143,0,100000
7555.434490783739,92444.56550921626,0,100000
23507.721808779203,76492.2781912208,0,100000
30752.353018337933,69247.64698166207,0,100000
43914.958510824996,56085.041489175004,0,100000
46927.98125770572,53072.01874229428,0,100000
39733.64998080855,60266.35001919145,0,100000
40509.98147923803,59490.01852076197,0,100000
39655.10115460376,60344.89884539624,0,100000
23750.91756240742,76249.08243759259,0,100000
10972.104814627217,89027.89518537278,0,100000
15151.238170010396,84848.7618299896,0,100000
5873.804397722722,94126.19560227728,0,100000
3587.175852225558,96412.82414777445,0,100000
5009.326993731918,94990.67300626809,0,100000
4827.569037450061,95172.43096254994,0,100000
10575.548364032093,89424.45163596791,0,100000
7184.826593436771,92815.17340656323,0,100000
9866.048111907146,90133.95188809285,0,100000
9714.45981718579,90285.5401828142,0,100000
9988.665687910883,90011.33431208912,0,100000
10212.892903953541,89787.10709604646,0,100000
11452.249232375718,88547.75076762428,0,100000
12539.189513228113,87460.8104867719,0,100000
14295.564421739211,85704.43557826079,0,100000
24755.42184629694,75244.57815370306,0,100000
74136.30160854153,25863.69839145847,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
32683.99897356411,67316.00102643589,0,100000
15011.207283011845,84988.79271698816,0,100000
17974.39244981148,82025.60755018852,0,100000
11900.267770715465,88099.73222928453,0,100000
15381.176025400811,84618.82397459919,0,100000
39527.724817554044,60472.275182445956,0,100000
31011.132847806355,68988.86715219365,0,100000
11293.771009107826,88706.22899089218,0,100000
2609.7641276390436,97390.23587236095,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
4598.533627357609,95401.46637264239,0,100000
8306.470606491584,91693.52939350842,0,100000
21770.266031698502,78229.7339683015,0,100000
45866.6196345846,54133.3803654154,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
34213.11497109067,65786.88502890934,0,100000
31790.64819845074,68209.35180154926,0,100000
22612.71712995564,77387.28287004436,0,100000
18101.00297369312,81898.99702630688,0,100000
10319.933554538578,89680.06644546142,0,100000
4821.094756068592,95178.90524393141,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
222.98198754009297,99777.01801245991,0,100000
1784.967792822429,98215.03220717757,0,100000
394.4194539735241,99605.58054602648,0,100000
0.0,100000.0,0,100000
0.0,100000.0,0,100000
2665.795091378069,97334.20490862193,0,100000
3693.9897963034828,96306.01020369651,0,100000
4979.917644718973,95020.08235528103,0,100000
1403.995645192589,98596.00435480742,0,100000
1115.7495537545572,98884.25044624544,0,100000
0.0,100000.0,0,100000
2278.638088830261,97721.36191116973,0,100000
15089.778950936548,84910.22104906345,0,100000
20255.103512231934,79744.89648776807,0,100000
35016.862370667906,64983.137629332094,0,100000
59611.05515223633,40388.94484776367,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
68793.96954762725,31206.030452372754,0,100000
62390.172468610086,37609.827531389914,0,100000
66891.71225860424,33108.28774139576,0,100000
18910.550128790277,81089.44987120973,0,100000
25277.593597349172,74722.40640265083,0,100000
11887.42246014947,88112.57753985054,0,100000
10223.317321962346,89776.68267803766,0,100000
5913.852211485982,94086.14778851402,0,100000
12309.97116452114,87690.02883547886,0,100000
9317.367210821803,90682.6327891782,0,100000
7728.866193423116,92271.13380657688,0,100000
8857.710286893476,91142.28971310653,0,100000
13517.508859001138,86482.49114099886,0,100000
34688.54349295335,65311.45650704665,0,100000
65616.53290733388,34383.46709266612,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
79322.50538696728,20677.494613032715,0,100000
56357.233497690424,43642.766502309576,0,100000
33044.22630756851,66955.77369243148,0,100000
35755.22771479059,64244.77228520941,0,100000
37387.408442598455,62612.591557401545,0,100000
33871.021874255355,66128.97812574464,0,100000
22210.557156761217,77789.44284323878,0,100000
21916.540051104334,78083.45994889567,0,100000
12744.53370529392,87255.46629470609,0,100000
16164.879516895406,83835.12048310459,0,100000
14449.283071622636,85550.71692837737,0,100000
18129.755011882313,81870.24498811769,0,100000
29618.103407672905,70381.8965923271,0,100000
33287.373860036474,66712.62613996353,0,100000
29498.1543862638,70501.8456137362,0,100000
33158.74029561228,66841.25970438772,0,100000
31307.400320320226,68692.59967967977,0,100000
37311.080686082336,62688.919313917664,0,100000
29739.617877135996,70260.382122864,0,100000
35460.428312471224,64539.571687528776,0,100000
32360.586967261377,67639.41303273862,0,100000
26756.814710919567,73243.18528908043,0,100000
23398.950990191333,76601.04900980866,0,100000
27185.857298424988,72814.14270157501,0,100000
24279.130076784426,75720.86992321558,0,100000
28635.429033424996,71364.570966575,0,100000
32138.059200666637,67861.94079933336,0,100000
33275.236250455964,66724.76374954404,0,100000
26975.547291824827,73024.45270817517,0,100000
19216.21836104861,80783.78163895139,0,100000
17825.546269553142,82174.45373044685,0,100000
16136.234275128278,83863.76572487172,0,100000
19953.566166919405,80046.43383308059,0,100000
11419.279166297709,88580.72083370229,0,100000
14764.589904263661,85235.41009573634,0,100000
21503.684035128575,78496.31596487142,0,100000
33664.134808996736,66335.86519100326,0,100000
33630.33975356942,66369.66024643058,0,100000
49589.99518920411,50410.00481079589,0,100000
33778.71757488362,66221.28242511637,0,100000
59659.85817474945,40340.14182525055,0,100000
59187.83442078326,40812.16557921674,0,100000
61436.50220406594,38563.49779593406,0,100000
40119.58169983587,59880.41830016413,0,100000
36905.17322804898,63094.82677195102,0,100000
