,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-50658300.00000001,1497384.495554993,2938467.0313069196,1442971.0823794268,469861.85561497,521263.7717938095,-221057.22139069252,-963537.9520542074,-913334.7537748122,-960258.8784768914,-911992.3511556231,-2789954.585074126,-2839960.52680507,-2890896.1680416074,-2943000.357673642,-2996082.4500920656,-3067518.006651886,-3140035.781611086,-3196580.181277916,-3254313.5861200616,-3313263.475218741,-3383537.7274142243,-3455085.4319666354,-3517856.3758367286,-3581960.5313842846,-3647428.8682820443
Solar,-38675000.0,9568119.492627911,1488521.336701503,441488.0636490808,-194373.37420139078,-213431.4505019586,-695472.031167138,-1177284.8901807638,-1196208.906817602,-1215422.9567723856,-1235083.5778022637,-1255034.545548198,-1275448.1578241708,-1296168.5686126198,-1317368.463292589,-1338892.3928634082,-1373995.5582192638,-1409481.860085125,-1432319.5827995334,-1455600.407664862,-1479334.133825715,-1511226.150746219,-1543591.369512047,-1568744.944898086,-1594392.9975802582,-1620546.545870082
