,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),energy_from_the_grid_old,energy_to_electrolyzer_old,total_energy_old,Hydrogen Hourly production (kg)
0,454261.8140361828,454261.8140361828,0.0,454261.8140361828,480000.0,480000.0,454261.8140361828,8366.316447324267
1,454262.5749150058,454262.5749150058,0.0,454262.5749150058,480000.0,480000.0,454262.5749150058,8366.316447324267
2,454263.3357938288,454263.3357938288,0.0,454263.3357938288,480000.0,480000.0,454263.3357938288,8366.316447324267
3,454264.0966726517,454264.0966726517,0.0,454264.0966726517,480000.0,480000.0,454264.0966726517,8366.316447324267
4,454264.8575514747,454264.8575514747,0.0,454264.8575514747,480000.0,480000.0,454264.8575514747,8366.316447324267
5,454265.61843029765,454265.61843029765,0.0,454265.61843029765,480000.0,480000.0,454265.61843029765,8366.316447324267
6,454266.37930912065,454266.37930912065,0.0,454266.37930912065,480000.0,480000.0,454266.37930912065,8366.316447324267
7,454267.1401879437,454267.1401879437,0.0,454267.1401879437,480000.0,480000.0,454267.1401879437,8366.316447324267
8,454267.9010667665,454267.9010667665,0.0,454267.9010667665,480000.0,480000.0,454267.9010667665,8366.316447324267
9,454268.6619455895,454268.6619455895,0.0,454268.6619455895,480000.0,480000.0,454268.6619455895,8366.316447324267
10,454269.42282441247,454269.42282441247,0.0,454269.42282441247,480000.0,480000.0,454269.42282441247,8366.316447324267
11,454270.18370323547,454270.18370323547,0.0,454270.18370323547,480000.0,480000.0,454270.18370323547,8366.316447324267
12,454270.94458205847,454270.94458205847,0.0,454270.94458205847,480000.0,480000.0,454270.94458205847,8366.316447324267
13,454271.70546088135,454271.70546088135,0.0,454271.70546088135,480000.0,480000.0,454271.70546088135,8366.316447324267
14,454272.46633970435,454272.46633970435,0.0,454272.46633970435,480000.0,480000.0,454272.46633970435,8366.316447324267
15,454273.22721852735,454273.22721852735,0.0,454273.22721852735,480000.0,480000.0,454273.22721852735,8366.316447324267
16,454273.9880973503,454273.9880973503,0.0,454273.9880973503,480000.0,480000.0,454273.9880973503,8366.316447324267
17,454274.7489761733,454274.7489761733,0.0,454274.7489761733,480000.0,480000.0,454274.7489761733,8366.316447324267
18,454275.5098549961,454275.5098549961,0.0,454275.5098549961,480000.0,480000.0,454275.5098549961,8366.316447324267
19,454276.27073381917,454276.27073381917,0.0,454276.27073381917,480000.0,480000.0,454276.27073381917,8366.316447324267
20,454277.03161264217,454277.03161264217,0.0,454277.03161264217,480000.0,480000.0,454277.03161264217,8366.316447324267
21,454277.7924914651,454277.7924914651,0.0,454277.7924914651,480000.0,480000.0,454277.7924914651,8366.316447324267
