,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),energy_from_the_grid_old,energy_to_electrolyzer_old,total_energy_old,Hydrogen Hourly production (kg)
0,459881.02195730276,459881.02195730276,0.0,459881.02195730276,480000.0,480000.0,459881.02195730276,8459.021586651083
1,459881.7922481788,459881.7922481788,0.0,459881.7922481788,480000.0,480000.0,459881.7922481788,8459.021586651083
2,459882.56253905484,459882.56253905484,0.0,459882.56253905484,480000.0,480000.0,459882.56253905484,8459.021586651083
3,459883.3328299309,459883.3328299309,0.0,459883.3328299309,480000.0,480000.0,459883.3328299309,8459.021586651083
4,459884.1031208069,459884.1031208069,0.0,459884.1031208069,480000.0,480000.0,459884.1031208069,8459.021586651083
5,459884.873411683,459884.873411683,0.0,459884.873411683,480000.0,480000.0,459884.873411683,8459.021586651083
6,459885.64370255906,459885.64370255906,0.0,459885.64370255906,480000.0,480000.0,459885.64370255906,8459.021586651083
7,459886.41399343504,459886.41399343504,0.0,459886.41399343504,480000.0,480000.0,459886.41399343504,8459.021586651083
8,459887.18428431114,459887.18428431114,0.0,459887.18428431114,480000.0,480000.0,459887.18428431114,8459.021586651083
9,459887.9545751872,459887.9545751872,0.0,459887.9545751872,480000.0,480000.0,459887.9545751872,8459.021586651083
10,459888.7248660632,459888.7248660632,0.0,459888.7248660632,480000.0,480000.0,459888.7248660632,8459.021586651083
11,459889.4951569393,459889.4951569393,0.0,459889.4951569393,480000.0,480000.0,459889.4951569393,8459.021586651083
12,459890.2654478153,459890.2654478153,0.0,459890.2654478153,480000.0,480000.0,459890.2654478153,8459.021586651083
13,459891.03573869145,459891.03573869145,0.0,459891.03573869145,480000.0,480000.0,459891.03573869145,8459.021586651083
14,459891.8060295675,459891.8060295675,0.0,459891.8060295675,480000.0,480000.0,459891.8060295675,8459.021586651083
15,459892.5763204435,459892.5763204435,0.0,459892.5763204435,480000.0,480000.0,459892.5763204435,8459.021586651083
16,459893.34661131963,459893.34661131963,0.0,459893.34661131963,480000.0,480000.0,459893.34661131963,8459.021586651083
17,459894.1169021956,459894.1169021956,0.0,459894.1169021956,480000.0,480000.0,459894.1169021956,8459.021586651083
18,459894.88719307166,459894.88719307166,0.0,459894.88719307166,480000.0,480000.0,459894.88719307166,8459.021586651083
19,459895.65748394775,459895.65748394775,0.0,459895.65748394775,480000.0,480000.0,459895.65748394775,8459.021586651083
20,459896.42777482374,459896.42777482374,0.0,459896.42777482374,480000.0,480000.0,459896.42777482374,8459.021586651083
21,459897.1980656999,459897.1980656999,0.0,459897.1980656999,480000.0,480000.0,459897.1980656999,8459.021586651083
22,459897.968356576,459897.968356576,0.0,459897.968356576,480000.0,480000.0,459897.968356576,8459.021586651083
23,459898.7386474519,459898.7386474519,0.0,459898.7386474519,480000.0,480000.0,459898.7386474519,8459.021586651083
24,459899.508938328,459899.508938328,0.0,459899.508938328,480000.0,480000.0,459899.508938328,8459.021586651083
25,459900.279229204,459900.279229204,0.0,459900.279229204,480000.0,480000.0,459900.279229204,8459.021586651083
26,459901.04952008004,459901.04952008004,0.0,459901.04952008004,480000.0,480000.0,459901.04952008004,8459.021586651083
27,459901.8198109562,459901.8198109562,0.0,459901.8198109562,480000.0,480000.0,459901.8198109562,8459.021586651083
28,459902.5901018322,459902.5901018322,0.0,459902.5901018322,480000.0,480000.0,459902.5901018322,8459.021586651083
29,459903.3603927082,459903.3603927082,0.0,459903.3603927082,480000.0,480000.0,459903.3603927082,8459.021586651083
30,459904.13068358426,459904.13068358426,0.0,459904.13068358426,480000.0,480000.0,459904.13068358426,8459.021586651083
31,459904.90097446035,459904.90097446035,0.0,459904.90097446035,480000.0,480000.0,459904.90097446035,8459.021586651083
32,459905.67126533645,459905.67126533645,0.0,459905.67126533645,480000.0,480000.0,459905.67126533645,8459.021586651083
33,459906.4415562125,459906.4415562125,0.0,459906.4415562125,480000.0,480000.0,459906.4415562125,8459.021586651083
34,459907.21184708853,459907.21184708853,0.0,459907.21184708853,480000.0,480000.0,459907.21184708853,8459.021586651083
35,459907.9821379645,459907.9821379645,0.0,459907.9821379645,480000.0,480000.0,459907.9821379645,8459.021586651083
36,459908.7524288406,459908.7524288406,0.0,459908.7524288406,480000.0,480000.0,459908.7524288406,8459.021586651083
37,459909.52271971665,459909.52271971665,0.0,459909.52271971665,480000.0,480000.0,459909.52271971665,8459.021586651083
38,459910.29301059264,459910.29301059264,0.0,459910.29301059264,480000.0,480000.0,459910.29301059264,8459.021586651083
39,459911.0633014688,459911.0633014688,0.0,459911.0633014688,480000.0,480000.0,459911.0633014688,8459.021586651083
40,459911.8335923449,459911.8335923449,0.0,459911.8335923449,480000.0,480000.0,459911.8335923449,8459.021586651083
41,459912.6038832209,459912.6038832209,0.0,459912.6038832209,480000.0,480000.0,459912.6038832209,8459.021586651083
42,459913.37417409697,459913.37417409697,0.0,459913.37417409697,480000.0,480000.0,459913.37417409697,8459.021586651083
43,459914.1444649729,459914.1444649729,0.0,459914.1444649729,480000.0,480000.0,459914.1444649729,8459.021586651083
44,459914.914755849,459914.914755849,0.0,459914.914755849,480000.0,480000.0,459914.914755849,8459.021586651083
45,459915.68504672515,459915.68504672515,0.0,459915.68504672515,480000.0,480000.0,459915.68504672515,8459.021586651083
46,459916.4553376011,459916.4553376011,0.0,459916.4553376011,480000.0,480000.0,459916.4553376011,8459.021586651083
47,459917.2256284772,459917.2256284772,0.0,459917.2256284772,480000.0,480000.0,459917.2256284772,8459.021586651083
48,459917.99591935315,459917.99591935315,0.0,459917.99591935315,480000.0,480000.0,459917.99591935315,8459.021586651083
49,459918.76621022925,459918.76621022925,0.0,459918.76621022925,480000.0,480000.0,459918.76621022925,8459.021586651083
50,459919.53650110535,459919.53650110535,0.0,459919.53650110535,480000.0,480000.0,459919.53650110535,8459.021586651083
51,459920.30679198145,459920.30679198145,0.0,459920.30679198145,480000.0,480000.0,459920.30679198145,8459.021586651083
52,459921.0770828575,459921.0770828575,0.0,459921.0770828575,480000.0,480000.0,459921.0770828575,8459.021586651083
53,459921.8473737336,459921.8473737336,0.0,459921.8473737336,480000.0,480000.0,459921.8473737336,8459.021586651083
54,459922.6176646095,459922.6176646095,0.0,459922.6176646095,480000.0,480000.0,459922.6176646095,8459.021586651083
55,459923.3879554856,459923.3879554856,0.0,459923.3879554856,480000.0,480000.0,459923.3879554856,8459.021586651083
56,459924.1582463616,459924.1582463616,0.0,459924.1582463616,480000.0,480000.0,459924.1582463616,8459.021586651083
57,459924.9285372377,459924.9285372377,0.0,459924.9285372377,480000.0,480000.0,459924.9285372377,8459.021586651083
58,459925.6988281138,459925.6988281138,0.0,459925.6988281138,480000.0,480000.0,459925.6988281138,8459.021586651083
59,459926.46911898983,459926.46911898983,0.0,459926.46911898983,480000.0,480000.0,459926.46911898983,8459.021586651083
60,459927.23940986587,459927.23940986587,0.0,459927.23940986587,480000.0,480000.0,459927.23940986587,8459.021586651083
61,459928.00970074185,459928.00970074185,0.0,459928.00970074185,480000.0,480000.0,459928.00970074185,8459.021586651083
62,459928.77999161795,459928.77999161795,0.0,459928.77999161795,480000.0,480000.0,459928.77999161795,8459.021586651083
63,459929.55028249405,459929.55028249405,0.0,459929.55028249405,480000.0,480000.0,459929.55028249405,8459.021586651083
64,459930.32057337003,459930.32057337003,0.0,459930.32057337003,480000.0,480000.0,459930.32057337003,8459.021586651083
65,459931.09086424607,459931.09086424607,0.0,459931.09086424607,480000.0,480000.0,459931.09086424607,8459.021586651083
66,459931.86115512217,459931.86115512217,0.0,459931.86115512217,480000.0,480000.0,459931.86115512217,8459.021586651083
67,459932.63144599815,459932.63144599815,0.0,459932.63144599815,480000.0,480000.0,459932.63144599815,8459.021586651083
68,459933.40173687425,459933.40173687425,0.0,459933.40173687425,480000.0,480000.0,459933.40173687425,8459.021586651083
69,459934.1720277503,459934.1720277503,0.0,459934.1720277503,480000.0,480000.0,459934.1720277503,8459.021586651083
70,459934.94231862645,459934.94231862645,0.0,459934.94231862645,480000.0,480000.0,459934.94231862645,8459.021586651083
71,459935.7126095025,459935.7126095025,0.0,459935.7126095025,480000.0,480000.0,459935.7126095025,8459.021586651083
72,459936.48290037847,459936.48290037847,0.0,459936.48290037847,480000.0,480000.0,459936.48290037847,8459.021586651083
73,459937.25319125457,459937.25319125457,0.0,459937.25319125457,480000.0,480000.0,459937.25319125457,8459.021586651083
74,459938.02348213055,459938.02348213055,0.0,459938.02348213055,480000.0,480000.0,459938.02348213055,8459.021586651083
75,459938.79377300665,459938.79377300665,0.0,459938.79377300665,480000.0,480000.0,459938.79377300665,8459.021586651083
76,459939.56406388275,459939.56406388275,0.0,459939.56406388275,480000.0,480000.0,459939.56406388275,8459.021586651083
77,459940.33435475867,459940.33435475867,0.0,459940.33435475867,480000.0,480000.0,459940.33435475867,8459.021586651083
78,459941.1046456348,459941.1046456348,0.0,459941.1046456348,480000.0,480000.0,459941.1046456348,8459.021586651083
79,459941.87493651087,459941.87493651087,0.0,459941.87493651087,480000.0,480000.0,459941.87493651087,8459.021586651083
80,459942.6452273869,459942.6452273869,0.0,459942.6452273869,480000.0,480000.0,459942.6452273869,8459.021586651083
81,459943.415518263,459943.415518263,0.0,459943.415518263,480000.0,480000.0,459943.415518263,8459.021586651083
82,459944.185809139,459944.185809139,0.0,459944.185809139,480000.0,480000.0,459944.185809139,8459.021586651083
83,459944.956100015,459944.956100015,0.0,459944.956100015,480000.0,480000.0,459944.956100015,8459.021586651083
84,459945.7263908911,459945.7263908911,0.0,459945.7263908911,480000.0,480000.0,459945.7263908911,8459.021586651083
85,459946.49668176705,459946.49668176705,0.0,459946.49668176705,480000.0,480000.0,459946.49668176705,8459.021586651083
86,459947.2669726432,459947.2669726432,0.0,459947.2669726432,480000.0,480000.0,459947.2669726432,8459.021586651083
87,459948.03726351925,459948.03726351925,0.0,459948.03726351925,480000.0,480000.0,459948.03726351925,8459.021586651083
