,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),energy_from_the_grid_old,energy_to_electrolyzer_old,total_energy_old,Hydrogen Hourly production (kg)
0,457915.30331442534,457915.30331442534,0.0,457915.30331442534,480000.0,480000.0,457915.30331442534,8426.611580331914
1,457916.07031276467,457916.07031276467,0.0,457916.07031276467,480000.0,480000.0,457916.07031276467,8426.611580331914
2,457916.83731110406,457916.83731110406,0.0,457916.83731110406,480000.0,480000.0,457916.83731110406,8426.611580331914
3,457917.6043094434,457917.6043094434,0.0,457917.6043094434,480000.0,480000.0,457917.6043094434,8426.611580331914
4,457918.37130778277,457918.37130778277,0.0,457918.37130778277,480000.0,480000.0,457918.37130778277,8426.611580331914
5,457919.13830612216,457919.13830612216,0.0,457919.13830612216,480000.0,480000.0,457919.13830612216,8426.611580331914
6,457919.90530446154,457919.90530446154,0.0,457919.90530446154,480000.0,480000.0,457919.90530446154,8426.611580331914
7,457920.6723028008,457920.6723028008,0.0,457920.6723028008,480000.0,480000.0,457920.6723028008,8426.611580331914
8,457921.43930114026,457921.43930114026,0.0,457921.43930114026,480000.0,480000.0,457921.43930114026,8426.611580331914
9,457922.2062994796,457922.2062994796,0.0,457922.2062994796,480000.0,480000.0,457922.2062994796,8426.611580331914
10,457922.973297819,457922.973297819,0.0,457922.973297819,480000.0,480000.0,457922.973297819,8426.611580331914
11,457923.7402961584,457923.7402961584,0.0,457923.7402961584,480000.0,480000.0,457923.7402961584,8426.611580331914
12,457924.5072944977,457924.5072944977,0.0,457924.5072944977,480000.0,480000.0,457924.5072944977,8426.611580331914
13,457925.274292837,457925.274292837,0.0,457925.274292837,480000.0,480000.0,457925.274292837,8426.611580331914
14,457926.04129117646,457926.04129117646,0.0,457926.04129117646,480000.0,480000.0,457926.04129117646,8426.611580331914
15,457926.80828951584,457926.80828951584,0.0,457926.80828951584,480000.0,480000.0,457926.80828951584,8426.611580331914
16,457927.5752878552,457927.5752878552,0.0,457927.5752878552,480000.0,480000.0,457927.5752878552,8426.611580331914
17,457928.34228619456,457928.34228619456,0.0,457928.34228619456,480000.0,480000.0,457928.34228619456,8426.611580331914
18,457929.1092845339,457929.1092845339,0.0,457929.1092845339,480000.0,480000.0,457929.1092845339,8426.611580331914
19,457929.87628287333,457929.87628287333,0.0,457929.87628287333,480000.0,480000.0,457929.87628287333,8426.611580331914
20,457930.6432812127,457930.6432812127,0.0,457930.6432812127,480000.0,480000.0,457930.6432812127,8426.611580331914
21,457931.410279552,457931.410279552,0.0,457931.410279552,480000.0,480000.0,457931.410279552,8426.611580331914
22,457932.17727789143,457932.17727789143,0.0,457932.17727789143,480000.0,480000.0,457932.17727789143,8426.611580331914
23,457932.94427623076,457932.94427623076,0.0,457932.94427623076,480000.0,480000.0,457932.94427623076,8426.611580331914
24,457933.71127457015,457933.71127457015,0.0,457933.71127457015,480000.0,480000.0,457933.71127457015,8426.611580331914
25,457934.4782729094,457934.4782729094,0.0,457934.4782729094,480000.0,480000.0,457934.4782729094,8426.611580331914
26,457935.24527124886,457935.24527124886,0.0,457935.24527124886,480000.0,480000.0,457935.24527124886,8426.611580331914
27,457936.01226958825,457936.01226958825,0.0,457936.01226958825,480000.0,480000.0,457936.01226958825,8426.611580331914
28,457936.77926792763,457936.77926792763,0.0,457936.77926792763,480000.0,480000.0,457936.77926792763,8426.611580331914
29,457937.54626626696,457937.54626626696,0.0,457937.54626626696,480000.0,480000.0,457937.54626626696,8426.611580331914
30,457938.3132646063,457938.3132646063,0.0,457938.3132646063,480000.0,480000.0,457938.3132646063,8426.611580331914
31,457939.08026294573,457939.08026294573,0.0,457939.08026294573,480000.0,480000.0,457939.08026294573,8426.611580331914
32,457939.84726128506,457939.84726128506,0.0,457939.84726128506,480000.0,480000.0,457939.84726128506,8426.611580331914
33,457940.61425962445,457940.61425962445,0.0,457940.61425962445,480000.0,480000.0,457940.61425962445,8426.611580331914
34,457941.3812579637,457941.3812579637,0.0,457941.3812579637,480000.0,480000.0,457941.3812579637,8426.611580331914
35,457942.14825630316,457942.14825630316,0.0,457942.14825630316,480000.0,480000.0,457942.14825630316,8426.611580331914
36,457942.91525464255,457942.91525464255,0.0,457942.91525464255,480000.0,480000.0,457942.91525464255,8426.611580331914
37,457943.68225298193,457943.68225298193,0.0,457943.68225298193,480000.0,480000.0,457943.68225298193,8426.611580331914
38,457944.4492513213,457944.4492513213,0.0,457944.4492513213,480000.0,480000.0,457944.4492513213,8426.611580331914
