,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,748476.4521876939,0.0,748476.4521876939,748476.4521876939,13727.776630397411
1,748082.010313411,0.0,748082.010313411,748082.010313411,13721.282755858634
2,745787.4094998913,0.0,745787.4094998913,745787.4094998913,13683.594179252654
3,435099.59921206295,0.0,435099.59921206295,435099.59921206295,8395.51543951589
4,154507.29325804967,0.0,154507.29325804967,154507.29325804967,3201.6069502236223
5,582795.0662852369,0.0,582795.0662852369,582795.0662852369,10958.475043796923
6,719415.9304615321,0.0,719415.9304615321,719415.9304615321,13249.276988101326
7,529874.5007418413,0.0,529874.5007418413,529874.5007418413,10051.166261559572
8,529997.4687151136,0.0,529997.4687151136,529997.4687151136,9709.180359108976
9,576998.3714147591,0.0,576998.3714147591,576998.3714147591,6171.201951152271
10,672848.2530559138,0.0,672848.2530559138,672848.2530559138,7223.997548956153
11,760000.0,0.0,760000.0,760000.0,12718.414493081455
12,760000.0,0.0,760000.0,760000.0,10039.64854529416
13,672128.2972166382,0.0,672128.2972166382,672128.2972166382,8252.344934761864
14,760000.0,0.0,760000.0,760000.0,12159.925801071857
15,651947.8425099426,0.0,651947.8425099426,651947.8425099426,9554.843265813923
16,481031.72285162937,0.0,481031.72285162937,481031.72285162937,7145.33618085933
17,322833.52427271544,0.0,322833.52427271544,322833.52427271544,5998.391155181737
18,270359.995796158,0.0,270359.995796158,270359.995796158,5408.117165240976
19,345013.4533304396,0.0,345013.4533304396,345013.4533304396,6780.738178486199
20,169527.8812702401,0.0,169527.8812702401,169527.8812702401,3493.8463843586333
21,484138.3988968136,0.0,484138.3988968136,484138.3988968136,9257.115920900678
22,545676.6641760377,0.0,545676.6641760377,545676.6641760377,10323.087270113709
23,568068.0953406161,0.0,568068.0953406161,568068.0953406161,10706.883971290115
24,556653.5170107043,0.0,556653.5170107043,556653.5170107043,10511.473312029892
25,545456.8632386168,0.0,545456.8632386168,545456.8632386168,10319.261972001175
26,532697.5152240546,0.0,532697.5152240546,532697.5152240546,10099.576399744023
27,468826.9212993145,0.0,468826.9212993145,468826.9212993145,8989.157386118122
28,423967.61569574825,0.0,423967.61569574825,423967.61569574825,8197.944689527956
29,387533.6223047825,0.0,387533.6223047825,387533.6223047825,7547.996136648243
30,325773.25426587515,0.0,325773.25426587515,325773.25426587515,6430.077643197479
31,207202.29454658664,0.0,207202.29454658664,207202.29454658664,4218.203038630091
32,171165.25564821338,0.0,171165.25564821338,171165.25564821338,2597.901717748024
33,199206.749382163,0.0,199206.749382163,199206.749382163,2366.629991739687
34,255893.05770306286,0.0,255893.05770306286,255893.05770306286,2498.670080377551
35,296359.6768033576,0.0,296359.6768033576,296359.6768033576,2525.5088648185847
36,292590.52183605183,0.0,292590.52183605183,292590.52183605183,2201.878097952065
37,338126.7816756382,0.0,338126.7816756382,338126.7816756382,2375.7829996427613
38,339071.7522271707,0.0,339071.7522271707,339071.7522271707,2382.0874858498005
39,208081.86341046568,0.0,208081.86341046568,208081.86341046568,1488.3714739716556
40,226894.13289926355,0.0,226894.13289926355,226894.13289926355,1609.5858003467654
41,79786.32142764937,0.0,79786.32142764937,79786.32142764937,673.8456056209287
