,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,36073.34779130989,0.0,36073.34779130989,36073.34779130989,0.0
1,71088.39842543489,0.0,71088.39842543489,71088.39842543489,1332.1897824384869
2,104993.14001453415,0.0,104993.14001453415,104993.14001453415,2317.257609509968
3,171827.38683276533,0.0,171827.38683276533,171827.38683276533,3687.91996980476
4,121683.98425187536,0.0,121683.98425187536,121683.98425187536,2664.537457283111
5,131828.0932225592,0.0,131828.0932225592,131828.0932225592,2873.856974232478
6,161129.1861721327,0.0,161129.1861721327,161129.1861721327,3471.8665296029753
7,208872.22662092352,0.0,208872.22662092352,208872.22662092352,4427.7505696301405
8,360930.9755256895,0.0,360930.9755256895,360930.9755256895,7328.166769908536
9,338375.2141286575,0.0,338375.2141286575,338375.2141286575,6170.092441324762
10,300411.5380606731,0.0,300411.5380606731,300411.5380606731,5912.0945615222845
11,405023.50445939455,0.0,405023.50445939455,405023.50445939455,7656.101942860107
12,720000.0,0.0,720000.0,720000.0,13184.029425218181
13,720000.0,0.0,720000.0,720000.0,13184.00966778612
14,720000.0,0.0,720000.0,720000.0,13183.98991034905
15,720000.0,0.0,720000.0,720000.0,13183.970152906964
16,720000.0,0.0,720000.0,720000.0,13183.950395459862
17,680978.744549336,0.0,680978.744549336,680978.744549336,13087.313901213578
18,677704.2611519964,0.0,677704.2611519964,677704.2611519964,13030.986943019883
19,586109.860557342,0.0,586109.860557342,586109.860557342,11437.87484123223
20,453560.65082248044,0.0,453560.65082248044,453560.65082248044,9065.457673877247
21,673904.6591919082,0.0,673904.6591919082,673904.6591919082,12965.538167444152
22,531595.5922010835,0.0,531595.5922010835,531595.5922010835,10472.23857413184
23,496410.6975447109,0.0,496410.6975447109,496410.6975447109,9841.631133281111
24,548489.5936926318,0.0,548489.5936926318,548489.5936926318,10772.897565055518
25,561509.3764896085,0.0,561509.3764896085,561509.3764896085,11003.71507711767
26,496291.3327105744,0.0,496291.3327105744,496291.3327105744,9839.43642183056
27,397603.36402298766,0.0,397603.36402298766,397603.36402298766,8037.2446032106955
28,313878.8637202629,0.0,313878.8637202629,313878.8637202629,6465.395501234634
29,159350.30429886756,0.0,159350.30429886756,159350.30429886756,3435.6877455684535
30,117787.66223137561,0.0,117787.66223137561,117787.66223137561,2583.6798231631774
31,193316.57190864693,0.0,193316.57190864693,193316.57190864693,4118.540640820093
32,367050.0581262127,0.0,367050.0581262127,367050.0581262127,5999.737694057165
33,531192.9037217945,0.0,531192.9037217945,531192.9037217945,7969.277133511416
34,574588.2876364458,0.0,574588.2876364458,574588.2876364458,8843.966843391641
35,532055.1188281869,0.0,532055.1188281869,532055.1188281869,8395.274312181908
36,664278.7386416402,0.0,664278.7386416402,664278.7386416402,10888.514319244408
37,598238.439015007,0.0,598238.439015007,598238.439015007,9453.236619636096
38,582047.0832442723,0.0,582047.0832442723,582047.0832442723,8916.385265693836
39,566312.2463397088,0.0,566312.2463397088,566312.2463397088,8794.757844494667
40,267818.2332416296,0.0,267818.2332416296,267818.2332416296,5143.428312753074
41,250373.7049714131,0.0,250373.7049714131,250373.7049714131,5242.773700778616
42,306452.3580245832,0.0,306452.3580245832,306452.3580245832,6323.723587131479
43,245632.5000742145,0.0,245632.5000742145,245632.5000742145,5150.323742241064
44,284756.7485487253,0.0,284756.7485487253,284756.7485487253,5908.12321712081
45,155145.16776450103,0.0,155145.16776450103,155145.16776450103,3350.268230284211
46,107081.1208782251,0.0,107081.1208782251,107081.1208782251,2360.7304775194557
47,141286.90878360902,0.0,141286.90878360902,141286.90878360902,3067.7221123942095
48,72000.0,0.0,72000.0,72000.0,1618.2474652567541
49,133789.61247628927,0.0,133789.61247628927,133789.61247628927,2913.9729717519194
50,145463.5858200966,0.0,145463.5858200966,145463.5858200966,3153.079433977912
51,97139.95233081272,0.0,97139.95233081272,97139.95233081272,2152.328825809759
52,116973.11031646442,0.0,116973.11031646442,116973.11031646442,2566.68260185703
53,124119.61688361067,0.0,124119.61688361067,124119.61688361067,2714.687154516862
54,140688.41095519633,0.0,140688.41095519633,140688.41095519633,3055.4393915685587
55,220185.24387882874,0.0,220185.24387882874,220185.24387882874,4651.136512355242
56,421695.9393548616,0.0,421695.9393548616,421695.9393548616,6942.252140421953
57,602399.0387799396,0.0,602399.0387799396,602399.0387799396,9216.851777766435
58,636828.0061941774,0.0,636828.0061941774,636828.0061941774,9953.776383639242
59,663399.5462203632,0.0,663399.5462203632,663399.5462203632,10762.50607420321
60,645633.8060056381,0.0,645633.8060056381,645633.8060056381,10553.787103987586
61,676429.8278558301,0.0,676429.8278558301,676429.8278558301,10862.461241431754
62,720000.0,0.0,720000.0,720000.0,11491.166149700583
63,714274.1510791377,0.0,714274.1510791377,714274.1510791377,11469.388599964335
64,506645.5926234651,0.0,506645.5926234651,506645.5926234651,9625.05821826441
65,332728.89022340084,0.0,332728.89022340084,332728.89022340084,6822.647764889778
66,350291.5173838081,0.0,350291.5173838081,350291.5173838081,7153.816993594513
67,380182.64591000316,0.0,380182.64591000316,380182.64591000316,7713.168950593395
68,364465.1227789746,0.0,364465.1227789746,364465.1227789746,7419.692322317086
69,387893.8234144182,0.0,387893.8234144182,387893.8234144182,7856.595953175956
70,375893.0108825483,0.0,375893.0108825483,375893.0108825483,7633.184677787901
71,363682.0380534149,0.0,363682.0380534149,363682.0380534149,7404.998766028577
72,343045.8734007028,0.0,343045.8734007028,343045.8734007028,7017.35130180454
73,318004.96654331294,0.0,318004.96654331294,318004.96654331294,6543.421126180074
74,318527.8137002408,0.0,318527.8137002408,318527.8137002408,6553.347130163816
75,321144.5395352617,0.0,321144.5395352617,321144.5395352617,6603.03835262881
76,317687.3510706777,0.0,317687.3510706777,317687.3510706777,6537.353960537792
77,288177.7288428412,0.0,288177.7288428412,288177.7288428412,5973.559099511373
78,291666.96027138614,0.0,291666.96027138614,291666.96027138614,6040.517474504442
79,278641.1336453725,0.0,278641.1336453725,278641.1336453725,5790.07823049294
80,547389.1703096312,0.0,547389.1703096312,547389.1703096312,9193.329323558188
81,694018.3872558438,0.0,694018.3872558438,694018.3872558438,10759.80665054518
82,666037.669006524,0.0,666037.669006524,666037.669006524,10374.874526756543
83,658034.3925631787,0.0,658034.3925631787,658034.3925631787,10587.098614970744
84,720000.0,0.0,720000.0,720000.0,11889.203545415481
85,720000.0,0.0,720000.0,720000.0,13182.667520468282
86,720000.0,0.0,720000.0,720000.0,13182.64776269063
87,720000.0,0.0,720000.0,720000.0,13182.628004907965
88,591051.9248264903,0.0,591051.9248264903,591051.9248264903,11053.126712049465
89,484970.9186213779,0.0,484970.9186213779,484970.9186213779,9634.365512745373
90,549998.1949072113,0.0,549998.1949072113,549998.1949072113,10798.647481031334
91,488727.8650314653,0.0,488727.8650314653,488727.8650314653,9702.160828545271
92,482410.41425232147,0.0,482410.41425232147,482410.41425232147,9588.055821461936
93,473939.7668420729,0.0,473939.7668420729,473939.7668420729,9434.751873998595
94,534348.4670864828,0.0,534348.4670864828,534348.4670864828,10520.217874731017
95,457325.93940415664,0.0,457325.93940415664,457325.93940415664,9133.013485936814
96,587618.091544908,0.0,587618.091544908,587618.091544908,11463.120558230738
97,681398.9349157097,0.0,681398.9349157097,681398.9349157097,13093.04959762983
98,681671.9416159457,0.0,681671.9416159457,681671.9416159457,13097.721678808495
99,681671.9401634234,0.0,681671.9401634234,681671.9401634234,13097.70201660092
100,681671.9410984872,0.0,681671.9410984872,681671.9410984872,13097.682395418484
101,681671.9400790943,0.0,681671.9400790943,681671.9400790943,13097.662740644239
102,681671.9400817174,0.0,681671.9400817174,681671.9400817174,13097.643103428098
103,681671.9400891784,0.0,681671.9400891784,681671.9400891784,13097.623466290119
104,720000.0,0.0,720000.0,720000.0,13182.297314087244
105,720000.0,0.0,720000.0,720000.0,13182.277556215646
106,708726.5736917945,0.0,708726.5736917945,708726.5736917945,13182.257798339024
107,720000.0,0.0,720000.0,720000.0,13182.238040457403
108,720000.0,0.0,720000.0,720000.0,13182.218282570759
109,720000.0,0.0,720000.0,720000.0,13182.198524679105
110,720000.0,0.0,720000.0,720000.0,13182.178766782434
111,720000.0,0.0,720000.0,720000.0,13182.159008880748
112,720000.0,0.0,720000.0,720000.0,13182.13925097405
113,681113.212167145,0.0,681113.212167145,681113.212167145,13087.824890090425
114,680236.7091136315,0.0,680236.7091136315,680236.7091136315,13072.739533906673
115,664431.0251480192,0.0,664431.0251480192,664431.0251480192,12800.51169914594
116,597791.0487166353,0.0,597791.0487166353,597791.0487166353,11641.388575236284
117,549706.2399481946,0.0,549706.2399481946,549706.2399481946,10793.017287949422
118,638746.743563022,0.0,638746.743563022,638746.743563022,12355.932167302824
119,666013.4653704633,0.0,666013.4653704633,666013.4653704633,12827.734154596332
120,681671.9415323894,0.0,681671.9415323894,681671.9415323894,13097.290445818391
121,681671.940156427,0.0,681671.940156427,681671.940156427,13097.27078481782
122,681671.9407454294,0.0,681671.9407454294,681671.9407454294,13097.251157578834
123,681671.940220153,0.0,681671.940220153,681671.940220153,13097.231511186792
124,681671.9405723417,0.0,681671.9405723417,681671.9405723417,13097.21187986836
125,681671.9411407924,0.0,681671.9411407924,681671.9411407924,13097.192252261219
126,681671.9399004056,0.0,681671.9399004056,681671.9399004056,13097.172593565678
127,681671.9372643864,0.0,681671.9372643864,681671.9372643864,13097.152910882434
128,720000.0,0.0,720000.0,720000.0,13181.824279208304
129,720000.0,0.0,720000.0,720000.0,13181.804521216658
130,720000.0,0.0,720000.0,720000.0,13181.78476321999
131,720000.0,0.0,720000.0,720000.0,13181.76500521832
132,720000.0,0.0,720000.0,720000.0,13181.745247211631
133,720000.0,0.0,720000.0,720000.0,13181.725489199927
134,720000.0,0.0,720000.0,720000.0,13181.70573118321
135,720000.0,0.0,720000.0,720000.0,13181.68597316148
136,720000.0,0.0,720000.0,720000.0,13181.666215134732
137,681671.9418442114,0.0,681671.9418442114,681671.9418442114,13096.95648036668
138,681671.9369331722,0.0,681671.9369331722,681671.9369331722,13096.93675853544
139,681671.9381220281,0.0,681671.9381220281,681671.9381220281,13096.917141519485
140,681671.9382777277,0.0,681671.9382777277,681671.9382777277,13096.897506744861
141,681671.9384442555,0.0,681671.9384442555,681671.9384442555,13096.877872151324
142,681671.9435936632,0.0,681671.9435936632,681671.9435936632,13096.85832317783
143,681671.9432145427,0.0,681671.9432145427,681671.9432145427,13096.83867919787
144,681671.9383134317,0.0,681671.9383134317,681671.9383134317,13096.818957507958
145,681671.9391855759,0.0,681671.9391855759,681671.9391855759,13096.799335019656
146,681671.9405064567,0.0,681671.9405064567,681671.9405064567,13096.779720237313
147,681671.9402950004,0.0,681671.9402950004,681671.9402950004,13096.760079118647
148,681671.9400811169,0.0,681671.9400811169,681671.9400811169,13096.74043795331
149,681671.9404994897,0.0,681671.9404994897,681671.9404994897,13096.720807647498
150,681671.9416997739,0.0,681671.9416997739,681671.9416997739,13096.701190772812
151,681671.9417792769,0.0,681671.9417792769,681671.9417792769,13096.681554633966
152,720000.0,0.0,720000.0,720000.0,13181.350312381246
153,717426.8953375404,0.0,717426.8953375404,717426.8953375404,13181.330554269307
154,720000.0,0.0,720000.0,720000.0,13181.310796152358
155,720000.0,0.0,720000.0,720000.0,13181.291038030395
156,720000.0,0.0,720000.0,720000.0,13181.271279903418
157,720000.0,0.0,720000.0,720000.0,13181.251521771424
158,720000.0,0.0,720000.0,720000.0,13181.231763634421
159,680865.6471505624,0.0,680865.6471505624,680865.6471505624,13062.10430547933
160,681671.9403649812,0.0,681671.9403649812,681671.9403649812,13096.50469360282
161,681671.941599562,0.0,681671.941599562,681671.941599562,13096.485077262403
162,681671.940048515,0.0,681671.940048515,681671.940048515,13096.46541305034
163,681615.2647220574,0.0,681615.2647220574,681615.2647220574,13095.471894518763
164,681671.9402022667,0.0,681671.9402022667,681671.9402022667,13096.426140730693
165,681671.9402217083,0.0,681671.9402217083,681671.9402217083,13096.406503490096
166,681671.940591006,0.0,681671.940591006,681671.940591006,13096.386872256207
167,681671.9406466702,0.0,681671.9406466702,681671.9406466702,13096.367235628066
168,681188.58750376,0.0,681188.58750376,681188.58750376,13088.029020532396
169,677827.2429604947,0.0,677827.2429604947,677827.2429604947,13030.221285210253
170,681671.9415677898,0.0,681671.9415677898,681671.9415677898,13096.295833543183
171,665634.4253214699,0.0,665634.4253214699,665634.4253214699,12820.180589877433
172,681671.9406609377,0.0,681671.9406609377,681671.9406609377,13096.256591883952
173,681671.9403166464,0.0,681671.9403166464,681671.9403166464,13096.236948350273
174,681671.9411752339,0.0,681671.9411752339,681671.9411752339,13096.217325480877
175,681671.9394603162,0.0,681671.9394603162,681671.9394603162,13096.197658385594
176,701606.0186264687,0.0,701606.0186264687,701606.0186264687,13180.86385623863
177,705979.4938701654,0.0,705979.4938701654,705979.4938701654,13180.844098003237
178,695779.0319193901,0.0,695779.0319193901,695779.0319193901,13180.824339762823
179,720000.0,0.0,720000.0,720000.0,13180.804581517403
180,720000.0,0.0,720000.0,720000.0,13180.78482326696
181,720000.0,0.0,720000.0,720000.0,13180.765065011508
182,720000.0,0.0,720000.0,720000.0,13180.745306751036
183,720000.0,0.0,720000.0,720000.0,13180.725548485554
184,720000.0,0.0,720000.0,720000.0,13180.705790215057
185,681671.9402337157,0.0,681671.9402337157,681671.9402337157,13096.001160035927
186,681671.9400795855,0.0,681671.9400795855,681671.9400795855,13095.981519705125
187,681671.9404982956,0.0,681671.9404982956,681671.9404982956,13095.961889212385
188,681671.9384389475,0.0,681671.9384389475,681671.9384389475,13095.942216134561
189,681671.9388159898,0.0,681671.9388159898,681671.9388159898,13095.92258491592
190,681671.9363381827,0.0,681671.9363381827,681671.9363381827,13095.902904637967
191,681671.9379017982,0.0,681671.9379017982,681671.9379017982,13095.883293798035
192,681671.9389573969,0.0,681671.9389573969,681671.9389573969,13095.86367422392
193,681671.9391522248,0.0,681671.9391522248,681671.9391522248,13095.844039854383
194,681671.9398944716,0.0,681671.9398944716,681671.9398944716,13095.824414885992
195,681671.9379295333,0.0,681671.9379295333,681671.9379295333,13095.804743395864
196,681671.9397242359,0.0,681671.9397242359,681671.9397242359,13095.785136501527
197,681671.9390766247,0.0,681671.9390766247,681671.9390766247,13095.765487636701
198,681671.9409888254,0.0,681671.9409888254,681671.9409888254,13095.74588275123
199,681671.9402638696,0.0,681671.9402638696,681671.9402638696,13095.726232547453
200,720000.0,0.0,720000.0,720000.0,13180.389883564316
201,720000.0,0.0,720000.0,720000.0,13180.370125208625
202,720000.0,0.0,720000.0,720000.0,13180.350366847919
203,720000.0,0.0,720000.0,720000.0,13180.330608482192
204,720000.0,0.0,720000.0,720000.0,13180.310850111457
205,720000.0,0.0,720000.0,720000.0,13180.291091735706
206,720000.0,0.0,720000.0,720000.0,13180.27133335494
207,720000.0,0.0,720000.0,720000.0,13180.251574969156
208,720000.0,0.0,720000.0,720000.0,13180.231816578356
209,681671.9485226314,0.0,681671.9485226314,681671.9485226314,13095.529861617755
210,681671.9432380208,0.0,681671.9432380208,681671.9432380208,13095.510133013478
211,681671.9477075738,0.0,681671.9477075738,681671.9477075738,13095.490572003948
212,327202.5380426637,0.0,327202.5380426637,327202.5380426637,6716.413824904927
213,327202.5256821277,0.0,327202.5256821277,327202.5256821277,6716.40320362118
214,327202.5285426865,0.0,327202.5285426865,327202.5285426865,6716.392870664712
215,327202.5328890452,0.0,327202.5328890452,327202.5328890452,6716.382565851185
216,327202.5377323595,0.0,327202.5377323595,327202.5377323595,6716.372270449155
217,327202.537334139,0.0,327202.537334139,327202.537334139,6716.361875756569
218,327202.5287667711,0.0,327202.5287667711,327202.5287667711,6716.351326317276
219,355287.67977889144,0.0,355287.67977889144,355287.67977889144,7245.881090172555
220,327202.53736139176,0.0,327202.53736139176,327202.53736139176,6716.3306470943035
221,327202.53621398815,0.0,327202.53621398815,327202.53621398815,6716.320238202677
222,327202.53758882696,0.0,327202.53758882696,327202.53758882696,6716.30987708674
223,327202.53699779377,0.0,327202.53699779377,327202.53699779377,6716.299478730354
224,467303.24202921323,0.0,467303.24202921323,467303.24202921323,9188.45031636933
225,699205.731510407,0.0,699205.731510407,699205.731510407,13179.912018895579
226,720000.0,0.0,720000.0,720000.0,13179.892260418597
227,720000.0,0.0,720000.0,720000.0,13179.8725019366
228,720000.0,0.0,720000.0,720000.0,13179.852743449588
229,720000.0,0.0,720000.0,720000.0,13179.83298495756
230,720000.0,0.0,720000.0,720000.0,13179.813226460516
231,702038.8939030645,0.0,702038.8939030645,702038.8939030645,13179.793467958458
232,720000.0,0.0,720000.0,720000.0,13179.773709451387
233,681671.9407324477,0.0,681671.9407324477,681671.9407324477,13095.074068646234
234,681671.9431596332,0.0,681671.9431596332,681671.9431596332,13095.054472432397
235,327202.5366089701,0.0,327202.5366089701,327202.5366089701,6716.167318639079
236,411372.98893279675,0.0,411372.98893279675,411372.98893279675,8289.08885486262
237,327202.53794305096,0.0,327202.53794305096,327202.53794305096,6716.146374576609
