,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,36073.34779130989,0.0,36073.34779130989,36073.34779130989,774.6430327955295
1,71088.39842543489,0.0,71088.39842543489,71088.39842543489,1414.2473658823853
2,104993.14001453415,0.0,104993.14001453415,104993.14001453415,2153.663772355904
3,171827.38683276533,0.0,171827.38683276533,171827.38683276533,3527.085196884203
4,121683.98425187536,0.0,121683.98425187536,121683.98425187536,2547.50905982637
5,131828.0932225592,0.0,131828.0932225592,131828.0932225592,2747.826603146646
6,161129.1861721327,0.0,161129.1861721327,161129.1861721327,3320.207847261205
7,208872.22662092352,0.0,208872.22662092352,208872.22662092352,4235.434509345553
8,356766.78037328616,0.0,356766.78037328616,356766.78037328616,6964.721229807026
9,218435.61326926763,0.0,218435.61326926763,218435.61326926763,4416.485347419989
10,254019.69332402624,0.0,254019.69332402624,254019.69332402624,5084.1576962984955
11,321207.4249819748,0.0,321207.4249819748,321207.4249819748,6321.284658144935
12,531947.0855210889,0.0,531947.0855210889,531947.0855210889,10037.109042458536
13,665363.4198540461,0.0,665363.4198540461,665363.4198540461,12284.050221139873
14,681241.1454052287,0.0,681241.1454052287,681241.1454052287,12546.715020194015
15,681671.9414636701,0.0,681671.9414636701,681671.9414636701,12553.80999535954
16,681671.9411264225,0.0,681671.9411264225,681671.9411264225,12553.791129842999
17,680978.744549336,0.0,680978.744549336,680978.744549336,12542.325056161264
18,677704.2611519964,0.0,677704.2611519964,677704.2611519964,12488.208040144447
19,586109.860557342,0.0,586109.860557342,586109.860557342,10958.022373822689
20,453560.65082248044,0.0,453560.65082248044,453560.65082248044,8680.889960909517
21,673904.6591919082,0.0,673904.6591919082,673904.6591919082,12425.328345970449
22,531595.5922010835,0.0,531595.5922010835,531595.5922010835,10030.935618357984
23,496410.6975447109,0.0,496410.6975447109,496410.6975447109,9425.674739333206
24,548489.5936926318,0.0,548489.5936926318,548489.5936926318,10319.558099603804
25,561509.3764896085,0.0,561509.3764896085,561509.3764896085,10541.155950753546
26,496291.3327105744,0.0,496291.3327105744,496291.3327105744,9423.568487416302
27,397603.36402298766,0.0,397603.36402298766,397603.36402298766,7694.591813747658
28,313878.8637202629,0.0,313878.8637202629,313878.8637202629,6187.580363937867
29,159350.30429886756,0.0,159350.30429886756,159350.30429886756,3285.576227114055
30,117787.66223137561,0.0,117787.66223137561,117787.66223137561,2470.1333507428008
31,193316.57190864693,0.0,193316.57190864693,193316.57190864693,3939.3260215989167
32,134457.06103087298,0.0,134457.06103087298,134457.06103087298,2799.4227894315386
33,119434.64672150544,0.0,119434.64672150544,119434.64672150544,2502.802323790254
34,175136.26423652994,0.0,175136.26423652994,175136.26423652994,3590.6784291309114
35,186860.7953390963,0.0,186860.7953390963,186860.7953390963,3815.832814452221
36,336490.37609098287,0.0,336490.37609098287,336490.37609098287,6598.457627538257
