,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,1098342.0016664702,0.0,1098342.0016664702,1098342.0016664702,20153.636100210362
1,1098342.0015302019,0.0,1098342.0015302019,1098342.0015302019,20153.605869854968
2,1098342.001692139,0.0,1098342.001692139,1098342.001692139,20153.575644388955
3,1098342.0016515532,0.0,1098342.0016515532,1098342.0016515532,20153.54541558954
4,802157.0894838694,0.0,802157.0894838694,802157.0894838694,15179.019770288556
5,402835.4340758176,0.0,402835.4340758176,402835.4340758176,8051.936890912275
6,560978.6615555706,0.0,560978.6615555706,560978.6615555706,10942.024050487136
7,666572.713051078,0.0,666572.713051078,666572.713051078,12820.101808465064
8,729771.8703452614,0.0,729771.8703452614,729771.8703452614,13926.595098385178
9,844945.2338929746,0.0,844945.2338929746,844945.2338929746,15912.002590417278
10,474828.9386810837,0.0,474828.9386810837,474828.9386810837,9380.051945560968
11,143750.21657540923,0.0,143750.21657540923,143750.21657540923,3052.2676421982537
12,229641.78552586795,0.0,229641.78552586795,229641.78552586795,4756.106751184503
13,256289.64107818433,0.0,256289.64107818433,256289.64107818433,5274.011313730869
14,158132.77572478552,0.0,158132.77572478552,158132.77572478552,3341.7684302588477
15,97033.95454289064,0.0,97033.95454289064,97033.95454289064,0.0
16,1098341.9997908035,0.0,1098341.9997908035,1098341.9997908035,16793.251176631624
17,447405.7507215955,0.0,447405.7507215955,447405.7507215955,8876.054635408655
18,304935.2767638703,0.0,304935.2767638703,304935.2767638703,6208.049720442838
19,616288.0160426471,0.0,616288.0160426471,616288.0160426471,11929.447533425822
20,360948.96396126854,0.0,360948.96396126854,360948.96396126854,7268.377571072307
21,337048.2778927776,0.0,337048.2778927776,337048.2778927776,6817.854799714749
22,261820.92305276435,0.0,261820.92305276435,261820.92305276435,5380.48290820353
23,156082.9869920016,0.0,156082.9869920016,156082.9869920016,3300.316644661229
24,269241.27089485887,0.0,269241.27089485887,269241.27089485887,5523.646425964336
25,183548.10024171183,0.0,183548.10024171183,183548.10024171183,3848.5635678256153
26,244620.70450114485,0.0,244620.70450114485,244620.70450114485,5047.286316878428
27,312102.3765308879,0.0,312102.3765308879,312102.3765308879,6344.53171703773
28,245339.7767614796,0.0,245339.7767614796,245339.7767614796,5061.234967056792
29,853636.7342602977,0.0,853636.7342602977,853636.7342602977,16058.773702900855
30,728313.2191172006,0.0,728313.2191172006,728313.2191172006,13899.818782678496
31,540940.8420814673,0.0,540940.8420814673,540940.8420814673,10580.086826966697
32,1098341.9997248594,0.0,1098341.9997248594,1098341.9997248594,20151.458020320882
33,728562.1033138669,0.0,728562.1033138669,728562.1033138669,13904.088348105033
34,125408.14718133352,0.0,125408.14718133352,125408.14718133352,2679.7693031032804
35,110502.48369895799,0.0,110502.48369895799,110502.48369895799,0.0
36,98586.97955336905,0.0,98586.97955336905,98586.97955336905,0.0
37,155748.07118172105,0.0,155748.07118172105,155748.07118172105,2744.3853648824593
38,385167.6034329583,0.0,385167.6034329583,385167.6034329583,7721.33621751888
39,145114.04634865193,0.0,145114.04634865193,145114.04634865193,3079.182853968222
40,334401.6955039334,0.0,334401.6955039334,334401.6955039334,6767.108904214453
41,457183.26083865017,0.0,457183.26083865017,457183.26083865017,9054.86999195167
42,167417.37342440724,0.0,167417.37342440724,167417.37342440724,3526.966520550315
43,170388.11171625537,0.0,170388.11171625537,170388.11171625537,3586.2758006356444
44,244438.05985628202,0.0,244438.05985628202,244438.05985628202,5043.221215799432
45,263221.6822678077,0.0,263221.6822678077,263221.6822678077,5406.942842888603
46,253982.8435975972,0.0,253982.8435975972,253982.8435975972,5228.301001422673
47,265661.54542888486,0.0,265661.54542888486,265661.54542888486,5454.015435184584
48,134354.81368341504,0.0,134354.81368341504,134354.81368341504,2861.4374905682
49,153991.8514335389,0.0,153991.8514335389,153991.8514335389,3257.917232199759
50,130093.24993628633,0.0,130093.24993628633,130093.24993628633,2774.873209473837
51,80850.13744043956,0.0,80850.13744043956,80850.13744043956,0.0
52,202881.4181326053,0.0,202881.4181326053,202881.4181326053,3525.0514868815385
53,132209.8750384432,0.0,132209.8750384432,132209.8750384432,2817.6510863781596
54,97579.86086867457,0.0,97579.86086867457,97579.86086867457,0.0
55,210723.1182461626,0.0,210723.1182461626,210723.1182461626,3653.3065931290726
