,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,294895.24641755584,0.0,294895.24641755584,294895.24641755584,6029.88335978878
1,587916.041529403,0.0,587916.041529403,587916.041529403,11456.871356509626
2,222250.38766620026,0.0,222250.38766620026,222250.38766620026,4620.8864150551135
3,560693.0124597999,0.0,560693.0124597999,560693.0124597999,10967.007297943594
4,504340.3199751729,0.0,504340.3199751729,504340.3199751729,9944.526597327187
5,400775.6707689649,0.0,400775.6707689649,400775.6707689649,8032.98722458101
6,329594.70432303706,0.0,329594.70432303706,329594.70432303706,6692.341222803604
7,356503.7618771852,0.0,356503.7618771852,356503.7618771852,7201.931606376805
8,543425.1345049923,0.0,543425.1345049923,543425.1345049923,10654.858842603364
9,519039.95661816176,0.0,519039.95661816176,519039.95661816176,10212.304383410717
10,458668.523834658,0.0,458668.523834658,458668.523834658,9106.891050951854
11,355240.4800267545,0.0,355240.4800267545,355240.4800267545,7178.085796344092
12,329459.50940177427,0.0,329459.50940177427,329459.50940177427,6689.77206243896
13,361555.1910777141,0.0,361555.1910777141,361555.1910777141,7297.207924832188
14,392289.21577230043,0.0,392289.21577230043,392289.21577230043,7874.364771917665
15,318005.6994694633,0.0,318005.6994694633,318005.6994694633,6471.779049018423
16,38970.3440715296,0.0,38970.3440715296,38970.3440715296,834.1123760908464
17,88539.13245275237,0.0,88539.13245275237,88539.13245275237,1713.761843469986
18,91699.42419975667,0.0,91699.42419975667,91699.42419975667,1965.9166841071512
19,316713.8932181193,0.0,316713.8932181193,316713.8932181193,6187.498251695227
20,160617.44520979776,0.0,160617.44520979776,160617.44520979776,3397.4096151929207
21,259992.5136823373,0.0,259992.5136823373,259992.5136823373,5356.476616351282
22,67477.02303954562,0.0,67477.02303954562,67477.02303954562,1445.8829535423497
23,289263.2105431873,0.0,289263.2105431873,289263.2105431873,5478.795902684467
24,474617.23211042176,0.0,474617.23211042176,474617.23211042176,9399.404482089923
25,623040.0605744924,0.0,623040.0605744924,623040.0605744924,12083.725291488632
26,602250.1260284142,0.0,602250.1260284142,602250.1260284142,11712.406356075815
27,731057.0029311132,0.0,731057.0029311132,731057.0029311132,13990.25853923461
28,470911.5392874936,0.0,470911.5392874936,470911.5392874936,9331.274437209953
29,793860.7655998201,0.0,793860.7655998201,793860.7655998201,15082.311456157855
30,710061.7108402756,0.0,710061.7108402756,710061.7108402756,13622.481511467207
31,835533.0460068627,0.0,835533.0460068627,835533.0460068627,15800.619190770934
32,1051086.633218542,0.0,1051086.633218542,1051086.633218542,19442.28627955267
33,1028701.470077426,0.0,1028701.470077426,1028701.470077426,19069.543986832046
34,450829.73521539953,0.0,450829.73521539953,450829.73521539953,8961.34458674374
35,521144.23848861095,0.0,521144.23848861095,521144.23848861095,10249.359253751989
36,539608.6596400016,0.0,539608.6596400016,539608.6596400016,10584.45427294394
37,547743.3898418925,0.0,547743.3898418925,547743.3898418925,10731.678945057985
38,597636.3276635791,0.0,597636.3276635791,597636.3276635791,11629.589818986253
39,273696.19631299,0.0,273696.19631299,273696.19631299,5621.196198428934
40,333359.9365493657,0.0,333359.9365493657,333359.9365493657,6763.147132323219
41,480559.15565907664,0.0,480559.15565907664,480559.15565907664,9508.184737563275
42,688002.7082517922,0.0,688002.7082517922,688002.7082517922,13234.436876352665
43,443518.69030695595,0.0,443518.69030695595,443518.69030695595,8826.168874622072
44,714991.1957413489,0.0,714991.1957413489,714991.1957413489,13708.648639827095
45,621804.3994001639,0.0,621804.3994001639,621804.3994001639,12061.326753372814
46,717313.6759677216,0.0,717313.6759677216,717313.6759677216,13749.313299746798
47,234176.13232312098,0.0,234176.13232312098,234176.13232312098,4853.657226015884
48,823578.1794634613,0.0,823578.1794634613,823578.1794634613,15594.648582832939
49,815507.345753657,0.0,815507.345753657,815507.345753657,15455.613108466165
50,720041.0428085782,0.0,720041.0428085782,720041.0428085782,13797.011799728041
51,835533.0462145711,0.0,835533.0462145711,835533.0462145711,15800.15185999868
52,835533.0462153144,0.0,835533.0462153144,835533.0462153144,15800.127817937017
53,835533.0462714948,0.0,835533.0462714948,835533.0462714948,15800.103776822236
54,835533.0460299781,0.0,835533.0460299781,835533.0460299781,15800.079730587793
55,810808.4091036546,0.0,810808.4091036546,810808.4091036546,15374.453628796562
56,873084.6432751983,0.0,873084.6432751983,873084.6432751983,16443.19170882728
57,748705.3759196922,0.0,748705.3759196922,748705.3759196922,14297.675826571682
58,658919.3833227594,0.0,658919.3833227594,658919.3833227594,12720.499465236058
59,547471.3663515152,0.0,547471.3663515152,547471.3663515152,10726.389650472538
60,425159.7472060971,0.0,425159.7472060971,425159.7472060971,8485.831213820076
61,348754.0435612249,0.0,348754.0435612249,348754.0435612249,7054.571753041273
62,343087.7887699484,0.0,343087.7887699484,343087.7887699484,6947.342409304659
63,337897.7935719945,0.0,337897.7935719945,337897.7935719945,6848.987675503998
64,292903.73015196744,0.0,292903.73015196744,292903.73015196744,5990.665114478193
65,656326.2547626426,0.0,656326.2547626426,656326.2547626426,12674.442004075045
66,561574.5716297025,0.0,561574.5716297025,561574.5716297025,10980.986717559115
67,824548.4400053141,0.0,824548.4400053141,824548.4400053141,15610.906884311451
68,781636.9543702481,0.0,781636.9543702481,781636.9543702481,14869.789724981725
69,290239.69402377884,0.0,290239.69402377884,290239.69402377884,5939.461464618064
70,575931.4212345276,0.0,575931.4212345276,575931.4212345276,11239.482532973885
71,186980.37666873762,0.0,186980.37666873762,186980.37666873762,3923.6488563585026
72,465914.7905717791,0.0,465914.7905717791,465914.7905717791,9238.75850335228
73,835533.0456227508,0.0,835533.0456227508,835533.0456227508,15799.639962372741
74,835533.0472792828,0.0,835533.0472792828,835533.0472792828,15799.61594863893
75,835533.0472619301,0.0,835533.0472619301,835533.0472619301,15799.591906144435
76,835533.0473236666,0.0,835533.0473236666,835533.0473236666,15799.56786500313
77,835533.0472489437,0.0,835533.0472489437,835533.0472489437,15799.543821512167
78,835533.0467011348,0.0,835533.0467011348,835533.0467011348,15799.519769888757
79,835533.0470404009,0.0,835533.0470404009,835533.0470404009,15799.495733498628
