,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
Curtailment,12609.88243775938,19234.227207959586,20261.707734311236,14853.675478676205,8114.834109031929,5145.201529311671,5927.00901695664,2090.0376805681967,223.58157024325703,2811.744494981146,2397.1049831406904,1183.7578806478996,4200.031576042738,6743.23096467356,4685.632153137029,714.3849476901798,16524.863920809104,15229.15212138127,19107.28772946954,10366.275989315134,18655.266584175217,9098.297023603276,15740.598266335179,20340.23101082852,4620.638012165115,2605.513666766199,1935.5891390222887,3457.768874542141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835.200548004008,11023.060790977594,14933.954433526711,16802.53981679024,17367.52356522411,17282.890742716187,17112.759536989663,17216.62339751939,15787.790909395899
Shortfall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.99040384763788,661.289,654.646,637.015,613.407,607.017,592.997,598.378,604.74,518.4884607913214,552.1686403168505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind + PV + Storage,13433.585437759379,20001.656207959586,21015.723734311236,15577.007478676205,8829.033109031929,5848.915529311671,6623.05501695664,2742.033680568197,878.922570243257,3431.761494981146,3026.2819831406905,1811.1738806478995,4840.327576042739,7370.43896467356,5339.693153137028,1384.1629476901799,17205.659920809103,15926.17612138127,19822.08172946954,11057.699989315133,19381.780584175216,9786.206023603276,16440.38826633518,21046.42101082852,5322.909012165114,3304.6326667661992,2652.4061390222887,4145.049874542141,685.367,661.289,654.646,637.015,613.407,607.017,592.997,598.378,604.74,596.508,606.157,3436.701548004008,11652.492790977594,15566.99743352671,17449.375816790238,17991.40556522411,17949.445742716187,17764.69853698966,17893.11739751939,16495.1649093959
Wind + PV Generation,13433.585437759379,20001.656207959586,21015.723734311236,15577.007478676205,8829.033109031929,5848.915529311671,6623.05501695664,2742.033680568197,878.922570243257,3431.761494981146,3026.2819831406905,1811.1738806478995,4840.327576042739,7370.43896467356,5339.693153137028,1384.1629476901799,17205.659920809103,15926.17612138127,19822.08172946954,11057.699989315133,19381.780584175216,9786.206023603276,16440.38826633518,21046.42101082852,5322.909012165114,3304.6326667661992,2652.4061390222887,4145.049874542141,465.3765961523621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.01953920867867,53.98835968314946,3436.701548004008,11652.492790977594,15566.99743352671,17449.375816790238,17991.40556522411,17949.445742716187,17764.69853698966,17893.11739751939,16495.1649093959
Load,823.703,767.429,754.016,723.332,714.199,703.714,696.046,651.996,655.341,620.017,629.177,627.416,640.296,627.208,654.061,669.778,680.796,697.024,714.794,691.424,726.514,687.909,699.79,706.19,702.271,699.119,716.817,687.281,685.367,661.289,654.646,637.015,613.407,607.017,592.997,598.378,604.74,596.508,606.157,601.501,629.432,633.043,646.836,623.882,666.555,651.939,676.494,707.374
State of Charge,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,19780.009596152362,19118.72059615236,18464.07459615236,17827.05959615236,17213.652596152362,16606.635596152362,16013.638596152363,15415.260596152362,14810.520596152362,14292.032135361042,13739.863495044192,16575.0640430482,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0
Battery Used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.99040384763788,661.289,654.646,637.015,613.407,607.017,592.997,598.378,604.74,518.4884607913214,552.1686403168505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
