First Solar 430 kW PV Array,GE 1.5 MW Turbine
-4.5,-9
-4.4,-8.7
-4.5,-8.8
-4.5,-9.3
-4.5,-8.9
-4.5,-8.9
-4.5,-9
-4.5,-9.8
-4.5,-8.9
-4.4,-9.6
-4.4,-8.7
-3.7,-9.8
1.71,-9.8
6.31,-9.1
8.96,-9.1
5.6,-9.2
4.93,-9.6
1.15,-8.8
-2.9,-9.5
-4.5,-9.1
-4.6,-8.9
-4.5,-8.8
-4.6,-5.5
-4.5,-8.2
-4.5,-9.3
-4.5,-8.9
-4.5,-8.7
-4.5,-7.8
-4.4,-9
-4.5,-9.2
-4.5,-9
-4.5,-9.1
-4.4,-8.9
-4.4,-9.4
-4.4,-9
-2.6,-8.5
2.21,-7.5
6.05,-8.8
41.5,-8
63.1,-8.1
106,-7.9
149,-7.6
115,-7.3
51.6,-7.1
0.204,-7.7
-4.4,-8.5
-4.4,-7.6
-4.4,-8.3
-4.4,-8.2
-4.4,-8.3
-4.5,-8
-4.5,-8.9
-4.5,-8.9
-4.5,-7.8
-4.5,-8.6
-4.5,-8
-4.4,-5.3
-3.8,-7
37.9,-8.5
110,-7.4
131,-8.5
175,-7.9
165,-7.6
209,-7.6
304,-7.6
141,-7.3
0.0000338,-7.4
0.000019,-7.5
-1.5,-6.9
-4.3,-7.6
-4.3,-7.4
-4.4,-7.4
-4.4,-7.8
-4.4,-8.2
-4.4,-7.7
-4.5,-5.2
-4.5,-5.2
-4.5,-4.2
-4.5,-5.6
-4.5,-8.3
-4.5,-8
-2.9,-8.6
64.7,-8
178,-7.5
270,-7.5
335,-7.4
379,-7.4
398,-7.1
379,-7.3
326,-3.7
235,-3.8
113,-3.6
5.13,-3.4
-4.3,-4
-4.4,-3.8
-4.4,-5.4
-4.4,-7.5
-4.4,-7.3
-4.5,-7.7
-4.5,-4.3
-4.5,-3.6
-4.5,-4.3
-4.5,-6.6
-4.5,-7.4
-4.4,-7.2
-2,-6.5
80,-4.1
208,-3.5
305,-4.1
364,-4.1
393,-4.1
395,-6.3
369,-7.6
316,-7.5
229,-4.8
100,-3.6
7.35,-3.5
-4.4,-3.6
-4.4,-3.6
-4.4,-3.5
-4.4,-3.6
-4.5,-3.5
-4.5,-3.6
-4.5,-3.6
-4.5,-4
-4.5,-6.2
-4.5,-7.1
-4.5,-4
-4.4,-3.6
-3.8,-3.7
14,628
209,774
302,8.59
359,-5.4
386,-5.7
384,-6
369,-5.8
322,-5.8
235,-6.1
118,-5.8
6.98,-5.8
-4.2,-5.8
-4.2,-5.8
-4.3,-5.9
-4.4,-6.1
-4.4,-6.2
-4.5,-6.2
-4.5,-6.3
-4.5,-6.4
-4.5,-6.1
-4.5,-6.2
-4.5,-6
-4.5,-6.3
-0.7,-6.1
23.6,-6.5
213,-6.3
820,-6.2
194,-6.2
211,-6
488,-6.3
227,-6.5
-0.00000035,-6.4
0.00000414,-6.5
0.0000098,-6.1
0.0000174,-6.3
0.000014,-5.9
-0.0000032,-5.9
0.000000491,-5.8
-0.0000023,-5.9
0.0000016,-5.9
0.0000114,-5.9
-0.0000062,-5.9
-0.0000041,-6
-0.0000059,-6
0.000000927,-6.1
0.00000851,-5.9
0.00000979,-5.9
0.0000052,-6
-0.000031,-6.3
-0.000013,-6.8
-0.0000059,-5.1
-0.0000067,-3.9
-0.0000047,-4.2
-0.0000077,-5.9
0.00000464,0
53.5,-3.4
113,-3.8
43.9,-4.1
-0.016,-3.6
0.00000394,-3.6
-0.0000021,-3.6
0.0000011,-3.5
0.00000513,-3.6
0.00000776,-3.7
-0.0000018,-3.6
-0.000013,-3.7
-0.00000017,-4.1
0.00000367,-3.8
0.00000859,-3.7
0.0000223,-3.8
-0.0000022,-3.8
0.00000206,-3.8
-0.000014,-4
-0.000019,-3.9
-0.000015,-4.5
-0.000011,-4.4
0.000000992,-4.4
-0.00000036,-4.2
-0.00000068,-4
189,-3.9
159,-3.8
60.2,-3.6
3.06,-3.5
-4.3,-3.6
-4.3,-3.6
-4.4,-3.6
-4.5,-3.7
-4.5,-3.7
-4.6,-3.7
-4.6,-3.7
-4.7,-3.9
-4.7,-3.8
-4.7,-3.7
-4.7,-3.7
-4.6,-4.2
1.57,-3.7
87.6,-3.7
50,-4.2
65.5,-4.2
64,-3.7
59.3,107
123,36.9
276,26.3
252,31
63.4,-7
20.2,-6.3
12.1,-6.4
-4.3,-6.5
-4.4,-6.6
-4.4,-6.6
-4.5,-6.7
-4.5,-6.7
-4.6,-6.9
-4.6,-7
-4.6,-7.1
-4.6,-5.2
-4.6,-4.1
-4.6,-4.1
-4.5,-4.1
-4.4,-4.1
-3.5,-4.3
-1.1,-4.2
3.43,-4.2
14.3,-4.2
19,-4.3
17.1,-4.7
18.7,-7.9
6.19,-7.9
1.97,-7.7
-1.4,-7.7
-4.1,-8
-4.4,-7.5
-4.4,-7.9
-4.4,-7.6
-4.5,-8.1
-4.5,-7.8
-4.5,-8.1
-4.5,-8.2
-4.6,-8
-4.6,-8.5
-4.6,-8.3
-4.6,-8.4
-4.6,-8.5
-4.6,-8.3
-4,-8.4
-2.9,-8.4
-2.4,-8.3
0.835,-7.8
-1.1,-8.2
-0.8,-8
-0.74,-8.1
-1.5,-7.6
-3,-8.1
-4.2,-6.3
-4.3,-4.9
-4.4,-4.8
-4.4,-5.6
-4.4,-8.4
-4.5,-8.3
-4.5,-8.4
-4.5,-8.6
-4.5,-8.1
-4.5,-8.3
-4.5,-8.8
-4.5,-8.5
-4.5,-8.4
-4.5,-8.8
-4.4,-9
-3.9,-9
0.571,-8.5
6.72,-8.5
44.3,-8.1
146,-8.2
233,-7.8
291,-8.1
159,-4.9
100,-4.3
105,-4.5
3.7,-4
0.0000319,-4.7
0.0000228,-4.8
0.00000401,-8.1
-0.0000038,-8.5
0.00000567,-8.2
0.00000313,-8.1
0.00000777,-8.4
0.00000554,-5.1
0.00000455,-4.8
0.0000121,-5.8
0.000014,-8.7
0.00000251,-8.2
0.00000918,-8.6
-0.0000081,-8.3
-4.2,54.6
-0.34,-5.9
-0.000027,-5.1
-0.0000069,-4.6
-0.000002,-4.3
0.00000258,-4.5
-0.0000013,-4.7
0.000000127,-4.7
0.0000235,-4.6
0.0000428,-5.6
-0.0000069,-7.8
0.00000296,-7.6
0.00000274,-7.5
0.0000115,-5.2
0.0000125,-4.5
0.00000583,-4.4
0.00000744,-7.7
0.00000237,-8.5
-0.00000097,-8.3
-0.000002,-8.4
0.00000711,-8.6
0.00000729,-8.3
0.00000807,-8.7
0.000000565,-8.8
-0.000011,-8.2
7.64,-5
65.5,390
43.8,224
44.4,758
62.5,404
88.3,130
36.9,97.9
1.67,-5.7
0.0000114,-7.2
0.00000646,-7.7
2.61E-08,-8.1
-0.0000015,-7.9
-0.0000004,-8.4
-0.0000024,-8.3
0.0000032,-8.3
0.00000469,-8.7
0.00000393,-7.1
-0.000011,-5.5
-0.0000035,-6.1
-0.0000035,-5.6
-0.000003,-6.4
0.0000153,-8.8
-0.00002,-9.1
-0.00002,-9.1
-0.000023,-8.8
-0.000012,-8.7
-0.000016,-8.5
-0.0000078,-8.4
241,-9.8
321,-7.7
242,-7.4
130,-7
18,-6.2
-4.3,-5
-4.4,-4.3
-4.4,-4.4
-4.4,-6.4
-4.5,-8
-4.5,-8.7
-4.5,-8.7
-4.5,-8
-4.5,-8.8
-4.5,-8.8
-4.5,-6.7
-4.5,-4.7
9.11,-5.6
111,-8.1
240,-7.7
340,-7.9
407,545
428,471
424,477
407,68.2
288,119
259,-6.4
139,-6.1
18.2,-6.2
-4.4,-6.2
-4.4,-6.2
-4.4,-6.5
-4.4,-6.7
-4.5,-6.5
-4.5,-5.2
-4.5,-3.7
-4.5,-4.1
-4.5,-3.9
-4.5,-3.5
-4.5,-4
-4.4,-3.8
9.19,-3.9
119,-4.1
175,-4
324,-6.4
350,-7.6
383,-5.1
418,-3.7
348,-3.8
197,-3.7
96.7,-3.8
62.6,-3.6
27.4,-7.2
-4.2,-7.2
-4.4,-5
-4.4,-3.9
-4.4,-3.9
-4.5,-3.8
-4.5,-3.7
-4.6,-3.9
-4.6,-7.3
-4.6,-5.9
-4.6,-3.9
-4.6,-4.2
-4.5,-3.6
8.41,-4.8
108,-7.6
229,-7.6
319,-7.5
373,-7.2
397,-5.5
364,-3.9
237,-4
113,-3.6
62.5,-3.8
16.5,-3.6
-0.72,-3.6
-4.4,-3.6
-4.4,-3.6
-4.4,-3.8
-4.5,-3.8
-4.5,-3.7
-4.5,-4.5
-4.5,-7.4
-4.5,-5
-4.5,-3.7
-4.5,-3.8
-4.4,-3.8
-4.4,-7.3
8.18,-7.1
110,-7
235,-3.7
326,-4.1
379,-3.9
405,-4
405,-3.8
381,-4.1
326,-4.1
242,-4
128,-4.1
21.2,-3.7
-4.4,-3.7
-4.4,-3.7
-4.5,-3.8
-4.5,-3.9
-4.6,-6.5
-4.6,-7.3
-4.6,-5.2
-4.5,-3.8
-4.5,-3.8
-4.5,-3.8
-4.4,-3.8
-4.4,-3.8
3.78,-6.3
40.9,-7.3
165,37
304,38.9
365,43.2
382,-5.4
396,6.96
367,43.7
318,59.3
236,-5.5
130,-5.6
28.8,-5.8
-4.1,-6
-4.3,-6.2
-4.4,-6
-4.4,-6
-4.5,-6.1
-4.5,-6.1
-4.5,-6.4
-4.5,-6.5
-4.5,-6.2
-4.5,-6.4
-4.5,-6.7
-4.4,-6.6
-1.2,7.65
28.2,34.6
55.3,-7.3
75.6,-6.1
100,-6.2
111,-6.3
134,-6.2
145,-6.4
80.3,-6.1
27,-6.4
5.42,-6.2
-1.9,-6.1
-4.4,-6.2
-4.4,-6.3
-4.5,-5.7
-4.6,-3.6
-4.6,-3.5
-4.6,-3.8
-4.6,-3.7
-4.6,-4.1
-4.6,-3.8
-4.5,-4.1
-4.5,-3.8
-4.4,-4.9
-4.4,-7.9
-4.4,82.9
-3.9,166
-0.78,99.4
19.5,75.8
160,40.4
259,-6.6
138,-6.7
138,-6.6
105,-6.3
57.5,-5.8
8.42,-6
-4.4,-6.2
-4.4,-6.3
-4.5,-6.4
-4.5,-6.7
-4.5,-6.3
-4.5,-6.1
-4.6,-6.4
-4.6,-3.5
-4.6,-4.2
-4.6,-3.6
-4.5,-4.2
-4.5,-3.6
8.33,4.82
107,2.01
245,-4
333,-3.6
384,-3.7
416,-4
409,-3.6
360,-4
277,-4.1
265,-3.8
109,-4
14.4,-3.9
-4.4,-3.8
-4.4,-4
-4.5,-3.8
-4.5,-4.4
-4.5,-7.3
-4.5,-5.4
-4.5,-4.2
-4.5,-3.8
-4.5,-3.9
-4.5,-5.3
-4.5,-7.2
-4.5,-6.5
14.3,-3.8
123,-4
259,-4.2
330,-4.6
389,-7.5
408,-7.6
401,-7.3
379,-5.4
162,-3.7
217,-4.1
71.6,-3.9
13.2,-3.4
-4.4,-3.3
-4.5,-3.7
-4.5,-3.7
-4.5,-3.8
-4.5,-3.7
-4.5,-4
-4.5,-3.7
-4.6,-3.6
-4.6,-3.8
-4.6,-4.9
-4.6,-7.4
-4.6,-7.3
1.59,-7.6
103,-4.8
220,-4.1
253,-4.2
349,-4
284,-3.9
316,-3.9
180,-3.7
129,-3.7
81.4,-3.5
39.4,-3.6
5.15,-3.6
-4.5,-3.7
-4.4,-3.5
-4.5,-3.7
-4.5,-3.7
-4.6,-4
-4.6,-3.9
-4.5,-3.9
-4.5,-3.8
-4.5,-5.9
-4.5,-7.3
-4.5,-7.2
-4.4,-7.1
-4.3,-7.1
-3,-7.1
0.581,-6.1
14.9,-3.7
28.5,-4
92.8,-3.7
195,-3.9
178,-3.7
103,-6.5
63.9,-6.8
27.9,-6.9
1.38,-6.8
-4.3,-6
-4.4,-3.7
-4.4,-4
-4.4,-3.6
-4.5,-3.8
-4.5,-6.1
-4.5,-7.3
-4.5,-7.6
-4.5,-7.1
-4.5,-6.7
-4.4,-3.8
-4.4,-4.1
1.15,-4.1
27.9,341
57.7,789
107,986
116,1.37
167,1.18
303,1.28
254,1.24
125,758
66.2,4.94
49.4,-7.5
8.64,-5.8
-4.2,-6
-4.3,-6
-4.4,-6.1
-4.5,-6.2
-4.5,-6.2
-4.5,-6.3
-4.5,-6.2
-4.5,-6.4
-4.5,-6.5
-4.5,-6.6
-4.4,-6.7
-4.3,-6.8
19.6,-6.7
131,-6.6
254,-6.9
352,-5.1
407,317
423,1.52
421,1.48
405,1.34
350,403
260,-5.7
142,-5.9
27.5,-5.8
-4.2,-5.9
-4.4,-6
-4.4,-6.1
-4.5,-6.2
-4.6,-6.3
-4.6,-6.5
-4.6,-6.5
-4.6,-6.3
-4.6,-6.1
-4.6,-6.4
-4.5,-6.5
-4.4,-6.9
20,-6.4
128,191
214,746
323,807
257,852
411,571
408,671
387,734
333,701
248,908
135,69
26,-5.4
-4.2,-5.5
-4.4,-5.6
-4.5,-5.7
-4.5,-5.7
-4.6,-5.9
-4.6,-5.8
-4.6,-5.9
-4.6,-6.1
-4.6,-6.4
-4.6,-6.4
-4.6,-6.6
-2.8,-6.4
0.000000222,-6.2
79.6,-6.5
245,-7
328,-7
383,-7.1
406,-6.9
397,-6.9
377,-7.1
320,-7.2
229,-7
138,-6.8
30.9,-6.7
-4,-6.4
-4.4,-6.6
-4.5,-6.6
-4.5,-6.7
-4.5,-6.8
-4.6,-6.8
-4.6,-6.8
-4.6,-6.7
-4.6,-7.2
-4.7,-6.7
-4.6,-6.7
-4.4,-7.3
30.9,-7.4
114,-7.3
105,-7.1
256,-7.1
313,-7
403,-6.9
401,-6.6
379,-6.3
335,-6.8
300,-6.5
179,-6.4
43,-6.4
-4.1,-6.5
-4.4,-6.8
-4.4,-6.6
-4.5,-6.6
-4.5,-6.7
-4.6,-6.8
-4.6,-6.9
-4.7,-7.1
-4.7,-7.2
-4.7,-7.3
-4.7,-7.1
-4.7,-7.1
5.85,-6.9
41.5,-7
100,-7.2
156,-7.4
182,-7.1
223,-7.2
246,-7
215,-7
197,-6.9
164,-6.7
151,-6.8
23.3,-6.5
-3.9,-6.5
-4.4,-6.7
-4.4,-6.6
-4.5,-6.6
-4.6,-6.5
-4.6,-6.5
-4.6,-6.6
-4.6,-6.5
-4.6,-6.8
-4.6,-6.6
-4.6,-6.8
-4.5,-6.3
6.43,-7
20.1,183
55.3,-6.7
131,-6.8
194,-7.2
228,-7.1
336,-7
373,-6.7
318,-6.8
173,-6.6
54.5,-6.5
8.45,-6.6
-4,-6.5
-4.3,-6.9
-4.4,-6.6
-4.5,-6.7
-4.5,-6.6
-4.5,-6.4
-4.6,-6.6
-4.6,-6.6
-4.6,-6.6
-4.6,-6.8
-4.5,-6.8
-4.4,-6.8
-3.3,-6.8
10.8,144
52.6,582
87.9,113
104,13.2
60.5,259
44.8,103
48.1,113
69.3,-3.1
-1.8,-6
-1.5,-6.2
-3.8,-6.4
-4.4,-6.3
-4.4,-6.3
-4.5,-6.4
-4.5,-6.3
-4.6,-6.4
-4.6,-6.5
-4.6,-6.8
-4.6,-6.8
-4.6,-6.8
-4.5,-6.9
-4.5,-6.8
-4.4,-4.8
17,-4.2
144,-3.9
263,-1.3
253,0.00242
244,0
322,0
290,0
267,0
353,0
83.5,-7.3
0.0000164,-7.7
0.0000126,-7.7
0.0000115,-5.5
0.0000275,-4.1
0.0000142,-4.2
0.00000535,-4.2
0.0000137,-7
-0.0000071,-7.5
0.0000113,-7.5
0.0000143,-4.7
-0.000011,-4.5
-0.000012,-4.1
0.00000535,-4.3
0.00000585,-5.5
-0.00000025,-7.5
62,-4.8
259,-5
332,-6.3
392,-5.4
407,-5.9
404,0
360,103
199,8.97
87.6,-4
65.1,-4.1
10.1,-3.9
-4.2,-3.9
-4.4,-3.8
-4.4,-3.9
-4.5,-3.8
-4.5,-3.8
-4.6,-3.8
-4.6,-3.9
-4.6,-3.8
-4.6,-3.8
-4.6,-3.9
-4.5,-4.3
-4.4,-3.9
22.3,-4.8
52.8,-7.2
78.6,-7.5
225,-7.6
360,-4
414,-4.3
410,-4.1
391,-4.3
336,-4.2
253,-4
136,-3.4
26.9,-3.8
-3.9,-3.5
-4.5,-3.5
-4.5,-3.5
-4.6,-3.6
-4.6,-3.6
-4.7,-3.5
-4.6,-4.1
-4.7,-7.1
-4.7,-6.5
-4.7,-3.5
-4.6,-3.6
-4.4,-3.6
25.1,-3.6
80.1,-7.1
249,-7
342,-7
382,-7.2
375,-5.4
379,-4
342,-3.9
319,-4
232,-3.7
140,-3.7
30.2,-3.7
-3.9,-3.3
-4.4,-3.4
-4.5,-3.5
-4.5,-3.5
-4.6,-3.4
-4.6,-3.5
-4.7,-3.4
-4.7,-3.4
-4.7,-3.5
-4.7,-4.1
-4.6,-3.6
-4.5,-3.4
10.7,-3.5
69.4,-6.8
145,-7.1
222,-6.8
328,-6.9
346,-4.9
246,-3.4
204,-3.7
139,-3.5
75.1,-3.6
32.9,-3.4
15,-3.8
-3.9,-3.5
-4.5,-3.4
-4.6,-3.6
-4.6,-3.6
-4.7,-5
-4.7,-7.1
-4.7,-7.1
-4.7,-7.2
-4.7,-5.7
-4.7,-3.7
-4.5,-3.6
-4.3,-3.5
32.4,-3.6
143,-4.1
259,-3.9
339,-4.3
389,-4.5
405,-4.3
400,-4.3
345,-4.3
132,-4.1
28.7,-3.7
31,-3.8
30.4,-5.1
-3.6,-6.8
-4.3,-3.6
-4.4,-3.4
-4.5,-3.4
-4.5,-3.5
-4.5,-3.7
-4.6,-3.5
-4.6,-3.3
-4.6,-3.7
-4.5,-3.5
-4.4,-3.7
-3.7,-3.3
31.4,-3.5
136,-4.3
126,269
282,637
345,269
249,60.6
382,1.38
383,1.46
295,1.48
119,1.26
0.00000791,550
0.000022,1.02
0.0000242,1.25
0.0000103,1.16
0.0000143,645
0.00000243,1.18
0.00000669,1.06
0.0000108,734
0.0000111,1.23
0.0000079,821
0.00000489,743
0.0000117,759
0.00000498,510
0.00000179,99
0.000000761,34.9
-0.0000051,770
7.29,1.51
366,1.49
417,1.19
413,1.02
425,1.19
413,985
360,847
255,980
152,1.17
36.2,1
-3.6,898
-4.3,165
-4.4,137
-4.5,395
-4.5,137
-4.6,-6.2
-4.5,-5.9
-4.6,-5.6
-4.5,-7.3
-4.5,-6.5
-4.4,-7
-3.9,34.4
37.7,5.25
157,142
271,53.2
354,-3.9
402,-4
416,-4.2
412,-4
392,-4.2
335,-4.3
251,-4.2
142,-4.3
34.8,-3.9
-3.4,-5.2
-4.4,-6.1
-4.4,-6.1
-4.5,-6.2
-4.6,-6.3
-4.6,-6.2
-4.6,-6.2
-4.6,-6.3
-4.6,-3.5
-4.5,-3.5
-4.5,-3.8
-3.6,-3.8
39.1,-4.1
154,-4.3
263,-4.4
342,-4.3
391,-4.2
407,-4.3
402,-4.3
374,-4.2
319,-4.2
240,-4.2
138,-4.7
34.4,-3.7
-3.4,-3.5
-4.4,-3.4
-4.4,-3.4
-4.5,-3.4
-4.5,-3.4
-4.5,-3.4
-4.5,-3.4
-4.5,-3.8
-4.5,-3.4
-4.5,-3.8
-4.5,-3.5
-4,-3.4
13.7,-3.4
45.2,-3.9
109,-3.5
314,-3.7
299,-3.9
289,-3.9
347,200
214,518
283,395
251,604
145,633
24.4,171
-3.6,557
-4.4,884
-4.4,984
-4.5,673
-4.5,288
-4.6,525
-4.6,973
-4.6,486
-4.7,95.1
-4.7,4.53
-4.6,54.6
-3.9,10
10.3,-5.9
105,-5.9
254,-6.2
363,622
413,1.46
424,1.26
420,1.32
399,1.3
355,993
267,1.11
160,1.33
32.4,1.38
-3.4,557
-4.4,271
-4.5,362
-4.6,311
-4.7,613
-4.7,219
-4.7,289
-4.7,22.5
-4.7,-5.7
-4.6,-5.4
-4.6,-5.6
-3.1,-5.6
42.1,-5.6
159,-6.4
272,53.8
354,-4.1
368,-6.3
215,-6.6
216,-6.6
202,-6.1
183,-6.4
119,-6.5
62.7,-6.2
8.08,-5.8
-4,-5.7
-4.3,55
-4.4,572
-4.5,652
-4.5,1.49
-4.6,1.32
-4.6,1.38
-4.6,698
-4.6,697
-4.6,89.8
-4.5,96.9
-2.6,1.21
44.1,1.14
92.2,1.18
39.1,1.45
69.5,1.1
255,751
400,581
387,1.4
412,1.5
364,1.49
276,1.5
157,1.5
43.3,1.5
-1.7,1.51
-4.4,1.51
-4.5,889
-4.5,1.26
-4.6,692
-4.6,507
-4.7,376
-4.7,38.7
-4.7,56.1
-4.7,70.2
-4.6,265
-2.4,21.4
55.1,-9.3
174,3.44
275,648
383,672
378,853
360,962
323,1.14
262,861
230,811
128,400
49.7,905
34.4,105
-3,80.7
-4.5,13.1
-4.5,150
-4.6,58.6
-4.7,362
-4.7,700
-4.7,652
-4.7,63.2
-4.7,-7.3
-4.7,-2.9
-4.6,-7.1
-2.4,141
41.7,898
-3,779
-4.4,837
33,1.08
107,463
19.4,597
-3,675
215,591
308,1.06
241,762
98.7,605
21,354
-2.2,33.3
-4.5,-6.3
-4.6,7.82
-4.7,19.6
-4.7,26.4
-4.8,350
-4.8,14.8
-4.8,-6
-4.8,-7.3
-4.8,461
-4.7,1.52
-2.4,1.51
44.4,1.51
163,869
276,-7.3
359,-6
407,-6
388,-6.1
381,-6.1
324,-6.7
225,127
88.3,124
45.5,181
19.7,91.6
-3.1,279
-4.5,123
-4.5,-6.3
-4.6,-5.9
-4.7,-5.8
-4.8,-6.2
-4.8,-5.9
-4.8,-6
-4.8,228
-4.8,385
-4.8,136
-0.18,115
55.8,147
162,32
278,-6.7
340,-7.2
402,-6.6
399,-6.9
300,-7.4
143,-6.9
84.1,-6.7
91.2,-6.4
66.3,-6.3
26.7,-5.7
-3.4,-5.9
-4.4,-6.1
-4.5,-6.5
-4.6,-7.2
-4.6,169
-4.7,183
-4.7,123
-4.8,66.9
-4.8,77.7
-4.8,-6.9
-4.7,-3.4
-0.94,80.1
49.8,14.9
165,22.4
275,204
356,944
401,932
416,897
416,1.06
399,1.18
342,952
260,1.38
149,543
31.4,412
-3,457
-4.5,1.06
-4.5,879
-4.6,534
-4.7,309
-4.8,342
-4.8,84
-4.8,12.1
-4.8,-6
-4.8,-5.7
-4.7,-5.6
-1,-5.7
19.3,-6.2
162,-4.2
467,-4
807,-4.6
240,-6.8
765,0.861
359,-4.3
695,-7.2
229,-7
0.00000424,-7.2
0.0000116,-6.5
0.0000276,-6
0.0000185,-5.8
0.0000184,-5.8
0.0000226,-5.9
0.00000312,-6.2
0.000000731,-6.2
0.00000379,-6
0.0000213,-6.3
0.00000709,26.2
0.0000175,18
0.0000156,-6.4
-0.00002,-4.4
-0.0000015,33.4
2.71,-5.8
145,-6.6
260,-7
335,20.6
353,65.2
398,26.4
376,69
338,327
268,699
144,752
123,283
37.8,159
0.325,595
-4.3,424
-4.4,126
-4.5,18.4
-4.5,321
-4.6,105
-4.6,792
-4.6,32.3
-4.6,363
-4.7,683
-4.6,252
-0.27,55.4
48.8,420
158,324
266,436
345,290
390,264
364,236
314,253
375,318
312,109
232,192
144,60.2
39.2,72.9
-1.9,73.2
-4.3,66.9
-4.4,73.8
-4.4,73.2
-4.5,64.5
-4.6,73.8
-4.6,74.1
-4.6,74.4
-4.6,74.9
-4.6,50.2
-4.6,-6.5
-0.16,-6.3
53,-8.6
140,-7.8
200,-6.3
235,-6.7
263,-6.1
277,-6.2
270,-6.5
250,-6.8
213,-6.2
159,-6.1
73.8,-5.6
27.2,-5.8
-1.6,-5.8
-4.3,-5.7
-4.4,-5.3
-4.4,57.5
-4.5,59.4
-4.6,73.4
-4.6,66
-4.6,68.5
-4.6,64.6
-4.6,73.5
-4.6,73.6
-1.6,61.7
38.8,60.3
124,19.3
192,41.5
234,73.4
266,68.8
269,614
195,824
156,590
124,856
35,920
4.75,818
-0.47,1.47
-4.5,1.49
-4.4,1.5
-4.5,1.5
-4.5,609
-4.6,1.09
-4.6,1.49
-4.7,1.17
-4.7,1.26
-4.7,375
-4.7,229
-4.6,44.8
-2.7,513
13.4,308
84.3,916
138,1.26
155,816
205,1.11
214,931
250,1.14
213,988
190,1.04
125,1.27
95.4,1.37
17.3,1.38
-3.4,1.46
-4.5,1.49
-4.5,1.5
-4.6,1.45
-4.7,1.23
-4.7,1.35
-4.7,1.23
-4.7,223
-4.7,32.4
-4.7,173
-4.6,412
-0.98,498
38.2,352
110,338
126,134
201,51.7
131,46.5
79.3,-5.4
60.4,-6
124,-6.4
97.4,12.1
61.3,11.5
38.6,112
11.5,457
-5.3,167
-4.5,12.7
-4.5,247
-4.6,6.93
-4.8,-8.8
-4.8,-8.7
-4.8,-8
-4.8,24.5
-4.8,128
-4.8,74.9
-4.7,243
-0.87,89.2
24.5,-7
121,-6.8
195,-6.3
245,-7.1
277,-6.8
288,-6.1
151,-4.2
241,25.3
185,4.22
92.7,-6.6
63.4,-6.3
19,-6.6
-2,-6
-4.6,-6.2
-4.6,-6.1
-4.7,-6
-4.7,-6.2
-4.7,-6.2
-4.7,22.6
-4.7,-0.031
-4.7,14.8
-4.7,-6.9
-4.6,-6.2
-1.5,-7
37.7,-7.5
101,-8.5
188,-2.9
239,192
267,260
280,305
267,174
209,6.04
132,60.4
155,-7.3
79.6,4.47
27.5,-6.6
-1.3,-5.7
-4.4,-5.7
-4.4,-5.7
-4.5,-5.7
-4.6,0.92
-4.6,-4.1
-4.7,-6.2
-4.7,-6.2
-4.7,1.76
-4.7,-1.9
-4.7,68.7
-0.87,50.9
33.7,-5.4
46.1,-5.5
106,-7.8
233,-6.8
228,-3.3
178,-6.4
96.3,17.1
97.8,352
106,450
155,1.25
52.7,646
32.7,721
-2.6,341
-4.4,132
-4.5,125
-4.5,67.6
-4.6,164
-4.7,323
-4.7,300
-4.7,177
-4.7,190
-4.7,93.4
-4.6,5.19
3.04,-6.2
37.9,-6.5
113,-5.6
149,-6.5
217,-1.4
257,7.89
274,71.4
265,59.3
215,9.41
99.5,4.76
79.7,-3.2
45.1,-1.7
6.51,-5.8
-4.6,75.3
-4.3,72.4
-4.3,39.2
-4.4,46.9
-4.5,28.1
-4.6,-5.5
-4.6,-6
-4.7,-6.4
-4.7,-6.7
-4.7,-6.7
-4.6,81.2
-1,2.45
-0.0000087,42.5
-0.000009,706
-0.0000047,927
-0.0000016,1.41
0.0000179,1.5
-0.0000032,817
0.00000153,744
-0.0000044,1.32
-0.00000045,1.33
0.00000491,1.29
0.000000375,384
0.00000791,-5.6
0.00000354,-5.7
0.00000258,-5.9
-0.000000058,-6.1
-0.00000014,-6.6
0.00000327,-6.7
0.00000121,-6.6
-0.00000069,-6.7
0.00000108,-6.8
0.00000302,-7.1
0.00000225,-6.5
-0.00000048,-6.8
-0.00000091,-6.5
-0.0000099,-7.2
-0.0000073,-6.4
-0.0000071,-7
-0.000011,-7.3
-0.0000091,-6.8
-0.0000048,-7.1
-0.0000039,-7.3
0.00000271,-6.9
-0.0000024,-6.8
0.00000541,-6.9
-0.0000026,-6.9
0.0000113,-6.6
0.000018,-6.1
0.00000434,-6.5
0.00000114,-6.5
0.00000526,-6.2
0.0000143,-7
0.0000132,-6.2
0.0000189,-6.1
-0.00001,-6.3
0.00000294,-7.3
0.0000104,-7.5
0.00000527,-6.6
-0.0000037,-7.5
-0.000018,-7.9
-0.000027,-7.6
-0.000015,-6.9
-0.000002,-7.7
-0.0000072,-6.8
-0.0000072,-6.9
-0.00001,-7.1
-0.0000025,-7
0.0000184,-6.6
0.0000082,-6.2
0.0000063,-6.1
-0.00000061,-6.4
0.000000328,-6.2
0.00000281,-6.2
-0.0000016,-6.5
0.00000507,-6.3
0.0000121,-6.3
0.00000275,-6.3
0.00000552,-6.4
0.00000811,-6.4
0.00000508,-6.4
0.00000322,-6.4
0.00000573,-6.7
0.00000107,-6.6
-0.000005,-6.6
-0.000011,-7
0.00000288,-6.5
-0.000016,-6.7
30.8,-6.8
