,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-7236900.000000002,213912.0707935705,419781.0044724172,206138.7260542037,67123.12223070997,74466.25311340127,-31579.60305581332,-137648.27886488687,-130476.39339640184,-137179.83978241327,-130284.62159366062,-398564.94072487444,-405708.646686438,-412985.1668630861,-420428.62252480537,-428011.77858458017,-438216.85809312586,-448576.54023015447,-456654.3116111302,-464901.9408742938,-473323.35360267665,-483362.53248774563,-493583.6331380901,-502550.91083381773,-511708.64734061126,-521061.2668974342
Solar,-5525000.0,1366869.5685001072,212641.2140632957,63064.98528686617,-27772.410358402667,-30495.040541780123,-99358.02897007791,-168188.48621720076,-170891.96647009137,-173636.88054716482,-176445.59099008708,-179295.78003826103,-182212.06167014234,-185172.1721740162,-188200.7808948768,-191275.68083781033,-196290.47213579156,-201359.99775481637,-204622.58403430122,-207948.47116569188,-211339.05903223512,-215895.11756287847,-220518.77691827377,-224112.20207187344,-227776.26741161954,-231512.54698773875
