,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Turbine Model,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Discount Rate,Debt Equity,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Grid Connected HOPP,HOPP Total Generation,Wind Capacity Factor,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid,Percentage Time 50% Load met without storage,Percentage Time 75% Load met without storage,Percentage Time 90% Load met without storage,Percentage Time 95% Load met without storage,Percentage Time 100% Load met without storage,Percentage Time 50% Load met with storage,Percentage Time 75% Load met with storage,Percentage Time 90% Load met with storage,Percentage Time 95% Load met with storage,Percentage Time 100% Load met with storage
0,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,1.0,50,50,50,50,True,50000.0,152869000.0,91947384.69680445,16.143492340335154,False,78276138.23806635,0.0,66423289.36021481,33455509.786281165,13671246.458738092,19784263.327543072,36.29409749971458,32.069870989839025,29.934924078091107,29.455417285078205,28.75899075236899,48.11051489896107,44.342961525288274,42.459184838451876,41.968261217033906,41.44308711040073
1,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,2.0,50,50,50,100,True,50000.0,167169000.0,192660762.22512233,7.926408821173496,False,174838809.75627246,23.0847368560846,24881152.190900676,92010440.38454404,17821952.468849868,74188487.91569418,76.7096700536591,68.90055942459185,64.69916657152643,63.26064619248773,61.94771092590479,93.34398903984473,91.33462724055258,90.39844731133691,90.22719488526087,89.72485443543783
2,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,3.0,50,50,50,150,True,50000.0,181469000.0,195383671.05616724,8.459291505440937,False,174838809.75627246,23.0847368560846,24881152.190900676,92010440.38454404,20544861.299894743,71465579.08464931,76.7096700536591,68.90055942459185,64.69916657152643,63.26064619248773,61.94771092590479,96.00411005822582,94.57700650759219,93.99474825893367,93.88057997488298,93.49240780911063
3,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,4.0,50,50,50,200,True,50000.0,195769000.0,196501464.89268306,8.992174189708377,False,174838809.75627246,23.0847368560846,24881152.190900676,92010440.38454404,21662655.136410594,70347785.24813345,76.7096700536591,68.90055942459185,64.69916657152643,63.26064619248773,61.94771092590479,96.98595730106176,95.93560908779541,95.52460326521292,95.45610229478251,95.11359744263044
4,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,5.0,50,50,50,250,True,50000.0,210069000.0,197260703.0233249,9.525056873975817,False,174838809.75627246,23.0847368560846,24881152.190900676,92010440.38454404,22421893.267052446,69588547.11749159,76.7096700536591,68.90055942459185,64.69916657152643,63.26064619248773,61.94771092590479,97.59104920653043,96.86037218860601,96.6434524489097,96.58636830688435,96.27811393994749
5,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,6.0,50,50,50,300,True,50000.0,224369000.0,197781589.4995924,10.057939558243257,False,174838809.75627246,23.0847368560846,24881152.190900676,92010440.38454404,22942779.743319903,69067660.64122415,76.7096700536591,68.90055942459185,64.69916657152643,63.26064619248773,61.94771092590479,98.09338965635347,97.4882977508848,97.31704532480877,97.24854435437835,96.92887315903641
6,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,7.0,50,50,50,350,True,50000.0,238669000.0,198209529.22816393,10.590822242510697,False,174838809.75627246,23.0847368560846,24881152.190900676,92010440.38454404,23370719.47189146,68639720.9126526,76.7096700536591,68.90055942459185,64.69916657152643,63.26064619248773,61.94771092590479,98.55006279255623,98.05913917113826,97.88788674506222,97.84221943144195,97.49971457928987
7,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,8.0,50,50,50,400,True,50000.0,252969000.0,198594573.08232245,11.123704926778137,False,174838809.75627246,23.0847368560846,24881152.190900676,92010440.38454404,23755763.326049957,68254677.0584941,76.7096700536591,68.90055942459185,64.69916657152643,63.26064619248773,61.94771092590479,98.96106861513871,98.50439547893595,98.36739353807512,98.33314305285991,98.02488868592305
8,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,9.0,50,50,50,450,True,50000.0,267269000.0,198897117.943493,11.656587611045577,False,174838809.75627246,23.0847368560846,24881152.190900676,92010440.38454404,24058308.18722053,67952132.19732353,76.7096700536591,68.90055942459185,64.69916657152643,63.26064619248773,61.94771092590479,99.23507249686037,98.8583171594931,98.77839936065762,98.75556570384747,98.43589450850554
9,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,10.0,50,50,50,500,True,50000.0,281569000.0,199109266.07976282,12.189470295313019,False,174838809.75627246,23.0847368560846,24881152.190900676,92010440.38454404,24270456.32349031,67701270.56853095,76.7096700536591,68.90055942459185,64.69916657152643,63.26064619248773,61.94771092590479,99.44057540815162,99.14373786961983,99.05240324237927,99.0409864139742,98.73273204703733
