,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-72369000.0,2074189.0121027895,4137842.723215311,1969009.3485512424,583917.4685642745,625038.9686724066,-430253.6451909861,-1485722.795974681,-1446158.76645895,-1507870.7491051513,-1470967.4697408043,-3437273.6355312574,-3503226.9374297177,-3570453.543901852,-3639294.1192717543,-3709475.758809739,-3805820.133624836,-3903653.4705220573,-3978610.06501402,-4055207.0271346834,-4133483.0306024295,-4227877.314398875,-4324030.840797534,-4407585.562848977,-4492983.692462021,-4580268.8602208095
Solar,-55250000.0,13668746.798084551,2126463.7648472725,630701.9933251202,-277671.44172300363,-304897.21693816804,-993526.5693363496,-1681830.6046039336,-1708864.8645571591,-1736313.4573264562,-1764400.008274227,-1792901.3397397003,-1822063.5914520838,-1851664.1262383289,-1881949.6374919168,-1912698.0552066835,-1962845.3806547814,-2013540.0434379983,-2046165.3068917454,-2079423.5728711393,-2113328.840148714,-2158888.8079534112,-2205124.7778306105,-2241058.399453086,-2277698.41663789,-2315060.5698242993
