,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,36073.34779130989,0.0,36073.34779130989,36073.34779130989,774.6430327955295
1,71088.39842543489,0.0,71088.39842543489,71088.39842543489,1414.363298707452
2,104993.14001453415,0.0,104993.14001453415,104993.14001453415,2154.001498948428
3,171827.38683276533,0.0,171827.38683276533,171827.38683276533,3527.085196884203
4,121683.98425187536,0.0,121683.98425187536,121683.98425187536,2547.835908563827
5,131828.0932225592,0.0,131828.0932225592,131828.0932225592,2748.101885687528
6,161129.1861721327,0.0,161129.1861721327,161129.1861721327,3320.2845411579556
7,208872.22662092352,0.0,208872.22662092352,208872.22662092352,4235.434509345553
8,356766.78037328616,0.0,356766.78037328616,356766.78037328616,6964.882643767333
9,218435.61326926763,0.0,218435.61326926763,218435.61326926763,4416.485347419989
10,254019.69332402624,0.0,254019.69332402624,254019.69332402624,5084.1576962984955
11,321207.4249819748,0.0,321207.4249819748,321207.4249819748,6321.354453990965
12,531947.0855210889,0.0,531947.0855210889,531947.0855210889,10037.309434347295
13,665363.4198540461,0.0,665363.4198540461,665363.4198540461,12284.120696107328
14,681241.1454052287,0.0,681241.1454052287,681241.1454052287,12546.875527586175
15,681671.9414636701,0.0,681671.9414636701,681671.9414636701,12553.991767813415
16,681671.9411264225,0.0,681671.9411264225,681671.9411264225,12553.99176224275
17,680978.744549336,0.0,680978.744549336,680978.744549336,12542.540646106341
18,677704.2611519964,0.0,677704.2611519964,677704.2611519964,12488.424865656627
19,586109.860557342,0.0,586109.860557342,586109.860557342,10958.191266001482
20,453560.65082248044,0.0,453560.65082248044,453560.65082248044,8681.347200798431
21,673904.6591919082,0.0,673904.6591919082,673904.6591919082,12425.581639866557
22,531595.5922010835,0.0,531595.5922010835,531595.5922010835,10031.291933149172
23,496410.6975447109,0.0,496410.6975447109,496410.6975447109,9426.12564479465
24,548489.5936926318,0.0,548489.5936926318,548489.5936926318,10319.900854305244
25,561509.3764896085,0.0,561509.3764896085,561509.3764896085,10541.480755638797
26,496291.3327105744,0.0,496291.3327105744,496291.3327105744,9424.063005235397
27,397603.36402298766,0.0,397603.36402298766,397603.36402298766,7695.085110785933
28,313878.8637202629,0.0,313878.8637202629,313878.8637202629,6187.795066418601
29,159350.30429886756,0.0,159350.30429886756,159350.30429886756,3285.7937578412843
