,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,36073.34779130989,0.0,36073.34779130989,36073.34779130989,774.6430327955295
1,71088.39842543489,0.0,71088.39842543489,71088.39842543489,1404.3334024546537
2,104993.14001453415,0.0,104993.14001453415,104993.14001453415,2194.685768022208
3,171827.38683276533,0.0,171827.38683276533,171827.38683276533,3527.085196884203
4,121683.98425187536,0.0,121683.98425187536,121683.98425187536,2547.5087894519547
5,131828.0932225592,0.0,131828.0932225592,131828.0932225592,2747.8263133411315
6,161129.1861721327,0.0,161129.1861721327,161129.1861721327,3320.2075026673447
7,208872.22662092352,0.0,208872.22662092352,208872.22662092352,4235.434509345553
8,356766.78037328616,0.0,356766.78037328616,356766.78037328616,6964.720559189646
9,218435.61326926763,0.0,218435.61326926763,218435.61326926763,4416.485347419988
10,254019.69332402624,0.0,254019.69332402624,254019.69332402624,5084.157696298495
11,321207.4249819748,0.0,321207.4249819748,321207.4249819748,6321.284042428353
12,531947.0855210889,0.0,531947.0855210889,531947.0855210889,10037.10812313672
13,665363.4198540461,0.0,665363.4198540461,665363.4198540461,12284.04913163981
14,681241.1454052287,0.0,681241.1454052287,681241.1454052287,12546.713911305374
15,681671.9414636701,0.0,681671.9414636701,681671.9414636701,12553.808885946839
16,681671.9411264225,0.0,681671.9411264225,681671.9411264225,12553.79002043002
17,680978.744549336,0.0,680978.744549336,680978.744549336,12542.323947590907
18,677704.2611519964,0.0,677704.2611519964,677704.2611519964,12488.20693555954
19,586109.860557342,0.0,586109.860557342,586109.860557342,10958.02138372575
20,453560.65082248044,0.0,453560.65082248044,453560.65082248044,8680.889148785509
21,673904.6591919082,0.0,673904.6591919082,673904.6591919082,12425.32724601823
22,531595.5922010835,0.0,531595.5922010835,531595.5922010835,10030.934699501624
23,496410.6975447109,0.0,496410.6975447109,496410.6975447109,9425.673867863423
24,548489.5936926318,0.0,548489.5936926318,548489.5936926318,10319.557158396765
25,561509.3764896085,0.0,561509.3764896085,561509.3764896085,10541.154992491514
26,496291.3327105744,0.0,496291.3327105744,496291.3327105744,9423.567616108685
27,397603.36402298766,0.0,397603.36402298766,397603.36402298766,7694.591082083424
28,313878.8637202629,0.0,313878.8637202629,313878.8637202629,6187.579759747898
29,159350.30429886756,0.0,159350.30429886756,159350.30429886756,3285.5758857916344
30,117787.66223137561,0.0,117787.66223137561,117787.66223137561,2470.1330878986982
31,193316.57190864693,0.0,193316.57190864693,193316.57190864693,3939.3256188988335
32,134457.06103087298,0.0,134457.06103087298,134457.06103087298,2799.422494629608
33,119434.64672150544,0.0,119434.64672150544,119434.64672150544,2502.80205775787
34,175136.26423652994,0.0,175136.26423652994,175136.26423652994,3590.6780589961772
35,186860.7953390963,0.0,186860.7953390963,186860.7953390963,3815.8324232425257
36,336490.37609098287,0.0,336490.37609098287,336490.37609098287,6598.456988015442
37,228271.9740149999,0.0,228271.9740149999,228271.9740149999,4601.92132157429
38,172114.90459704003,0.0,172114.90459704003,172114.90459704003,3532.4339762579025
39,183630.80678761413,0.0,183630.80678761413,183630.80678761413,3753.899702307855
40,200197.13655320668,0.0,200197.13655320668,200197.13655320668,4070.4763151062652
41,250373.7049714131,0.0,250373.7049714131,250373.7049714131,5016.055219582853
42,306452.3580245832,0.0,306452.3580245832,306452.3580245832,6051.802917356799
43,245632.5000742145,0.0,245632.5000742145,245632.5000742145,4927.492776331076
44,284756.7485487253,0.0,284756.7485487253,284756.7485487253,5653.527186315719
45,155145.16776450103,0.0,155145.16776450103,155145.16776450103,3203.8126097807394
46,107081.1208782251,0.0,107081.1208782251,107081.1208782251,2256.796343320241
47,141286.90878360902,0.0,141286.90878360902,141286.90878360902,2933.371321763688
48,42158.35154817131,0.0,42158.35154817131,42158.35154817131,903.3819864441981
49,133789.61247628927,0.0,133789.61247628927,133789.61247628927,2579.7562840518262
50,145463.5858200966,0.0,145463.5858200966,145463.5858200966,3014.9671222412467
51,97139.95233081272,0.0,97139.95233081272,97139.95233081272,2057.3203086618387
52,116973.11031646442,0.0,116973.11031646442,116973.11031646442,2453.7861273020176
53,124119.61688361067,0.0,124119.61688361067,124119.61688361067,2595.414633277098
54,140688.41095519633,0.0,140688.41095519633,140688.41095519633,2921.516954157498
55,220185.24387882874,0.0,220185.24387882874,220185.24387882874,4449.210936752879
56,173771.24380521307,0.0,173771.24380521307,173771.24380521307,3564.142875676416
57,180916.72249173527,0.0,180916.72249173527,180916.72249173527,3701.582743963802
58,234357.27933416542,0.0,234357.27933416542,234357.27933416542,4716.006774336938
59,317004.7960735567,0.0,317004.7960735567,317004.7960735567,6244.091715685798
60,317339.22477142734,0.0,317339.22477142734,317339.22477142734,6250.175797134682
61,307844.46199655253,0.0,307844.46199655253,307844.46199655253,6076.892494126296
62,318794.1570413065,0.0,318794.1570413065,318794.1570413065,6276.659375093286
63,335279.709749791,0.0,335279.709749791,335279.709749791,6576.06152669133
64,440015.53229185514,0.0,440015.53229185514,440015.53229185514,8442.811696140883
65,332728.89022340084,0.0,332728.89022340084,332728.89022340084,6529.818478200299
66,350291.5173838081,0.0,350291.5173838081,350291.5173838081,6847.286014870218
67,380182.64591000316,0.0,380182.64591000316,380182.64591000316,7383.590299429401
68,364465.1227789746,0.0,364465.1227789746,364465.1227789746,7102.191393752924
69,387893.8234144182,0.0,387893.8234144182,387893.8234144182,7521.126479400513
70,375893.0108825483,0.0,375893.0108825483,375893.0108825483,7306.894479354834
71,363682.0380534149,0.0,363682.0380534149,363682.0380534149,7088.103389562804
72,343045.8734007028,0.0,343045.8734007028,343045.8734007028,6716.461325448713
73,318004.96654331294,0.0,318004.96654331294,318004.96654331294,6262.1772920346375
74,318527.8137002408,0.0,318527.8137002408,318527.8137002408,6271.690936615071
75,321144.5395352617,0.0,321144.5395352617,321144.5395352617,6319.318394897352
76,317687.3510706777,0.0,317687.3510706777,317687.3510706777,6256.362194961879
77,288177.7288428412,0.0,288177.7288428412,288177.7288428412,5716.053685858512
78,291666.96027138614,0.0,291666.96027138614,291666.96027138614,5780.2162145155025
79,278641.1336453725,0.0,278641.1336453725,278641.1336453725,5540.243121405173
80,287108.8861872464,0.0,287108.8861872464,287108.8861872464,5696.354017922444
81,255369.06476438613,0.0,255369.06476438613,255369.06476438613,5108.694987725581
82,246499.0343122984,0.0,246499.0343122984,246499.0343122984,4943.228144419019
83,298208.82461387315,0.0,298208.82461387315,298208.82461387315,5900.274140532195
84,385658.45139167644,0.0,385658.45139167644,385658.45139167644,7481.112944755384
85,451763.3731037175,0.0,451763.3731037175,451763.3731037175,8648.371167016217
86,460813.9416081883,0.0,460813.9416081883,460813.9416081883,8806.465962367633
87,516517.58574727416,0.0,516517.58574727416,516517.58574727416,9771.04240257793
88,510972.9466181813,0.0,510972.9466181813,510972.9466181813,9675.654519970227
89,484970.9186213779,0.0,484970.9186213779,484970.9186213779,9226.51145049038
90,549998.1949072113,0.0,549998.1949072113,549998.1949072113,10343.993272848382
91,488727.8650314653,0.0,488727.8650314653,488727.8650314653,9291.568691614024
92,482410.41425232147,0.0,482410.41425232147,482410.41425232147,9182.073018904843
