,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
0,748476.4521876939,0.0,748476.4521876939,748476.4521876939,13731.720762495806
1,748082.010313411,0.0,748082.010313411,748082.010313411,13725.241069381873
2,745787.4094998913,0.0,745787.4094998913,745787.4094998913,13687.536280612732
3,435099.59921206295,0.0,435099.59921206295,435099.59921206295,8397.615460946105
4,154507.29325804967,0.0,154507.29325804967,154507.29325804967,3202.284662283424
5,582795.0662852369,0.0,582795.0662852369,582795.0662852369,10961.266268577023
6,719415.9304615321,0.0,719415.9304615321,719415.9304615321,13252.931093085235
7,529874.5007418413,0.0,529874.5007418413,529874.5007418413,10053.810473679989
8,500161.4083684331,0.0,500161.4083684331,500161.4083684331,9539.011486576392
9,178944.21765368833,0.0,178944.21765368833,178944.21765368833,3676.7561825295684
10,217827.59567802204,0.0,217827.59567802204,217827.59567802204,4421.214783269367
11,543094.3547093566,0.0,543094.3547093566,543094.3547093566,10281.609291833369
12,389954.8828145877,0.0,389954.8828145877,389954.8828145877,7593.471159984338
13,304471.038264453,0.0,304471.038264453,304471.038264453,6040.739083586966
14,548365.279873552,0.0,548365.279873552,548365.279873552,10372.226279929362
15,425860.8449464545,0.0,425860.8449464545,425860.8449464545,8233.887926632196
16,307202.4643423819,0.0,307202.4643423819,307202.4643423819,6091.004778081582
17,291935.52608801617,0.0,291935.52608801617,291935.52608801617,5809.465733333726
18,270359.995796158,0.0,270359.995796158,270359.995796158,5409.098858197298
19,345013.4533304396,0.0,345013.4533304396,345013.4533304396,6782.29331857521
20,169527.8812702401,0.0,169527.8812702401,169527.8812702401,3494.5729345519185
21,484138.3988968136,0.0,484138.3988968136,484138.3988968136,9259.755526417646
22,545676.6641760377,0.0,545676.6641760377,545676.6641760377,10326.018798042125
23,568068.0953406161,0.0,568068.0953406161,568068.0953406161,10709.914124101097
24,556653.5170107043,0.0,556653.5170107043,556653.5170107043,10514.47778042933
25,545456.8632386168,0.0,545456.8632386168,545456.8632386168,10322.239860317795
26,532697.5152240546,0.0,532697.5152240546,532697.5152240546,10102.518889187502
27,468826.9212993145,0.0,468826.9212993145,468826.9212993145,8991.793753227392
28,423967.61569574825,0.0,423967.61569574825,423967.61569574825,8200.284038628088
