,0,1,2,3,4,5,6
Curtailment,60.31533897000577,4394.795108921851,3255.3394734476387,4037.320193178228,6149.404677416187,6504.614357889822,7861.099761098833
Shortfall,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind + PV + Storage,1027.9693389700058,5379.477108921851,4273.384473447639,5059.664193178228,7144.934677416187,7542.903357889822,8889.569761098834
Wind + PV Generation,1027.9693389700058,5379.477108921851,4273.384473447639,5059.664193178228,7144.934677416187,7542.903357889822,8889.569761098834
Load,967.654,984.682,1018.045,1022.344,995.53,1038.289,1028.47
State of Charge,23143.719809850612,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0
Battery Used,0.0,0.0,0.0,0.0,0.0,0.0,0.0
