"Table Device_ren_table(param_vals_ren,devices_ren)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
renew_cap_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
renew_FOM_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
renew_VOM_cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renewable_MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
