,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Turbine Model,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Discount Rate,Debt Equity,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Grid Connected HOPP,HOPP Total Generation,Wind Capacity Factor,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid,Percentage Time 50% Load met without storage,Percentage Time 75% Load met without storage,Percentage Time 90% Load met without storage,Percentage Time 95% Load met without storage,Percentage Time 100% Load met without storage,Percentage Time 50% Load met with storage,Percentage Time 75% Load met with storage,Percentage Time 90% Load met with storage,Percentage Time 95% Load met with storage,Percentage Time 100% Load met with storage
0,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,1.0,25,25,25,25,True,50000.0,77051405.52,95610851.58570237,7.271059092832517,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,5756562.046436386,13077283.226585813,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,66.33177303345131,57.141226167370704,52.551661148532936,51.02180614225368,49.66320356205046
1,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,2.0,25,25,25,50,True,50000.0,84201405.52,98275517.650006,7.78950176862256,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,8421228.11074002,10412617.162282176,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,69.3229820755794,60.95444685466377,56.61605206073753,55.26886630893938,54.035848841191914
2,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,3.0,25,25,25,75,True,50000.0,91351405.52,99993838.80021413,8.307944444412605,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,10139549.260948138,8694296.012074059,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,71.3209270464665,63.180728393652245,59.03641968261217,57.70065075921909,56.46763329147163
3,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,4.0,25,25,25,100,True,50000.0,98501405.52,101216565.00737838,8.82638712020265,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,11362275.468112392,7471569.804909809,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,72.51969402899874,64.88183582600753,60.92019636944857,59.60726110286562,58.43132777714351
4,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,5.0,25,25,25,125,True,50000.0,105651405.52,102168594.09336418,9.344829795992693,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,12314304.554098198,6519540.718924002,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,73.45587395821441,66.05776915172964,62.23313163603151,61.04578148190433,59.90409864139742
5,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,6.0,25,25,25,150,True,50000.0,112801405.52,102889191.86726414,9.86327247178274,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,13034902.32799815,5798942.945024048,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,74.20938463294897,66.98253225254024,63.272063020892794,62.17604749400616,61.03436465349926
6,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,7.0,25,25,25,175,True,50000.0,119951405.52,103564191.86726414,10.381715147572782,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,13709902.327998152,5123942.945024048,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,74.84872702363283,67.89587852494577,64.25391026372874,63.180728393652245,62.06187920995547
7,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,8.0,25,25,25,200,True,50000.0,127101405.52,104148499.33792044,10.900157823362825,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,14294209.798654454,4539635.474367746,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,75.53373672793698,68.6265555428702,65.08733873729878,63.97990638200708,62.88389085512045
8,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,9.0,25,25,25,225,True,50000.0,134251405.51999998,104667932.0373565,11.418600499152868,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,14813642.498090494,4020202.7749317046,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,76.1159949765955,69.2887315903642,65.78376527000799,64.72200022833657,63.637401529855005
9,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,10.0,25,25,25,250,True,50000.0,141401405.51999998,105115334.77364543,11.937043174942913,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.273022197,15261045.23437943,3572800.0386427706,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,76.50416714236785,69.85957301061765,66.51444228793241,65.45267724626099,64.3794953761845
