,pv,wind,battery
0,0.0,36284.93284140112,90.0
1,0.0,2180.9692222648923,90.0
2,0.0,17504.468041564658,90.0
3,0.0,42935.764789958645,90.0
4,0.0,159566.1150747601,90.0
5,0.0,174096.25212702944,90.0
6,0.0,190773.15455385507,90.0
7,0.0,328418.9917161663,90.0
8,8609.164829740519,412401.6926869558,90.0
9,43239.293380147166,293219.23384722875,90.0
10,43294.77806956315,96175.32185763324,90.0
11,17246.877312716522,114710.40672664769,90.0
12,31119.170517358918,141837.7458965329,90.0
13,37676.591901196436,173454.79105475597,90.0
14,6641.8555997043895,185837.11056289502,90.0
15,2451.2682863741634,173747.3999629627,90.0
16,0.0,477950.000753557,90.0
17,0.0,359976.60797168576,90.0
18,0.0,523339.05315639626,90.0
19,0.0,512747.7271306631,90.0
20,0.0,462024.16512291954,90.0
21,0.0,496093.15049528267,90.0
22,0.0,642829.392945686,90.0
23,0.0,604405.7986280743,90.0
24,0.0,678925.382858485,90.0
25,0.0,650476.30314228,90.0
26,0.0,636300.0849247355,90.0
27,0.0,477577.5415424547,90.0
28,0.0,445323.9709827108,90.0
29,0.0,444585.41558050184,90.0
30,0.0,490964.35044263094,90.0
31,0.0,546710.9056941796,90.0
32,6682.018178242131,493270.08941737923,90.0
33,34744.24070064836,277954.10978649784,90.0
34,36397.33519161555,144947.1483952611,90.0
35,14806.598816883268,114379.83139387405,90.0
36,4763.618240500878,127309.86344132591,90.0
37,4577.761572839284,91151.64395982513,90.0
38,5489.869139866203,57324.32024013824,90.0
39,19481.099784969774,44060.616180925426,90.0
40,0.0,48840.77494500941,90.0
41,0.0,95640.2705283265,90.0
42,0.0,114678.01939398135,90.0
43,0.0,126963.10293667486,90.0
44,0.0,142338.84059394064,90.0
45,0.0,258468.06844617252,90.0
46,0.0,597990.5525325439,90.0
47,0.0,591936.7341886547,90.0
48,0.0,717589.6012184452,90.0
49,0.0,807018.7200702244,90.0
50,0.0,700982.875716986,90.0
51,0.0,570316.2464394785,90.0
52,0.0,476608.33927493455,90.0
53,0.0,361456.8707171875,90.0
54,0.0,388649.8346641829,90.0
55,0.0,292723.6523957313,90.0
56,7354.878647606636,253097.08854922734,90.0
57,38377.00409431701,78693.8680635336,90.0
58,40403.934759055875,36549.34951209672,90.0
59,32886.698605125326,40056.652551290594,90.0
60,30064.9852961042,120449.07973977816,90.0
61,36727.10049368753,279419.76866110734,90.0
62,40397.393443779314,482298.5594461468,90.0
63,24254.605059911333,692240.238160662,90.0
64,0.0,1114453.9016274964,45.546100000000024
65,0.0,1132624.1478841535,27.3759
66,0.0,1132624.1489779884,27.3759
67,0.0,1132624.149464951,27.3759
68,0.0,1132624.1486412867,27.3759
69,0.0,1132624.149404238,27.3759
70,0.0,1132624.1472936976,27.3759
71,0.0,1108347.0116971375,51.65300000000001
72,0.0,824781.906839446,90.0
73,0.0,928534.7145798755,90.0
74,0.0,348957.0247991177,90.0
75,0.0,785424.3095141699,90.0
76,0.0,599967.0903741501,90.0
77,0.0,550798.518419959,90.0
78,0.0,634373.0455748036,90.0
79,0.0,625106.8838569267,90.0
80,8026.541421671505,621637.8651909162,90.0
81,41006.93422738063,409236.0423525181,90.0
82,42003.17610636294,355857.66013843496,90.0
83,33979.22516102486,107573.51298425582,90.0
84,30828.429338905455,140986.58267237933,90.0
85,37963.61796782303,182880.43801197785,90.0
86,42542.16189489556,227701.17319396834,90.0
87,27569.126929294864,211031.7531301138,90.0
88,0.0,387242.5715549459,90.0
89,0.0,712518.7758348512,90.0
90,0.0,575777.9171954489,90.0
91,0.0,576015.6317302388,90.0
92,0.0,147949.57566475836,90.0
93,0.0,151037.62944705915,90.0
94,0.0,115350.26016879275,90.0
95,0.0,259375.40037387508,90.0
96,0.0,123374.45899559408,90.0
97,0.0,503115.4188538769,90.0
98,0.0,417696.597796255,90.0
99,0.0,329484.50531199,90.0
100,0.0,635701.0096100933,90.0
101,0.0,1041167.7556555737,90.0
102,0.0,1080425.9548333925,79.57400000000007
103,0.0,1016736.8480381045,90.0
104,8245.616007518902,827192.3894716246,90.0
105,39608.27664245591,521514.3672239762,90.0
106,40289.5778787211,129134.84468707276,90.0
107,10176.04880722156,11435.53168327303,90.0
108,11221.50418959226,0.0,90.0
109,7546.958137654931,0.0,90.0
110,3996.3757363683835,0.0,90.0
111,26258.449793367603,20667.94314722145,90.0
112,0.0,215887.3488754752,90.0
113,0.0,94142.42725905271,90.0
114,0.0,201685.4481428014,90.0
115,0.0,191608.6929463795,90.0
116,0.0,369640.57886385144,90.0
117,0.0,302755.669242168,90.0
118,0.0,329894.8630712618,90.0
119,0.0,496277.68377891293,90.0
120,0.0,308347.38596991915,90.0
121,0.0,448653.5687682271,90.0
122,0.0,758208.5451434326,90.0
123,0.0,661490.4023326428,90.0
124,0.0,638344.2613321696,90.0
125,0.0,525709.4421637622,90.0
126,0.0,293046.0018033872,90.0
127,0.0,251816.97212991244,90.0
128,8668.545282538982,134011.13245076078,90.0
129,42638.13134643399,27892.362156882486,90.0
130,43245.07238118204,0.0,90.0
131,16791.326343859262,0.0,90.0
132,31264.25501069263,0.0,90.0
133,25605.7996280882,0.0,90.0
134,42885.75243517236,493.83350802735714,90.0
135,28424.455535126443,14627.943965026132,90.0
136,0.0,151848.3055632584,90.0
137,0.0,345753.5867304081,90.0
138,0.0,870674.7083608267,90.0
139,0.0,1022502.689706986,90.0
140,0.0,1098736.6847377906,61.26330000000008
141,0.0,1132624.1477806072,27.3759
142,0.0,1131936.512834708,28.063499999999976
143,0.0,1132624.1490716822,27.3759
144,0.0,1132624.149048817,27.3759
145,0.0,1132624.14957635,27.3759
146,0.0,1132624.1470409355,27.3759
