Run on a MSNT machine on 12/09/22 11:54:44.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),      1000.00
Renewable Penetration for Input (%),         1.00
hydrogen use,         1.00

NPV of actual operating profit,  90672172.27
total electricity input (MWh),   2075435.09
total electricity output (MWh),         0.00
output to input ratio,         0.00
input capacity factor,         0.24
output capacity factor,         0.00
average regup (MW),         0.00
average regdn (MW),         0.00
average spinres (MW),         0.00
average nonspinres (MW),         0.00
number of input power system starts,      8760.00
number of output power system starts,      8760.00
arbitrage revenue ($),        0.00
regup revenue ($),         0.00
regdn revenue ($),         0.00
spinres revenue ($),         0.00
nonspinres revenue ($),         0.00
hydrogen revenue ($), 213768813.43
REC revenue ($),         0.00
LCFS revenue ($),         0.00
startup costs ($),         0.00

Interval,Input Power (MW),Output Power (MW),Storage Level (MW-h),Input Reg Up (MW),Output Reg Up (MW),Input Reg Dn (MW),Output Reg Dn (MW),Input Spin (MW),Output Spin (MW),Input Nonspin (MW),Output Nonspin (MW),Product Sold (units of product),Non-Ren Import (MW),Load Profile (MW),Renewable Input (MW),Renewables Sold (MW),Curtailment (MW)
        1.00,      568.41,        0.00,    34377.19,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      568.41,        0.00,        0.00
        2.00,      589.40,        0.00,    34632.34,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      589.40,        0.00,        0.00
        3.00,        0.00,        0.00,    34460.76,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      662.41,        0.00,      662.41
        4.00,      649.42,        0.00,    34759.36,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      649.42,        0.00,        0.00
        5.00,      664.13,        0.00,    35068.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      664.13,        0.00,        0.00
        6.00,      633.45,        0.00,    35355.66,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      633.45,        0.00,        0.00
        7.00,      615.22,        0.00,    35629.50,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      615.22,        0.00,        0.00
        8.00,      647.03,        0.00,    35926.37,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      647.03,        0.00,        0.00
        9.00,      651.75,        0.00,    36226.66,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      651.75,        0.00,        0.00
       10.00,        0.00,        0.00,    36055.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      584.78,        0.00,      584.78
       11.00,      426.64,        0.00,    36192.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      426.64,        0.00,        0.00
       12.00,      373.07,        0.00,    36290.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      373.07,        0.00,        0.00
       13.00,      314.57,        0.00,    36347.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      314.57,        0.00,        0.00
       14.00,      220.89,        0.00,    36335.42,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      220.89,        0.00,        0.00
       15.00,        0.00,        0.00,    36163.85,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      138.58,        0.00,      138.58
       16.00,       99.11,        0.00,    36064.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       99.11,        0.00,        0.00
       17.00,        0.00,        0.00,    35892.44,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       84.36,        0.00,       84.36
       18.00,      108.12,        0.00,    35799.14,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      108.12,        0.00,        0.00
       19.00,        0.00,        0.00,    35627.56,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      134.02,        0.00,      134.02
       20.00,      168.45,        0.00,    35577.95,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      168.45,        0.00,        0.00
       21.00,      199.09,        0.00,    35550.51,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      199.09,        0.00,        0.00
       22.00,        0.00,        0.00,    35378.93,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      220.74,        0.00,      220.74
       23.00,      194.47,        0.00,    35348.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      194.47,        0.00,        0.00
       24.00,        0.00,        0.00,    35176.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      168.85,        0.00,      168.85
       25.00,      198.56,        0.00,    35148.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      198.56,        0.00,        0.00
       26.00,        0.00,        0.00,    34977.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      157.19,        0.00,      157.19
       27.00,      102.46,        0.00,    34879.78,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      102.46,        0.00,        0.00
       28.00,        0.00,        0.00,    34708.20,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       93.85,        0.00,       93.85
       29.00,        0.00,        0.00,    34536.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       70.17,        0.00,       70.17
       30.00,        0.00,        0.00,    34365.04,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       63.16,        0.00,       63.16
       31.00,       82.10,        0.00,    34252.90,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       82.10,        0.00,        0.00
       32.00,        0.00,        0.00,    34081.32,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       86.43,        0.00,       86.43
       33.00,       70.61,        0.00,    33960.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       70.61,        0.00,        0.00
       34.00,        0.00,        0.00,    33789.28,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       71.02,        0.00,       71.02
       35.00,       47.36,        0.00,    33651.99,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       47.36,        0.00,        0.00
       36.00,        0.00,        0.00,    33480.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       59.35,        0.00,       59.35
       37.00,        0.00,        0.00,    33308.83,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,       63.07,        0.00,       63.07
       38.00,        0.00,        0.00,    33137.25,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      106.86,        0.00,      106.86
       39.00,      132.29,        0.00,    33061.45,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      132.29,        0.00,        0.00
       40.00,        0.00,        0.00,    32889.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      203.45,        0.00,      203.45
       41.00,      272.50,        0.00,    32915.59,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      272.50,        0.00,        0.00
       42.00,        0.00,        0.00,    32744.01,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      446.74,        0.00,      446.74
       43.00,      530.15,        0.00,    32956.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      530.15,        0.00,        0.00
       44.00,        0.00,        0.00,    32784.68,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      698.23,        0.00,      698.23
       45.00,      659.22,        0.00,    33090.38,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      659.22,        0.00,        0.00
       46.00,        0.00,        0.00,    32918.80,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      702.83,        0.00,      702.83
       47.00,      810.22,        0.00,    33333.82,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      810.22,        0.00,        0.00
       48.00,        0.00,        0.00,    33162.25,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      810.22,        0.00,      810.22
       49.00,      810.22,        0.00,    33577.27,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      810.22,        0.00,        0.00
       50.00,      810.22,        0.00,    33992.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      810.22,        0.00,        0.00
       51.00,        0.00,        0.00,    33820.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      810.22,        0.00,      810.22
       52.00,      766.20,        0.00,    34203.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      766.20,        0.00,        0.00
       53.00,        0.00,        0.00,    34032.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      596.17,        0.00,      596.17
       54.00,        0.00,        0.00,    33860.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      516.74,        0.00,      516.74
       55.00,      574.06,        0.00,    34104.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      574.06,        0.00,        0.00
       56.00,        0.00,        0.00,    33933.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      590.45,        0.00,      590.45
       57.00,      639.87,        0.00,    34224.85,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      639.87,        0.00,        0.00
       58.00,      415.59,        0.00,    34354.16,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      415.59,        0.00,        0.00
       59.00,        0.00,        0.00,    34182.58,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      265.58,        0.00,      265.58
       60.00,        0.00,        0.00,    34011.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      325.77,        0.00,      325.77
       61.00,      358.56,        0.00,    34099.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      358.56,        0.00,        0.00
       62.00,        0.00,        0.00,    33927.44,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      381.51,        0.00,      381.51
       63.00,        0.00,        0.00,    33755.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      345.55,        0.00,      345.55
       64.00,      448.25,        0.00,    33908.82,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      448.25,        0.00,        0.00
       65.00,        0.00,        0.00,    33737.24,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      475.63,        0.00,      475.63
       66.00,        0.00,        0.00,    33565.66,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      645.98,        0.00,      645.98
       67.00,      771.39,        0.00,    33952.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      771.39,        0.00,        0.00
       68.00,      722.59,        0.00,    34304.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      722.59,        0.00,        0.00
       69.00,        0.00,        0.00,    34132.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      538.57,        0.00,      538.57
       70.00,        0.00,        0.00,    33960.99,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      513.00,        0.00,      513.00
       71.00,      474.03,        0.00,    34132.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      474.03,        0.00,        0.00
       72.00,        0.00,        0.00,    33961.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      430.06,        0.00,      430.06
       73.00,      507.28,        0.00,    34156.72,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      507.28,        0.00,        0.00
       74.00,        0.00,        0.00,    33985.14,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      488.06,        0.00,      488.06
       75.00,        0.00,        0.00,    33813.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     5149.07,        0.00,        0.00,      609.53,        0.00,      609.53
