Run on a MSNT machine on 12/07/22 10:42:24.
Optimal solution found within time limit:,Yes

interval length (hours),         1.00
operating period length (hours),      8760.00
additional look-ahead (hours),         0.00
output capacity (MW),         0.00
input capacity (MW),      1000.00
storage capacity (MWh),    119465.47
storage capacity (h),       197.27
input efficiency (%),         0.61
output efficiency (%),         1.00
input heat rate (MMBtu/MWh),         0.00
ouptut heat rate (MMBtu/MWh),         0.00
variable O&M cost,         0.00
regulation cost,         0.00
hydrogen use,         1.00

input
LSL limit fraction,         0.00
reg up limit fraction,         0.00
reg down limit fraction,         0.00
spining reserve limit fraction,         0.00
startup cost ($/MW-start), 0.0000000000
minimum run intervals,         0.00

output
LSL limit fraction,         0.00
reg up limit fraction,         0.00
reg down limit fraction,         0.00
spining reserve limit fraction,         0.00
startup cost ($/MW-start), 0.0000000000
minimum run intervals,         0.00

Int,Elec Purchase ($/MWh),Elec Sale ($/MWh),Reg Up ($/MW),Reg Dn ($/MW),Spin Res ($/MW),Nonspin Res ($/MW),Nat Gas ($/MMBTU),Product ($/product unit),Renewable In (MW),Load Profile (MW),Input Cap, Output Cap,Meter ($/mth)
       72.00,       77.71,       34.14,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      430.06,        0.00,        1.00,        1.00,        0.00
       73.00,       77.71,       32.86,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      507.28,        0.00,        1.00,        1.00,        0.00
       74.00,       77.71,       30.67,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      488.06,        0.00,        1.00,        1.00,        0.00
       75.00,       77.71,       30.60,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      609.53,        0.00,        1.00,        1.00,        0.00
       76.00,       77.71,       30.34,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      742.69,        0.00,        1.00,        1.00,        0.00
       77.00,       77.71,       30.84,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       78.00,       77.71,       32.05,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       79.00,       77.71,       31.39,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       80.00,       77.71,       31.82,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       81.00,       77.71,       31.24,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       82.00,       77.71,       29.32,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       83.00,       77.71,       27.79,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       84.00,       77.71,       26.55,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       85.00,       77.71,       25.22,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       86.00,       77.71,       23.44,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       87.00,       77.71,       25.70,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       88.00,       77.71,       28.51,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       89.00,       77.71,       41.13,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       90.00,       77.71,       49.41,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       91.00,       77.71,       50.10,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       92.00,       77.71,       47.42,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       93.00,       77.71,       46.65,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       94.00,       77.71,       43.72,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       95.00,       77.71,       38.41,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
       96.00,       77.71,       33.24,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      755.86,        0.00,        1.00,        1.00,        0.00
       97.00,       77.71,       31.03,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      589.99,        0.00,        1.00,        1.00,        0.00
       98.00,       77.71,       28.21,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      299.45,        0.00,        1.00,        1.00,        0.00
       99.00,       77.71,       28.13,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      292.38,        0.00,        1.00,        1.00,        0.00
      100.00,       77.71,       27.77,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      414.71,        0.00,        1.00,        1.00,        0.00
      101.00,       77.71,       31.10,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      303.11,        0.00,        1.00,        1.00,        0.00
      102.00,       77.71,       34.80,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      269.52,        0.00,        1.00,        1.00,        0.00
      103.00,       77.71,       46.50,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      568.35,        0.00,        1.00,        1.00,        0.00
      104.00,       77.71,       54.38,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      674.56,        0.00,        1.00,        1.00,        0.00
      105.00,       77.71,       47.21,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      708.35,        0.00,        1.00,        1.00,        0.00
      106.00,       77.71,       38.03,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      386.74,        0.00,        1.00,        1.00,        0.00
      107.00,       77.71,       33.49,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      199.37,        0.00,        1.00,        1.00,        0.00
      108.00,       77.71,       31.66,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      283.09,        0.00,        1.00,        1.00,        0.00
      109.00,       77.71,       30.88,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      397.06,        0.00,        1.00,        1.00,        0.00
      110.00,       77.71,       29.66,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      361.32,        0.00,        1.00,        1.00,        0.00
      111.00,       77.71,       31.28,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      364.29,        0.00,        1.00,        1.00,        0.00
      112.00,       77.71,       33.64,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      719.52,        0.00,        1.00,        1.00,        0.00
      113.00,       77.71,       48.86,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      114.00,       77.71,       57.15,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      115.00,       77.71,       59.45,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      116.00,       77.71,       51.73,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      117.00,       77.71,       51.06,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      118.00,       77.71,       47.55,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      119.00,       77.71,       44.21,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      120.00,       77.71,       35.35,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      121.00,       77.71,       30.99,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      122.00,       77.71,       29.37,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      123.00,       77.71,       28.15,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      124.00,       77.71,       28.45,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      125.00,       77.71,       30.83,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      126.00,       77.71,       37.90,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      127.00,       77.71,       43.79,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      128.00,       77.71,       45.58,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      780.30,        0.00,        1.00,        1.00,        0.00
      129.00,       77.71,       39.79,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      758.52,        0.00,        1.00,        1.00,        0.00
      130.00,       77.71,       32.38,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      768.37,        0.00,        1.00,        1.00,        0.00
      131.00,       77.71,       27.03,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      796.80,        0.00,        1.00,        1.00,        0.00
      132.00,       77.71,       25.27,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      763.66,        0.00,        1.00,        1.00,        0.00
      133.00,       77.71,       30.52,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      674.45,        0.00,        1.00,        1.00,        0.00
      134.00,       77.71,       23.72,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      747.13,        0.00,        1.00,        1.00,        0.00
      135.00,       77.71,       27.90,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      693.99,        0.00,        1.00,        1.00,        0.00
      136.00,       77.71,       33.74,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      612.15,        0.00,        1.00,        1.00,        0.00
      137.00,       77.71,       44.56,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      621.92,        0.00,        1.00,        1.00,        0.00
      138.00,       77.71,       56.91,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      544.89,        0.00,        1.00,        1.00,        0.00
      139.00,       77.71,       55.77,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      470.33,        0.00,        1.00,        1.00,        0.00
      140.00,       77.71,       51.18,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      412.28,        0.00,        1.00,        1.00,        0.00
      141.00,       77.71,       49.79,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      244.56,        0.00,        1.00,        1.00,        0.00
      142.00,       77.71,       43.81,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      136.58,        0.00,        1.00,        1.00,        0.00
      143.00,       77.71,       41.62,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,       76.48,        0.00,        1.00,        1.00,        0.00
      144.00,       77.71,       35.50,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,       41.63,        0.00,        1.00,        1.00,        0.00
      145.00,       77.71,       27.05,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,       54.06,        0.00,        1.00,        1.00,        0.00
      146.00,       77.71,       27.00,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,       76.85,        0.00,        1.00,        1.00,        0.00
      147.00,       77.71,       26.81,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      130.91,        0.00,        1.00,        1.00,        0.00
      148.00,       77.71,       26.64,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      298.76,        0.00,        1.00,        1.00,        0.00
      149.00,       77.71,       27.98,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      429.64,        0.00,        1.00,        1.00,        0.00
      150.00,       77.71,       32.01,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      755.48,        0.00,        1.00,        1.00,        0.00
      151.00,       77.71,       39.63,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      152.00,       77.71,       42.85,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      153.00,       77.71,       36.37,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      154.00,       77.71,       27.95,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      155.00,       77.71,       25.09,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      793.52,        0.00,        1.00,        1.00,        0.00
      156.00,       77.71,       23.36,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      157.00,       77.71,       22.62,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      158.00,       77.71,       22.73,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      159.00,       77.71,       25.70,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      160.00,       77.71,       29.99,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      161.00,       77.71,       41.18,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      162.00,       77.71,       55.16,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      163.00,       77.71,       49.70,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      164.00,       77.71,       46.39,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      165.00,       77.71,       44.24,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      166.00,       77.71,       40.27,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      167.00,       77.71,       38.32,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      168.00,       77.71,       32.22,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      169.00,       77.71,       28.10,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      170.00,       77.71,       27.68,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      171.00,       77.71,       27.28,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      172.00,       77.71,       26.65,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      173.00,       77.71,       28.10,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      174.00,       77.71,       31.64,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      793.84,        0.00,        1.00,        1.00,        0.00
      175.00,       77.71,       38.83,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      176.00,       77.71,       41.26,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      810.22,        0.00,        1.00,        1.00,        0.00
      177.00,       77.71,       37.08,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      570.96,        0.00,        1.00,        1.00,        0.00
      178.00,       77.71,       29.52,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      384.26,        0.00,        1.00,        1.00,        0.00
      179.00,       77.71,       27.81,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      156.55,        0.00,        1.00,        1.00,        0.00
      180.00,       77.71,       23.64,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      143.84,        0.00,        1.00,        1.00,        0.00
      181.00,       77.71,       22.80,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      195.12,        0.00,        1.00,        1.00,        0.00
      182.00,       77.71,       23.34,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      253.96,        0.00,        1.00,        1.00,        0.00
      183.00,       77.71,       25.57,        0.00,        0.00,        0.00,        0.00,        1.00,        8.64,      422.18,        0.00,        1.00,        1.00,        0.00
