Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,105473,-,b'None',b'None',21.76,-157.91,-10,0,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Wind Direction,Wind Speed,Temperature,Precipitable Water,Pressure,Relative Humidity,Dew Point,Cloud Type
2020,1,1,0,0,0,0,0,100,6.4,24.6,2,1027,75.15,19.900000000000002,1
2020,1,1,1,0,0,0,0,100,5.9,24.6,2.1,1027,75.03,19.900000000000002,1
2020,1,1,2,0,0,0,0,99,5.4,24.5,2.2,1026,75.10000000000001,19.8,2
2020,1,1,3,0,0,0,0,97,5,24.5,2.2,1026,74.86,19.700000000000003,3
2020,1,1,4,0,0,0,0,95,4.7,24.400000000000002,2.3000000000000003,1026,75.17,19.700000000000003,3
2020,1,1,5,0,0,0,0,95,4.5,24.400000000000002,2.3000000000000003,1026,75.25,19.700000000000003,3
2020,1,1,6,0,0,0,0,95,4.2,24.400000000000002,2.4000000000000004,1026,75.3,19.700000000000003,1
2020,1,1,7,0,0,0,0,95,3.9000000000000004,24.5,2.4000000000000004,1027,75.15,19.8,2
2020,1,1,8,0,61,56,71,93,3.7,24.8,2.5,1027,73.78,19.8,3
2020,1,1,9,0,151,125,196,90,3.2,25,2.6,1028,72.53,19.700000000000003,3
2020,1,1,10,0,73,861,523,86,2.8000000000000003,25.1,2.6,1028,71.59,19.6,0
2020,1,1,11,0,79,914,662,85,2.3000000000000003,25.1,2.6,1027,70.85000000000001,19.400000000000002,0
2020,1,1,12,0,330,279,526,75,1.8,25.200000000000003,2.7,1026,69.29,19.200000000000003,3
2020,1,1,13,0,223,611,654,43,1.4000000000000001,25.200000000000003,2.8000000000000003,1025,68.17,18.900000000000002,3
2020,1,1,14,0,314,154,414,15,1.8,25.3,2.8000000000000003,1025,68.08,19,3
2020,1,1,15,0,249,123,317,10,2.5,25.3,2.9000000000000004,1025,69.4,19.3,3
2020,1,1,16,0,63,778,368,13,3.2,25.3,3,1025,71.01,19.700000000000003,0
2020,1,1,17,0,72,241,120,18,3.5,25.1,3,1025,73.9,20.1,2
2020,1,1,18,0,0,0,0,26,3.7,24.900000000000002,3.1,1026,76.76,20.5,1
2020,1,1,19,0,0,0,0,38,3.8000000000000003,24.700000000000003,3,1026,78.69,20.700000000000003,0
2020,1,1,20,0,0,0,0,52,3.7,24.6,3,1026,79.82000000000001,20.900000000000002,0
2020,1,1,21,0,0,0,0,58,3.6,24.5,2.9000000000000004,1026,80.61,20.900000000000002,0
2020,1,1,22,0,0,0,0,58,3.3000000000000003,24.400000000000002,2.9000000000000004,1026,81.19,21,0
2020,1,1,23,0,0,0,0,59,3.1,24.200000000000003,3,1026,82.08,20.900000000000002,2
2020,1,2,0,0,0,0,0,65,3,24.1,2.9000000000000004,1025,82.45,20.900000000000002,0
2020,1,2,1,0,0,0,0,63,2.9000000000000004,24,2.9000000000000004,1025,82.8,20.900000000000002,2
2020,1,2,2,0,0,0,0,34,2.5,23.900000000000002,3,1025,82.65,20.8,0
2020,1,2,3,0,0,0,0,14,2.7,23.8,3.1,1025,83.27,20.8,2
2020,1,2,4,0,0,0,0,14,3.2,23.700000000000003,3.2,1025,84.44,20.900000000000002,0
2020,1,2,5,0,0,0,0,23,3.4000000000000004,23.8,3.1,1025,84.51,21,2
2020,1,2,6,0,0,0,0,23,3.5,23.8,3.1,1025,84.42,21,2
2020,1,2,7,0,0,0,0,21,3.8000000000000003,24,3.1,1026,84.05,21.1,3
2020,1,2,8,0,37,552,128,25,4.3,24.400000000000002,3.1,1027,82.44,21.200000000000003,1
2020,1,2,9,0,55,777,335,30,4.3,24.6,3.1,1027,80.89,21.1,0
2020,1,2,10,0,182,9,186,25,4.3,24.8,3.1,1027,79.34,21,3
2020,1,2,11,0,295,262,462,22,4.6000000000000005,24.900000000000002,3.2,1026,78.85000000000001,21,3
2020,1,2,12,0,256,514,617,22,4.9,24.900000000000002,3.2,1026,79.18,21,2
2020,1,2,13,0,240,564,639,24,5.2,24.8,3.2,1025,79.85000000000001,21.1,2
2020,1,2,14,0,80,906,673,25,5.5,24.700000000000003,3.2,1024,80.33,21.1,1
2020,1,2,15,0,73,864,547,26,5.9,24.6,3.2,1024,80.93,21.1,0
2020,1,2,16,0,63,776,369,27,6.300000000000001,24.400000000000002,3.2,1025,82.24,21.200000000000003,0
2020,1,2,17,0,45,583,164,30,6.6000000000000005,24.3,3.2,1026,82.93,21.200000000000003,0
2020,1,2,18,0,0,0,0,32,7,24.1,3.3000000000000003,1026,83.97,21.200000000000003,0
2020,1,2,19,0,0,0,0,35,7.4,24.1,3.3000000000000003,1027,84.22,21.3,1
2020,1,2,20,0,0,0,0,38,7.6000000000000005,24.200000000000003,3.3000000000000003,1028,83.68,21.3,3
2020,1,2,21,0,0,0,0,42,7.800000000000001,24.200000000000003,3.4000000000000004,1028,83.37,21.200000000000003,0
2020,1,2,22,0,0,0,0,45,8,24.200000000000003,3.4000000000000004,1028,83.55,21.200000000000003,2
2020,1,2,23,0,0,0,0,47,8.200000000000001,24.200000000000003,3.4000000000000004,1028,83.99,21.3,3
2020,1,3,0,0,0,0,0,50,8.4,24.1,3.4000000000000004,1028,84.43,21.3,3
2020,1,3,1,0,0,0,0,53,8.5,24,3.4000000000000004,1027,84.41,21.200000000000003,3
2020,1,3,2,0,0,0,0,55,8.5,24,3.3000000000000003,1027,83.97,21.1,3
2020,1,3,3,0,0,0,0,57,8.4,24,3.3000000000000003,1027,83.8,21.1,3
2020,1,3,4,0,0,0,0,58,8.200000000000001,24.1,3.3000000000000003,1027,83.35000000000001,21.1,3
2020,1,3,5,0,0,0,0,59,8.1,24.200000000000003,3.3000000000000003,1028,83.14,21.200000000000003,1
2020,1,3,6,0,0,0,0,60,8,24.3,3.4000000000000004,1029,83.14,21.3,0
2020,1,3,7,0,0,0,0,61,8,24.400000000000002,3.4000000000000004,1029,83.13,21.400000000000002,0
2020,1,3,8,0,58,326,112,62,8.200000000000001,24.700000000000003,3.4000000000000004,1030,82.2,21.5,0
2020,1,3,9,0,148,71,174,64,8.3,25,3.3000000000000003,1031,81.01,21.5,2
2020,1,3,10,0,109,742,497,65,8.3,25.200000000000003,3.2,1031,80.24,21.6,0
2020,1,3,11,0,98,859,646,65,8.200000000000001,25.3,3.1,1030,79.93,21.6,0
