UID,fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax,branch_device_type
486,3135,3134,0.01014,0.22418,0,200,0,0,1,0,1,0,0,28.51,-5.3,-28.43,7.14,0,0,0,0,Transformer
487,3136,3135,0.00579,0.2297,0,200,0,0,1,0,1,0,0,28.56,-3.41,-28.51,5.3,0,0,0,0,Transformer
488,3138,3142,0.02534,0.14471,0.02175,98,0,0,0,0,1,0,0,13.66,-7.2,-13.6,5.21,0,0,0,0,Line
489,3138,3146,0.03674,0.1607,0.02447,149,0,0,0,0,1,0,0,-37.56,5.03,38.07,-5.39,0,0,0,0,Line
490,3144,3143,0.04463,0.10909,0.01428,98,0,0,0,0,1,0,0,-14.5,-2.65,14.59,1.37,0,0,0,0,Line
491,4003,4040,0.01209,0.07809,0.0149,250,0,0,0,0,1,0,0,-169.91,22.75,173.33,-2.19,0,0,0,0,Line
492,4103,4003,0.00838,0.05414,0.01033,221,0,0,0,0,1,0,0,-49.58,28.34,49.84,-27.74,0,0,0,0,Line
493,4103,4003,0.00838,0.05414,0.01033,221,0,0,0,0,1,0,0,-49.58,28.34,49.84,-27.74,0,0,0,0,Line
494,4128,4003,0.01296,0.09028,0.01476,221,0,0,0,0,1,0,0,57.46,4.62,-57.05,-3.33,0,0,0,0,Line
495,4005,4004,0.00169,0.06285,0,190,0,0,1,0,1,0,0,-121.3,12.77,121.54,-3.96,0,0,0,0,Transformer
496,4014,4004,0.006,0.06,0.115,548,0,0,0,0,1,0,0,90.97,-12.28,-90.49,4.88,0,0,0,0,Line
497,4113,4004,0.00456,0.03255,0.05934,443,0,0,0,0,1,0,0,31.08,-5.04,-31.04,-0.93,0,0,0,0,Line
498,4022,4005,0.02734,0.11343,0.01925,149,0,0,0,0,1,0,0,4.89,-14.15,-4.84,12.35,0,0,0,0,Line
499,4114,4005,0.01989,0.11362,0.01707,221,0,0,0,0,1,0,0,38.32,-16.09,-38,16.15,0,0,0,0,Line
500,4006,4011,0.0269,0.11766,0.01792,149,0,0,0,0,1,0,0,29.99,-3.84,-29.76,2.96,0,0,0,0,Line
501,4006,4197,0.00624,0.04344,0.0071,221,0,0,0,0,1,0,0,-32.74,3.06,32.8,-3.37,0,0,0,0,Line
502,4007,4027,0.00348,0.02089,0.00284,221,0,0,0,0,1,0,0,-7.06,-34.27,7.1,34.22,0,0,0,0,Line
503,4007,4034,0.00873,0.03892,0.00571,149,0,0,0,0,1,0,0,-65.29,19.85,65.68,-18.68,0,0,0,0,Line
504,4007,4122,0.00469,0.02091,0.00307,221,0,0,0,0,1,0,0,-111.31,-37.61,111.93,40.08,0,0,0,0,Line
505,4008,6112,0.01363,0.07782,0.01169,98,0,0,0,0,1,0,0,4.34,-11.46,-4.32,10.39,0,0,0,0,Line
506,6155,4008,0.01482,0.06605,0.00968,149,0,0,0,0,1,0,0,-29.44,3.53,29.57,-3.91,0,0,0,0,Line
507,4008,6346,0.01174,0.05229,0.00767,149,0,0,0,0,1,0,0,-66.4,6.17,66.92,-4.61,0,0,0,0,Line
508,4010,4009,0.00242,0.06944,0,131,0,0,1,0,1,0,0,75.59,4.96,-75.46,-1.2,0,0,0,0,Transformer
509,4010,4009,0.00315,0.06944,0,131,0,0,1,0,1,0,0,75.61,4.16,-75.44,-0.41,0,0,0,0,Transformer
510,4152,4009,0.00542,0.03498,0.00667,221,0,0,0,0,1,0,0,-92.97,6.76,93.42,-4.55,0,0,0,0,Line
511,4152,4009,0.00542,0.03498,0.00667,221,0,0,0,0,1,0,0,-92.97,6.76,93.42,-4.55,0,0,0,0,Line
512,4165,4009,0.00315,0.02032,0.00388,221,0,0,0,0,1,0,0,17.98,-5.7,-17.97,5.36,0,0,0,0,Line
513,4165,4009,0.00315,0.02032,0.00388,221,0,0,0,0,1,0,0,17.98,-5.7,-17.97,5.36,0,0,0,0,Line
514,4011,4185,0.03112,0.13615,0.02073,149,0,0,0,0,1,0,0,13.71,-7.51,-13.64,5.61,0,0,0,0,Line
515,4034,4012,0.01625,0.09759,0.01324,221,0,0,0,0,1,0,0,-42.58,-8.19,42.87,8.58,0,0,0,0,Line
516,4012,4103,0.02485,0.14192,0.02133,221,0,0,0,0,1,0,0,59.97,-9.11,-59.11,11.74,0,0,0,0,Line
517,4012,4121,0.01296,0.07781,0.01056,98,0,0,0,0,1,0,0,-12.33,1.55,12.35,-2.56,0,0,0,0,Line
518,4012,4171,0.02502,0.11152,0.01635,221,0,0,0,0,1,0,0,-104.25,29.02,107.03,-18.39,0,0,0,0,Line
519,4013,4089,0.01437,0.09281,0.01771,250,0,0,0,0,1,0,0,-127.21,36.91,129.63,-23.07,0,0,0,0,Line
520,4107,4013,0.02623,0.06413,0.0084,98,0,0,0,0,1,0,0,-20.51,10.28,20.64,-10.83,0,0,0,0,Line
521,4013,4122,0.00312,0.01784,0.00268,98,0,0,0,0,1,0,0,14.22,-52.24,-14.13,52.46,0,0,0,0,Line
522,4015,4014,0.00058,0.03637,0,321,0,0,1,0,1,0,0,-74.39,10.15,74.42,-8.22,0,0,0,0,Transformer
523,4015,4014,0.00058,0.03637,0,321,0,0,1,0,1,0,0,-74.39,10.15,74.42,-8.22,0,0,0,0,Transformer
524,4014,4131,0.01669,0.11926,0.21744,443,0,0,0,0,1,0,0,-37.18,-7.9,37.4,-13.53,0,0,0,0,Line
525,4188,4015,0.03538,0.21243,0.02883,98,0,0,0,0,1,0,0,11.08,-3.05,-11.04,0.24,0,0,0,0,Line
526,4016,4023,0.01228,0.07374,0.01001,98,0,0,0,0,1,0,0,49.94,-9.51,-49.63,10.34,0,0,0,0,Line
527,4117,4016,0.01709,0.0709,0.01203,149,0,0,0,0,1,0,0,56.72,-6.75,-56.19,7.74,0,0,0,0,Line
528,4081,4017,0.00217,0.01515,0.00248,221,0,0,0,0,1,0,0,105.63,10.3,-105.39,-8.92,0,0,0,0,Line
529,4081,4017,0.00217,0.01515,0.00248,221,0,0,0,0,1,0,0,105.63,10.3,-105.39,-8.92,0,0,0,0,Line
530,4017,4087,0.00568,0.02531,0.00371,149,0,0,0,0,1,0,0,40.67,-56.55,-40.4,57.34,0,0,0,0,Line
531,4017,4123,0.00492,0.03426,0.0056,221,0,0,0,0,1,0,0,80.55,49.02,-80.13,-46.64,0,0,0,0,Line
532,4018,4037,0.01371,0.06107,0.00896,149,0,0,0,0,1,0,0,50.15,-32.92,-49.68,34.09,0,0,0,0,Line
533,4149,4018,0.01472,0.06561,0.00962,149,0,0,0,0,1,0,0,57.89,-29.18,-57.29,30.9,0,0,0,0,Line
534,4019,4067,0.00919,0.06276,0.01068,221,0,0,0,0,1,0,0,-76.54,11.35,77.09,-8.69,0,0,0,0,Line
535,4019,4067,0.00919,0.06276,0.01068,221,0,0,0,0,1,0,0,-76.54,11.35,77.09,-8.69,0,0,0,0,Line
536,4019,4121,0.02026,0.04952,0.00648,98,0,0,0,0,1,0,0,17.26,-61.19,-16.45,62.49,0,0,0,0,Line
537,4051,4020,0.01602,0.10945,0.01862,221,0,0,0,0,1,0,0,-63.38,17.52,64.08,-14.6,0,0,0,0,Line
538,4051,4020,0.01602,0.10945,0.01862,221,0,0,0,0,1,0,0,-63.38,17.52,64.08,-14.6,0,0,0,0,Line
539,4020,4123,0.00803,0.03577,0.00525,149,0,0,0,0,1,0,0,-23.5,-11.03,23.56,10.75,0,0,0,0,Line
540,4150,4020,0.00418,0.02912,0.00476,221,0,0,0,0,1,0,0,111.76,-0.23,-111.23,3.42,0,0,0,0,Line
541,4150,4020,0.00418,0.02912,0.00476,221,0,0,0,0,1,0,0,111.76,-0.23,-111.23,3.42,0,0,0,0,Line
542,4089,4021,0.01219,0.05329,0.00812,149,0,0,0,0,1,0,0,72.04,-13.91,-71.4,15.88,0,0,0,0,Line
543,4021,4167,0.00965,0.04299,0.0063,149,0,0,0,0,1,0,0,39.43,-24.94,-39.22,25.2,0,0,0,0,Line
544,4187,4022,0.02501,0.10376,0.01761,149,0,0,0,0,1,0,0,10.53,-14.08,-10.46,12.57,0,0,0,0,Line
545,6112,4023,0.04152,0.10149,0.01329,98,0,0,0,0,1,0,0,-43.71,12.5,44.57,-11.77,0,0,0,0,Line
546,4025,4024,0.0013,0.04477,0,260,0,0,1,0,1,0,0,-157.15,5.98,157.46,4.66,0,0,0,0,Transformer
547,4026,4024,0.00148,0.06658,0,500,0,0,1,0,1,0,0,204.7,21.17,-204.11,5.4,0,0,0,0,Transformer
548,4026,4024,0.00148,0.06658,0,500,0,0,1,0,1,0,0,204.7,21.17,-204.11,5.4,0,0,0,0,Transformer
549,4131,4024,0.00611,0.05974,0.11495,647,0,0,0,0,1,0,0,-243.6,50.46,247.2,-27.35,0,0,0,0,Line
550,6263,4024,0.00754,0.05386,0.0982,443,0,0,0,0,1,0,0,-3.53,-21.89,3.56,11.88,0,0,0,0,Line
551,4025,4117,0.00307,0.01981,0.00378,260,0,0,0,0,1,0,0,157.15,-5.98,-156.42,10.3,0,0,0,0,Line
552,4027,4088,0.00276,0.01883,0.0032,221,0,0,0,0,1,0,0,-36.11,-26.33,36.16,26.35,0,0,0,0,Line
553,4027,4088,0.00276,0.01883,0.0032,221,0,0,0,0,1,0,0,-36.11,-26.33,36.16,26.35,0,0,0,0,Line
554,4029,4028,0.00077,0.04468,0,148.8,0,0,1,0,1,0,0,-78.61,3.8,78.66,-1.12,0,0,0,0,Transformer
555,4029,4028,0.00077,0.04468,0,148.8,0,0,1,0,1,0,0,-78.61,3.8,78.66,-1.12,0,0,0,0,Transformer
556,4030,4028,0.00053,0.0395,0,230,0,0,1,0,1,0,0,155.28,-13.81,-155.15,23.22,0,0,0,0,Transformer
557,4030,4028,0.00053,0.0395,0,230,0,0,1,0,1,0,0,155.28,-13.81,-155.15,23.22,0,0,0,0,Transformer
558,4030,4028,0.00053,0.0395,0,250,0,0,1,0,1,0,0,155.28,-13.81,-155.15,23.22,0,0,0,0,Transformer
559,4028,7043,0.00286,0.02045,0.03728,443,0,0,0,0,1,0,0,-79.21,-13.14,79.39,10.54,0,0,0,0,Line
560,4028,7274,0.00028,0.00295,0.01006,750,0,0,0,0,1,0,0,193.67,-27.13,-193.57,27.18,0,0,0,0,Line
561,4028,7274,0.00028,0.00295,0.01006,750,0,0,0,0,1,0,0,193.67,-27.13,-193.57,27.18,0,0,0,0,Line
562,4029,6253,0.01201,0.0776,0.0148,221,0,0,0,0,1,0,0,139.94,-18.79,-137.63,32.19,0,0,0,0,Line
563,7275,4029,0.00321,0.01407,0.00214,149,0,0,0,0,1,0,0,-17.27,-11.35,17.28,11.18,0,0,0,0,Line
564,4031,4043,0.04121,0.18028,0.02746,149,0,0,0,0,1,0,0,2.19,3.17,-2.18,-5.99,0,0,0,0,Line
565,4147,4031,0.02053,0.0898,0.01368,149,0,0,0,0,1,0,0,4.94,2.53,-4.93,-3.94,0,0,0,0,Line
566,4051,4032,0.02109,0.05154,0.00675,98,0,0,0,0,1,0,0,18.56,2.04,-18.49,-2.53,0,0,0,0,Line
567,4141,4032,0.01931,0.08605,0.01262,149,0,0,0,0,1,0,0,74.04,27.15,-72.9,-23.37,0,0,0,0,Line
568,4033,4101,0.0036,0.016,0.003,150,0,0,0,0,1,0,0,-12.2,19.27,12.22,-19.5,0,0,0,0,Line
569,4033,4147,0.00984,0.06854,0.0112,221,0,0,0,0,1,0,0,-36.79,-23.25,36.96,23.34,0,0,0,0,Line
570,4033,4147,0.00984,0.06854,0.0112,221,0,0,0,0,1,0,0,-36.79,-23.25,36.96,23.34,0,0,0,0,Line
571,4033,4190,0.00397,0.01648,0.0028,149,0,0,0,0,1,0,0,-40.48,-8.54,40.54,8.53,0,0,0,0,Line
572,4034,4154,0.01506,0.10289,0.01751,221,0,0,0,0,1,0,0,-60.74,16.21,61.33,-14.03,0,0,0,0,Line
573,4064,4035,0.00506,0.02099,0.00356,149,0,0,0,0,1,0,0,68.61,21.87,-68.34,-21.13,0,0,0,0,Line
574,4035,4150,0.02431,0.05942,0.00778,98,0,0,0,0,1,0,0,-10.82,-1.29,10.85,0.6,0,0,0,0,Line
575,4132,4036,0.03455,0.15396,0.02258,149,0,0,0,0,1,0,0,49.41,6.64,-48.59,-5.32,0,0,0,0,Line
576,4036,4189,0.05901,0.14424,0.01889,98,0,0,0,0,1,0,0,13.52,-4.61,-13.41,3,0,0,0,0,Line
577,4037,4054,0.00975,0.05854,0.00794,98,0,0,0,0,1,0,0,-1.74,21.71,1.79,-22.27,0,0,0,0,Line
578,4099,4037,0.01617,0.07075,0.01077,149,0,0,0,0,1,0,0,-22.48,-29.67,22.7,29.5,0,0,0,0,Line
579,4054,4038,0.01093,0.06561,0.0089,98,0,0,0,0,1,0,0,-7.39,20.68,7.44,-21.27,0,0,0,0,Line
580,4038,4125,0.01635,0.09341,0.01404,98,0,0,0,0,1,0,0,-42.56,10.36,42.87,-9.99,0,0,0,0,Line
581,4038,4178,0.03181,0.07775,0.01018,98,0,0,0,0,1,0,0,-48.19,-12.69,48.96,13.54,0,0,0,0,Line
582,4040,4039,0.00078,0.02871,0,384,0,0,1,0,1,0,0,-225.77,49.5,226.17,-35.04,0,0,0,0,Transformer
583,4040,4039,0.00078,0.02871,0,384,0,0,1,0,1,0,0,-225.77,49.5,226.17,-35.04,0,0,0,0,Transformer
584,4073,4039,0.00022,0.00224,0.00764,750,0,0,0,0,1,0,0,-152.72,1.96,152.77,-2.25,0,0,0,0,Line
585,4073,4039,0.00022,0.00224,0.00764,750,0,0,0,0,1,0,0,-152.72,1.96,152.77,-2.25,0,0,0,0,Line
586,4039,4151,0.00765,0.07956,0.27111,750,0,0,0,0,1,0,0,-252.62,24.86,257.43,-3.31,0,0,0,0,Line
587,4039,4151,0.00765,0.07956,0.27111,750,0,0,0,0,1,0,0,-252.62,24.86,257.43,-3.31,0,0,0,0,Line
588,4039,4151,0.00765,0.07956,0.27111,750,0,0,0,0,1,0,0,-252.62,24.86,257.43,-3.31,0,0,0,0,Line
589,4074,4040,0.00148,0.00957,0.00183,250,0,0,0,0,1,0,0,158.49,-47.23,-158.11,49.52,0,0,0,0,Line
590,4074,4040,0.00148,0.00957,0.00183,250,0,0,0,0,1,0,0,158.49,-47.23,-158.11,49.52,0,0,0,0,Line
591,4074,4040,0.00148,0.00957,0.00183,250,0,0,0,0,1,0,0,158.49,-47.23,-158.11,49.52,0,0,0,0,Line
592,4079,4040,0.00457,0.03186,0.00521,300,0,0,0,0,1,0,0,-174.3,2.47,175.63,6.26,0,0,0,0,Line
593,4079,4040,0.00457,0.03186,0.00521,300,0,0,0,0,1,0,0,-174.3,2.47,175.63,6.26,0,0,0,0,Line
594,4079,4040,0.00457,0.03186,0.00521,300,0,0,0,0,1,0,0,-174.3,2.47,175.63,6.26,0,0,0,0,Line
595,4042,4041,0.00056,0.03546,0,442,0,0,1,0,1,0,0,-258.95,37.31,259.32,-14.06,0,0,0,0,Transformer
596,4042,4041,0.00056,0.03546,0,442,0,0,1,0,1,0,0,-258.95,37.31,259.32,-14.06,0,0,0,0,Transformer
597,4042,4041,0.00056,0.03546,0,442,0,0,1,0,1,0,0,-258.95,37.31,259.32,-14.06,0,0,0,0,Transformer
598,4073,4041,0.0019,0.01971,0.06717,820,0,0,0,0,1,0,0,391.79,1.08,-388.98,21.08,0,0,0,0,Line
599,4073,4041,0.0019,0.01971,0.06717,820,0,0,0,0,1,0,0,391.79,1.08,-388.98,21.08,0,0,0,0,Line
600,4088,4042,0.00312,0.02015,0.00384,250,0,0,0,0,1,0,0,-142.42,66.22,143.15,-61.93,0,0,0,0,Line
601,4088,4042,0.00312,0.02015,0.00384,250,0,0,0,0,1,0,0,-142.42,66.22,143.15,-61.93,0,0,0,0,Line
602,4107,4042,0.00298,0.01925,0.00367,221,0,0,0,0,1,0,0,-137.13,27.73,137.69,-24.51,0,0,0,0,Line
603,4107,4042,0.00298,0.01925,0.00367,221,0,0,0,0,1,0,0,-137.13,27.73,137.69,-24.51,0,0,0,0,Line
604,4043,4119,0.01218,0.05428,0.00796,149,0,0,0,0,1,0,0,-0.3,5.29,0.3,-6.09,0,0,0,0,Line
605,4045,4044,0.00353,0.16159,0,120,0,0,1,0,1,0,0,93.4,5.86,-93.1,7.74,0,0,0,0,Transformer
606,4046,4044,0.00669,0.2458,0,40,0,0,1,0,1,0,0,28.5,0.91,-28.45,1.01,0,0,0,0,Transformer
607,4047,4044,0.00557,0.09157,0,250,0,0,1,0,1,0,0,27.48,0.6,-27.44,0.06,0,0,0,0,Transformer
608,4044,4119,0.00264,0.01804,0.00307,221,0,0,0,0,1,0,0,124.56,5.83,-124.17,-3.44,0,0,0,0,Line
609,4185,4044,0.03117,0.13891,0.02037,149,0,0,0,0,1,0,0,-24.2,13.56,24.43,-14.65,0,0,0,0,Line
610,4048,4154,0.00408,0.02784,0.00474,221,0,0,0,0,1,0,0,87.96,-4.94,-87.65,6.57,0,0,0,0,Line
611,4048,4155,0.00335,0.02332,0.00381,221,0,0,0,0,1,0,0,-50.53,0.61,50.62,-0.42,0,0,0,0,Line
612,4048,4155,0.00335,0.02332,0.00381,221,0,0,0,0,1,0,0,-50.53,0.61,50.62,-0.42,0,0,0,0,Line
613,4050,4049,0.00389,0.07962,0,208,0,0,1,0,1,0,0,75,-14.4,-74.78,19,0,0,0,0,Transformer
614,4050,4049,0.00389,0.07962,0,208,0,0,1,0,1,0,0,75,-14.4,-74.78,19,0,0,0,0,Transformer
615,4086,4049,0.00927,0.04053,0.00617,238.4,0,0,0,0,1,0,0,-18.94,42.27,19.13,-42.08,0,0,0,0,Line
616,4049,4194,0.00379,0.02643,0.00432,221,0,0,0,0,1,0,0,65.21,2.04,-65.05,-1.39,0,0,0,0,Line
617,4049,4194,0.00379,0.02643,0.00432,221,0,0,0,0,1,0,0,65.21,2.04,-65.05,-1.39,0,0,0,0,Line
618,4052,4051,0.00406,0.16879,0,100,0,0,1,0,1,0,0,44.13,22.5,-44.04,-18.64,0,0,0,0,Transformer
619,4127,4051,0.01554,0.08876,0.01334,221,0,0,0,0,1,0,0,-61.95,47.56,62.85,-43.78,0,0,0,0,Line
620,4053,4152,0.0091,0.06213,0.01057,221,0,0,0,0,1,0,0,-61.68,1.76,62.01,-0.58,0,0,0,0,Line
621,4053,4152,0.0091,0.06213,0.01057,221,0,0,0,0,1,0,0,-61.68,1.76,62.01,-0.58,0,0,0,0,Line
622,4053,4191,0.02289,0.14783,0.0282,221,0,0,0,0,1,0,0,61.62,-1.77,-60.79,4.29,0,0,0,0,Line
623,4053,4191,0.02289,0.14783,0.0282,221,0,0,0,0,1,0,0,61.62,-1.77,-60.79,4.29,0,0,0,0,Line
624,4055,4078,0.00454,0.03104,0.00528,221,0,0,0,0,1,0,0,25.44,4.71,-25.41,-5.02,0,0,0,0,Line
625,4055,4078,0.00454,0.03104,0.00528,221,0,0,0,0,1,0,0,25.44,4.71,-25.41,-5.02,0,0,0,0,Line
626,4055,4109,0.01141,0.04991,0.0076,149,0,0,0,0,1,0,0,72.63,-9.39,-72.01,11.34,0,0,0,0,Line
627,4055,4145,0.0037,0.02577,0.00421,221,0,0,0,0,1,0,0,-70.64,-2.53,70.83,3.41,0,0,0,0,Line
628,4055,4145,0.0037,0.02577,0.00421,221,0,0,0,0,1,0,0,-70.64,-2.53,70.83,3.41,0,0,0,0,Line
629,4057,4056,0.0009,0.03263,0,500,0,0,1,0,1,0,0,-299.98,-26.93,300.79,56.18,0,0,0,0,Transformer
630,4058,4056,0.00136,0.05833,0,185,0,0,1,0,1,0,0,100.82,14.7,-100.69,-8.99,0,0,0,0,Transformer
631,4059,4056,0.00197,0.04935,0,185,0,0,1,0,1,0,0,85.3,15.12,-85.16,-11.63,0,0,0,0,Transformer
632,4060,4056,0.00213,0.08417,0,185,0,0,1,0,1,0,0,125.62,12.99,-125.3,-0.33,0,0,0,0,Transformer
633,4061,4056,0.00148,0.05744,0,259,0,0,1,0,1,0,0,150.33,16.74,-150.01,-4.35,0,0,0,0,Transformer
634,4062,4056,0.00287,0.0718,0,264,0,0,1,0,1,0,0,172.08,14.76,-171.27,5.43,0,0,0,0,Transformer
635,4063,4056,0.00077,0.05841,0,260,0,0,1,0,1,0,0,126.2,16.97,-126.09,-8.05,0,0,0,0,Transformer
636,4056,4158,0.00124,0.01287,0.04387,750,0,0,0,0,1,0,0,420.17,6.71,-418.07,10.5,0,0,0,0,Line
637,4056,4181,0.00117,0.01146,0.02204,647,0,0,0,0,1,0,0,37.56,-34.96,-37.53,32.94,0,0,0,0,Line
638,4108,4057,0.00271,0.01748,0.00334,221,0,0,0,0,1,0,0,-56.97,-6.51,57.06,6.74,0,0,0,0,Line
639,4108,4057,0.00271,0.01748,0.00334,221,0,0,0,0,1,0,0,-56.97,-6.51,57.06,6.74,0,0,0,0,Line
640,4057,4145,0.00563,0.03924,0.00641,221,0,0,0,0,1,0,0,92.93,6.72,-92.45,-4,0,0,0,0,Line
641,4057,4145,0.00563,0.03924,0.00641,221,0,0,0,0,1,0,0,92.93,6.72,-92.45,-4,0,0,0,0,Line
642,4065,4064,0.00915,0.19147,0,100,0,0,1,0,1,0,0,46.93,9.84,-46.73,-5.61,0,0,0,0,Transformer
643,4069,4064,0.00989,0.02376,0.00322,98,0,0,0,0,1,0,0,10.32,-1.72,-10.31,1.42,0,0,0,0,Line
644,4064,4099,0.00946,0.06459,0.01099,221,0,0,0,0,1,0,0,53.56,-14.71,-53.27,15.58,0,0,0,0,Line
645,4064,4099,0.00946,0.06459,0.01099,221,0,0,0,0,1,0,0,53.56,-14.71,-53.27,15.58,0,0,0,0,Line
646,4064,4104,0.00622,0.04017,0.00766,221,0,0,0,0,1,0,0,-63.75,4.62,64,-3.75,0,0,0,0,Line
647,4064,4104,0.00622,0.04017,0.00766,221,0,0,0,0,1,0,0,-63.75,4.62,64,-3.75,0,0,0,0,Line
648,4066,4068,0.013,0.05797,0.0085,149,0,0,0,0,1,0,0,-15.74,9.41,15.78,-10.12,0,0,0,0,Line
649,4066,4107,0.00316,0.02043,0.0039,221,0,0,0,0,1,0,0,-87.9,51.23,88.21,-49.64,0,0,0,0,Line
650,4066,4107,0.00316,0.02043,0.0039,221,0,0,0,0,1,0,0,-87.9,51.23,88.21,-49.64,0,0,0,0,Line
651,4111,4067,0.00346,0.02362,0.00402,300,0,0,0,0,1,0,0,-185.05,46.18,186.29,-38.12,0,0,0,0,Line
652,4194,4067,0.00473,0.03294,0.00539,300,0,0,0,0,1,0,0,167.95,5.09,-166.64,3.44,0,0,0,0,Line
653,4194,4067,0.00473,0.03294,0.00539,300,0,0,0,0,1,0,0,167.95,5.09,-166.64,3.44,0,0,0,0,Line
654,4194,4067,0.00473,0.03294,0.00539,300,0,0,0,0,1,0,0,167.95,5.09,-166.64,3.44,0,0,0,0,Line
655,4068,4103,0.00973,0.05555,0.00835,98,0,0,0,0,1,0,0,31.72,-12.19,-31.62,11.91,0,0,0,0,Line
656,4068,4186,0.01855,0.08268,0.01212,149,0,0,0,0,1,0,0,-75.49,14.37,76.53,-11.01,0,0,0,0,Line
657,4069,4072,0.00681,0.03892,0.00585,98,0,0,0,0,1,0,0,-14.56,0.51,14.58,-1.02,0,0,0,0,Line
658,4071,4070,0.00121,0.04292,0,353,0,0,1,0,1,0,0,-184.34,-26.38,184.76,41.33,0,0,0,0,Transformer
659,4071,4070,0.00121,0.04292,0,353,0,0,1,0,1,0,0,-184.34,-26.38,184.76,41.33,0,0,0,0,Transformer
660,4070,4183,0.002,0.02,0.07,443,0,0,0,0,1,0,0,-144.25,-19.83,144.66,16.68,0,0,0,0,Line
661,4070,4192,0.00137,0.01421,0.04843,750,0,0,0,0,1,0,0,-112.64,-31.41,112.82,28.27,0,0,0,0,Line
662,4070,4192,0.00137,0.01421,0.04843,750,0,0,0,0,1,0,0,-112.64,-31.41,112.82,28.27,0,0,0,0,Line
663,4106,4071,0.009,0.0401,0.00588,221,0,0,0,0,1,0,0,-86.47,29.76,87.23,-26.99,0,0,0,0,Line
664,4072,4156,0.00671,0.0278,0.00472,221,0,0,0,0,1,0,0,110.18,-25.84,-109.33,28.9,0,0,0,0,Line
665,4072,4168,0.00284,0.01981,0.00324,221,0,0,0,0,1,0,0,-88.23,6.1,88.46,-4.89,0,0,0,0,Line
666,4072,4168,0.00284,0.01981,0.00324,221,0,0,0,0,1,0,0,-88.23,6.1,88.46,-4.89,0,0,0,0,Line
667,4074,4073,0.00046,0.01717,0,397,0,0,1,0,1,0,0,-265.76,61.96,266.09,-49.85,0,0,0,0,Transformer
668,4074,4073,0.00046,0.01717,0,397,0,0,1,0,1,0,0,-265.76,61.96,266.09,-49.85,0,0,0,0,Transformer
669,4075,4073,0.0015,0.06318,0,220,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
670,4076,4073,0.0015,0.05994,0,220,0,0,1,0,1,0,0,176.07,22.29,-175.62,-4.49,0,0,0,0,Transformer
671,4077,4073,0.00135,0.06817,0,220,0,0,1,0,1,0,0,98.55,16.9,-98.43,-10.48,0,0,0,0,Transformer
672,4146,4073,0.006,0.06,0.115,548,0,0,0,0,1,0,0,163.47,-1.11,-161.95,4.26,0,0,0,0,Line
673,4073,4183,0.01015,0.07248,0.13214,750,0,0,0,0,1,0,0,-277.46,59.29,285.4,-16.32,0,0,0,0,Line
674,4192,4073,0.0062,0.06449,0.21975,820,0,0,0,0,1,0,0,302.3,-11.27,-296.86,45.06,0,0,0,0,Line
675,4155,4074,0.01013,0.05786,0.00869,221,0,0,0,0,1,0,0,-55.71,-16.78,56.05,17.78,0,0,0,0,Line
676,4120,4078,0.00325,0.01949,0.00265,250,0,0,0,0,1,0,0,29.24,12.73,-29.21,-12.79,0,0,0,0,Line
677,4078,4180,0.01569,0.08959,0.01346,98,0,0,0,0,1,0,0,-4.05,-0.98,4.05,-0.33,0,0,0,0,Line
678,4079,4157,0.00338,0.02308,0.00393,250,0,0,0,0,1,0,0,175.84,-27.96,-174.81,34.56,0,0,0,0,Line
679,4079,4157,0.00338,0.02308,0.00393,250,0,0,0,0,1,0,0,175.84,-27.96,-174.81,34.56,0,0,0,0,Line
680,4081,4080,0.00112,0.06024,0,171,0,0,1,0,1,0,0,-105.63,-10.3,105.75,16.8,0,0,0,0,Transformer
681,4081,4080,0.00112,0.06024,0,171,0,0,1,0,1,0,0,-105.63,-10.3,105.75,16.8,0,0,0,0,Transformer
682,4082,4080,0.00121,0.05053,0,342,0,0,1,0,1,0,0,243.04,26.69,-242.37,1.24,0,0,0,0,Transformer
683,4083,4080,0.00111,0.04655,0,342,0,0,1,0,1,0,0,243.04,27.21,-242.43,-1.47,0,0,0,0,Transformer
684,4084,4080,0.00039,0.02538,0,338,0,0,1,0,1,0,0,243.04,40.3,-242.82,-26.06,0,0,0,0,Transformer
685,4085,4080,0.00054,0.02176,0,500,0,0,1,0,1,0,0,171.03,41.93,-170.87,-35.69,0,0,0,0,Transformer
686,4140,4080,0.00421,0.04377,0.14917,750,0,0,0,0,1,0,0,-186.14,21.97,187.54,-23.27,0,0,0,0,Line
687,4080,4151,0.00484,0.05033,0.17151,750,0,0,0,0,1,0,0,206.87,-12.9,-204.92,14.99,0,0,0,0,Line
688,4080,4181,0.00409,0.03994,0.07686,647,0,0,0,0,1,0,0,-217.57,42.13,219.48,-31.66,0,0,0,0,Line
689,4183,4080,0.002,0.02,0.07,820,0,0,0,0,1,0,0,-505.25,19.31,510.16,22.43,0,0,0,0,Line
690,4086,4106,0.02192,0.09592,0.01461,149,0,0,0,0,1,0,0,-48.06,42.69,48.92,-40.4,0,0,0,0,Line
