GEN UID,bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin,type,fuel,cost_c1,cost_c2,ncost
1004_WIND_1,1004,158.25,-30.38,44.94,-30.38,1.01,253.2,1,211.0,63.3,0,0,0,0,0,0,0,0,0.0,0,211.0,0,0,0,0,WIND,wind,0.0,0.0,3
1006_WIND_1,1006,25.73,-4.94,7.31,-4.94,1.0,41.16,1,34.3,10.29,0,0,0,0,0,0,0,0,0.0,0,34.3,0,0,0,0,WIND,wind,0.0,0.0,3
1009_WIND_1,1009,61.87,-11.88,17.57,-11.88,1.0,99.0,1,82.5,24.75,0,0,0,0,0,0,0,0,0.0,0,82.5,0,0,0,0,WIND,wind,0.0,0.0,3
1011_PV_1,1011,9.99,0.0,0.0,0.0,1.0,12.0,1,10.0,3.0,0,0,0,0,0,0,0,0,0.0,0,10.0,0,0,0,0,PV,solar,0.0,0.0,3
1021_WIND_1,1021,149.63,-28.73,42.49,-28.73,1.0,239.4,1,199.5,59.85,0,0,0,0,0,0,0,0,0.0,0,199.5,0,0,0,0,WIND,wind,0.0,0.0,3
1023_WIND_1,1023,135.0,-1.36,38.34,-25.92,1.01,216.0,1,180.0,54.0,0,0,0,0,0,0,0,0,0.0,0,180.0,0,0,0,0,WIND,wind,0.0,0.0,3
1026_WIND_1,1026,93.15,-7.89,26.45,-17.88,1.0,149.04,1,124.2,37.26,0,0,0,0,0,0,0,0,0.0,0,124.2,0,0,0,0,WIND,wind,0.0,0.0,3
1033_WIND_1,1033,208.5,-40.03,59.21,-40.03,1.0,333.6,1,278.0,83.4,0,0,0,0,0,0,0,0,0.0,0,278.0,0,0,0,0,WIND,wind,0.0,0.0,3
1035_WIND_1,1035,67.5,-12.96,19.17,-12.96,1.0,108.0,1,90.0,27.0,0,0,0,0,0,0,0,0,0.0,0,90.0,0,0,0,0,WIND,wind,0.0,0.0,3
1039_WIND_1,1039,110.63,-21.24,31.42,-21.24,1.0,177.0,1,147.5,44.25,0,0,0,0,0,0,0,0,0.0,0,147.5,0,0,0,0,WIND,wind,0.0,0.0,3
1042_WIND_1,1042,0.0,0.0,25.96,-17.55,1.0,146.28,0,121.9,36.57,0,0,0,0,0,0,0,0,0.0,0,121.9,0,0,0,0,WIND,wind,0.0,0.0,3
1043_WIND_1,1043,44.1,-4.93,12.52,-8.47,1.0,70.56,1,58.8,17.64,0,0,0,0,0,0,0,0,0.0,0,58.8,0,0,0,0,WIND,wind,0.0,0.0,3
1048_CC_1,1048,0.0,0.0,165.53,-36.1,1.0,390.24,0,325.2,97.56,0,0,0,0,0,0,0,0,132.06,0,325.2,0,0,0,0,CC,ng,25.435052,0.002032,3
1049_CC_1,1049,0.0,0.0,165.53,-36.1,1.0,390.24,0,325.2,97.56,0,0,0,0,0,0,0,0,132.06,0,325.2,0,0,0,0,CC,ng,25.435052,0.002032,3
1050_CC_1,1050,89.27,-9.92,45.5,-9.92,1.0,107.28,1,89.4,26.82,0,0,0,0,0,0,0,0,44.7,0,89.4,0,0,0,0,CC,ng,23.829772000000002,0.002032,3
1051_CC_1,1051,89.27,-7.94,45.5,-9.92,1.0,107.28,1,89.4,26.82,0,0,0,0,0,0,0,0,44.7,0,89.4,0,0,0,0,CC,ng,23.829772000000002,0.002032,3
1052_CC_1,1052,89.27,-9.92,45.5,-9.92,1.0,107.28,1,89.4,26.82,0,0,0,0,0,0,0,0,44.7,0,89.4,0,0,0,0,CC,ng,23.829772000000002,0.002032,3
1053_CC_1,1053,0.0,0.0,91.01,-19.85,1.0,214.56,0,178.8,53.64,0,0,0,0,0,0,0,0,89.4,0,178.8,0,0,0,0,CC,ng,24.438356,0.002032,3
1057_WIND_1,1057,0.0,0.0,25.56,-17.28,1.0,144.0,0,120.0,36.0,0,0,0,0,0,0,0,0,0.0,0,120.0,0,0,0,0,WIND,wind,0.0,0.0,3
1059_CC_1,1059,0.0,0.0,2.85,-0.62,1.04,6.72,0,5.6,1.68,0,0,0,0,0,0,0,0,2.8,0,5.6,0,0,0,0,CC,ng,23.259287999999998,0.002032,3
1060_CC_1,1060,0.0,0.0,1.02,-0.22,1.04,2.4,0,2.0,0.6,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,CC,ng,23.234904,0.002032,3
1062_PV_1,1062,0.0,0.0,0.0,0.0,1.01,1.8,0,1.5,0.45,0,0,0,0,0,0,0,0,0.0,0,1.5,0,0,0,0,PV,solar,0.0,0.0,3
1063_PV_1,1063,0.0,0.0,0.0,0.0,1.01,276.0,0,230.0,69.0,0,0,0,0,0,0,0,0,0.0,0,230.0,0,0,0,0,PV,solar,0.0,0.0,3
1066_WIND_1,1066,106.88,-4.79,30.35,-20.52,1.0,171.0,1,142.5,42.75,0,0,0,0,0,0,0,0,0.0,0,142.5,0,0,0,0,WIND,wind,0.0,0.0,3
1070_WIND_1,1070,120.38,16.42,34.19,-23.11,1.04,192.6,1,160.5,48.15,0,0,0,0,0,0,0,0,0.0,0,160.5,0,0,0,0,WIND,wind,0.0,0.0,3
1072_CC_1,1072,191.85,10.71,97.8,-21.33,1.01,230.56,1,192.13,57.64,0,0,0,0,0,0,0,0,96.06,0,192.13,0,0,0,0,CC,ng,24.529287999999998,0.002032,3
1073_CC_1,1073,191.85,23.64,97.8,-21.33,1.01,230.56,1,192.13,57.64,0,0,0,0,0,0,0,0,96.06,0,192.13,0,0,0,0,CC,ng,24.529287999999998,0.002032,3
1074_CC_1,1074,191.85,18.7,97.8,-21.33,1.01,230.56,1,192.13,57.64,0,0,0,0,0,0,0,0,96.06,0,192.13,0,0,0,0,CC,ng,24.529287999999998,0.002032,3
1075_CC_1,1075,191.85,17.01,97.8,-21.33,1.01,230.56,1,192.13,57.64,0,0,0,0,0,0,0,0,96.06,0,192.13,0,0,0,0,CC,ng,24.529287999999998,0.002032,3
1076_CC_1,1076,0.0,0.0,97.8,-21.33,1.01,230.56,0,192.13,57.64,0,0,0,0,0,0,0,0,96.06,0,192.13,0,0,0,0,CC,ng,24.529287999999998,0.002032,3
1077_CC_1,1077,0.0,0.0,97.8,-21.33,1.01,230.56,0,192.13,57.64,0,0,0,0,0,0,0,0,96.06,0,192.13,0,0,0,0,CC,ng,24.529287999999998,0.002032,3
1078_CC_1,1078,95.36,9.08,48.61,-10.6,1.01,114.6,1,95.5,28.65,0,0,0,0,0,0,0,0,47.75,0,95.5,0,0,0,0,CC,ng,23.871427999999998,0.002032,3
1079_CC_1,1079,95.36,-10.6,48.61,-10.6,1.01,114.6,1,95.5,28.65,0,0,0,0,0,0,0,0,47.75,0,95.5,0,0,0,0,CC,ng,23.871427999999998,0.002032,3
1080_CC_1,1080,95.36,6.37,48.61,-10.6,1.01,114.6,1,95.5,28.65,0,0,0,0,0,0,0,0,47.75,0,95.5,0,0,0,0,CC,ng,23.871427999999998,0.002032,3
1081_CC_1,1081,0.0,0.0,145.83,-31.8,1.01,343.8,0,286.5,85.95,0,0,0,0,0,0,0,0,124.66,0,286.5,0,0,0,0,CC,ng,25.171400000000002,0.002032,3
1082_WIND_1,1082,112.5,-21.6,31.95,-21.6,1.0,180.0,1,150.0,45.0,0,0,0,0,0,0,0,0,0.0,0,150.0,0,0,0,0,WIND,wind,0.0,0.0,3
1084_WIND_1,1084,86.62,24.6,24.6,-16.63,1.04,138.6,1,115.5,34.65,0,0,0,0,0,0,0,0,0.0,0,115.5,0,0,0,0,WIND,wind,0.0,0.0,3
1088_WIND_1,1088,56.25,-8.13,15.97,-10.8,1.0,90.0,1,75.0,22.5,0,0,0,0,0,0,0,0,0.0,0,75.0,0,0,0,0,WIND,wind,0.0,0.0,3
1090_WIND_1,1090,114.37,9.6,32.48,-21.96,1.02,183.0,1,152.5,45.75,0,0,0,0,0,0,0,0,0.0,0,152.5,0,0,0,0,WIND,wind,0.0,0.0,3
1090_WIND_2,1090,27.0,7.67,7.67,-5.18,1.02,43.2,1,36.0,10.8,0,0,0,0,0,0,0,0,0.0,0,36.0,0,0,0,0,WIND,wind,0.0,0.0,3
2004_CC_1,2004,0.0,0.0,199.43,-43.49,1.02,470.16,0,391.8,117.54,0,0,0,0,0,0,0,0,139.54,0,391.8,0,0,0,0,CC,ng,37.5123921,0.0029444000000000002,3
2005_CC_1,2005,0.0,0.0,199.43,-43.49,1.02,470.16,0,391.8,117.54,0,0,0,0,0,0,0,0,139.54,0,391.8,0,0,0,0,CC,ng,37.5123921,0.0029444000000000002,3
2006_CC_1,2006,0.0,0.0,199.43,-43.49,1.02,470.16,0,391.8,117.54,0,0,0,0,0,0,0,0,139.54,0,391.8,0,0,0,0,CC,ng,37.5123921,0.0029444000000000002,3
2013_WIND_1,2013,150.45,-28.89,42.73,-28.89,1.0,240.72,1,200.6,60.18,0,0,0,0,0,0,0,0,0.0,0,200.6,0,0,0,0,WIND,wind,0.0,0.0,3
2019_WIND_1,2019,0.0,0.0,46.43,-31.39,1.04,261.6,0,218.0,65.4,0,0,0,0,0,0,0,0,0.0,0,218.0,0,0,0,0,WIND,wind,0.0,0.0,3
2023_CC_1,2023,83.21,3.63,42.42,-9.25,1.02,100.0,1,83.33,25.0,0,0,0,0,0,0,0,0,41.66,0,83.33,0,0,0,0,CC,ng,23.17986,0.00198,3
2024_CC_1,2024,166.42,6.12,84.83,-18.5,1.02,200.0,1,166.67,50.0,0,0,0,0,0,0,0,0,83.33,0,166.67,0,0,0,0,CC,ng,23.732775,0.00198,3
2042_WIND_1,2042,59.7,-11.46,16.95,-11.46,1.01,95.52,1,79.6,23.88,0,0,0,0,0,0,0,0,0.0,0,79.6,0,0,0,0,WIND,wind,0.0,0.0,3
2056_STEAM_1,2056,0.0,0.0,2.8,-0.73,0.99,7.2,0,6.0,1.8,0,0,0,0,0,0,0,0,2.4,0,6.0,0,0,0,0,STEAM,coal,20.378959799999997,0.0020336,3
2057_STEAM_1,2057,579.67,-79.15,335.52,-87.84,0.99,864.0,1,720.0,216.0,0,0,0,0,0,0,0,0,210.0,0,720.0,0,0,0,0,STEAM,coal,20.378959799999997,0.0020336,3
2059_WIND_1,2059,60.0,-11.52,17.04,-11.52,1.0,96.0,1,80.0,24.0,0,0,0,0,0,0,0,0,0.0,0,80.0,0,0,0,0,WIND,wind,0.0,0.0,3
2062_WIND_1,2062,101.55,-15.32,28.84,-19.5,1.02,162.48,1,135.4,40.62,0,0,0,0,0,0,0,0,0.0,0,135.4,0,0,0,0,WIND,wind,0.0,0.0,3
2071_WIND_1,2071,112.5,-5.4,31.95,-21.6,1.0,180.0,1,150.0,45.0,0,0,0,0,0,0,0,0,0.0,0,150.0,0,0,0,0,WIND,wind,0.0,0.0,3
2076_WIND_1,2076,22.5,6.39,6.39,-4.32,1.04,36.0,1,30.0,9.0,0,0,0,0,0,0,0,0,0.0,0,30.0,0,0,0,0,WIND,wind,0.0,0.0,3
2078_WIND_1,2078,84.38,-8.99,23.96,-16.2,1.02,135.0,1,112.5,33.75,0,0,0,0,0,0,0,0,0.0,0,112.5,0,0,0,0,WIND,wind,0.0,0.0,3
2083_CC_1,2083,19.97,7.32,10.18,-2.22,1.02,24.0,1,20.0,6.0,0,0,0,0,0,0,0,0,10.0,0,20.0,0,0,0,0,CC,ng,21.8768082,0.0019032,3
2084_CC_1,2084,0.0,0.0,10.18,-2.22,1.02,24.0,0,20.0,6.0,0,0,0,0,0,0,0,0,10.0,0,20.0,0,0,0,0,CC,ng,21.8768082,0.0019032,3
2085_CC_1,2085,0.0,0.0,20.36,-4.44,1.02,48.0,0,40.0,12.0,0,0,0,0,0,0,0,0,20.0,0,40.0,0,0,0,0,CC,ng,22.0043226,0.0019032,3
2089_WIND_1,2089,50.7,-1.65,14.4,-9.73,1.0,81.12,1,67.6,20.28,0,0,0,0,0,0,0,0,0.0,0,67.6,0,0,0,0,WIND,wind,0.0,0.0,3
2094_WIND_1,2094,0.0,0.0,2.13,-1.44,1.0,12.0,0,10.0,3.0,0,0,0,0,0,0,0,0,0.0,0,10.0,0,0,0,0,WIND,wind,0.0,0.0,3
2095_WIND_1,2095,0.0,0.0,16.93,-11.45,1.0,95.4,0,79.5,23.85,0,0,0,0,0,0,0,0,0.0,0,79.5,0,0,0,0,WIND,wind,0.0,0.0,3
2099_WIND_1,2099,7.5,-1.44,2.13,-1.44,1.02,12.0,1,10.0,3.0,0,0,0,0,0,0,0,0,0.0,0,10.0,0,0,0,0,WIND,wind,0.0,0.0,3
2100_WIND_1,2100,112.5,-21.6,31.95,-21.6,1.02,180.0,1,150.0,45.0,0,0,0,0,0,0,0,0,0.0,0,150.0,0,0,0,0,WIND,wind,0.0,0.0,3
2103_CC_1,2103,0.0,0.0,136.28,-29.72,1.0,321.28,0,267.73,80.32,0,0,0,0,0,0,0,0,120.26,0,267.73,0,0,0,0,CC,ng,36.2889939,0.0029444000000000002,3
2104_CC_1,2104,0.0,0.0,136.28,-29.72,1.0,321.28,0,267.73,80.32,0,0,0,0,0,0,0,0,120.26,0,267.73,0,0,0,0,CC,ng,36.2889939,0.0029444000000000002,3
2105_CC_1,2105,0.0,0.0,136.28,-29.72,1.0,321.28,0,267.73,80.32,0,0,0,0,0,0,0,0,120.26,0,267.73,0,0,0,0,CC,ng,36.2889939,0.0029444000000000002,3
2115_CC_1,2115,184.45,-20.5,94.02,-20.5,1.0,221.66,1,184.72,55.41,0,0,0,0,0,0,0,0,92.36,0,184.72,0,0,0,0,CC,ng,23.852565,0.00198,3
2116_CC_1,2116,184.45,-20.5,94.02,-20.5,1.0,221.66,1,184.72,55.41,0,0,0,0,0,0,0,0,92.36,0,184.72,0,0,0,0,CC,ng,23.852565,0.00198,3
2117_CC_1,2117,184.45,-20.5,94.02,-20.5,1.0,221.66,1,184.72,55.41,0,0,0,0,0,0,0,0,92.36,0,184.72,0,0,0,0,CC,ng,23.852565,0.00198,3
2118_CC_1,2118,184.45,-20.5,94.02,-20.5,1.0,221.66,1,184.72,55.41,0,0,0,0,0,0,0,0,92.36,0,184.72,0,0,0,0,CC,ng,23.852565,0.00198,3
2119_CC_1,2119,184.45,-20.5,94.02,-20.5,1.0,221.66,1,184.72,55.41,0,0,0,0,0,0,0,0,92.36,0,184.72,0,0,0,0,CC,ng,23.852565,0.00198,3
2120_CC_1,2120,184.45,-13.02,94.02,-20.5,1.01,221.66,1,184.72,55.41,0,0,0,0,0,0,0,0,92.36,0,184.72,0,0,0,0,CC,ng,23.852565,0.00198,3
2123_WIND_1,2123,136.28,-26.16,38.7,-26.16,1.0,218.04,1,181.7,54.51,0,0,0,0,0,0,0,0,0.0,0,181.7,0,0,0,0,WIND,wind,0.0,0.0,3
2127_WIND_1,2127,216.45,61.47,61.47,-41.56,1.04,346.32,1,288.6,86.58,0,0,0,0,0,0,0,0,0.0,0,288.6,0,0,0,0,WIND,wind,0.0,0.0,3
3004_WIND_1,3004,28.13,-5.4,7.99,-5.4,1.0,45.0,1,37.5,11.25,0,0,0,0,0,0,0,0,0.0,0,37.5,0,0,0,0,WIND,wind,0.0,0.0,3
3017_WIND_1,3017,127.13,-3.11,36.1,-24.41,1.01,203.4,1,169.5,50.85,0,0,0,0,0,0,0,0,0.0,0,169.5,0,0,0,0,WIND,wind,0.0,0.0,3
3020_WIND_1,3020,112.5,-0.04,31.95,-21.6,1.03,180.0,1,150.0,45.0,0,0,0,0,0,0,0,0,0.0,0,150.0,0,0,0,0,WIND,wind,0.0,0.0,3
3028_WIND_1,3028,150.0,30.9,42.6,-28.8,1.04,240.0,1,200.0,60.0,0,0,0,0,0,0,0,0,0.0,0,200.0,0,0,0,0,WIND,wind,0.0,0.0,3
