GEN UID,bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin,type,fuel,cost_c1,cost_c2,ncost
3034_WIND_1,3034,97.87,16.69,27.8,-18.79,1.03,156.6,1,130.5,39.15,0,0,0,0,0,0,0,0,0.0,0,130.5,0,0,0,0,WIND,wind,0.0,0.0,3
3039_WIND_1,3039,156.75,32.46,44.52,-30.1,1.04,250.8,1,209.0,62.7,0,0,0,0,0,0,0,0,0.0,0,209.0,0,0,0,0,WIND,wind,0.0,0.0,3
3043_CC_1,3043,0.0,0.0,0.66,-0.14,1.04,1.56,0,1.3,0.39,0,0,0,0,0,0,0,0,0.65,0,1.3,0,0,0,0,CC,ng,26.193571199999997,0.0022912,3
3044_CC_1,3044,0.0,0.0,45.5,-9.92,1.04,107.28,0,89.4,26.82,0,0,0,0,0,0,0,0,44.7,0,89.4,0,0,0,0,CC,ng,26.8694752,0.0022912,3
3045_CC_1,3045,0.0,0.0,227.52,-49.62,1.04,536.4,0,447.0,134.1,0,0,0,0,0,0,0,0,140.69,0,447.0,0,0,0,0,CC,ng,29.614332799999996,0.0022912,3
3048_WIND_1,3048,180.75,51.33,51.33,-34.7,1.04,289.2,1,241.0,72.3,0,0,0,0,0,0,0,0,0.0,0,241.0,0,0,0,0,WIND,wind,0.0,0.0,3
3055_WIND_1,3055,183.88,29.03,52.22,-35.3,1.04,294.2,1,245.17,73.55,0,0,0,0,0,0,0,0,0.0,0,245.17,0,0,0,0,WIND,wind,0.0,0.0,3
3056_WIND_1,3056,183.88,20.55,52.22,-35.3,1.04,294.2,1,245.17,73.55,0,0,0,0,0,0,0,0,0.0,0,245.17,0,0,0,0,WIND,wind,0.0,0.0,3
3057_WIND_1,3057,183.88,18.83,52.22,-35.3,1.04,294.2,1,245.17,73.55,0,0,0,0,0,0,0,0,0.0,0,245.17,0,0,0,0,WIND,wind,0.0,0.0,3
3060_WIND_1,3060,124.22,10.79,35.28,-23.85,1.04,198.75,1,165.63,49.69,0,0,0,0,0,0,0,0,0.0,0,165.63,0,0,0,0,WIND,wind,0.0,0.0,3
3061_WIND_1,3061,124.22,10.59,35.28,-23.85,1.04,198.75,1,165.63,49.69,0,0,0,0,0,0,0,0,0.0,0,165.63,0,0,0,0,WIND,wind,0.0,0.0,3
3062_WIND_1,3062,124.22,12.87,35.28,-23.85,1.04,198.75,1,165.63,49.69,0,0,0,0,0,0,0,0,0.0,0,165.63,0,0,0,0,WIND,wind,0.0,0.0,3
3063_WIND_1,3063,124.22,10.23,35.28,-23.85,1.04,198.75,1,165.63,49.69,0,0,0,0,0,0,0,0,0.0,0,165.63,0,0,0,0,WIND,wind,0.0,0.0,3
3065_WIND_1,3065,60.37,-11.59,17.15,-11.59,1.0,96.6,1,80.5,24.15,0,0,0,0,0,0,0,0,0.0,0,80.5,0,0,0,0,WIND,wind,0.0,0.0,3
3068_WIND_1,3068,112.5,22.42,31.95,-21.6,1.04,180.0,1,150.0,45.0,0,0,0,0,0,0,0,0,0.0,0,150.0,0,0,0,0,WIND,wind,0.0,0.0,3
3071_WIND_1,3071,127.65,-24.51,36.25,-24.51,1.0,204.24,1,170.2,51.06,0,0,0,0,0,0,0,0,0.0,0,170.2,0,0,0,0,WIND,wind,0.0,0.0,3
3074_WIND_1,3074,74.85,-7.15,21.26,-14.37,1.0,119.76,1,99.8,29.94,0,0,0,0,0,0,0,0,0.0,0,99.8,0,0,0,0,WIND,wind,0.0,0.0,3
3081_WIND_1,3081,186.75,25.43,53.04,-35.86,1.04,298.8,1,249.0,74.7,0,0,0,0,0,0,0,0,0.0,0,249.0,0,0,0,0,WIND,wind,0.0,0.0,3
3084_WIND_1,3084,174.37,-14.09,49.52,-33.48,1.0,279.0,1,232.5,69.75,0,0,0,0,0,0,0,0,0.0,0,232.5,0,0,0,0,WIND,wind,0.0,0.0,3
3086_WIND_1,3086,56.25,-2.4,15.97,-10.8,1.0,90.0,1,75.0,22.5,0,0,0,0,0,0,0,0,0.0,0,75.0,0,0,0,0,WIND,wind,0.0,0.0,3
3087_WIND_1,3087,0.0,0.0,15.97,-10.8,1.0,90.0,0,75.0,22.5,0,0,0,0,0,0,0,0,0.0,0,75.0,0,0,0,0,WIND,wind,0.0,0.0,3
3092_WIND_1,3092,150.0,18.47,42.6,-28.8,1.04,240.0,1,200.0,60.0,0,0,0,0,0,0,0,0,0.0,0,200.0,0,0,0,0,WIND,wind,0.0,0.0,3
3095_WIND_1,3095,90.45,17.28,25.69,-17.37,1.04,144.72,1,120.6,36.18,0,0,0,0,0,0,0,0,0.0,0,120.6,0,0,0,0,WIND,wind,0.0,0.0,3
3098_WIND_1,3098,120.0,16.96,34.08,-23.04,1.04,192.0,1,160.0,48.0,0,0,0,0,0,0,0,0,0.0,0,160.0,0,0,0,0,WIND,wind,0.0,0.0,3
3105_HYDRO_1,3105,44.5,-0.74,17.07,-0.74,1.0,18.0,1,44.5,0.0,0,0,0,0,0,0,0,0,0.0,0,15.0,0,0,0,0,HYDRO,hydro,0.0,0.0,3
3106_HYDRO_1,3106,53.02,-2.69,62.48,-2.69,1.0,65.88,1,18.5,0.0,0,0,0,0,0,0,0,0,0.0,0,54.9,0,0,0,0,HYDRO,hydro,0.0,0.0,3
3110_WIND_1,3110,63.0,11.52,17.89,-12.1,1.04,100.8,1,84.0,25.2,0,0,0,0,0,0,0,0,0.0,0,84.0,0,0,0,0,WIND,wind,0.0,0.0,3
3112_WIND_1,3112,56.1,-4.0,15.93,-10.77,1.0,89.76,1,74.8,22.44,0,0,0,0,0,0,0,0,0.0,0,74.8,0,0,0,0,WIND,wind,0.0,0.0,3
3113_WIND_1,3113,56.1,-3.31,15.93,-10.77,1.0,89.76,1,74.8,22.44,0,0,0,0,0,0,0,0,0.0,0,74.8,0,0,0,0,WIND,wind,0.0,0.0,3
3117_WIND_1,3117,47.25,-5.59,13.42,-9.07,1.0,75.6,1,63.0,18.9,0,0,0,0,0,0,0,0,0.0,0,63.0,0,0,0,0,WIND,wind,0.0,0.0,3
3118_WIND_1,3118,90.0,-9.26,25.56,-17.28,1.0,144.0,1,120.0,36.0,0,0,0,0,0,0,0,0,0.0,0,120.0,0,0,0,0,WIND,wind,0.0,0.0,3
3120_PV_1,3120,29.7,0.0,0.0,0.0,1.0,47.52,1,39.6,11.88,0,0,0,0,0,0,0,0,0.0,0,39.6,0,0,0,0,PV,solar,0.0,0.0,3
3122_WIND_1,3122,147.75,-14.42,41.96,-28.37,1.0,236.4,1,197.0,59.1,0,0,0,0,0,0,0,0,0.0,0,197.0,0,0,0,0,WIND,wind,0.0,0.0,3
3127_WIND_1,3127,101.25,-19.44,28.76,-19.44,1.0,162.0,1,135.0,40.5,0,0,0,0,0,0,0,0,0.0,0,135.0,0,0,0,0,WIND,wind,0.0,0.0,3
3129_WIND_1,3129,94.88,-18.22,26.94,-18.22,1.0,151.8,1,126.5,37.95,0,0,0,0,0,0,0,0,0.0,0,126.5,0,0,0,0,WIND,wind,0.0,0.0,3
3131_WIND_1,3131,85.5,6.75,24.28,-16.42,1.02,136.8,1,114.0,34.2,0,0,0,0,0,0,0,0,0.0,0,114.0,0,0,0,0,WIND,wind,0.0,0.0,3
3133_CC_1,3133,0.0,0.0,26.11,-5.69,1.04,61.56,0,51.3,15.39,0,0,0,0,0,0,0,0,25.65,0,51.3,0,0,0,0,CC,ng,26.5773472,0.0022912,3
3133_CC_2,3133,0.0,0.0,26.11,-5.69,1.04,61.56,0,51.3,15.39,0,0,0,0,0,0,0,0,25.65,0,51.3,0,0,0,0,CC,ng,26.5773472,0.0022912,3
3133_CC_3,3133,0.0,0.0,26.11,-5.69,1.04,61.56,0,51.3,15.39,0,0,0,0,0,0,0,0,25.65,0,51.3,0,0,0,0,CC,ng,26.5773472,0.0022912,3
3137_WIND_1,3137,75.9,21.56,21.56,-14.57,1.03,121.44,1,101.2,30.36,0,0,0,0,0,0,0,0,0.0,0,101.2,0,0,0,0,WIND,wind,0.0,0.0,3
3141_WIND_1,3141,68.62,-13.18,19.49,-13.18,1.0,109.8,1,91.5,27.45,0,0,0,0,0,0,0,0,0.0,0,91.5,0,0,0,0,WIND,wind,0.0,0.0,3
4010_WIND_1,4010,151.2,9.12,42.94,-29.03,1.03,241.92,1,201.6,60.48,0,0,0,0,0,0,0,0,0.0,0,201.6,0,0,0,0,WIND,wind,0.0,0.0,3
4026_STEAM_1,4026,409.4,42.35,191.06,-50.02,1.03,492.0,1,410.0,123.0,0,0,0,0,0,0,0,0,146.06,0,410.0,0,0,0,0,STEAM,coal,20.266723199999998,0.0020224,3
4030_STEAM_1,4030,465.83,-41.42,290.04,-75.93,1.01,746.88,1,622.4,186.72,0,0,0,0,0,0,0,0,194.19,0,622.4,0,0,0,0,STEAM,coal,20.266723199999998,0.0020224,3
4045_HYDRO_1,4045,93.4,5.86,35.86,-1.54,1.02,37.8,1,36.0,0.0,0,0,0,0,0,0,0,0,0.0,0,31.5,0,0,0,0,HYDRO,hydro,0.0,0.0,3
4046_HYDRO_1,4046,28.5,0.91,10.94,-0.47,1.02,11.52,1,9.6,0.0,0,0,0,0,0,0,0,0,0.0,0,9.6,0,0,0,0,HYDRO,hydro,0.0,0.0,3
4047_CC_1,4047,27.48,0.6,75.1,-3.23,1.02,79.2,1,195.7,0.0,0,0,0,0,0,0,0,0,97.85,0,66.0,0,0,0,0,CC,ng,23.838534000000003,0.0010899840000000002,3
4050_WIND_1,4050,150.0,-28.8,42.6,-28.8,1.0,240.0,1,200.0,60.0,0,0,0,0,0,0,0,0,0.0,0,200.0,0,0,0,0,WIND,wind,0.0,0.0,3
4052_CC_1,4052,44.13,22.5,22.5,-4.91,1.04,53.04,1,44.2,13.26,0,0,0,0,0,0,0,0,22.1,0,44.2,0,0,0,0,CC,ng,22.827872,0.001972,3
4058_CC_1,4058,100.82,14.7,73.3,-15.98,1.03,172.8,1,144.0,43.2,0,0,0,0,0,0,0,0,72.0,0,144.0,0,0,0,0,CC,ng,23.487012999999997,0.001972,3
4059_CC_1,4059,85.3,15.12,73.3,-15.98,1.03,172.8,1,144.0,43.2,0,0,0,0,0,0,0,0,72.0,0,144.0,0,0,0,0,CC,ng,23.487012999999997,0.001972,3
4060_CC_1,4060,125.62,12.99,73.3,-15.98,1.03,172.8,1,144.0,43.2,0,0,0,0,0,0,0,0,72.0,0,144.0,0,0,0,0,CC,ng,23.487012999999997,0.001972,3
4061_CC_1,4061,150.33,16.74,87.72,-19.13,1.03,206.8,1,172.33,51.7,0,0,0,0,0,0,0,0,86.17,0,172.33,0,0,0,0,CC,ng,23.674353,0.001972,3
4062_CC_1,4062,172.08,14.76,87.72,-19.13,1.03,206.8,1,172.33,51.7,0,0,0,0,0,0,0,0,86.17,0,172.33,0,0,0,0,CC,ng,23.674353,0.001972,3
4063_CC_1,4063,126.2,16.97,87.72,-19.13,1.03,206.8,1,172.33,51.7,0,0,0,0,0,0,0,0,86.17,0,172.33,0,0,0,0,CC,ng,23.674353,0.001972,3
4065_CC_1,4065,46.93,9.84,23.92,-5.22,1.02,56.4,1,47.0,14.1,0,0,0,0,0,0,0,0,23.5,0,47.0,0,0,0,0,CC,ng,22.846113,0.001972,3
4075_CC_1,4075,0.0,0.0,89.75,-19.57,1.03,211.6,0,176.33,52.9,0,0,0,0,0,0,0,0,88.17,0,176.33,0,0,0,0,CC,ng,39.68508700000001,0.0033020000000000007,3
4076_CC_1,4076,176.07,22.29,89.75,-19.57,1.03,211.6,1,176.33,52.9,0,0,0,0,0,0,0,0,88.17,0,176.33,0,0,0,0,CC,ng,39.68508700000001,0.0033020000000000007,3
4077_CC_1,4077,98.55,16.9,89.75,-19.57,1.03,211.6,1,176.33,52.9,0,0,0,0,0,0,0,0,88.17,0,176.33,0,0,0,0,CC,ng,39.68508700000001,0.0033020000000000007,3
