,bus_i,Latitude,Longitude
96,2006,33.628143,-96.367605
97,2007,33.615167,-95.900109
98,2008,34.857258,-100.512868
99,2009,33.973297,-98.721096
100,2010,33.899813,-99.773497
101,2011,35.238333,-101.310833
102,2012,35.238333,-101.310833
103,2013,35.238333,-101.310833
104,2014,34.447226,-100.809848
105,2015,33.471617,-97.445189
106,2016,33.627623,-96.767394
107,2017,35.4275,-101.253056
108,2018,35.4275,-101.253056
109,2019,35.4275,-101.253056
110,2020,33.943784,-98.523064
111,2021,33.6968,-95.5577
112,2022,33.6968,-95.5577
113,2023,33.6968,-95.5577
114,2024,33.6968,-95.5577
115,2025,33.864515,-98.491046
116,2026,35.830763,-100.765905
117,2027,33.482646,-95.320088
118,2028,34.004783,-98.388757
119,2029,34.457478,-101.287161
120,2030,33.708311,-96.240654
121,2031,33.710684,-100.384217
122,2032,33.857868,-95.649137
123,2033,33.44144,-96.179163
124,2034,33.830932,-96.839764
125,2035,33.431837,-99.853667
126,2036,33.894941,-98.54367
127,2037,33.615855,-97.310834
128,2038,33.55352,-96.282897
129,2039,33.455991,-97.751818
130,2040,33.663063,-94.997258
131,2041,35.386038,-101.578572
132,2042,35.386038,-101.578572
133,2043,33.737974,-96.839543
134,2044,33.743893,-96.936121
135,2045,33.969523,-98.509016
136,2046,33.800717,-96.725989
137,2047,33.623645,-96.427874
138,2048,33.774479,-100.990114
139,2049,34.131688,-99.106624
140,2050,33.40225,-95.483203
141,2051,33.75849,-98.202251
142,2052,34.90076,-100.994549
143,2053,33.520572,-97.95612
144,2054,33.9133,-98.4931
145,2055,33.9133,-98.4931
146,2056,33.9133,-98.4931
147,2057,33.9133,-98.4931
148,2058,35.4789,-101.2439
149,2059,35.4789,-101.2439
150,2060,33.576823,-95.809701
151,2061,34.29,-99.364722
152,2062,34.29,-99.364722
153,2063,33.770785,-96.604061
154,2064,33.745236,-95.744327
155,2065,33.661583,-97.17635
156,2066,33.183064,-100.245133
157,2067,33.799085,-98.50984
158,2068,33.512628,-98.457627
159,2069,33.450768,-96.742245
160,2070,33.493056,-98.581944
161,2071,33.493056,-98.581944
162,2072,33.537706,-96.906575
163,2073,32.969722,-100.524167
164,2074,32.969722,-100.524167
165,2075,32.969722,-100.524167
166,2076,32.969722,-100.524167
167,2077,33.733006,-97.428406
168,2078,33.733006,-97.428406
169,2079,33.994322,-100.287247
170,2080,33.793074,-97.963802
171,2081,33.615539,-96.072156
172,2082,33.8625,-98.5894
173,2083,33.8625,-98.5894
174,2084,33.8625,-98.5894
175,2085,33.8625,-98.5894
176,2086,33.626904,-97.687873
177,2087,33.341053,-100.714732
178,2088,33.495278,-98.5
179,2089,33.495278,-98.5
180,2090,33.498221,-94.890845
181,2091,33.621145,-99.243765
182,2092,33.727126,-96.470794
183,2093,35.3503,-101.54
184,2094,35.3503,-101.54
185,2095,35.3503,-101.54
186,2096,33.661111,-101.39
187,2097,33.661111,-101.39
188,2098,33.661111,-101.39
189,2099,33.661111,-101.39
190,2100,33.661111,-101.39
191,2101,33.582573,-96.617893
192,2102,33.582573,-96.617893
193,2103,33.582573,-96.617893
194,2104,33.582573,-96.617893
195,2105,33.582573,-96.617893
196,2106,33.494577,-96.396115
197,2107,33.604131,-96.550405
198,2108,33.322836,-99.642126
199,2109,34.103273,-98.622467
200,2110,33.682081,-97.382855
201,2111,33.527396,-98.884782
202,2112,34.008308,-98.25932
203,2113,33.6308,-95.59
204,2114,33.6308,-95.59
205,2115,33.6308,-95.59
206,2116,33.6308,-95.59
207,2117,33.6308,-95.59
208,2118,33.6308,-95.59
209,2119,33.6308,-95.59
210,2120,33.6308,-95.59
211,2121,33.801868,-95.151966
212,2122,33.778716,-95.996823
213,2123,35.442778,-101.372778
214,2124,33.43566,-96.549913
215,2125,33.464643,-96.892724
216,2126,33.458028,-97.128552
217,2127,35.653889,-100.538611
218,2128,35.653889,-100.538611
219,2129,33.439125,-96.311485
220,2130,33.122685,-99.650389
221,2131,33.122685,-99.650389
222,2132,33.122685,-99.650389
223,2133,33.741367,-97.535329
224,3001,30.036701,-99.163039
225,3002,30.036701,-99.163039
226,3003,32.3606,-100.3389
227,3004,32.3606,-100.3389
228,3005,29.64447,-99.682471
229,3006,32.857004,-100.124032
230,3007,32.473621,-100.032723
231,3008,31.736902,-99.567791
232,3009,30.441414,-100.56062
233,3010,29.6747,-100.078588
234,3011,30.653746,-98.918266
235,3012,30.437069,-98.708714
236,3013,32.335677,-99.667488
237,3014,30.672818,-98.442748
238,3015,32.415212,-100.573539
239,3016,32.1981,-100.2686
240,3017,32.1981,-100.2686
241,3018,31.085435,-100.67882
242,3019,31.085435,-100.67882
243,3020,31.085435,-100.67882
244,3021,32.868619,-99.694492
245,3022,32.314505,-100.918356
246,3023,32.940911,-99.850964
247,3024,30.883539,-100.595464
248,3025,31.157093,-98.763991
249,3026,32.6256,-99.4928
250,3027,32.6256,-99.4928
251,3028,32.6256,-99.4928
252,3029,31.257224,-98.376742
253,3030,31.50972,-100.322075
254,3031,32.274081,-99.826041
255,3032,32.333551,-99.927724
256,3033,32.7204,-100.9952
257,3034,32.7204,-100.9952
258,3035,30.93982,-99.079893
259,3036,31.517913,-99.135467
260,3037,32.4694,-100.6664
261,3038,32.4694,-100.6664
262,3039,32.4694,-100.6664
263,3040,31.738576,-99.934162
264,3041,32.05,-100.6917
265,3042,32.05,-100.6917
266,3043,32.05,-100.6917
267,3044,32.05,-100.6917
268,3045,32.05,-100.6917
269,3046,32.3122,-100.5303
270,3047,32.3122,-100.5303
271,3048,32.3122,-100.5303
272,3049,32.747863,-99.905394
273,3050,29.83722,-101.212436
274,3051,29.83722,-101.212436
275,3052,30.095115,-99.628211
276,3053,32.214024,-100.05712
277,3054,32.214024,-100.05712
278,3055,32.214024,-100.05712
279,3056,32.214024,-100.05712
280,3057,32.214024,-100.05712
281,3058,31.9261,-100.9281
282,3059,31.9261,-100.9281
283,3060,31.9261,-100.9281
284,3061,31.9261,-100.9281
285,3062,31.9261,-100.9281
286,3063,31.9261,-100.9281
287,3064,32.236944,-100.4833
288,3065,32.236944,-100.4833
289,3066,31.176951,-99.616412
290,3067,32.4301,-100.235652
291,3068,32.4301,-100.235652
292,3069,32.120249,-99.753027
293,3070,32.2878,-100.1
294,3071,32.2878,-100.1
295,3072,31.592013,-100.192616
296,3073,29.234722,-100.209167
297,3074,29.234722,-100.209167
298,3075,30.843122,-99.570053
299,3076,29.395621,-100.439985
300,3077,32.362783,-99.817314
301,3078,32.5886,-100.6728
302,3079,32.5886,-100.6728
303,3080,32.5886,-100.6728
304,3081,32.5886,-100.6728
305,3082,32.318221,-100.176986
306,3083,32.318221,-100.176986
307,3084,32.318221,-100.176986
308,3085,32.4375,-100.7444
309,3086,32.4375,-100.7444
310,3087,32.4375,-100.7444
311,3088,32.5144,-99.6564
312,3089,32.5144,-99.6564
313,3090,32.5144,-99.6564
314,3091,32.5144,-99.6564
315,3092,32.5144,-99.6564
316,3093,29.988092,-100.286076
317,3094,32.311556,-100.061589
318,3095,32.311556,-100.061589
319,3096,32.94793,-101.147784
320,3097,32.94793,-101.147784
321,3098,32.94793,-101.147784
322,3099,32.415823,-99.90623
323,3100,32.630473,-99.830642
324,3101,30.936768,-98.467066
325,3102,32.576489,-99.665323
326,3103,32.291861,-100.210748
327,3104,30.731599,-98.385422
328,3105,30.731599,-98.385422
329,3106,30.731599,-98.385422
330,3107,30.159136,-99.345011
331,3108,31.088158,-98.01069
332,3109,32.92544,-101.219397
333,3110,32.92544,-101.219397
334,3111,31.951944,-100.791389
335,3112,31.951944,-100.791389
336,3113,31.951944,-100.791389
337,3114,31.268843,-100.563525
338,3115,32.891818,-100.498206
339,3116,32.739294,-100.738949
340,3117,32.739294,-100.738949
341,3118,32.739294,-100.738949
342,3119,29.328889,-100.383889
343,3120,29.328889,-100.383889
344,3121,32.4969,-100.5797
345,3122,32.4969,-100.5797
346,3123,29.151012,-100.01587
347,3124,30.280938,-98.876683
348,3125,32.462235,-99.715894
349,3126,29.303817,-99.630829
350,3127,32.290833,-100.4219
351,3128,32.404869,-100.711396
352,3129,32.3983,-100.6481
353,3130,31.802748,-101.055625
354,3131,32.303889,-100.021667
355,3132,31.222764,-99.896212
356,3133,32.747058,-100.954661
357,3134,32.747058,-100.954661
358,3135,32.747058,-100.954661
359,3136,32.747058,-100.954661
360,3137,32.4081,-100.1286
361,3138,30.897544,-100.107479
362,3139,31.858516,-100.165338
363,3140,32.052075,-99.69465
364,3141,32.3472,-100.3703
365,3142,31.289523,-100.15267
366,3143,31.515316,-99.380601
367,3144,31.411505,-99.682323
368,3145,32.664859,-100.212875
369,3146,30.45867,-100.06915
370,3147,31.102377,-98.25934
371,4002,29.358523,-100.777486
372,4003,26.450369,-98.276935
373,4004,27.833509,-99.685482
374,4005,27.833509,-99.685482
375,4006,27.36513,-98.996708
376,4007,26.215816,-98.239592
377,4008,29.079849,-98.642309
378,4009,27.0702,-97.5077
379,4010,27.0702,-97.5077
380,4011,27.100448,-98.789966
381,4012,26.083177,-97.96214
382,4013,26.280689,-98.183295
383,4014,28.476396,-100.276888
384,4015,28.476396,-100.276888
385,4016,28.790915,-98.717634
386,4017,27.627121,-97.269242
387,4018,28.187086,-97.382251
388,4019,26.148831,-97.831112
389,4020,27.65787,-97.479816
390,4021,26.374541,-97.98028
391,4022,28.041684,-99.399193
392,4023,28.941736,-98.851298
393,4024,28.7044,-98.4775
394,4025,28.7044,-98.4775
395,4026,28.7044,-98.4775
396,4027,26.162344,-98.2487
397,4028,28.7128,-97.214167
398,4029,28.7128,-97.214167
399,4030,28.7128,-97.214167
400,4031,27.128233,-99.33083
401,4032,27.444204,-97.865597
402,4033,27.513811,-99.502143
403,4034,26.111189,-98.241746
404,4035,27.838247,-97.596306
405,4036,28.888748,-99.562652
406,4037,28.121597,-97.553013
407,4038,28.407712,-97.71062
408,4039,26.228735,-98.376166
409,4040,26.228735,-98.376166
410,4041,26.144539,-98.121312
411,4042,26.144539,-98.121312
412,4043,26.678196,-99.103088
413,4044,26.5575,-99.1642
414,4045,26.5575,-99.1642
415,4046,26.5575,-99.1642
416,4047,26.5575,-99.1642
417,4048,26.242813,-98.494493
418,4049,26.33072,-97.5857
419,4050,26.33072,-97.5857
420,4051,27.5697,-97.8228
421,4052,27.5697,-97.8228
422,4053,26.911014,-97.773774
423,4054,28.246189,-97.650894
424,4055,27.819419,-97.392456
425,4056,27.88929,-97.258417
426,4057,27.88929,-97.258417
427,4058,27.88929,-97.258417
428,4059,27.88929,-97.258417
429,4060,27.88929,-97.258417
430,4061,27.88929,-97.258417
431,4062,27.88929,-97.258417
432,4063,27.88929,-97.258417
433,4064,27.8322,-97.5281
434,4065,27.8322,-97.5281
435,4066,26.158622,-97.989155
436,4067,26.255523,-97.667502
437,4068,26.307831,-98.039361
438,4069,27.771237,-97.518791
439,4070,25.943923,-97.317944
440,4071,25.943923,-97.317944
441,4072,27.768021,-97.399135
442,4073,26.208,-98.3992
443,4074,26.208,-98.3992
444,4075,26.208,-98.3992
445,4076,26.208,-98.3992
446,4077,26.208,-98.3992
447,4078,27.729894,-97.385247
448,4079,26.318913,-98.370054
449,4080,27.6064,-97.3117
450,4081,27.6064,-97.3117
451,4082,27.6064,-97.3117
452,4083,27.6064,-97.3117
453,4084,27.6064,-97.3117
454,4085,27.6064,-97.3117
455,4086,26.261363,-97.489015
456,4087,27.695151,-97.269443
457,4088,26.149684,-98.189714
458,4089,26.269683,-97.867012
459,4090,26.269683,-97.867012
460,4091,26.269683,-97.867012
461,4092,26.269683,-97.867012
462,4093,26.269683,-97.867012
463,4094,26.269683,-97.867012
464,4095,26.269683,-97.867012
465,4096,26.269683,-97.867012
466,4097,26.269683,-97.867012
467,4098,26.269683,-97.867012
468,4099,27.962924,-97.679027
469,4100,27.77425,-97.438774
470,4101,27.556989,-99.267161
471,4102,26.02176,-97.526109
472,4103,26.451477,-98.092002
473,4104,27.9386,-97.4586
474,4105,27.9386,-97.4586
475,4106,26.051625,-97.312767
476,4107,26.1619,-98.058657
477,4108,27.867937,-97.202971
478,4109,27.683277,-97.406289
479,4110,26.235,-97.271778
480,4111,26.252832,-97.743596
481,4112,27.139147,-97.90137
482,4113,27.5667,-99.5089
483,4114,27.5667,-99.5089
484,4115,27.5667,-99.5089
485,4116,27.5667,-99.5089
486,4117,28.764536,-98.48596
487,4118,28.257475,-98.143051
488,4119,26.53255,-99.112986
489,4120,27.752006,-97.436501
490,4121,26.052713,-97.740451
491,4122,26.271965,-98.23657
492,4123,27.662514,-97.371365
493,4124,26.880517,-98.216213
494,4125,28.5409,-97.957001
495,4126,25.988942,-97.443582
496,4127,27.65992,-98.07572
497,4128,26.582929,-98.521632
498,4129,27.634419,-98.496692
499,4130,27.835918,-98.62897
500,4131,28.9275,-99.0919
501,4132,28.9275,-99.0919
502,4133,28.9275,-99.0919
503,4134,28.9275,-99.0919
504,4135,28.9275,-99.0919
505,4136,28.9275,-99.0919
506,4137,28.9275,-99.0919
507,4138,28.9275,-99.0919
508,4139,28.093161,-97.962915
509,4140,27.223056,-97.789167
510,4141,27.223056,-97.789167
511,4142,27.223056,-97.789167
512,4143,28.703396,-99.191188
513,4144,27.986244,-98.060187
514,4145,27.892132,-97.384238
515,4146,27.373543,-99.350596
516,4147,27.373543,-99.350596
517,4148,28.310347,-98.573186
518,4149,28.120701,-97.19689
519,4150,27.73963,-97.46682
520,4151,27.0011,-97.5994
521,4152,27.0011,-97.5994
522,4153,27.0011,-97.5994
523,4154,26.321607,-98.476164
524,4155,26.253727,-98.567191
525,4156,27.703573,-97.345045
526,4157,26.296434,-98.299977
527,4158,27.8139,-97.4283
528,4159,27.8139,-97.4283
529,4160,27.8139,-97.4283
530,4161,27.8139,-97.4283
531,4162,27.8139,-97.4283
532,4163,27.8139,-97.4283
533,4164,26.274827,-98.654824
534,4165,27.1197,-97.5499
535,4166,27.1197,-97.5499
536,4167,26.477435,-97.921496
537,4168,27.810698,-97.440395
538,4169,28.103247,-97.808031
539,4170,27.873028,-97.092196
540,4171,26.106086,-97.629292
541,4172,28.935779,-98.428996
542,4173,28.291147,-96.899059
543,4174,29.203679,-98.776694
544,4175,27.751747,-99.126085
545,4176,27.576111,-98.905278
546,4177,27.576111,-98.905278
547,4178,28.568278,-97.579237
548,4179,27.849558,-98.385775
549,4180,27.777437,-97.114983
550,4181,27.9958,-97.2967
551,4182,27.9958,-97.2967
552,4183,26.475278,-97.691111
553,4184,26.475278,-97.691111
554,4185,26.930929,-99.162765
555,4186,26.345257,-97.794892
556,4187,28.293173,-99.214344
557,4188,28.951173,-100.593386
558,4189,28.524903,-99.50848
559,4190,27.545404,-99.461989
560,4191,26.569308,-97.442331
561,4192,25.9131,-97.5214
562,4193,25.9131,-97.5214
563,4194,26.34892,-97.6668
564,4195,27.488056,-99.005278
565,4196,27.488056,-99.005278
566,4197,27.488056,-99.005278
567,5003,32.911702,-96.674838
568,5004,32.158265,-96.329632
569,5005,32.527015,-98.008849
570,5006,32.969699,-96.797334
571,5007,33.231569,-97.109882
572,5008,32.790131,-99.24184
573,5009,32.864887,-96.790359
574,5010,33.031561,-96.673164
575,5011,31.299588,-96.608952
576,5012,33.220974,-97.146038
577,5013,31.842565,-98.805134
578,5014,33.276319,-97.514178
579,5015,32.928037,-97.283914
580,5016,32.928037,-97.283914
581,5017,33.198704,-97.311628
582,5018,33.06797,-98.337652
583,5019,33.06797,-98.337652
584,5020,33.06797,-98.337652
585,5021,32.7206,-97.5142
586,5022,32.7206,-97.5142
587,5023,32.7206,-97.5142
588,5024,31.417256,-97.755604
589,5025,32.276663,-97.508356
590,5026,32.639029,-97.335106
591,5027,32.667305,-97.416615
592,5028,32.823978,-97.048681
593,5029,31.195905,-97.265253
594,5030,32.853068,-97.6966
595,5031,33.151747,-96.483157
596,5032,32.746823,-96.802681
597,5033,32.648611,-96.644444
598,5034,32.648611,-96.644444
599,5035,32.648611,-96.644444
600,5036,32.648611,-96.644444
601,5037,32.648611,-96.644444
602,5038,32.648611,-96.644444
603,5039,32.648611,-96.644444
604,5040,32.648611,-96.644444
605,5041,32.648611,-96.644444
606,5042,32.648611,-96.644444
607,5043,32.945503,-96.375325
608,5044,33.041942,-97.597083
609,5045,32.282235,-98.196717
610,5046,32.282235,-98.196717
611,5047,32.503973,-97.188374
612,5048,32.503973,-97.188374
613,5049,33.1707,-96.1264
614,5050,33.1707,-96.1264
615,5051,33.1707,-96.1264
616,5052,33.1707,-96.1264
617,5053,33.090085,-96.740008
618,5054,31.503056,-96.520013
619,5055,33.1344,-98.6117
620,5056,33.1344,-98.6117
621,5057,33.1344,-98.6117
622,5058,33.1344,-98.6117
623,5059,32.277759,-96.105332
624,5060,32.277759,-96.105332
625,5061,32.277759,-96.105332
626,5062,32.277759,-96.105332
627,5063,32.775093,-97.14209
628,5064,32.775093,-97.14209
629,5065,32.775093,-97.14209
630,5066,32.775093,-97.14209
631,5067,32.775093,-97.14209
632,5068,32.775093,-97.14209
633,5069,32.775093,-97.14209
634,5070,32.781246,-96.878831
635,5071,31.576824,-97.127249
636,5072,32.997373,-96.788213
637,5073,31.706204,-99.151374
638,5074,33.241902,-96.807989
639,5075,31.553908,-98.049081
640,5076,32.738471,-96.169166
641,5077,32.738471,-96.169166
642,5078,33.273449,-96.990119
643,5079,31.513756,-97.152983
644,5080,31.268644,-97.202495
645,5081,31.143642,-97.761047
646,5082,32.692105,-97.086517
647,5083,33.172033,-96.69627
648,5084,33.172033,-96.69627
649,5085,32.665618,-96.873056
650,5086,32.719328,-97.155028
651,5087,32.137513,-96.99247
652,5088,31.8694,-97.3667
653,5089,31.8694,-97.3667
654,5090,32.831279,-96.771191
655,5091,32.038687,-96.807932
656,5092,32.280923,-97.16076
657,5093,32.986624,-97.377255
658,5094,32.211123,-96.752827
659,5095,33.110351,-97.005469
660,5096,33.021793,-96.615482
661,5097,32.814107,-97.091323
662,5098,32.581858,-97.420575
663,5099,33.03489,-97.124906
664,5100,32.770635,-96.746362
665,5101,31.891101,-98.614553
666,5102,32.976063,-96.74208
667,5103,32.976063,-96.74208
668,5104,32.620058,-97.274934
669,5105,32.9192,-96.9894
670,5106,32.9192,-96.9894
671,5107,32.9192,-96.9894
672,5108,32.636077,-96.964622
673,5109,32.562744,-96.752161
674,5110,32.764096,-98.276879
675,5111,32.960047,-96.838522
676,5112,32.001481,-97.8826
677,5113,33.278823,-97.302309
678,5114,32.568801,-96.255103
679,5115,33.066284,-96.222134
680,5116,33.034225,-96.811607
681,5117,32.691147,-97.262625
682,5118,32.341152,-99.198272
683,5119,33.014983,-98.053654
684,5120,31.748303,-99.032891
685,5121,31.748303,-99.032891
686,5122,32.841987,-96.702574
687,5123,31.202394,-96.814239
688,5124,31.202394,-96.814239
689,5125,32.784952,-97.100052
690,5126,32.912633,-96.736637
691,5127,31.769003,-97.804426
692,5128,32.753141,-96.839613
693,5129,31.627357,-98.546717
694,5130,33.021268,-96.741558
695,5131,31.051688,-97.499909
696,5132,31.051688,-97.499909
697,5133,32.362649,-97.924354
698,5134,32.804272,-98.892466
699,5135,32.495875,-98.66402
700,5136,33.462218,-95.757461
701,5137,31.475671,-97.083854
702,5138,31.475671,-97.083854
703,5139,32.923189,-96.891721
704,5140,31.486416,-97.706884
705,5141,33.321734,-96.378479
706,5142,31.285086,-97.390061
707,5143,32.775915,-97.180963
708,5144,31.627123,-97.215893
709,5145,32.72944,-96.996462
710,5146,32.938077,-96.556367
711,5147,33.075422,-96.802686
712,5148,32.874833,-96.996735
713,5149,32.878497,-96.707819
714,5150,33.276426,-98.382374
715,5151,31.988989,-97.52976
716,5152,32.969008,-96.580883
717,5153,33.098727,-97.723422
718,5154,32.108512,-97.395815
719,5155,32.759373,-98.666449
720,5156,31.931233,-98.927404
721,5157,32.599427,-96.864075
722,5158,32.771707,-96.616717
723,5159,31.082267,-96.953514
724,5160,33.208811,-97.055133
725,5161,32.824924,-96.679438
726,5162,31.661047,-96.955129
727,5163,31.075955,-97.604369
728,5164,33.1975,-97.1061
729,5165,33.1975,-97.1061
730,5166,33.1975,-97.1061
731,5167,33.1975,-97.1061
732,5168,32.868529,-96.876118
733,5169,32.338611,-98.476111
734,5170,32.338611,-98.476111
735,5171,32.043976,-96.91458
736,5172,32.682733,-97.782298
737,5173,33.056756,-96.730831
738,5174,31.924604,-96.904503
739,5175,33.149467,-97.096016
740,5176,32.904994,-98.324274
741,5177,32.635563,-97.148829
742,5178,32.851681,-96.43617
743,5179,32.057938,-96.632547
744,5180,32.057938,-96.632547
745,5181,32.928902,-96.619782
746,5182,31.476579,-97.728745
747,5183,32.962473,-96.89817
748,5184,32.775409,-97.435599
749,5185,33.093365,-97.462793
750,5186,32.426322,-97.090328
751,5187,33.250203,-98.925556
752,5188,33.050164,-96.87454
753,5189,32.802132,-96.788852
754,5190,32.587603,-98.333604
755,5191,31.916215,-97.710123
756,5192,30.936006,-97.934579
757,5193,30.936006,-97.934579
758,5194,32.66066,-96.911882
759,5195,33.114675,-97.173782
760,5196,33.205801,-98.365069
761,5197,33.205801,-98.365069
762,5198,33.205801,-98.365069
763,5199,32.759104,-97.329756
764,5200,32.799602,-98.126806
765,5201,31.661096,-96.760043
766,5202,32.229113,-96.475509
767,5203,32.999309,-96.841688
768,5204,33.0583,-97.9103
769,5205,33.0583,-97.9103
770,5206,33.0583,-97.9103
771,5207,33.0583,-97.9103
772,5208,33.0583,-97.9103
773,5209,32.083522,-97.736712
774,5210,32.830658,-97.145157
775,5211,31.848506,-96.807276
776,5212,32.439873,-96.678049
777,5213,32.880196,-96.651555
778,5214,32.711405,-96.838591
779,5215,33.371246,-96.933242
780,5216,32.724047,-97.269432
781,5217,32.840011,-97.225295
782,5218,33.099993,-97.340499
783,5219,32.464756,-96.43952
784,5220,33.373051,-97.213359
785,5221,31.149208,-97.633196
786,5222,32.436676,-96.079558
787,5223,31.654919,-96.468137
788,5224,33.005262,-96.896742
789,5225,33.061789,-96.393331
790,5226,31.686677,-98.776277
791,5227,32.758408,-96.301323
792,5228,32.665447,-96.759451
793,5229,32.750602,-96.756846
794,5230,32.811847,-96.812903
795,5231,31.686814,-98.187029
796,5232,32.692186,-97.133304
797,5233,32.860285,-97.086028
798,5234,33.163129,-96.790192
799,5235,30.925736,-97.59865
800,5236,33.383611,-98.711944
801,5237,33.383611,-98.711944
802,5238,33.383611,-98.711944
803,5239,31.383333,-98.466667
804,5240,31.383333,-98.466667
805,5241,31.383333,-98.466667
806,5242,31.383333,-98.466667
807,5243,31.383333,-98.466667
808,5244,32.70065,-97.386965
809,5245,32.925765,-97.071545
810,5246,32.208483,-97.795247
811,5247,32.117538,-97.575601
812,5248,32.852971,-97.130443
813,5249,32.787009,-97.523856
814,5250,32.767119,-96.689321
815,5251,32.776671,-97.009389
816,5252,32.902679,-96.793393
817,5253,33.03271,-97.06007
818,5254,33.009335,-97.22672
819,5255,32.704456,-97.993148
820,5256,32.237512,-96.842324
821,5257,32.177712,-96.85118
822,5258,32.743178,-96.4549
823,5259,33.012652,-96.454083
824,5260,32.298365,-97.785515
825,5261,32.298365,-97.785515
826,5262,32.298365,-97.785515
827,5263,32.298365,-97.785515
828,5264,32.298594,-98.552257
829,5265,32.924009,-97.225148
830,5266,32.580181,-96.964675
831,5267,31.409518,-97.531134
832,5268,33.316269,-95.788968
833,5269,32.469267,-96.99071
834,5270,31.816191,-97.243292
835,5271,30.789254,-97.291628
836,5272,32.792496,-96.772763
837,5273,32.963417,-96.984664
838,5274,32.605192,-96.674333
839,5275,31.866953,-96.655804
840,5276,31.560995,-96.802449
841,5277,33.176495,-96.950551
842,5278,31.075303,-97.252433
843,5279,31.055833,-97.317222
844,5280,31.055833,-97.317222
845,5281,31.055833,-97.317222
846,5282,31.055833,-97.317222
847,5283,31.055833,-97.317222
848,5284,32.924709,-96.113355
849,5285,33.315883,-97.857678
850,5286,32.075301,-98.34862
851,5287,32.59121,-97.039429
852,5288,33.420872,-95.945707
853,5289,32.944622,-96.801792
854,5290,31.959701,-97.330421
855,5291,32.913522,-97.433835
856,5292,32.847326,-97.482178
857,5293,32.425936,-97.539874
858,5294,32.873485,-96.747539
859,5295,33.166944,-96.601666
860,5296,33.166944,-96.601666
861,5297,33.166944,-96.601666
862,5298,33.166944,-96.601666
863,5299,33.166944,-96.601666
864,5300,33.166944,-96.601666
865,5301,33.166944,-96.601666
866,5302,33.166944,-96.601666
867,5303,33.166944,-96.601666
868,5304,33.089587,-96.607767
869,5305,33.089587,-96.607767
870,5306,32.695708,-97.631482
871,5307,33.070292,-96.912391
872,5308,32.80051,-96.547563
873,5309,32.828651,-96.745951
874,5310,32.868421,-97.252132
