,bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,lam_P,lam_Q,mu_Vmax,mu_Vmin,bus_name
213,2123,2,0.0,0.0,0,0.0,2,1.02136,-27.9732,161.0,10,1.1,0.9,0.0,0,0,0,bus_2123
214,2124,1,21.29,6.03,0,0.0,2,0.9995569999999999,-66.7212,161.0,11,1.1,0.9,0.0,0,0,0,bus_2124
215,2125,1,4.06,1.15,0,0.0,2,1.0048700000000002,-66.7148,161.0,11,1.1,0.9,0.0,0,0,0,bus_2125
216,2126,1,14.24,4.03,0,0.0,2,1.01837,-66.3852,161.0,11,1.1,0.9,0.0,0,0,0,bus_2126
217,2127,2,0.0,0.0,0,-361.6,2,1.03014,-34.9497,500.0,10,1.1,0.9,0.0,0,0,0,bus_2127
218,2128,1,0.0,0.0,0,0.0,2,1.02085,-33.4452,161.0,10,1.1,0.9,0.0,0,0,0,bus_2128
219,2129,1,6.63,1.88,0,0.0,2,1.00327,-65.6053,161.0,11,1.1,0.9,0.0,0,0,0,bus_2129
220,2130,1,0.0,0.0,0,0.0,2,1.0117,-42.0051,161.0,10,1.1,0.9,0.0,0,0,0,bus_2130
221,2131,1,0.0,0.0,0,0.0,2,1.00727,-39.4573,115.0,10,1.1,0.9,0.0,0,0,0,bus_2131
222,2132,1,11.94,3.38,0,12.36,2,1.03,-41.1534,115.0,10,1.1,0.9,0.0,0,0,0,bus_2132
223,2133,1,5.68,1.61,0,0.0,2,1.02131,-60.0601,161.0,11,1.1,0.9,0.0,0,0,0,bus_2133
224,3001,1,0.0,0.0,0,0.0,3,1.01394,-55.2426,230.0,28,1.1,0.9,0.0,0,0,0,bus_3001
225,3002,1,112.86,31.98,0,0.0,3,1.00197,-57.6723,115.0,28,1.1,0.9,0.0,0,0,0,bus_3002
226,3003,1,0.0,0.0,0,0.0,3,1.01934,-18.195999999999998,115.0,27,1.1,0.9,0.0,0,0,0,bus_3003
227,3004,2,0.0,0.0,0,0.0,3,1.01447,-16.6113,18.0,27,1.1,0.9,0.0,0,0,0,bus_3004
228,3005,1,7.34,2.08,0,0.0,3,1.02009,-57.6274,115.0,28,1.1,0.9,0.0,0,0,0,bus_3005
229,3006,1,7.35,2.08,0,0.0,3,1.00905,-26.8154,115.0,27,1.1,0.9,0.0,0,0,0,bus_3006
230,3007,1,14.96,4.24,0,0.0,3,1.02111,-24.6421,115.0,27,1.1,0.9,0.0,0,0,0,bus_3007
231,3008,1,19.81,5.61,0,0.0,3,1.01116,-36.9382,115.0,27,1.1,0.9,0.0,0,0,0,bus_3008
232,3009,1,12.54,3.55,0,0.0,3,1.02357,-30.9105,115.0,28,1.1,0.9,0.0,0,0,0,bus_3009
233,3010,1,4.67,1.32,0,0.0,3,1.00258,-56.5749,115.0,28,1.1,0.9,0.0,0,0,0,bus_3010
234,3011,1,27.14,7.69,0,0.0,3,1.01711,-60.5982,115.0,28,1.1,0.9,0.0,0,0,0,bus_3011
235,3012,1,0.56,0.16,0,0.0,3,1.01844,-60.1984,115.0,28,1.1,0.9,0.0,0,0,0,bus_3012
236,3013,1,64.56,18.29,0,77.48,3,1.03,-28.4858,115.0,27,1.1,0.9,0.0,0,0,0,bus_3013
237,3014,1,22.0,6.23,0,0.0,3,1.02121,-52.8315,115.0,28,1.1,0.9,0.0,0,0,0,bus_3014
238,3015,1,5.36,1.52,0,0.0,3,1.0166600000000001,-17.0403,115.0,27,1.1,0.9,0.0,0,0,0,bus_3015
239,3016,1,0.0,0.0,0,0.0,3,1.01401,-21.8678,115.0,27,1.1,0.9,0.0,0,0,0,bus_3016
240,3017,2,0.0,0.0,0,0.0,3,1.01,-16.6819,18.0,27,1.1,0.9,0.0,0,0,0,bus_3017
241,3018,1,0.0,0.0,0,0.0,3,1.03124,-28.834,230.0,27,1.1,0.9,0.0,0,0,0,bus_3018
242,3019,1,0.0,0.0,0,26.09,3,1.03,-30.4293,115.0,27,1.1,0.9,0.0,0,0,0,bus_3019
243,3020,2,0.0,0.0,0,0.0,3,1.03,-24.7166,13.8,27,1.1,0.9,0.0,0,0,0,bus_3020
244,3021,1,1.94,0.55,0,0.0,3,1.01001,-35.5341,115.0,27,1.1,0.9,0.0,0,0,0,bus_3021
245,3022,1,24.59,6.97,0,0.0,3,1.00029,-18.222,115.0,27,1.1,0.9,0.0,0,0,0,bus_3022
246,3023,1,10.41,2.95,0,50.16,3,1.03,-26.9955,115.0,27,1.1,0.9,0.0,0,0,0,bus_3023
247,3024,1,10.13,2.87,0,0.0,3,1.0264799999999998,-30.8711,115.0,28,1.1,0.9,0.0,0,0,0,bus_3024
248,3025,1,13.67,3.87,0,0.0,3,1.00594,-45.0315,115.0,28,1.1,0.9,0.0,0,0,0,bus_3025
249,3026,1,0.0,0.0,0,0.0,3,1.0307600000000001,-36.5041,230.0,27,1.1,0.9,0.0,0,0,0,bus_3026
250,3027,1,0.0,0.0,0,0.0,3,1.0256100000000001,-37.0818,115.0,27,1.1,0.9,0.0,0,0,0,bus_3027
251,3028,2,0.0,0.0,0,0.0,3,1.04,-33.9232,18.0,27,1.1,0.9,0.0,0,0,0,bus_3028
252,3029,1,4.87,1.38,0,0.0,3,1.0312,-53.1536,115.0,28,1.1,0.9,0.0,0,0,0,bus_3029
253,3030,1,129.72,36.75,0,93.06,3,1.03,-39.7528,115.0,27,1.1,0.9,0.0,0,0,0,bus_3030
254,3031,1,14.73,4.17,0,0.0,3,1.00478,-26.1305,115.0,27,1.1,0.9,0.0,0,0,0,bus_3031
255,3032,1,72.86,20.64,0,0.0,3,1.00744,-26.9905,115.0,27,1.1,0.9,0.0,0,0,0,bus_3032
256,3033,1,0.0,0.0,0,0.0,3,1.00965,-15.2038,115.0,27,1.1,0.9,0.0,0,0,0,bus_3033
257,3034,2,0.0,0.0,0,0.0,3,1.03,-5.9429300000000005,22.0,27,1.1,0.9,0.0,0,0,0,bus_3034
258,3035,1,3.47,0.98,0,0.0,3,1.00898,-44.1638,115.0,28,1.1,0.9,0.0,0,0,0,bus_3035
259,3036,1,5.8,1.64,0,0.0,3,1.0087899999999999,-41.4374,115.0,28,1.1,0.9,0.0,0,0,0,bus_3036
260,3037,1,0.0,0.0,0,0.0,3,1.0306600000000001,-25.5587,230.0,27,1.1,0.9,0.0,0,0,0,bus_3037
261,3038,1,0.0,0.0,0,0.0,3,1.0095100000000001,-20.2065,115.0,27,1.1,0.9,0.0,0,0,0,bus_3038
262,3039,2,0.0,0.0,0,0.0,3,1.04,-22.9868,13.8,27,1.1,0.9,0.0,0,0,0,bus_3039
263,3040,1,14.61,4.14,0,0.0,3,1.00407,-34.1646,115.0,27,1.1,0.9,0.0,0,0,0,bus_3040
264,3041,1,0.0,0.0,0,0.0,3,1.0282799999999999,-29.0456,230.0,27,1.1,0.9,0.0,0,0,0,bus_3041
265,3042,1,8.75,2.48,0,0.0,3,1.00968,-18.741,115.0,27,1.1,0.9,0.0,0,0,0,bus_3042
266,3043,2,0.0,0.0,0,0.0,3,1.0282799999999999,-29.0456,13.8,27,1.1,0.9,0.0,0,0,0,bus_3043
267,3044,2,0.0,0.0,0,0.0,3,1.0282799999999999,-29.0456,13.8,27,1.1,0.9,0.0,0,0,0,bus_3044
268,3045,2,0.0,0.0,0,0.0,3,1.0282799999999999,-29.0456,13.8,27,1.1,0.9,0.0,0,0,0,bus_3045
269,3046,1,0.0,0.0,0,376.63,3,1.03,-34.408,230.0,27,1.1,0.9,0.0,0,0,0,bus_3046
270,3047,1,0.0,0.0,0,102.99,3,1.03,-20.5349,115.0,27,1.1,0.9,0.0,0,0,0,bus_3047
271,3048,2,0.0,0.0,0,0.0,3,1.02683,-41.0806,500.0,27,1.1,0.9,0.0,0,0,0,bus_3048
272,3049,1,10.58,3.0,0,0.0,3,1.0104799999999998,-29.9457,115.0,27,1.1,0.9,0.0,0,0,0,bus_3049
273,3050,1,0.0,0.0,0,32.43,3,1.03,-33.6175,230.0,28,1.1,0.9,0.0,0,0,0,bus_3050
274,3051,1,145.29,41.17,0,60.74,3,1.03,-35.4467,115.0,28,1.1,0.9,0.0,0,0,0,bus_3051
275,3052,1,8.08,2.29,0,0.0,3,1.00631,-58.0466,115.0,28,1.1,0.9,0.0,0,0,0,bus_3052
276,3053,1,0.0,0.0,0,0.0,3,1.0319399999999999,-27.0011,230.0,27,1.1,0.9,0.0,0,0,0,bus_3053
277,3054,1,0.0,0.0,0,0.0,3,1.01295,-26.5611,115.0,27,1.1,0.9,0.0,0,0,0,bus_3054
278,3055,2,0.0,0.0,0,0.0,3,1.04,-24.1199,13.8,27,1.1,0.9,0.0,0,0,0,bus_3055
279,3056,2,0.0,0.0,0,0.0,3,1.04,-21.5456,13.8,27,1.1,0.9,0.0,0,0,0,bus_3056
280,3057,2,0.0,0.0,0,0.0,3,1.04,-21.7088,13.8,27,1.1,0.9,0.0,0,0,0,bus_3057
281,3058,1,0.0,0.0,0,0.0,3,1.0347,-23.8007,230.0,27,1.1,0.9,0.0,0,0,0,bus_3058
282,3059,1,0.0,0.0,0,0.0,3,1.0155299999999998,-17.2068,115.0,27,1.1,0.9,0.0,0,0,0,bus_3059
283,3060,2,0.0,0.0,0,0.0,3,1.04,-16.2507,18.0,27,1.1,0.9,0.0,0,0,0,bus_3060
284,3061,2,0.0,0.0,0,0.0,3,1.04,-18.4164,18.0,27,1.1,0.9,0.0,0,0,0,bus_3061
285,3062,2,0.0,0.0,0,0.0,3,1.04,-21.0873,18.0,27,1.1,0.9,0.0,0,0,0,bus_3062
286,3063,2,0.0,0.0,0,0.0,3,1.04,-19.9373,18.0,27,1.1,0.9,0.0,0,0,0,bus_3063
287,3064,1,0.0,0.0,0,0.0,3,1.0227,-18.4501,115.0,27,1.1,0.9,0.0,0,0,0,bus_3064
288,3065,2,0.0,0.0,0,0.0,3,1.00149,-12.3672,18.0,27,1.1,0.9,0.0,0,0,0,bus_3065
289,3066,1,22.03,6.24,0,0.0,3,1.01441,-42.4272,115.0,28,1.1,0.9,0.0,0,0,0,bus_3066
290,3067,1,0.0,0.0,0,0.0,3,1.02965,-19.752,115.0,27,1.1,0.9,0.0,0,0,0,bus_3067
291,3068,2,0.0,0.0,0,0.0,3,1.04,-16.8611,20.0,27,1.1,0.9,0.0,0,0,0,bus_3068
292,3069,1,3.81,1.08,0,0.0,3,1.00735,-29.4666,115.0,27,1.1,0.9,0.0,0,0,0,bus_3069
293,3070,1,0.0,0.0,0,0.0,3,1.0209,-21.0159,115.0,27,1.1,0.9,0.0,0,0,0,bus_3070
294,3071,2,0.0,0.0,0,0.0,3,1.0064899999999999,-16.4502,24.0,27,1.1,0.9,0.0,0,0,0,bus_3071
295,3072,1,5.98,1.7,0,0.0,3,1.02053,-38.3795,115.0,27,1.1,0.9,0.0,0,0,0,bus_3072
296,3073,1,0.0,0.0,0,0.0,3,1.00407,-53.7129,115.0,28,1.1,0.9,0.0,0,0,0,bus_3073
297,3074,2,0.0,0.0,0,0.0,3,1.0,-51.1938,13.8,28,1.1,0.9,0.0,0,0,0,bus_3074
298,3075,1,12.18,3.45,0,0.0,3,1.01484,-39.9666,115.0,28,1.1,0.9,0.0,0,0,0,bus_3075
299,3076,1,10.79,3.06,0,0.0,3,1.00129,-55.1719,115.0,28,1.1,0.9,0.0,0,0,0,bus_3076
300,3077,1,68.66,19.45,0,0.0,3,1.0097,-27.9462,115.0,27,1.1,0.9,0.0,0,0,0,bus_3077
301,3078,1,0.0,0.0,0,0.0,3,1.02728,-25.9331,230.0,27,1.1,0.9,0.0,0,0,0,bus_3078
302,3079,1,0.0,0.0,0,0.0,3,1.02179,-24.2325,161.0,27,1.1,0.9,0.0,0,0,0,bus_3079
303,3080,1,0.0,0.0,0,0.0,3,1.01057,-21.2967,115.0,27,1.1,0.9,0.0,0,0,0,bus_3080
304,3081,2,0.0,0.0,0,0.0,3,1.04,-19.8742,20.0,27,1.1,0.9,0.0,0,0,0,bus_3081
305,3082,1,0.0,0.0,0,0.0,3,1.02606,-27.8671,230.0,27,1.1,0.9,0.0,0,0,0,bus_3082
306,3083,1,0.0,0.0,0,0.0,3,1.01821,-24.1296,115.0,27,1.1,0.9,0.0,0,0,0,bus_3083
307,3084,2,0.0,0.0,0,0.0,3,1.0,-18.070999999999998,13.8,27,1.1,0.9,0.0,0,0,0,bus_3084
308,3085,1,0.0,0.0,0,0.0,3,1.0085899999999999,-18.5238,115.0,27,1.1,0.9,0.0,0,0,0,bus_3085
309,3086,2,0.0,0.0,0,0.0,3,1.0,-11.6016,13.2,27,1.1,0.9,0.0,0,0,0,bus_3086
310,3087,2,0.0,0.0,0,0.0,3,1.0085899999999999,-18.5238,13.2,27,1.1,0.9,0.0,0,0,0,bus_3087
311,3088,1,0.0,0.0,0,81.1,3,1.03,-33.0224,230.0,27,1.1,0.9,0.0,0,0,0,bus_3088
312,3089,1,0.0,0.0,0,0.0,3,1.02954,-35.6426,161.0,27,1.1,0.9,0.0,0,0,0,bus_3089
313,3090,1,0.0,0.0,0,0.0,3,1.0296299999999998,-36.3006,161.0,27,1.1,0.9,0.0,0,0,0,bus_3090
314,3091,1,0.0,0.0,0,82.39,3,1.03,-37.1882,115.0,27,1.1,0.9,0.0,0,0,0,bus_3091
315,3092,2,0.0,0.0,0,0.0,3,1.04,-26.234,13.8,27,1.1,0.9,0.0,0,0,0,bus_3092
316,3093,1,5.05,1.43,0,0.0,3,1.00411,-57.3967,115.0,28,1.1,0.9,0.0,0,0,0,bus_3093
317,3094,1,0.0,0.0,0,0.0,3,1.01973,-23.186,115.0,27,1.1,0.9,0.0,0,0,0,bus_3094
318,3095,2,0.0,0.0,0,0.0,3,1.04,-15.2853,18.0,27,1.1,0.9,0.0,0,0,0,bus_3095
319,3096,1,0.0,0.0,0,0.0,3,1.02586,-22.0724,230.0,27,1.1,0.9,0.0,0,0,0,bus_3096
320,3097,1,0.0,0.0,0,0.0,3,1.0213,-20.189,115.0,27,1.1,0.9,0.0,0,0,0,bus_3097
321,3098,2,0.0,0.0,0,0.0,3,1.04,-13.4352,13.8,27,1.1,0.9,0.0,0,0,0,bus_3098
322,3099,1,12.08,3.42,0,0.0,3,1.00714,-28.7163,115.0,27,1.1,0.9,0.0,0,0,0,bus_3099
323,3100,1,8.53,2.42,0,0.0,3,1.00991,-34.7397,115.0,27,1.1,0.9,0.0,0,0,0,bus_3100
324,3101,1,9.43,2.67,0,0.0,3,1.01099,-47.4888,115.0,28,1.1,0.9,0.0,0,0,0,bus_3101
325,3102,1,75.26,21.32,0,0.0,3,1.02053,-37.3257,115.0,27,1.1,0.9,0.0,0,0,0,bus_3102
326,3103,1,39.32,11.14,0,0.0,3,1.0119200000000002,-20.6154,115.0,27,1.1,0.9,0.0,0,0,0,bus_3103
327,3104,1,0.0,0.0,0,0.0,3,1.0167899999999999,-47.0589,115.0,28,1.1,0.9,0.0,0,0,0,bus_3104
328,3105,2,0.0,0.0,0,0.0,3,1.0146600000000001,-41.5279,13.2,28,1.1,0.9,0.0,0,0,0,bus_3105
329,3106,2,0.0,0.0,0,0.0,3,1.00797,-40.5068,13.2,28,1.1,0.9,0.0,0,0,0,bus_3106
330,3107,1,14.87,4.21,0,0.0,3,1.00148,-58.1763,115.0,28,1.1,0.9,0.0,0,0,0,bus_3107
331,3108,1,23.52,6.66,0,0.0,3,1.01282,-56.3197,115.0,28,1.1,0.9,0.0,0,0,0,bus_3108
332,3109,1,0.0,0.0,0,0.0,3,1.02121,-18.7746,115.0,27,1.1,0.9,0.0,0,0,0,bus_3109
333,3110,2,0.0,0.0,0,0.0,3,1.04,-11.2871,13.8,27,1.1,0.9,0.0,0,0,0,bus_3110
334,3111,1,0.0,0.0,0,0.0,3,1.01383,-16.3812,115.0,27,1.1,0.9,0.0,0,0,0,bus_3111
335,3112,2,0.0,0.0,0,0.0,3,1.0,-8.24639,18.0,27,1.1,0.9,0.0,0,0,0,bus_3112
336,3113,2,0.0,0.0,0,0.0,3,1.0,-8.24724,18.0,27,1.1,0.9,0.0,0,0,0,bus_3113
337,3114,1,98.31,27.85,0,0.0,3,1.0186899999999999,-34.1489,115.0,27,1.1,0.9,0.0,0,0,0,bus_3114
338,3115,1,9.58,2.71,0,0.0,3,1.00821,-22.105999999999998,115.0,27,1.1,0.9,0.0,0,0,0,bus_3115
339,3116,1,0.0,0.0,0,0.0,3,1.00653,-15.4604,115.0,27,1.1,0.9,0.0,0,0,0,bus_3116
340,3117,2,0.0,0.0,0,0.0,3,1.0,-12.4084,13.8,27,1.1,0.9,0.0,0,0,0,bus_3117
341,3118,2,0.0,0.0,0,0.0,3,1.0,-11.4383,13.8,27,1.1,0.9,0.0,0,0,0,bus_3118
342,3119,1,0.0,0.0,0,0.0,3,1.02919,-51.229,115.0,28,1.1,0.9,0.0,0,0,0,bus_3119
343,3120,2,0.0,0.0,0,0.0,3,1.02957,-49.7703,13.8,28,1.1,0.9,0.0,0,0,0,bus_3120
344,3121,1,0.0,0.0,0,0.0,3,1.0189700000000002,-16.4555,115.0,27,1.1,0.9,0.0,0,0,0,bus_3121
345,3122,2,0.0,0.0,0,0.0,3,1.0,-7.613160000000001,18.0,27,1.1,0.9,0.0,0,0,0,bus_3122
346,3123,1,66.07,18.72,0,0.0,3,0.9979180000000001,-56.2395,115.0,28,1.1,0.9,0.0,0,0,0,bus_3123
347,3124,1,64.54,18.29,0,44.55,3,1.03,-59.1573,115.0,28,1.1,0.9,0.0,0,0,0,bus_3124
348,3125,1,91.26,25.86,0,0.0,3,1.0138,-37.3555,115.0,27,1.1,0.9,0.0,0,0,0,bus_3125
349,3126,1,9.96,2.82,0,40.24,3,1.03,-56.6971,115.0,28,1.1,0.9,0.0,0,0,0,bus_3126
350,3127,2,0.0,0.0,0,0.0,3,1.02027,-16.4745,115.0,27,1.1,0.9,0.0,0,0,0,bus_3127
351,3128,1,2.82,0.8,0,0.0,3,1.01183,-18.1412,115.0,27,1.1,0.9,0.0,0,0,0,bus_3128
352,3129,2,0.0,0.0,0,0.0,3,1.02806,-16.9316,115.0,27,1.1,0.9,0.0,0,0,0,bus_3129
353,3130,1,92.15,26.11,0,0.0,3,1.01462,-18.9606,115.0,27,1.1,0.9,0.0,0,0,0,bus_3130
354,3131,2,0.0,0.0,0,0.0,3,1.02,-22.0139,115.0,27,1.1,0.9,0.0,0,0,0,bus_3131
355,3132,1,9.56,2.71,0,0.0,3,1.01606,-40.0732,115.0,28,1.1,0.9,0.0,0,0,0,bus_3132
356,3133,2,0.0,0.0,0,0.0,3,1.02401,-22.4723,230.0,27,1.1,0.9,0.0,0,0,0,bus_3133
357,3134,1,0.0,0.0,0,0.0,3,1.02298,-23.0867,161.0,27,1.1,0.9,0.0,0,0,0,bus_3134
358,3135,1,0.0,0.0,0,0.0,3,1.01211,-19.5177,161.0,27,1.1,0.9,0.0,0,0,0,bus_3135
359,3136,1,46.96,13.3,0,0.0,3,1.0038200000000002,-15.8047,115.0,27,1.1,0.9,0.0,0,0,0,bus_3136
360,3137,2,0.0,0.0,0,0.0,3,1.02442,-23.531999999999996,115.0,27,1.1,0.9,0.0,0,0,0,bus_3137
361,3138,1,10.95,3.1,0,0.0,3,1.02461,-38.6765,115.0,28,1.1,0.9,0.0,0,0,0,bus_3138
362,3139,1,14.92,4.23,0,0.0,3,0.998661,-29.4754,115.0,27,1.1,0.9,0.0,0,0,0,bus_3139
363,3140,1,0.22,0.06,0,0.0,3,1.005,-29.9628,115.0,27,1.1,0.9,0.0,0,0,0,bus_3140
364,3141,2,0.0,0.0,0,0.0,3,1.02119,-17.7864,115.0,27,1.1,0.9,0.0,0,0,0,bus_3141
365,3142,1,7.07,2.0,0,21.39,3,1.03,-39.8328,115.0,27,1.1,0.9,0.0,0,0,0,bus_3142
366,3143,1,5.75,1.63,0,27.5,3,1.03,-38.7895,115.0,28,1.1,0.9,0.0,0,0,0,bus_3143
367,3144,1,5.56,1.57,0,0.0,3,1.0215299999999998,-39.6048,115.0,28,1.1,0.9,0.0,0,0,0,bus_3144
368,3145,1,2.94,0.83,0,0.0,3,1.01325,-23.7165,115.0,27,1.1,0.9,0.0,0,0,0,bus_3145
369,3146,1,12.04,3.41,0,14.49,3,1.03,-35.2718,115.0,28,1.1,0.9,0.0,0,0,0,bus_3146
370,3147,1,34.76,9.85,0,27.96,3,1.03,-55.3918,115.0,28,1.1,0.9,0.0,0,0,0,bus_3147
371,4002,1,1.01,0.29,0,0.0,4,1.0201200000000001,-52.3051,115.0,20,1.1,0.9,0.0,0,0,0,bus_4002
372,4003,1,127.29,36.07,0,0.0,4,1.01925,-71.0286,115.0,19,1.1,0.9,0.0,0,0,0,bus_4003
373,4004,1,0.0,0.0,0,0.0,4,1.0268899999999999,-55.2664,230.0,20,1.1,0.9,0.0,0,0,0,bus_4004
374,4005,1,164.14,46.51,0,82.74,4,1.03,-59.4115,115.0,20,1.1,0.9,0.0,0,0,0,bus_4005
375,4006,1,2.75,0.78,0,0.0,4,1.0293700000000001,-54.7427,115.0,20,1.1,0.9,0.0,0,0,0,bus_4006
376,4007,1,183.66,52.04,0,0.0,4,1.01695,-71.6355,115.0,19,1.1,0.9,0.0,0,0,0,bus_4007
377,4008,1,32.49,9.21,0,0.0,4,0.999991,-54.2443,115.0,20,1.1,0.9,0.0,0,0,0,bus_4008
378,4009,1,0.0,0.0,0,0.0,4,1.02614,-45.6244,115.0,21,1.1,0.9,0.0,0,0,0,bus_4009
379,4010,2,0.0,0.0,0,0.0,4,1.03,-42.7842,20.0,21,1.1,0.9,0.0,0,0,0,bus_4010
380,4011,1,16.05,4.55,0,0.0,4,1.02544,-56.7004,115.0,19,1.1,0.9,0.0,0,0,0,bus_4011
381,4012,1,13.74,3.89,0,31.98,4,1.03,-67.917,115.0,19,1.1,0.9,0.0,0,0,0,bus_4012
382,4013,1,92.35,26.17,0,0.0,4,1.0213299999999998,-70.2317,115.0,19,1.1,0.9,0.0,0,0,0,bus_4013
383,4014,1,0.0,0.0,0,0.0,4,1.0271700000000001,-52.28,230.0,20,1.1,0.9,0.0,0,0,0,bus_4014
384,4015,1,159.81,45.28,0,62.03,4,1.03,-53.7485,115.0,20,1.1,0.9,0.0,0,0,0,bus_4015
385,4016,1,6.25,1.77,0,0.0,4,1.01263,-49.6078,115.0,20,1.1,0.9,0.0,0,0,0,bus_4016
386,4017,1,89.56,25.38,0,0.0,4,1.0181799999999999,-47.513000000000005,115.0,21,1.1,0.9,0.0,0,0,0,bus_4017
387,4018,1,7.14,2.02,0,0.0,4,1.0166899999999999,-46.5823,115.0,21,1.1,0.9,0.0,0,0,0,bus_4018
388,4019,1,135.83,38.48,0,0.0,4,1.0032299999999998,-66.2264,115.0,19,1.1,0.9,0.0,0,0,0,bus_4019
389,4020,1,117.81,33.38,0,0.0,4,0.992185,-49.3689,115.0,21,1.1,0.9,0.0,0,0,0,bus_4020
390,4021,1,31.97,9.06,0,0.0,4,1.0113,-65.6116,115.0,19,1.1,0.9,0.0,0,0,0,bus_4021
391,4022,1,5.56,1.58,0,0.0,4,1.0166,-58.911,115.0,20,1.1,0.9,0.0,0,0,0,bus_4022
392,4023,1,5.06,1.43,0,0.0,4,1.01383,-51.7251,115.0,20,1.1,0.9,0.0,0,0,0,bus_4023
393,4024,1,0.0,0.0,0,0.0,4,1.02193,-41.7089,230.0,20,1.1,0.9,0.0,0,0,0,bus_4024
394,4025,1,0.0,0.0,0,0.0,4,1.0202200000000001,-45.5826,115.0,20,1.1,0.9,0.0,0,0,0,bus_4025
395,4026,2,0.0,0.0,0,0.0,4,1.03,-34.2867,13.8,20,1.1,0.9,0.0,0,0,0,bus_4026
396,4027,1,65.12,18.45,0,0.0,4,1.0242,-71.6197,115.0,19,1.1,0.9,0.0,0,0,0,bus_4027
397,4028,1,0.0,0.0,0,0.0,4,1.01641,-33.3828,230.0,21,1.1,0.9,0.0,0,0,0,bus_4028
398,4029,1,0.0,0.0,0,0.0,4,1.01689,-35.3319,115.0,21,1.1,0.9,0.0,0,0,0,bus_4029
399,4030,2,0.0,0.0,0,0.0,4,1.01,-29.9535,13.8,21,1.1,0.9,0.0,0,0,0,bus_4030
400,4031,1,2.75,0.78,0,0.0,4,1.0261799999999999,-56.9086,115.0,20,1.1,0.9,0.0,0,0,0,bus_4031
401,4032,1,91.39,25.89,0,0.0,4,0.9944940000000001,-54.0734,115.0,21,1.1,0.9,0.0,0,0,0,bus_4032
402,4033,1,126.25,35.77,0,0.0,4,1.0107899999999999,-57.968999999999994,115.0,20,1.1,0.9,0.0,0,0,0,bus_4033
403,4034,1,37.64,10.66,0,0.0,4,1.0152,-70.1276,115.0,19,1.1,0.9,0.0,0,0,0,bus_4034
404,4035,1,79.16,22.43,0,0.0,4,0.9931260000000001,-47.8416,115.0,21,1.1,0.9,0.0,0,0,0,bus_4035
405,4036,1,35.07,9.94,0,0.0,4,1.0023600000000001,-54.8472,115.0,20,1.1,0.9,0.0,0,0,0,bus_4036
406,4037,1,28.72,8.14,0,88.07,4,1.03,-48.5018,115.0,21,1.1,0.9,0.0,0,0,0,bus_4037
407,4038,1,83.3,23.6,0,0.0,4,1.00478,-47.9271,115.0,21,1.1,0.9,0.0,0,0,0,bus_4038
408,4039,1,0.0,0.0,0,0.0,4,1.01988,-60.0526,230.0,19,1.1,0.9,0.0,0,0,0,bus_4039
409,4040,1,225.66,63.94,0,309.23,4,1.03,-63.6114,115.0,19,1.1,0.9,0.0,0,0,0,bus_4040
410,4041,1,0.0,0.0,0,0.0,4,1.01424,-64.51899999999999,230.0,19,1.1,0.9,0.0,0,0,0,bus_4041
411,4042,1,215.18,60.97,0,0.0,4,1.02176,-69.6142,115.0,19,1.1,0.9,0.0,0,0,0,bus_4042
412,4043,1,2.47,0.7,0,0.0,4,1.01721,-57.0206,115.0,19,1.1,0.9,0.0,0,0,0,bus_4043
413,4044,1,0.0,0.0,0,0.0,4,1.01826,-55.7351,115.0,19,1.1,0.9,0.0,0,0,0,bus_4044
414,4045,2,0.0,0.0,0,0.0,4,1.02,-47.3912,13.8,19,1.1,0.9,0.0,0,0,0,bus_4045
415,4046,2,0.0,0.0,0,0.0,4,1.02,-51.871,13.8,19,1.1,0.9,0.0,0,0,0,bus_4046
416,4047,2,0.0,0.0,0,0.0,4,1.02,-54.3484,13.8,19,1.1,0.9,0.0,0,0,0,bus_4047
417,4048,1,13.1,3.71,0,0.0,4,1.0108700000000002,-65.098,115.0,19,1.1,0.9,0.0,0,0,0,bus_4048
418,4049,1,0.0,0.0,0,0.0,4,1.01501,-59.3676,115.0,19,1.1,0.9,0.0,0,0,0,bus_4049
419,4050,2,0.0,0.0,0,0.0,4,1.00472,-55.9792,13.8,19,1.1,0.9,0.0,0,0,0,bus_4050
420,4051,1,89.39,25.33,0,0.0,4,0.999592,-53.5509,115.0,21,1.1,0.9,0.0,0,0,0,bus_4051
421,4052,2,0.0,0.0,0,0.0,4,1.0354700000000001,-49.4743,18.0,21,1.1,0.9,0.0,0,0,0,bus_4052
422,4053,1,0.11,0.03,0,0.0,4,1.01834,-49.5399,115.0,19,1.1,0.9,0.0,0,0,0,bus_4053
423,4054,1,5.6,1.59,0,0.0,4,1.01759,-48.3281,115.0,21,1.1,0.9,0.0,0,0,0,bus_4054
424,4055,1,17.78,5.04,0,0.0,4,0.9951909999999999,-46.6655,115.0,21,1.1,0.9,0.0,0,0,0,bus_4055
425,4056,1,0.0,0.0,0,0.0,4,1.02193,-38.1124,230.0,21,1.1,0.9,0.0,0,0,0,bus_4056
426,4057,1,0.0,0.0,0,0.0,4,1.00589,-43.5629,115.0,21,1.1,0.9,0.0,0,0,0,bus_4057
427,4058,2,0.0,0.0,0,0.0,4,1.03,-34.9205,13.8,21,1.1,0.9,0.0,0,0,0,bus_4058
