,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Wind,-7747664.32,221990.14066685492,442925.51436026907,210701.1278738021,62421.56684810066,66790.14367266657,-46181.73432606153,-159172.45793370498,-154970.4583199615,-161571.63814648346,-157654.3817244891,-367413.2159627604,-374468.29329040286,-381659.63041003,-389023.6975134865,-396531.2774474693,-406839.72257645056,-417307.5129817382,-425326.1098899691,-433520.2600159886,-441894.10307319235,-451993.4712847122,-462281.11735933035,-471219.9000700074,-480355.96989621833,-489693.99719132914
Solar,-5525000.0,1366869.5685001072,212641.2140632957,63064.98528686617,-27772.410358402667,-30495.040541780123,-99358.02897007791,-168188.48621720076,-170891.96647009137,-173636.88054716482,-176445.59099008708,-179295.78003826103,-182212.06167014234,-185172.1721740162,-188200.7808948768,-191275.68083781033,-196290.47213579156,-201359.99775481637,-204622.58403430122,-207948.47116569188,-211339.05903223512,-215895.11756287847,-220518.77691827377,-224112.20207187344,-227776.26741161954,-231512.54698773875
