,energy_to_electrolyzer,energy_from_the_grid,energy_from_renewables,total_energy
0,1376812.057788075,0.0,1376812.057788075,1376812.057788075
1,1376812.057788075,0.0,1376812.057788075,1376812.057788075
2,1376812.057788075,0.0,1376812.057788075,1376812.057788075
3,1376812.057788075,0.0,1376812.057788075,1376812.057788075
4,1376812.057788075,0.0,1376812.057788075,1376812.057788075
5,1336069.4363096228,0.0,1336069.4363096228,1336069.4363096228
6,1376812.057788075,0.0,1376812.057788075,1376812.057788075
7,1294758.9823231697,0.0,1294758.9823231697,1294758.9823231697
8,1354740.3439931863,0.0,1354740.3439931863,1354740.3439931863
9,971289.9391369376,0.0,971289.9391369376,971289.9391369376
10,605134.5420749412,0.0,605134.5420749412,605134.5420749412
11,381328.8320929666,0.0,381328.8320929666,381328.8320929666
12,222691.82707923828,0.0,222691.82707923828,222691.82707923828
13,507766.4735266565,0.0,507766.4735266565,507766.4735266565
14,561552.1356733469,0.0,561552.1356733469,561552.1356733469
15,89014.59627708263,0.0,89014.59627708263,89014.59627708263
16,1376812.057788075,0.0,1376812.057788075,1376812.057788075
17,430546.71256396716,0.0,430546.71256396716,430546.71256396716
18,345471.20636024943,0.0,345471.20636024943,345471.20636024943
19,569322.0038271061,0.0,569322.0038271061,569322.0038271061
20,919007.744566664,0.0,919007.744566664,919007.744566664
21,1181035.7599320402,0.0,1181035.7599320402,1181035.7599320402
22,689527.387751278,0.0,689527.387751278,689527.387751278
23,547550.5592650601,0.0,547550.5592650601,547550.5592650601
24,702745.8777970292,0.0,702745.8777970292,702745.8777970292
25,683532.2426106586,0.0,683532.2426106586,683532.2426106586
26,855119.3335847148,0.0,855119.3335847148,855119.3335847148
27,837237.4203931307,0.0,837237.4203931307,837237.4203931307
28,902520.1790551828,0.0,902520.1790551828,902520.1790551828
29,990544.358333713,0.0,990544.358333713,990544.358333713
30,784626.7523089835,0.0,784626.7523089835,784626.7523089835
31,747635.3389095301,0.0,747635.3389095301,747635.3389095301
32,1376812.057788075,0.0,1376812.057788075,1376812.057788075
33,697367.7977191481,0.0,697367.7977191481,697367.7977191481
34,408939.44418695755,0.0,408939.44418695755,408939.44418695755
35,341537.4131033601,0.0,341537.4131033601,341537.4131033601
36,291508.87339975545,0.0,291508.87339975545,291508.87339975545
37,458476.231291702,0.0,458476.231291702,458476.231291702
38,367271.4420040707,0.0,367271.4420040707,367271.4420040707
39,239392.34097213807,0.0,239392.34097213807,239392.34097213807
40,328066.65492330346,0.0,328066.65492330346,328066.65492330346
41,469416.20989598567,0.0,469416.20989598567,469416.20989598567
42,520636.16884136875,0.0,520636.16884136875,520636.16884136875
43,625938.4185915441,0.0,625938.4185915441,625938.4185915441
44,516342.9756339754,0.0,516342.9756339754,516342.9756339754
45,557619.4576180745,0.0,557619.4576180745,557619.4576180745
46,856040.2767429744,0.0,856040.2767429744,856040.2767429744
47,307107.5743701061,0.0,307107.5743701061,307107.5743701061
48,466748.18524588284,0.0,466748.18524588284,466748.18524588284
49,520561.585577034,0.0,520561.585577034,520561.585577034
50,432666.56949792965,0.0,432666.56949792965,432666.56949792965
51,238540.580603634,0.0,238540.580603634,238540.580603634
52,790979.664658172,0.0,790979.664658172,790979.664658172
53,387811.09794221696,0.0,387811.09794221696,387811.09794221696
54,293734.2847708531,0.0,293734.2847708531,293734.2847708531
55,840286.0134282284,0.0,840286.0134282284,840286.0134282284
56,492792.4908162512,0.0,492792.4908162512,492792.4908162512
57,347330.0614640455,0.0,347330.0614640455,347330.0614640455
58,358434.055453003,0.0,358434.055453003,358434.055453003
59,363153.4629496383,0.0,363153.4629496383,363153.4629496383
60,331759.7754300035,0.0,331759.7754300035,331759.7754300035
61,350856.46267026826,0.0,350856.46267026826,350856.46267026826
62,635552.9940912882,0.0,635552.9940912882,635552.9940912882
63,608251.0621282926,0.0,608251.0621282926,608251.0621282926
64,835699.5465666184,0.0,835699.5465666184,835699.5465666184
65,973540.0045807244,0.0,973540.0045807244,973540.0045807244
66,1262802.9182626551,0.0,1262802.9182626551,1262802.9182626551
67,1376812.057788075,0.0,1376812.057788075,1376812.057788075
68,1376812.057788075,0.0,1376812.057788075,1376812.057788075
69,1376812.057788075,0.0,1376812.057788075,1376812.057788075
70,1376812.057788075,0.0,1376812.057788075,1376812.057788075
71,1376812.057788075,0.0,1376812.057788075,1376812.057788075
72,1376812.057788075,0.0,1376812.057788075,1376812.057788075
73,1376812.057788075,0.0,1376812.057788075,1376812.057788075
74,1376812.057788075,0.0,1376812.057788075,1376812.057788075
75,1376812.057788075,0.0,1376812.057788075,1376812.057788075
