,energy_to_electrolyzer,energy_from_the_grid,energy_from_renewables,total_energy
0,46569.920783298854,0.0,46569.920783298854,46569.920783298854
1,64769.78255167829,0.0,64769.78255167829,64769.78255167829
2,169148.85788270988,0.0,169148.85788270988,169148.85788270988
3,210952.6467128267,0.0,210952.6467128267,210952.6467128267
4,231411.18597335005,0.0,231411.18597335005,231411.18597335005
5,256121.6376449427,0.0,256121.6376449427,256121.6376449427
6,277451.8270203207,0.0,277451.8270203207,277451.8270203207
7,347441.6832760989,0.0,347441.6832760989,347441.6832760989
8,388279.22107988154,0.0,388279.22107988154,388279.22107988154
9,435571.4358583974,0.0,435571.4358583974,435571.4358583974
10,521330.18324899324,0.0,521330.18324899324,521330.18324899324
11,666198.5867097663,0.0,666198.5867097663,666198.5867097663
12,812750.4202571056,0.0,812750.4202571056,812750.4202571056
13,815888.6268373778,0.0,815888.6268373778,815888.6268373778
14,815888.6268373778,0.0,815888.6268373778,815888.6268373778
15,815888.6268373778,0.0,815888.6268373778,815888.6268373778
16,815888.6268373778,0.0,815888.6268373778,815888.6268373778
17,815888.6268373778,0.0,815888.6268373778,815888.6268373778
18,815888.6268373778,0.0,815888.6268373778,815888.6268373778
19,815888.6268373778,0.0,815888.6268373778,815888.6268373778
20,815888.6268373778,0.0,815888.6268373778,815888.6268373778
21,815888.6268373778,0.0,815888.6268373778,815888.6268373778
22,732516.3314948463,0.0,732516.3314948463,732516.3314948463
23,637740.4338930583,0.0,637740.4338930583,637740.4338930583
24,572906.1417815431,0.0,572906.1417815431,572906.1417815431
25,612429.0148243251,0.0,612429.0148243251,612429.0148243251
26,497822.4595690349,0.0,497822.4595690349,497822.4595690349
27,432022.8116133161,0.0,432022.8116133161,432022.8116133161
28,413666.4703668209,0.0,413666.4703668209,413666.4703668209
29,305574.8411741821,0.0,305574.8411741821,305574.8411741821
30,219728.7641505215,0.0,219728.7641505215,219728.7641505215
31,245761.9687530462,0.0,245761.9687530462,245761.9687530462
32,241517.92558221717,0.0,241517.92558221717,241517.92558221717
33,226841.21531549652,0.0,226841.21531549652,226841.21531549652
