,energy_to_electrolyzer,energy_from_the_grid,energy_from_renewables,total_energy
0,455963.9776763065,36687.87777376518,419276.0999025413,455963.9776763065
1,455963.9776763065,36687.87777376518,419276.0999025413,455963.9776763065
2,455963.9776763065,36687.87777376518,419276.0999025413,455963.9776763065
3,455963.9776763065,36687.87777376518,419276.0999025413,455963.9776763065
4,455963.9776763065,36687.87777376518,419276.0999025413,455963.9776763065
5,455963.9776763065,49095.09583716211,406868.8818391444,455963.9776763065
6,455963.9776763065,36687.87777376518,419276.0999025413,455963.9776763065
7,455963.9776763065,61675.23408818076,394288.74358812574,455963.9776763065
8,455963.9776763065,43409.305019945255,412554.67265636125,455963.9776763065
9,455963.9776763065,160180.21020250657,295783.76747379993,455963.9776763065
10,455963.9776763065,271684.3228880528,184279.65478825368,455963.9776763065
11,455963.9776763065,339839.1481500533,116124.82952625322,455963.9776763065
12,455963.9776763065,388148.3595534109,67815.6181228956,455963.9776763065
13,455963.9776763065,301335.5042566663,154628.47341964024,455963.9776763065
14,455963.9776763065,284956.33142187167,171007.64625443486,455963.9776763065
15,455963.9776763065,428856.6520610632,27107.325615243266,455963.9776763065
16,455963.9776763065,36687.87777376518,419276.0999025413,455963.9776763065
17,455963.9776763065,324850.9870189667,131112.99065733977,455963.9776763065
18,455963.9776763065,350758.7543402635,105205.22333604303,455963.9776763065
19,455963.9776763065,282590.19873307255,173373.77894323395,455963.9776763065
20,455963.9776763065,176101.53694407135,279862.44073223515,455963.9776763065
21,455963.9776763065,96306.99728547945,359656.98039082706,455963.9776763065
22,455963.9776763065,245984.44395781035,209979.53371849615,455963.9776763065
23,455963.9776763065,289220.185965959,166743.79171034755,455963.9776763065
24,455963.9776763065,241959.06015786965,214004.91751843685,455963.9776763065
25,455963.9776763065,247810.1260170936,208153.8516592129,455963.9776763065
26,455963.9776763065,195557.26703733986,260406.71063896664,455963.9776763065
27,455963.9776763065,201002.7879269581,254961.1897493484,455963.9776763065
28,455963.9776763065,181122.44166773232,274841.5360085742,455963.9776763065
29,455963.9776763065,154316.724521184,301647.2531551225,455963.9776763065
30,455963.9776763065,217024.14363982592,238939.83403648058,455963.9776763065
31,455963.9776763065,228289.01850221094,227674.95917409557,455963.9776763065
32,455963.9776763065,36687.87777376518,419276.0999025413,455963.9776763065
33,455963.9776763065,243596.8293996935,212367.148276613,455963.9776763065
34,455963.9776763065,331430.9782119655,124532.99946434097,455963.9776763065
35,455963.9776763065,351956.69961190876,104007.27806439772,455963.9776763065
36,455963.9776763065,367191.7281636238,88772.24951268274,455963.9776763065
37,455963.9776763065,316345.70148047956,139618.27619582697,455963.9776763065
38,455963.9776763065,344119.99945284467,111843.97822346185,455963.9776763065
39,455963.9776763065,383062.6063514579,72901.37132484863,455963.9776763065
