,energy_to_electrolyzer,energy_from_the_grid,energy_from_renewables,total_energy
0,727400.5468523693,0.0,727400.5468523693,727400.5468523693
1,754267.8695394708,0.0,754267.8695394708,754267.8695394708
2,847705.0441276766,0.0,847705.0441276766,847705.0441276766
3,831070.184837657,0.0,831070.184837657,831070.184837657
4,849904.4299390543,0.0,849904.4299390543,849904.4299390543
5,810641.7865577377,0.0,810641.7865577377,810641.7865577377
6,787312.2875396666,0.0,787312.2875396666,787312.2875396666
7,828012.0725654141,0.0,828012.0725654141,828012.0725654141
8,834062.4502436669,0.0,834062.4502436669,834062.4502436669
9,748350.4404494779,0.0,748350.4404494779,748350.4404494779
10,545974.1855483182,0.0,545974.1855483182,545974.1855483182
11,477427.73292793625,0.0,477427.73292793625,477427.73292793625
12,402562.6221808467,0.0,402562.6221808467,402562.6221808467
13,282672.02995881374,0.0,282672.02995881374,282672.02995881374
14,177338.96947293443,0.0,177338.96947293443,177338.96947293443
15,126827.0688671973,0.0,126827.0688671973,126827.0688671973
16,107957.52886763046,0.0,107957.52886763046,107957.52886763046
17,138364.98891271453,0.0,138364.98891271453,138364.98891271453
18,171505.0919924604,0.0,171505.0919924604,171505.0919924604
19,215572.50492182202,0.0,215572.50492182202,215572.50492182202
20,254784.1533040816,0.0,254784.1533040816,254784.1533040816
21,282491.267160818,0.0,282491.267160818,282491.267160818
22,248864.81938464797,0.0,248864.81938464797,248864.81938464797
23,216076.84763078773,0.0,216076.84763078773,216076.84763078773
24,254105.27436375394,0.0,254105.27436375394,254105.27436375394
25,201158.5826106717,0.0,201158.5826106717,201158.5826106717
26,131116.48027917044,0.0,131116.48027917044,131116.48027917044
27,120105.62503884487,0.0,120105.62503884487,120105.62503884487
28,89801.67584806943,0.0,89801.67584806943,89801.67584806943
29,80826.66950903181,0.0,80826.66950903181,80826.66950903181
30,105059.32296698776,0.0,105059.32296698776,105059.32296698776
31,110606.89769681983,0.0,110606.89769681983,110606.89769681983
32,90355.87855027457,0.0,90355.87855027457,90355.87855027457
33,90889.74701614317,0.0,90889.74701614317,90889.74701614317
34,60601.93519756615,0.0,60601.93519756615,60601.93519756615
35,75950.55915310541,0.0,75950.55915310541,75950.55915310541
36,80708.04223993317,0.0,80708.04223993317,80708.04223993317
37,136747.1041855119,0.0,136747.1041855119,136747.1041855119
38,169291.6641252866,0.0,169291.6641252866,169291.6641252866
39,260352.85192457648,0.0,260352.85192457648,260352.85192457648
40,348724.8664584794,0.0,348724.8664584794,348724.8664584794
41,571702.2717538357,0.0,571702.2717538357,571702.2717538357
42,678443.0952500679,0.0,678443.0952500679,678443.0952500679
43,893538.8758098853,0.0,893538.8758098853,893538.8758098853
44,843622.7016838448,0.0,843622.7016838448,843622.7016838448
45,899425.1981137996,0.0,899425.1981137996,899425.1981137996
46,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
47,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
48,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
49,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
50,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
51,980521.7351740431,0.0,980521.7351740431,980521.7351740431
52,762930.8608290947,0.0,762930.8608290947,762930.8608290947
53,661286.8540503237,0.0,661286.8540503237,661286.8540503237
54,734632.857443815,0.0,734632.857443815,734632.857443815
55,755610.1186454443,0.0,755610.1186454443,755610.1186454443
56,818851.7127269382,0.0,818851.7127269382,818851.7127269382
57,531833.1995549205,0.0,531833.1995549205,531833.1995549205
58,339868.57025379955,0.0,339868.57025379955,339868.57025379955
59,416892.039117653,0.0,416892.039117653,416892.039117653
60,458855.8712235046,0.0,458855.8712235046,458855.8712235046
61,488231.4421884951,0.0,488231.4421884951,488231.4421884951
62,442202.1035817068,0.0,442202.1035817068,442202.1035817068
63,573637.8431344782,0.0,573637.8431344782,573637.8431344782
64,608667.8894907205,0.0,608667.8894907205,608667.8894907205
65,826673.230555054,0.0,826673.230555054,826673.230555054
66,987161.630655746,0.0,987161.630655746,987161.630655746
67,924712.1132794402,0.0,924712.1132794402,924712.1132794402
68,689213.7586677622,0.0,689213.7586677622,689213.7586677622
69,656497.7295232713,0.0,656497.7295232713,656497.7295232713
70,606626.626313829,0.0,606626.626313829,606626.626313829
71,550357.541390583,0.0,550357.541390583,550357.541390583
72,649172.7161758858,0.0,649172.7161758858,649172.7161758858
73,624585.9701241889,0.0,624585.9701241889,624585.9701241889
74,780032.3585988227,0.0,780032.3585988227,780032.3585988227
75,950438.4220229354,0.0,950438.4220229354,950438.4220229354
76,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
77,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
78,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
79,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
80,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
81,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
82,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
83,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
84,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
85,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
86,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
87,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
88,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
89,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
90,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
91,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
92,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
93,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
94,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
95,967289.6198886741,0.0,967289.6198886741,967289.6198886741
96,755028.2225550938,0.0,755028.2225550938,755028.2225550938
97,383210.4481215529,0.0,383210.4481215529,383210.4481215529
98,374170.7040719365,0.0,374170.7040719365,374170.7040719365
99,530707.5686662961,0.0,530707.5686662961,530707.5686662961
100,387891.3785035189,0.0,387891.3785035189,387891.3785035189
101,344910.2808911591,0.0,344910.2808911591,344910.2808911591
102,727330.508504427,0.0,727330.508504427,727330.508504427
103,863242.5701181288,0.0,863242.5701181288,863242.5701181288
104,906484.9727531964,0.0,906484.9727531964,906484.9727531964
105,494918.6603662731,0.0,494918.6603662731,494918.6603662731
106,255140.2195439244,0.0,255140.2195439244,255140.2195439244
107,362273.3340244003,0.0,362273.3340244003,362273.3340244003
108,508127.0335011402,0.0,508127.0335011402,508127.0335011402
109,462392.6406433326,0.0,462392.6406433326,462392.6406433326
110,466193.2625014314,0.0,466193.2625014314,466193.2625014314
111,920788.0931067119,0.0,920788.0931067119,920788.0931067119
112,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
113,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
114,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
115,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
116,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
117,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
118,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
119,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
120,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
121,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
122,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
123,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
124,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009
