Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
117.5,775.123
118.5,690.408
119.5,87.9741
120.5,0
121.5,0
122.5,0
123.5,0
124.5,0
125.5,0
126.5,0
127.5,0
128.5,272.656
129.5,884.923
130.5,358.457
131.5,944.539
132.5,2265.86
133.5,2619.32
134.5,2660.15
135.5,2899.92
136.5,3027.99
137.5,2659.61
138.5,2536.76
139.5,6543.73
140.5,11566
141.5,11863.5
142.5,11966.4
143.5,11991.9
144.5,12173.2
145.5,12194.4
146.5,12279.4
147.5,12414.4
148.5,12308.1
149.5,12330.1
150.5,12351.5
151.5,12499.4
152.5,12514.7
153.5,12232.1
154.5,11745.8
155.5,10833.1
156.5,10751.6
157.5,11844.2
158.5,11507.9
159.5,11172.9
160.5,11672
161.5,11987.9
162.5,12257.7
163.5,12513.8
164.5,12457.4
165.5,12516.7
166.5,12516.7
167.5,12516.7
168.5,12516.7
169.5,12516.7
170.5,12516.7
171.5,12516.7
172.5,12516.7
173.5,12516.7
174.5,12516.7
175.5,12516.7
176.5,12516.7
177.5,12516.7
178.5,12516.7
179.5,12516.7
180.5,12421.9
181.5,12393
182.5,12299.4
183.5,12300.3
184.5,12374.4
185.5,12358.4
186.5,12341.1
187.5,11982.7
188.5,11768.9
189.5,11622.9
190.5,10880
191.5,6447.77
192.5,2563.95
193.5,1172.31
194.5,766.811
195.5,997.819
196.5,0
197.5,598.136
198.5,1541.92
199.5,1547.99
200.5,860.55
201.5,0
202.5,0
203.5,0
204.5,0
205.5,0
206.5,0
207.5,92.681
208.5,242.26
209.5,262.901
210.5,284.907
211.5,305.229
212.5,0
213.5,0
214.5,0
215.5,0
216.5,0
217.5,1725.93
218.5,2007.3
219.5,1160.84
220.5,2957.77
221.5,5510.65
222.5,8702.31
223.5,11861.3
224.5,12226.8
225.5,12278.8
226.5,11695.2
227.5,11742.7
228.5,11343.4
229.5,8620.87
230.5,7827.06
231.5,6425.45
232.5,5047.34
233.5,5282.35
234.5,5388.03
235.5,7049.12
236.5,7358.43
237.5,8506.45
238.5,9198.19
239.5,8550.33
240.5,7712.61
241.5,7497.65
242.5,6921.96
243.5,5302.59
244.5,6447.36
245.5,3872.28
246.5,2061.8
247.5,2868.15
248.5,1291.94
249.5,2235.25
250.5,258.418
251.5,88.8068
252.5,156.073
253.5,587.373
254.5,1006.65
255.5,1748.7
256.5,2860.03
257.5,3520.84
258.5,4733.86
259.5,11591.5
260.5,12013.3
261.5,12179
262.5,12306.5
263.5,12344.5
264.5,12458.8
265.5,12445.4
266.5,12205.1
267.5,11981.3
268.5,12144.6
269.5,12274.3
270.5,12334.2
271.5,12382.6
272.5,12357.4
273.5,12456.3
274.5,12500
275.5,12516.7
276.5,12516.7
277.5,12516.7
278.5,12516.7
279.5,12516.7
280.5,12516.7
281.5,12516.7
282.5,12516.7
283.5,12516.7
284.5,12516.7
285.5,12516.7
286.5,12516.7
287.5,12516.7
288.5,12516.7
289.5,12516.7
290.5,12516.7
291.5,12516.7
292.5,12516.7
293.5,12516.7
294.5,12516.7
295.5,12516.7
296.5,12516.7
297.5,12516.7
298.5,12516.7
299.5,12516.7
300.5,12516.7
301.5,12516.7
302.5,12516.7
303.5,12388.4
304.5,12402.3
305.5,12344.5
306.5,12295.3
307.5,12516.7
308.5,12516.7
309.5,12516.7
310.5,12123.6
311.5,11743.3
312.5,10958.1
313.5,10947.8
314.5,11304.7
315.5,11166.4
316.5,11809.9
317.5,11823.3
318.5,11840
319.5,11941.6
320.5,11541.1
321.5,10134
322.5,10999.1
323.5,12204.6
324.5,12409.9
325.5,12460
326.5,12485.9
327.5,12455.8
328.5,12454.3
329.5,12446
330.5,12436.1
331.5,12510.1
332.5,12516.7
333.5,12516.7
334.5,12516.7
335.5,12516.7
336.5,12516.7
337.5,12516.7
338.5,12516.7
339.5,12516.7
340.5,12516.7
341.5,12516.7
342.5,12516.7
343.5,12516.7
344.5,12516.7
345.5,12428.8
346.5,12516.7
347.5,11519.8
348.5,11751.9
349.5,11722.9
350.5,11968.6
351.5,11668.9
352.5,11298.2
353.5,11541.3
354.5,11756.8
355.5,11704
356.5,10805.8
357.5,10201.5
358.5,9645.22
359.5,10361.8
360.5,8126.71
361.5,6392.8
362.5,6962.67
363.5,6620.44
364.5,7933.39
365.5,8336.6
366.5,8869.78
367.5,11011.3
368.5,9315.92
369.5,5948.85
370.5,4786.61
371.5,3887.12
372.5,3758.5
373.5,4017.14
374.5,3776.51
375.5,4383.19
376.5,4059.81
377.5,4955.37
378.5,5949.73
379.5,6027.07
380.5,6366.08
381.5,7073.51
382.5,8406.43
383.5,8741.75
384.5,10349.9
385.5,11153
386.5,11755.1
387.5,11408
388.5,11142.1
389.5,11057.7
390.5,10973.2
391.5,11100.8
392.5,11306.5
393.5,8883.34
394.5,5918.91
395.5,7732.75
396.5,8143.37
397.5,8428.53
398.5,9945.22
399.5,9668.12
400.5,9986.19
401.5,8864.27
402.5,8223.08
403.5,11324.4
404.5,11745.5
405.5,11170.8
406.5,9702.82
407.5,9973.71
408.5,8757.05
409.5,6651.72
410.5,6186.78
411.5,8880.25
412.5,9054.03
413.5,10861.3
414.5,11803.9
415.5,12424.4
416.5,12516.7
417.5,12516.7
418.5,12516.7
419.5,12481.1
420.5,12413.4
421.5,12516.1
422.5,12516.7
423.5,12516.7
424.5,12516.7
425.5,12516.7
426.5,12516.7
427.5,12516.7
428.5,12516.7
429.5,12516.7
430.5,12516.7
431.5,12516.7
432.5,12516.7
433.5,12516.7
434.5,12516.7
435.5,12516.7
436.5,12516.7
437.5,12516.7
438.5,12516.7
439.5,12516.7
440.5,12516.7
441.5,12516.7
442.5,12516.7
443.5,12516.7
444.5,12516.7
445.5,12516.7
446.5,12516.7
447.5,12516.7
448.5,12516.7
449.5,12516.7
450.5,12516.7
451.5,12516.7
452.5,12516.7
453.5,12516.7
454.5,12516.7
455.5,12516.7
456.5,12516.7
457.5,12516.7
458.5,12516.7
459.5,12516.7
460.5,12516.7
461.5,12516.7
462.5,12516.7
463.5,12516.7
464.5,12516.7
465.5,12516.7
466.5,12516.7
467.5,12516.7
468.5,12516.7
469.5,12516.7
470.5,12516.7
471.5,12516.7
472.5,12516.7
473.5,12516.7
474.5,12516.7
475.5,12516.7
476.5,12516.7
477.5,12516.7
478.5,12516.7
479.5,12516.7
480.5,12516.7
481.5,12516.7
482.5,12516.7
483.5,12516.7
484.5,12516.7
485.5,12516.7
486.5,12516.7
487.5,12516.7
488.5,12516.7
489.5,12490.7
490.5,12297
491.5,11867.9
492.5,12373.9
493.5,12516.7
494.5,12516.7
495.5,12516.7
496.5,12516.7
497.5,12516.7
498.5,12516.7
499.5,12516.7
500.5,12516.7
501.5,12516.7
502.5,12516.7
503.5,12516.7
504.5,12516.7
505.5,12516.7
506.5,12516.7
507.5,12516.7
508.5,12516.7
509.5,12516.7
510.5,12516.7
511.5,12516.7
512.5,12470
513.5,12478.3
514.5,12516.7
515.5,12516.7
516.5,12516.7
517.5,12516.7
518.5,12516.7
519.5,12516.7
520.5,12516.7
521.5,12516.7
522.5,12328.2
523.5,12516.7
524.5,12399.4
525.5,12467.1
526.5,12516.7
527.5,12516.7
528.5,12516.7
529.5,12516.7
530.5,12516.7
531.5,12516.7
532.5,12516.7
533.5,12516.7
534.5,12516.7
535.5,12516.7
536.5,12516.7
537.5,12516.7
538.5,12516.7
539.5,12516.7
540.5,12490.7
541.5,12516.7
542.5,12516.7
543.5,12409.3
544.5,12298.2
545.5,12182.3
546.5,11935.5
547.5,12499.4
548.5,12516.7
549.5,12516.7
550.5,12365.2
551.5,12303.2
552.5,12013.8
553.5,11872.4
554.5,11417.9
555.5,11291.5
556.5,10126.5
557.5,7181.59
558.5,4265.44
559.5,5459.47
560.5,3026.35
561.5,840.427
562.5,0
563.5,0
564.5,0
565.5,823.552
566.5,1699.55
567.5,2266.65
568.5,2655.57
569.5,4943.14
570.5,7885.97
571.5,10441
572.5,11131.4
573.5,11896
574.5,12273
575.5,12396.2
576.5,12443.1
577.5,12403.3
578.5,12372.2
579.5,12156.2
580.5,11200.8
581.5,10084.4
582.5,8629.62
583.5,7879.93
584.5,8816.39
585.5,5804.86
586.5,4500.89
587.5,5105.15
588.5,5095.72
589.5,6129.16
590.5,6368.5
591.5,5894.82
592.5,7930.05
593.5,7027.55
594.5,6547.24
595.5,10501.1
596.5,12076.9
597.5,12306.6
598.5,12272.3
599.5,12506.2
600.5,12516.7
601.5,12516.7
602.5,12516.7
603.5,12516.7
604.5,12516.7
605.5,12516.7
606.5,12516.7
607.5,12516.7
608.5,12516.7
609.5,12516.7
610.5,12516.7
611.5,12516.7
612.5,12516.7
613.5,12516.7
614.5,12516.7
615.5,12516.7
616.5,12516.7
617.5,12516.7
618.5,12516.7
619.5,12516.7
620.5,12516.7
621.5,12516.7
622.5,12516.7
623.5,12516.7
624.5,12516.7
625.5,12516.7
626.5,12516.7
627.5,12516.7
628.5,12516.7
629.5,12516.7
630.5,12516.7
631.5,12516.7
632.5,12516.7
633.5,12516.7
634.5,12516.7
635.5,12516.7
636.5,12516.7
637.5,12516.7
638.5,12516.7
639.5,12516.7
640.5,12516.7
641.5,12516.7
642.5,12516.7
643.5,12516.7
644.5,12516.7
645.5,12516.7
646.5,12516.7
647.5,12516.7
648.5,12516.7
649.5,12516.7
650.5,12516.7
651.5,10647.9
652.5,1916.65
653.5,1635.65
654.5,1313.71
655.5,503.807
656.5,117.616
657.5,0
658.5,0
659.5,0
660.5,1004.85
661.5,2104.97
662.5,4045.36
663.5,5155.41
664.5,5374.35
665.5,5378.35
666.5,5333.86
667.5,8048.94
668.5,10105.9
669.5,8357.82
670.5,9746.08
671.5,10639.3
672.5,10363.9
673.5,10341.5
674.5,7878.47
675.5,5984.35
676.5,5856.05
677.5,3425.14
678.5,1770.59
679.5,4331.63
680.5,7191.71
681.5,11066.7
682.5,11951.3
683.5,12289.1
684.5,12358.6
685.5,12402.7
686.5,12348.8
687.5,12462.8
688.5,12425.4
689.5,12386.7
690.5,12345.7
691.5,12403.9
692.5,12516.7
693.5,12516.7
694.5,12516.7
695.5,12516.7
696.5,12516.7
697.5,12516.7
698.5,12516.7
699.5,12516.7
700.5,12516.7
701.5,12516.7
702.5,12516.7
703.5,12516.7
704.5,12516.7
705.5,12516.7
706.5,12516.7
707.5,12516.7
708.5,12516.7
709.5,12516.7
710.5,12516.7
711.5,12516.7
712.5,12516.7
713.5,12516.7
714.5,12516.7
715.5,12516.7
716.5,11972
717.5,6536.1
718.5,6768.39
719.5,1682.79
720.5,834.656
721.5,3508.28
722.5,7251.29
723.5,12332.2
724.5,12516.7
725.5,12516.7
726.5,12516.7
727.5,12516.7
728.5,12516.7
729.5,12516.7
730.5,12516.7
731.5,12516.7
732.5,12431.8
733.5,12516.7
734.5,12516.7
735.5,12516.7
736.5,11061.8
737.5,11989.3
738.5,12344.5
739.5,12472.9
740.5,12516.7
741.5,12516.7
742.5,12350.5
743.5,12203.3
744.5,11463
745.5,9883.9
746.5,10605.8
747.5,9234.89
748.5,9518.59
749.5,10158.7
750.5,10757.4
751.5,9769.86
752.5,9818.82
753.5,7883.49
754.5,8392.94
755.5,11663
756.5,11980.1
757.5,12005.9
758.5,12389.6
759.5,12516.7
760.5,12516.7
761.5,12516.7
762.5,12516.7
763.5,12516.7
764.5,12516.7
765.5,12516.7
766.5,12516.7
767.5,12516.7
768.5,12516.7
769.5,12516.7
770.5,12516.7
771.5,12516.7
772.5,12516.7
773.5,12516.7
774.5,12516.7
775.5,12516.7
776.5,12516.7
777.5,12516.7
778.5,12516.7
779.5,12516.7
780.5,12516.7
781.5,12516.7
782.5,12516.7
783.5,12516.7
784.5,12516.7
785.5,12516.7
786.5,12516.7
787.5,12516.7
788.5,12516.7
789.5,12516.7
790.5,12516.7
791.5,12516.7
792.5,12516.7
793.5,12516.7
794.5,12516.7
795.5,12516.7
796.5,12516.7
797.5,12516.7
798.5,12516.7
799.5,12516.7
800.5,12516.7
801.5,12290.3
802.5,12274.7
803.5,12461.8
804.5,12511.9
805.5,12516.7
806.5,12508.5
807.5,12402.5
808.5,12381.7
809.5,12389.7
810.5,12354.4
811.5,12229.3
812.5,11866.1
813.5,10826.9
814.5,7725.61
815.5,7508.94
816.5,7782.03
817.5,11026.4
818.5,11942.2
819.5,12101.8
820.5,12029.4
821.5,12390.8
822.5,12516.7
823.5,12516.7
824.5,12516.7
825.5,12516.7
826.5,12516.7
827.5,12516.7
828.5,12516.7
829.5,12516.7
830.5,12516.7
831.5,12516.7
832.5,12516.7
833.5,12516.7
834.5,12516.7
835.5,12516.7
836.5,12516.7
837.5,12516.7
838.5,12516.7
839.5,12516.7
840.5,12516.7
841.5,12516.7
842.5,12516.7
843.5,12516.7
844.5,12516.7
845.5,12516.7
846.5,12516.7
847.5,12516.7
848.5,12516.7
849.5,12516.7
850.5,12516.7
851.5,12516.7
852.5,12516.7
853.5,12516.7
854.5,12516.7
855.5,12516.7
856.5,12516.7
857.5,12516.7
858.5,11407.5
859.5,6065.04
860.5,2138.75
861.5,1927.57
862.5,106.737
863.5,0
864.5,0
865.5,195.967
866.5,2003.08
867.5,3852.33
868.5,5832.02
869.5,7049.04
870.5,8289.93
871.5,7458.93
872.5,2856.88
873.5,1452.87
874.5,2237.57
875.5,3020.96
876.5,2743.89
877.5,1955.61
878.5,442.172
879.5,0
880.5,0
881.5,502.094
882.5,5095.86
883.5,6764.36
884.5,2806.82
885.5,6159.32
886.5,4274.67
887.5,12516.7
888.5,12516.7
889.5,12516.7
890.5,9497.62
891.5,3497.48
892.5,3249.6
893.5,2466.16
894.5,1790.58
895.5,2062.15
896.5,5207.13
897.5,2928.16
898.5,1916.28
899.5,934.956
900.5,510.383
901.5,573.806
902.5,1604.51
903.5,5445.04
904.5,6617.06
905.5,4239.2
906.5,2718.23
907.5,4745.53
908.5,10812.3
909.5,10484.4
910.5,8555.53
911.5,4852.8
912.5,2226.7
913.5,2158.75
914.5,1569.26
915.5,2473.06
916.5,1980.49
917.5,764.013
918.5,86.7379
919.5,193.041
920.5,61.7074
921.5,31.0178
922.5,197.759
923.5,276.914
924.5,702.841
925.5,338.196
926.5,247.67
927.5,1098.77
928.5,2001.77
929.5,1044.56
930.5,460.785
931.5,0
932.5,171.969
933.5,0
934.5,0
935.5,0
936.5,0
937.5,0
938.5,0
939.5,0
940.5,1975.07
941.5,3455.65
942.5,5309.35
943.5,4646.84
944.5,3549.66
945.5,6658.31
946.5,10309.5
947.5,11793.9
948.5,12467
949.5,12516.7
950.5,12363.7
951.5,12516.7
952.5,12462.8
953.5,12302
954.5,11921.5
955.5,12392.4
956.5,12516.7
957.5,12516.7
958.5,12516.7
959.5,12516.7
960.5,12516.7
961.5,12516.7
962.5,12516.7
963.5,12516.7
964.5,12516.7
965.5,12499.8
966.5,12433.8
967.5,11841.4
968.5,9019.83
969.5,9410.95
970.5,8752.26
971.5,8074.01
972.5,3495.23
973.5,1824.21
974.5,464.764
975.5,0
976.5,0
977.5,0
978.5,610.581
979.5,1080.3
980.5,1210.32
981.5,4116.92
982.5,8399.61
983.5,8113.19
984.5,8407.25
985.5,8650.12
986.5,6652.13
987.5,5711.89
988.5,8048.05
989.5,10850.8
990.5,12087.1
991.5,11172.3
992.5,9017.8
993.5,9614.85
994.5,12306.2
995.5,12200.2
996.5,11877.7
997.5,11658.3
998.5,10388
999.5,10691.5
1000.5,10252.7
1001.5,10856
1002.5,11397.7
1003.5,11059.7
1004.5,9939.33
1005.5,8925.39
1006.5,5999.2
1007.5,4511.06
1008.5,4850.45
1009.5,3356.36
1010.5,1776.07
1011.5,2153.95
1012.5,4262.86
1013.5,7435.52
1014.5,10427.3
1015.5,9728.29
1016.5,7255.89
1017.5,6469.69
1018.5,7410.3
1019.5,11871.6
1020.5,12455.9
1021.5,12516.7
1022.5,12516.7
1023.5,12370
1024.5,11955
1025.5,10903.3
1026.5,8640.56
1027.5,9549.3
1028.5,10136.3
1029.5,10402.4
1030.5,10909.4
1031.5,11661.5
1032.5,11380.9
1033.5,11267.3
1034.5,12215.5
1035.5,12335
1036.5,12230.2
1037.5,11608.4
1038.5,10186.2
1039.5,8254.32
1040.5,5902.64
1041.5,5291.71
1042.5,6688.66
1043.5,5543.25
1044.5,3739.71
1045.5,1590.14
1046.5,642.582
1047.5,0
1048.5,0
1049.5,7.74222
1050.5,618.031
1051.5,5027.69
1052.5,10983.3
1053.5,12027.8
1054.5,12216.8
1055.5,11904.8
1056.5,11889.7
1057.5,11582.5
1058.5,9873.22
1059.5,7814.62
1060.5,5756.36
1061.5,4116.28
1062.5,2616.6
1063.5,1780.74
1064.5,337.687
1065.5,0
1066.5,0
1067.5,0
1068.5,1280.31
1069.5,2326.48
1070.5,7427.3
1071.5,10681.5
1072.5,11548.5
1073.5,11786.3
1074.5,11963
1075.5,12420.3
1076.5,12516.7
1077.5,12516.7
1078.5,12516.7
1079.5,12516.7
1080.5,12516.7
1081.5,12516.7
1082.5,12516.7
1083.5,12516.7
1084.5,12516.7
1085.5,12516.7
1086.5,12516.7
1087.5,12516.7
1088.5,12516.7
1089.5,12516.7
1090.5,12418.6
1091.5,12309.8
1092.5,12329.1
1093.5,12269.9
1094.5,12295.4
1095.5,12241.2
1096.5,12341.8
1097.5,12446
1098.5,12516.7
1099.5,12516.7
1100.5,12480.8
1101.5,12454.2
1102.5,12421.6
1103.5,12460.5
1104.5,12455.7
1105.5,12373.8
1106.5,12323.5
1107.5,12219.8
1108.5,12370.9
1109.5,12318.2
1110.5,12266.5
1111.5,12346.7
1112.5,12301.2
1113.5,12237.9
1114.5,12397
1115.5,12359.8
1116.5,12304.2
1117.5,12291.9
1118.5,12402.4
1119.5,12514.3
1120.5,12499.4
1121.5,12376.2
1122.5,12241.2
1123.5,12488.9
1124.5,12430.2
1125.5,12357.3
1126.5,12320.9
1127.5,12421.5
1128.5,12394.4
1129.5,12516.7
1130.5,12445.6
1131.5,12481.6
1132.5,12516.7
1133.5,12516.7
1134.5,12516.7
1135.5,12516.7
1136.5,12470.2
1137.5,12388.4
1138.5,12452.7
1139.5,12494.6
1140.5,12514.4
1141.5,12305.3
1142.5,12045.8
1143.5,12028.6
1144.5,11828.1
1145.5,11275.4
1146.5,10202.6
1147.5,11852.7
1148.5,10345.7
1149.5,10174.6
1150.5,10830.9
1151.5,10623.4
1152.5,11571.7
1153.5,12183.4
1154.5,12363.3
1155.5,12516.7
1156.5,12516.7
1157.5,12516.7
1158.5,12516.7
1159.5,12516.7
1160.5,12516.7
1161.5,12505.3
1162.5,12516.7
1163.5,12516.7
1164.5,12516.7
1165.5,12516.7
1166.5,12516.7
1167.5,12516.7
1168.5,12461.4
1169.5,12516.7
1170.5,12516.7
1171.5,12516.7
1172.5,12516.7
1173.5,12516.7
1174.5,12516.7
1175.5,12516.7
1176.5,12516.7
1177.5,12516.7
1178.5,12516.3
1179.5,12341.4
1180.5,12386.1
1181.5,12347.9
1182.5,12310.9
1183.5,12453.9
1184.5,12042.2
1185.5,11734.7
1186.5,11707.4
1187.5,10272.8
1188.5,10958.8
1189.5,11183.4
1190.5,11255
1191.5,11616.8
1192.5,12345
1193.5,12285.2
1194.5,12176.5
1195.5,12446.6
1196.5,12464.5
1197.5,12413.1
1198.5,12413.2
1199.5,12429.3
1200.5,12346.8
1201.5,11999.1
1202.5,11938
1203.5,11790.8
1204.5,11912.3
1205.5,11466.9
1206.5,10608.1
1207.5,11421.3
1208.5,9418.1
1209.5,10937
1210.5,12206.8
1211.5,12411.1
1212.5,12508.6
1213.5,12425.4
1214.5,12385.5
1215.5,12266.6
1216.5,12302.4
1217.5,11980.4
1218.5,11472.1
1219.5,12299.8
1220.5,12129.2
1221.5,11730.8
1222.5,11340.9
1223.5,11558.3
1224.5,11660
1225.5,11721.8
1226.5,11769.7
1227.5,11927
1228.5,12114.1
1229.5,12050.2
1230.5,12002.8
1231.5,12366.8
1232.5,12204.6
1233.5,12435.8
1234.5,12511.8
1235.5,12418.2
1236.5,12499
1237.5,12516.7
1238.5,12389.9
1239.5,12339.3
1240.5,12369.4
1241.5,12242.9
1242.5,12064.6
1243.5,11981
1244.5,12215.1
1245.5,12325.9
1246.5,12223.2
1247.5,12202.1
1248.5,11843.7
1249.5,11935.3
1250.5,11916
1251.5,11627.5
1252.5,11735.8
1253.5,12266.6
1254.5,12439.4
1255.5,12423.6
1256.5,12469.9
1257.5,12268.3
1258.5,11288.2
1259.5,9371.78
1260.5,8193.51
1261.5,5453.01
1262.5,3850.97
1263.5,1123.44
1264.5,0
1265.5,659.424
1266.5,5643.39
1267.5,7006.6
1268.5,8946.85
1269.5,6556.73
1270.5,6850.18
1271.5,3941.27
1272.5,2619.41
1273.5,1925.32
1274.5,1167.28
1275.5,2644.72
1276.5,5899.72
1277.5,3135.74
1278.5,1372.03
1279.5,1040.12
1280.5,3070.93
1281.5,1344.15
1282.5,232.608
1283.5,3024.04
1284.5,9756.33
1285.5,11102.1
1286.5,9728.74
1287.5,9034.43
1288.5,7812.71
1289.5,3088.47
1290.5,707.726
1291.5,0
1292.5,0
1293.5,542.194
1294.5,1416.62
1295.5,1170.52
1296.5,1073.89
1297.5,1440.15
1298.5,2539.1
1299.5,4501.39
1300.5,7448.65
1301.5,6673.81
1302.5,5269.66
1303.5,8428.36
1304.5,6808.13
1305.5,2508.45
1306.5,1996.24
1307.5,4036.77
1308.5,5846.5
1309.5,8279.07
1310.5,10168.4
1311.5,11586.8
1312.5,11855.4
1313.5,11116.8
1314.5,9526.79
1315.5,9819.18
1316.5,11613.9
1317.5,12437.1
1318.5,12516.7
1319.5,12513.4
1320.5,12390.7
1321.5,12327
1322.5,12253.8
1323.5,12145.8
1324.5,11714.4
1325.5,11094.1
1326.5,10000.3
1327.5,10918
1328.5,11726.9
1329.5,12317.5
1330.5,12474.4
1331.5,12516.7
1332.5,12516.7
1333.5,12465.2
1334.5,12516.7
1335.5,12516.7
1336.5,12516.7
1337.5,12516.7
1338.5,12516.7
1339.5,12516.7
1340.5,12516.7
1341.5,12516.7
1342.5,12516.7
1343.5,12424.8
1344.5,11878.1
1345.5,10658.1
1346.5,11443.6
1347.5,11791.9
1348.5,10697.1
1349.5,7673.53
1350.5,4201.23
1351.5,2073.18
1352.5,1211.02
1353.5,799.967
1354.5,744.518
1355.5,661.616
1356.5,1070.98
1357.5,1256.54
1358.5,1586.89
1359.5,914.896
1360.5,222.114
1361.5,73.4643
1362.5,0
1363.5,772.773
1364.5,2005.28
1365.5,2198.91
1366.5,1385.79
1367.5,530.695
1368.5,148.738
1369.5,0
1370.5,0
1371.5,1444.75
1372.5,5821.79
1373.5,7124.26
1374.5,8062.54
1375.5,9923.6
1376.5,10035.1
1377.5,9495.23
1378.5,10363.4
1379.5,8323.94
1380.5,5172.05
1381.5,3683.43
1382.5,2406.83
1383.5,2029.78
1384.5,1559.06
1385.5,1540.18
1386.5,1543.59
1387.5,992.618
1388.5,932.305
1389.5,98.7083
1390.5,168.788
1391.5,299.612
1392.5,0
1393.5,0
1394.5,0
1395.5,0
1396.5,0
1397.5,290.492
1398.5,748.301
1399.5,0
1400.5,0
1401.5,0
1402.5,0
1403.5,0
1404.5,0
1405.5,0
1406.5,0
1407.5,0
1408.5,8606.9
1409.5,10387.6
1410.5,11534.7
1411.5,8522.5
1412.5,5721.8
1413.5,4699.78
1414.5,5717.53
1415.5,5472.2
1416.5,6843.49
1417.5,6636.29
1418.5,7685.64
1419.5,7685.66
1420.5,7354.18
1421.5,5988.78
1422.5,4798.91
1423.5,2707.77
1424.5,1738.25
1425.5,1431.79
1426.5,736.017
1427.5,584.901
1428.5,354.072
1429.5,214.847
1430.5,738.318
1431.5,1472.61
1432.5,1696.56
1433.5,1539.01
1434.5,1308.14
1435.5,907.014
1436.5,2539.61
1437.5,3310.29
1438.5,3222.57
1439.5,4837.19
1440.5,4742.29
1441.5,4938.92
1442.5,5344.14
1443.5,4495.61
1444.5,4409.88
1445.5,4852.07
1446.5,5176.74
1447.5,1180.79
1448.5,484.304
1449.5,150.879
1450.5,0
1451.5,251.773
1452.5,696.751
1453.5,1567.84
1454.5,2449.08
1455.5,3605.63
1456.5,5067.15
1457.5,2009.55
1458.5,421.85
1459.5,60.9639
1460.5,210.11
1461.5,491.227
1462.5,2151.61
1463.5,4992.57
1464.5,8397.27
1465.5,9236.37
1466.5,10897.7
1467.5,10328
1468.5,9075.93
1469.5,9124.08
1470.5,9091.77
1471.5,9635.79
1472.5,8171.27
1473.5,5954.83
1474.5,4248.37
1475.5,4878.21
1476.5,6715.53
1477.5,7315.09
1478.5,7785.88
1479.5,6346.88
1480.5,5315.4
1481.5,4644.41
1482.5,4002.66
1483.5,3772.25
1484.5,2014.88
1485.5,2898.18
1486.5,3636.44
1487.5,6339.29
1488.5,9141.69
1489.5,10789.3
1490.5,11149.6
1491.5,10960.5
1492.5,11604.9
1493.5,11309.9
1494.5,10863.5
1495.5,10252
1496.5,9056.62
1497.5,7740.62
1498.5,7598.23
1499.5,7915.05
1500.5,9115.94
1501.5,11253.8
1502.5,11506.4
1503.5,11241.4
1504.5,11066.3
1505.5,7971.57
1506.5,4504.24
1507.5,4094.69
1508.5,5243.06
1509.5,6052.72
1510.5,6839.6
1511.5,6694.22
1512.5,6617.45
1513.5,5645.79
1514.5,5989.1
1515.5,6838.07
1516.5,6077.77
1517.5,4508.45
1518.5,3176
1519.5,1990.9
1520.5,2950.52
1521.5,1123.6
1522.5,1122.94
1523.5,1969.12
1524.5,3329.9
1525.5,6866.54
1526.5,11149
1527.5,11948.1
1528.5,12122.2
1529.5,12516.2
1530.5,12516.7
